   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         0  "Barrow"        12        77       1        51        "telephone2"     623   "S_tarson_B"        62       1        25;
       2         1  "Rarrow"       214        91       1        51             "ring8"     609   "S_tarson_D"        64       2       188;
       3         1  "Larrow"       101       532       0        50               "nul"     168   "S_tarson_A"        61       1        14;
       4         0  "Barrow"         3       416       0        50               "nul"     284   "S_tarson_C"        63       2        71;
       5         1  "Larrow"       103        97       0        50               "nul"     603   "S_tarson_C"        63       2        91;
       6         0  "Barrow"        23       256       2        52             "ring7"     444   "S_tarson_C"        63       2        17;
       7         1  "Rarrow"       212       206       1        51       "telephone17"     494   "S_tarson_B"        62       1        57;
       8         0  "Barrow"         1       599       0        50               "nul"     101   "S_tarson_A"        61       1        47;
       9         1  "Rarrow"       204       584       0        50               "nul"     116   "S_tarson_D"        64       2         2;
      10         1  "Larrow"       103       152       0        50               "nul"     548   "S_tarson_C"        63       2       152;
      11         1  "Rarrow"       204       325       0        50               "nul"     375   "S_tarson_D"        64       2       134;
      12         1  "Larrow"       101       201       0        50               "nul"     499   "S_tarson_A"        61       1       198;
      13         0  "Barrow"         2       196       0        50               "nul"     504   "S_tarson_B"        62       1        51;
      14         1  "Larrow"       101       623       0        50               "nul"      77   "S_tarson_A"        61       1       138;
      15         1  "Rarrow"       204       629       0        50               "nul"      71   "S_tarson_D"        64       2        57;
      16         0  "Barrow"         3       467       0        50               "nul"     233   "S_tarson_C"        63       2       125;
      17         0  "Barrow"         1       183       0        50               "nul"     517   "S_tarson_A"        61       1        79;
      18         0  "Barrow"        22       279       2        52            "ring10"     421   "S_tarson_B"        62       1       176;
      19         1  "Rarrow"       202       427       0        50               "nul"     273   "S_tarson_B"        62       1       174;
      20         1  "Larrow"       113       232       1        51           "reveil5"     468   "S_tarson_C"        63       2       102;
      21         0  "Barrow"        31       461       3        53             "Alarm"     239   "S_tarson_A"        61       1        22;
