   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Rarrow"       202       609       0        50               "nul"      91   "S_tarson_B"        62       1       130;
       2         1  "Rarrow"       204       246       0        50               "nul"     454   "S_tarson_D"        64       2       149;
       3         1  "Rarrow"       204       387       0        50               "nul"     313   "S_tarson_D"        64       2        67;
       4         1  "Rarrow"       202       279       0        50               "nul"     421   "S_tarson_B"        62       1        45;
       5         1  "Larrow"       131       572       3        53             "Alarm"     128   "S_tarson_A"        61       1       156;
       6         0  "Barrow"         1       193       0        50               "nul"     507   "S_tarson_A"        61       1       128;
       7         1  "Larrow"       103       562       0        50               "nul"     138   "S_tarson_C"        63       2       163;
       8         1  "Larrow"       111       241       1        51        "telephone2"     459   "S_tarson_A"        61       1        94;
       9         0  "Barrow"         3       271       0        50               "nul"     429   "S_tarson_C"        63       2       181;
      10         1  "Rarrow"       204       346       0        50               "nul"     354   "S_tarson_D"        64       2       132;
      11         1  "Rarrow"       202       358       0        50               "nul"     342   "S_tarson_B"        62       1        99;
      12         0  "Barrow"         2       378       0        50               "nul"     322   "S_tarson_B"        62       1        18;
      13         1  "Rarrow"       222       288       2        52       "telephone16"     412   "S_tarson_B"        62       1        52;
      14         1  "Larrow"       101        91       0        50               "nul"     609   "S_tarson_A"        61       1        27;
      15         0  "Barrow"         2       574       0        50               "nul"     126   "S_tarson_B"        62       1       160;
      16         1  "Larrow"       101       602       0        50               "nul"      98   "S_tarson_A"        61       1        98;
      17         1  "Rarrow"       202       456       0        50               "nul"     244   "S_tarson_B"        62       1        72;
      18         1  "Larrow"       103       161       0        50               "nul"     539   "S_tarson_C"        63       2       110;
      19         1  "Rarrow"       214        74       1        51       "PhoneRingIn"     626   "S_tarson_D"        64       2         4;
      20         0  "Barrow"         3        58       0        50               "nul"     642   "S_tarson_C"        63       2       142;
      21         1  "Larrow"       121       348       2        52            "ring10"     352   "S_tarson_A"        61       1       127;
      22         1  "Larrow"       101       352       0        50               "nul"     348   "S_tarson_A"        61       1        80;
      23         1  "Larrow"       101        86       0        50               "nul"     614   "S_tarson_A"        61       1       100;
      24         0  "Barrow"         3       544       0        50               "nul"     156   "S_tarson_C"        63       2       141;
      25         1  "Rarrow"       202       289       0        50               "nul"     411   "S_tarson_B"        62       1       179;
      26         0  "Barrow"        31       540       3        53           "reveil6"     160   "S_tarson_A"        61       1        11;
      27         0  "Barrow"         3       167       0        50               "nul"     533   "S_tarson_C"        63       2        45;
      28         0  "Barrow"        23       258       2        52          "AlarmMix"     442   "S_tarson_C"        63       2        45;
      29         1  "Rarrow"       202       229       0        50               "nul"     471   "S_tarson_B"        62       1        38;
      30         0  "Barrow"        22       379       2        52            "ring20"     321   "S_tarson_B"        62       1       138;
      31         1  "Rarrow"       204       409       0        50               "nul"     291   "S_tarson_D"        64       2        56;
      32         1  "Larrow"       101       638       0        50               "nul"      62   "S_tarson_A"        61       1        40;
      33         1  "Rarrow"       212       206       1        51           "reveil3"     494   "S_tarson_B"        62       1        67;
      34         1  "Larrow"       101        92       0        50               "nul"     608   "S_tarson_A"        61       1       122;
      35         1  "Rarrow"       204       572       0        50               "nul"     128   "S_tarson_D"        64       2        71;
      36         0  "Barrow"         1       281       0        50               "nul"     419   "S_tarson_A"        61       1       128;
      37         0  "Barrow"        34       460       3        53          "TELEPH01"     240   "S_tarson_D"        64       2       167;
      38         1  "Larrow"       103       273       0        50               "nul"     427   "S_tarson_C"        63       2       194;
      39         1  "Larrow"       101       341       0        50               "nul"     359   "S_tarson_A"        61       1        60;
      40         1  "Larrow"       103        59       0        50               "nul"     641   "S_tarson_C"        63       2        55;
      41         1  "Rarrow"       204       227       0        50               "nul"     473   "S_tarson_D"        64       2       119;
      42         1  "Larrow"       103       478       0        50               "nul"     222   "S_tarson_C"        63       2       195;
      43         1  "Larrow"       103       346       0        50               "nul"     354   "S_tarson_C"        63       2        71;
      44         1  "Larrow"       113        90       1        51       "telephone11"     610   "S_tarson_C"        63       2        98;
      45         0  "Barrow"         4       181       0        50               "nul"     519   "S_tarson_D"        64       2        76;
      46         1  "Larrow"       103       333       0        50               "nul"     367   "S_tarson_C"        63       2        48;
      47         1  "Rarrow"       204       496       0        50               "nul"     204   "S_tarson_D"        64       2       198;
      48         1  "Rarrow"       234       616       3        53             "ring9"      84   "S_tarson_D"        64       2        86;
      49         1  "Larrow"       133       620       3        53       "telephone18"      80   "S_tarson_C"        63       2        86;
      50         1  "Larrow"       101       457       0        50               "nul"     243   "S_tarson_A"        61       1       192;
      51         0  "Barrow"        12        82       1        51       "telephone15"     618   "S_tarson_B"        62       1       134;
      52         0  "Barrow"         4       114       0        50               "nul"     586   "S_tarson_D"        64       2       118;
      53         1  "Rarrow"       232       556       3        53       "telephone20"     144   "S_tarson_B"        62       1         7;
      54         1  "Rarrow"       204       105       0        50               "nul"     595   "S_tarson_D"        64       2        94;
      55         1  "Rarrow"       224       273       2        52       "telephone13"     427   "S_tarson_D"        64       2       123;
      56         1  "Larrow"       103       604       0        50               "nul"      96   "S_tarson_C"        63       2        17;
      57         0  "Barrow"        13       167       1        51        "telephone5"     533   "S_tarson_C"        63       2        14;
      58         0  "Barrow"         2       102       0        50               "nul"     598   "S_tarson_B"        62       1        26;
      59         0  "Barrow"         4       472       0        50               "nul"     228   "S_tarson_D"        64       2        76;
      60         1  "Rarrow"       204       532       0        50               "nul"     168   "S_tarson_D"        64       2       132;
      61         1  "Rarrow"       202       148       0        50               "nul"     552   "S_tarson_B"        62       1        70;
      62         0  "Barrow"         1        61       0        50               "nul"     639   "S_tarson_A"        61       1       139;
      63         0  "Barrow"         1       631       0        50               "nul"      69   "S_tarson_A"        61       1        47;
      64         1  "Larrow"       103        88       0        50               "nul"     612   "S_tarson_C"        63       2       169;
      65         0  "Barrow"         4       443       0        50               "nul"     257   "S_tarson_D"        64       2        53;
      66         1  "Larrow"       101       414       0        50               "nul"     286   "S_tarson_A"        61       1        52;
      67         0  "Barrow"         3       339       0        50               "nul"     361   "S_tarson_C"        63       2       128;
      68         0  "Barrow"         2       387       0        50               "nul"     313   "S_tarson_B"        62       1        54;
      69         1  "Rarrow"       202       466       0        50               "nul"     234   "S_tarson_B"        62       1       106;
      70         0  "Barrow"         2       111       0        50               "nul"     589   "S_tarson_B"        62       1        32;
      71         1  "Rarrow"       202       115       0        50               "nul"     585   "S_tarson_B"        62       1       144;
      72         1  "Larrow"       123       317       2        52             "ring7"     383   "S_tarson_C"        63       2        80;
};
