   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Larrow"       103       409       0        50               "nul"     291   "S_tarson_C"        63       2       114;
       2         1  "Rarrow"       202       502       0        50               "nul"     198   "S_tarson_B"        62       1       167;
       3         0  "Barrow"         1        64       0        50               "nul"     636   "S_tarson_A"        61       1       133;
       4         0  "Barrow"         4       152       0        50               "nul"     548   "S_tarson_D"        64       2       106;
       5         1  "Larrow"       103       323       0        50               "nul"     377   "S_tarson_C"        63       2       184;
       6         1  "Rarrow"       202       205       0        50               "nul"     495   "S_tarson_B"        62       1       166;
       7         0  "Barrow"         3       381       0        50               "nul"     319   "S_tarson_C"        63       2       103;
       8         1  "Larrow"       101       576       0        50               "nul"     124   "S_tarson_A"        61       1       199;
       9         0  "Barrow"         3        84       0        50               "nul"     616   "S_tarson_C"        63       2        28;
      10         1  "Larrow"       101       264       0        50               "nul"     436   "S_tarson_A"        61       1       193;
      11         1  "Larrow"       133       525       3        53       "telephone19"     175   "S_tarson_C"        63       2       102;
      12         1  "Larrow"       121       402       2        52        "sonnette10"     298   "S_tarson_A"        61       1       130;
      13         0  "Barrow"         1       585       0        50               "nul"     115   "S_tarson_A"        61       1       145;
      14         0  "Barrow"         3       335       0        50               "nul"     365   "S_tarson_C"        63       2        57;
      15         1  "Rarrow"       204       109       0        50               "nul"     591   "S_tarson_D"        64       2       108;
      16         1  "Larrow"       101       220       0        50               "nul"     480   "S_tarson_A"        61       1        12;
      17         1  "Rarrow"       204       598       0        50               "nul"     102   "S_tarson_D"        64       2        87;
      18         1  "Larrow"       103       194       0        50               "nul"     506   "S_tarson_C"        63       2       115;
      19         1  "Rarrow"       224       318       2        52             "ring8"     382   "S_tarson_D"        64       2        58;
      20         0  "Barrow"         2       238       0        50               "nul"     462   "S_tarson_B"        62       1        15;
      21         0  "Barrow"         1       235       0        50               "nul"     465   "S_tarson_A"        61       1        14;
      22         1  "Rarrow"       202        87       0        50               "nul"     613   "S_tarson_B"        62       1        97;
      23         1  "Larrow"       111       238       1        51           "reveil6"     462   "S_tarson_A"        61       1       161;
      24         1  "Rarrow"       202       146       0        50               "nul"     554   "S_tarson_B"        62       1         6;
      25         0  "Barrow"         1       294       0        50               "nul"     406   "S_tarson_A"        61       1        30;
      26         1  "Rarrow"       204       570       0        50               "nul"     130   "S_tarson_D"        64       2       104;
      27         1  "Rarrow"       232       530       3        53         "sonnette9"     170   "S_tarson_B"        62       1        58;
      28         0  "Barrow"        12       213       1        51          "reveil11"     487   "S_tarson_B"        62       1       102;
      29         0  "Barrow"         2       143       0        50               "nul"     557   "S_tarson_B"        62       1        89;
      30         1  "Rarrow"       202       281       0        50               "nul"     419   "S_tarson_B"        62       1       177;
      31         0  "Barrow"        23       360       2        52       "telephone11"     340   "S_tarson_C"        63       2       172;
      32         1  "Rarrow"       204       181       0        50               "nul"     519   "S_tarson_D"        64       2        15;
      33         1  "Rarrow"       222       411       2        52       "telephone17"     289   "S_tarson_B"        62       1        39;
      34         1  "Rarrow"       204       204       0        50               "nul"     496   "S_tarson_D"        64       2       148;
      35         1  "Larrow"       101       154       0        50               "nul"     546   "S_tarson_A"        61       1       163;
      36         0  "Barrow"         2       602       0        50               "nul"      98   "S_tarson_B"        62       1       110;
      37         0  "Barrow"        31       473       3        53            "ring10"     227   "S_tarson_A"        61       1         9;
      38         1  "Rarrow"       204       388       0        50               "nul"     312   "S_tarson_D"        64       2        93;
      39         0  "Barrow"         3        91       0        50               "nul"     609   "S_tarson_C"        63       2       152;
