   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      40         1  "Larrow"       103       559       0        50               "nul"     141   "S_tarson_C"        63       2        19;
      41         1  "Larrow"       103       220       0        50               "nul"     480   "S_tarson_C"        63       2        95;
      42         1  "Larrow"       103       503       0        50               "nul"     197   "S_tarson_C"        63       2        28;
      43         0  "Barrow"         4       560       0        50               "nul"     140   "S_tarson_D"        64       2        95;
      44         0  "Barrow"         4       114       0        50               "nul"     586   "S_tarson_D"        64       2         3;
      45         1  "Rarrow"       202       617       0        50               "nul"      83   "S_tarson_B"        62       1        84;
      46         1  "Rarrow"       234       597       3        53           "alarme5"     103   "S_tarson_D"        64       2       169;
      47         1  "Rarrow"       204       278       0        50               "nul"     422   "S_tarson_D"        64       2        63;
      48         0  "Barrow"         4       261       0        50               "nul"     439   "S_tarson_D"        64       2       187;
      49         1  "Rarrow"       202       290       0        50               "nul"     410   "S_tarson_B"        62       1        27;
      50         1  "Larrow"       101       514       0        50               "nul"     186   "S_tarson_A"        61       1        35;
      51         1  "Larrow"       103       415       0        50               "nul"     285   "S_tarson_C"        63       2       180;
      52         1  "Rarrow"       202       444       0        50               "nul"     256   "S_tarson_B"        62       1       193;
      53         1  "Larrow"       123       404       2        52           "reveil5"     296   "S_tarson_C"        63       2       133;
      54         1  "Larrow"       131       470       3        53            "Alarm6"     230   "S_tarson_A"        61       1       144;
      55         1  "Larrow"       101       414       0        50               "nul"     286   "S_tarson_A"        61       1       161;
      56         1  "Larrow"       103        56       0        50               "nul"     644   "S_tarson_C"        63       2       106;
      57         1  "Larrow"       101       258       0        50               "nul"     442   "S_tarson_A"        61       1        39;
      58         0  "Barrow"         2       449       0        50               "nul"     251   "S_tarson_B"        62       1       196;
      59         1  "Larrow"       101       142       0        50               "nul"     558   "S_tarson_A"        61       1        94;
      60         1  "Larrow"       101       524       0        50               "nul"     176   "S_tarson_A"        61       1       146;
      61         1  "Rarrow"       212        66       1        51            "RINGIN"     634   "S_tarson_B"        62       1       187;
      62         1  "Larrow"       103       647       0        50               "nul"      53   "S_tarson_C"        63       2        26;
      63         1  "Rarrow"       204       292       0        50               "nul"     408   "S_tarson_D"        64       2        99;
      64         1  "Rarrow"       202       516       0        50               "nul"     184   "S_tarson_B"        62       1       154;
      65         0  "Barrow"         2       413       0        50               "nul"     287   "S_tarson_B"        62       1        98;
      66         0  "Barrow"        13       244       1        51              "DING"     456   "S_tarson_C"        63       2        72;
      67         0  "Barrow"        34       639       3        53             "ring7"      61   "S_tarson_D"        64       2       192;
      68         1  "Rarrow"       204       600       0        50               "nul"     100   "S_tarson_D"        64       2       153;
      69         1  "Rarrow"       214        72       1        51            "Alarm2"     628   "S_tarson_D"        64       2       183;
      70         0  "Barrow"         3       460       0        50               "nul"     240   "S_tarson_C"        63       2       199;
      71         1  "Larrow"       113       144       1        51          "TELEPH01"     556   "S_tarson_C"        63       2        53;
      72         0  "Barrow"        22       381       2        52        "telephone2"     319   "S_tarson_B"        62       1        67;
};
