   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Larrow"       103       382       0        50               "nul"     318   "S_tarson_C"        63       2         1;
       2         1  "Larrow"       101       534       0        50               "nul"     166   "S_tarson_A"        61       1       196;
       3         1  "Larrow"       133       501       3        53              "DING"     199   "S_tarson_C"        63       2        51;
       4         1  "Rarrow"       204       571       0        50               "nul"     129   "S_tarson_D"        64       2       175;
       5         1  "Larrow"       101       354       0        50               "nul"     346   "S_tarson_A"        61       1        28;
       6         0  "Barrow"         3       144       0        50               "nul"     556   "S_tarson_C"        63       2       111;
       7         1  "Rarrow"       204       210       0        50               "nul"     490   "S_tarson_D"        64       2       131;
       8         0  "Barrow"        32       511       3        53       "telephone20"     189   "S_tarson_B"        62       1        52;
       9         0  "Barrow"         1       212       0        50               "nul"     488   "S_tarson_A"        61       1        37;
      10         1  "Larrow"       103       587       0        50               "nul"     113   "S_tarson_C"        63       2       193;
      11         1  "Rarrow"       204       456       0        50               "nul"     244   "S_tarson_D"        64       2        41;
      12         0  "Barrow"         4       528       0        50               "nul"     172   "S_tarson_D"        64       2        83;
      13         1  "Rarrow"       212        92       1        51        "telephone2"     608   "S_tarson_B"        62       1       136;
      14         0  "Barrow"         4       365       0        50               "nul"     335   "S_tarson_D"        64       2        13;
      15         1  "Larrow"       103       408       0        50               "nul"     292   "S_tarson_C"        63       2       182;
      16         1  "Larrow"       101       189       0        50               "nul"     511   "S_tarson_A"        61       1        37;
      17         1  "Rarrow"       234       559       3        53       "telephone18"     141   "S_tarson_D"        64       2       152;
      18         1  "Rarrow"       204       294       0        50               "nul"     406   "S_tarson_D"        64       2        41;
      19         1  "Rarrow"       232       507       3        53             "Alarm"     193   "S_tarson_B"        62       1       146;
      20         1  "Larrow"       101       594       0        50               "nul"     106   "S_tarson_A"        61       1       113;
      21         0  "Barrow"         4       282       0        50               "nul"     418   "S_tarson_D"        64       2       136;
      22         1  "Larrow"       103       448       0        50               "nul"     252   "S_tarson_C"        63       2        16;
      23         1  "Rarrow"       204       401       0        50               "nul"     299   "S_tarson_D"        64       2        74;
      24         1  "Larrow"       113       227       1        51             "ring8"     473   "S_tarson_C"        63       2       157;
      25         1  "Rarrow"       222       385       2        52            "ring10"     315   "S_tarson_B"        62       1        30;
      26         0  "Barrow"        11        88       1        51           "reveil3"     612   "S_tarson_A"        61       1        22;
      27         0  "Barrow"         3       539       0        50               "nul"     161   "S_tarson_C"        63       2       125;
      28         0  "Barrow"         1       339       0        50               "nul"     361   "S_tarson_A"        61       1       177;
      29         1  "Rarrow"       202        66       0        50               "nul"     634   "S_tarson_B"        62       1       179;
      30         1  "Larrow"       101        68       0        50               "nul"     632   "S_tarson_A"        61       1        32;
      31         0  "Barrow"         1       324       0        50               "nul"     376   "S_tarson_A"        61       1        28;
      32         1  "Larrow"       101       350       0        50               "nul"     350   "S_tarson_A"        61       1        57;
      33         1  "Rarrow"       224       295       2        52             "ring7"     405   "S_tarson_D"        64       2        48;
      34         0  "Barrow"        21       348       2        52       "telephone16"     352   "S_tarson_A"        61       1       100;
      35         0  "Barrow"         2        79       0        50               "nul"     621   "S_tarson_B"        62       1       100;
      36         1  "Rarrow"       202       294       0        50               "nul"     406   "S_tarson_B"        62       1        14;
      37         1  "Rarrow"       204       424       0        50               "nul"     276   "S_tarson_D"        64       2        24;
      38         1  "Rarrow"       214       174       1        51       "telephone11"     526   "S_tarson_D"        64       2       132;
      39         0  "Barrow"         4       101       0        50               "nul"     599   "S_tarson_D"        64       2        30;
      40         1  "Larrow"       101       270       0        50               "nul"     430   "S_tarson_A"        61       1       119;
      41         1  "Rarrow"       204       630       0        50               "nul"      70   "S_tarson_D"        64       2        17;
      42         0  "Barrow"         4       148       0        50               "nul"     552   "S_tarson_D"        64       2       138;
      43         0  "Barrow"         2       218       0        50               "nul"     482   "S_tarson_B"        62       1        33;
      44         0  "Barrow"        24       433       2        52       "telephone13"     267   "S_tarson_D"        64       2        64;
      45         1  "Larrow"       121       271       2        52         "sonnette9"     429   "S_tarson_A"        61       1        64;
      46         1  "Larrow"       103       162       0        50               "nul"     538   "S_tarson_C"        63       2       126;
      47         1  "Rarrow"       202        70       0        50               "nul"     630   "S_tarson_B"        62       1        43;
      48         0  "Barrow"         2       541       0        50               "nul"     159   "S_tarson_B"        62       1       103;
      49         1  "Larrow"       131       620       3        53          "reveil11"      80   "S_tarson_A"        61       1        67;
      50         1  "Larrow"       111       246       1        51       "telephone17"     454   "S_tarson_A"        61       1         8;
      51         1  "Rarrow"       202       369       0        50               "nul"     331   "S_tarson_B"        62       1       198;
      52         1  "Rarrow"       202       488       0        50               "nul"     212   "S_tarson_B"        62       1       141;
      53         1  "Rarrow"       202        67       0        50               "nul"     633   "S_tarson_B"        62       1        59;
      54         1  "Rarrow"       202       479       0        50               "nul"     221   "S_tarson_B"        62       1       115;
      55         1  "Larrow"       103       203       0        50               "nul"     497   "S_tarson_C"        63       2        80;
      56         1  "Larrow"       101       196       0        50               "nul"     504   "S_tarson_A"        61       1       170;
      57         1  "Larrow"       123       381       2        52           "alarme5"     319   "S_tarson_C"        63       2       160;
      58         1  "Larrow"       103       607       0        50               "nul"      93   "S_tarson_C"        63       2        68;
      59         1  "Rarrow"       202       262       0        50               "nul"     438   "S_tarson_B"        62       1       139;
      60         0  "Barrow"         3       165       0        50               "nul"     535   "S_tarson_C"        63       2       124;
      61         1  "Rarrow"       204       125       0        50               "nul"     575   "S_tarson_D"        64       2       147;
      62         0  "Barrow"         1        82       0        50               "nul"     618   "S_tarson_A"        61       1       121;
      63         1  "Larrow"       103        88       0        50               "nul"     612   "S_tarson_C"        63       2       156;
      64         1  "Larrow"       101       619       0        50               "nul"      81   "S_tarson_A"        61       1       121;
      65         0  "Barrow"         2       264       0        50               "nul"     436   "S_tarson_B"        62       1        54;
      66         0  "Barrow"        14       189       1        51       "PhoneRingIn"     511   "S_tarson_D"        64       2        12;
      67         0  "Barrow"         1       493       0        50               "nul"     207   "S_tarson_A"        61       1       195;
      68         1  "Larrow"       103       552       0        50               "nul"     148   "S_tarson_C"        63       2        87;
      69         0  "Barrow"         3       267       0        50               "nul"     433   "S_tarson_C"        63       2        90;
      70         1  "Rarrow"       202       556       0        50               "nul"     144   "S_tarson_B"        62       1       127;
      71         0  "Barrow"        33       552       3        53             "ring9"     148   "S_tarson_C"        63       2        27;
      72         1  "Rarrow"       204       241       0        50               "nul"     459   "S_tarson_D"        64       2        96;
};
