   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         0  "Barrow"         1        56       0        50               "nul"     644   "S_tarson_A"        61       1       130;
       2         1  "Rarrow"       204       318       0        50               "nul"     382   "S_tarson_D"        64       2       131;
       3         0  "Barrow"         4       332       0        50               "nul"     368   "S_tarson_D"        64       2        53;
       4         1  "Rarrow"       204       175       0        50               "nul"     525   "S_tarson_D"        64       2        52;
       5         1  "Larrow"       103        93       0        50               "nul"     607   "S_tarson_C"        63       2        33;
       6         1  "Rarrow"       202       288       0        50               "nul"     412   "S_tarson_B"        62       1       187;
       7         1  "Larrow"       103       207       0        50               "nul"     493   "S_tarson_C"        63       2        18;
       8         1  "Larrow"       101       104       0        50               "nul"     596   "S_tarson_A"        61       1       117;
       9         0  "Barrow"         2        99       0        50               "nul"     601   "S_tarson_B"        62       1         6;
      10         1  "Rarrow"       202       125       0        50               "nul"     575   "S_tarson_B"        62       1        10;
      11         0  "Barrow"         4       499       0        50               "nul"     201   "S_tarson_D"        64       2       150;
      12         0  "Barrow"        31       578       3        53           "reveil3"     122   "S_tarson_A"        61       1       187;
      13         1  "Rarrow"       232       546       3        53        "telephone2"     154   "S_tarson_B"        62       1       200;
      14         1  "Larrow"       103       320       0        50               "nul"     380   "S_tarson_C"        63       2       174;
      15         0  "Barrow"         1       317       0        50               "nul"     383   "S_tarson_A"        61       1        29;
      16         1  "Rarrow"       204       144       0        50               "nul"     556   "S_tarson_D"        64       2        98;
      17         0  "Barrow"        13       112       1        51             "ring7"     588   "S_tarson_C"        63       2        75;
      18         0  "Barrow"         4       145       0        50               "nul"     555   "S_tarson_D"        64       2       197;
      19         0  "Barrow"        22       343       2        52             "Alarm"     357   "S_tarson_B"        62       1        52;
      20         1  "Larrow"       101        87       0        50               "nul"     613   "S_tarson_A"        61       1       102;
      21         0  "Barrow"         2       273       0        50               "nul"     427   "S_tarson_B"        62       1       184;
      22         1  "Rarrow"       202       426       0        50               "nul"     274   "S_tarson_B"        62       1       180;
      23         1  "Rarrow"       204       465       0        50               "nul"     235   "S_tarson_D"        64       2       105;
      24         1  "Larrow"       101       500       0        50               "nul"     200   "S_tarson_A"        61       1       115;
      25         1  "Rarrow"       234       470       3        53       "telephone11"     230   "S_tarson_D"        64       2       180;
      26         0  "Barrow"         1       161       0        50               "nul"     539   "S_tarson_A"        61       1        23;
      27         0  "Barrow"        12       147       1        51            "ring10"     553   "S_tarson_B"        62       1       190;
      28         1  "Rarrow"       202       608       0        50               "nul"      92   "S_tarson_B"        62       1       125;
      29         0  "Barrow"        23       366       2        52       "telephone18"     334   "S_tarson_C"        63       2       109;
      30         1  "Larrow"       103       143       0        50               "nul"     557   "S_tarson_C"        63       2        13;
      31         1  "Larrow"       103       391       0        50               "nul"     309   "S_tarson_C"        63       2       131;
      32         1  "Rarrow"       202       506       0        50               "nul"     194   "S_tarson_B"        62       1       154;
      33         1  "Larrow"       103       334       0        50               "nul"     366   "S_tarson_C"        63       2       199;
      34         1  "Rarrow"       204       554       0        50               "nul"     146   "S_tarson_D"        64       2        15;
      35         0  "Barrow"        34       525       3        53       "PhoneRingIn"     175   "S_tarson_D"        64       2       124;
      36         1  "Larrow"       101       543       0        50               "nul"     157   "S_tarson_A"        61       1       147;
      37         0  "Barrow"         2       309       0        50               "nul"     391   "S_tarson_B"        62       1       178;
      38         1  "Larrow"       123       444       2        52            "Alarm2"     256   "S_tarson_C"        63       2       139;
      39         0  "Barrow"         3       305       0        50               "nul"     395   "S_tarson_C"        63       2        26;
      40         1  "Rarrow"       204       353       0        50               "nul"     347   "S_tarson_D"        64       2        33;
      41         1  "Rarrow"       204       235       0        50               "nul"     465   "S_tarson_D"        64       2        68;
      42         1  "Larrow"       101       310       0        50               "nul"     390   "S_tarson_A"        61       1        24;
      43         1  "Larrow"       133       610       3        53             "ring8"      90   "S_tarson_C"        63       2        75;
      44         1  "Larrow"       103       531       0        50               "nul"     169   "S_tarson_C"        63       2        87;
      45         0  "Barrow"         3       342       0        50               "nul"     358   "S_tarson_C"        63       2        69;
      46         1  "Larrow"       101       100       0        50               "nul"     600   "S_tarson_A"        61       1        74;
      47         1  "Rarrow"       204       364       0        50               "nul"     336   "S_tarson_D"        64       2       196;
      48         1  "Larrow"       111        66       1        51            "Alarm6"     634   "S_tarson_A"        61       1        80;
      49         0  "Barrow"         4        59       0        50               "nul"     641   "S_tarson_D"        64       2        65;
      50         1  "Rarrow"       202       572       0        50               "nul"     128   "S_tarson_B"        62       1       120;
      51         0  "Barrow"         1       636       0        50               "nul"      64   "S_tarson_A"        61       1        60;
      52         1  "Larrow"       101       429       0        50               "nul"     271   "S_tarson_A"        61       1       158;
      53         0  "Barrow"         3       210       0        50               "nul"     490   "S_tarson_C"        63       2       150;
      54         0  "Barrow"         2        59       0        50               "nul"     641   "S_tarson_B"        62       1        48;
      55         1  "Larrow"       113       225       1        51       "telephone19"     475   "S_tarson_C"        63       2       138;
      56         1  "Rarrow"       204       596       0        50               "nul"     104   "S_tarson_D"        64       2        59;
      57         0  "Barrow"         3       132       0        50               "nul"     568   "S_tarson_C"        63       2       139;
      58         1  "Rarrow"       222       309       2        52          "reveil11"     391   "S_tarson_B"        62       1       105;
      59         1  "Rarrow"       224       299       2        52              "DING"     401   "S_tarson_D"        64       2       168;
      60         1  "Larrow"       121       414       2        52            "RINGIN"     286   "S_tarson_A"        61       1       178;
      61         0  "Barrow"         2       626       0        50               "nul"      74   "S_tarson_B"        62       1       158;
      62         1  "Larrow"       101       542       0        50               "nul"     158   "S_tarson_A"        61       1       124;
      63         1  "Larrow"       103       580       0        50               "nul"     120   "S_tarson_C"        63       2        49;
      64         1  "Rarrow"       212       210       1        51         "sonnette9"     490   "S_tarson_B"        62       1       181;
      65         1  "Rarrow"       202       222       0        50               "nul"     478   "S_tarson_B"        62       1       192;
      66         1  "Rarrow"       202       351       0        50               "nul"     349   "S_tarson_B"        62       1       167;
      67         1  "Rarrow"       202       145       0        50               "nul"     555   "S_tarson_B"        62       1         6;
      68         1  "Larrow"       101       308       0        50               "nul"     392   "S_tarson_A"        61       1       192;
      69         1  "Larrow"       131       545       3        53       "telephone17"     155   "S_tarson_A"        61       1       165;
      70         1  "Rarrow"       214        89       1        51           "alarme5"     611   "S_tarson_D"        64       2       118;
      71         1  "Larrow"       103       541       0        50               "nul"     159   "S_tarson_C"        63       2       102;
      72         0  "Barrow"         3       491       0        50               "nul"     209   "S_tarson_C"        63       2       167;
};
