   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Rarrow"       204       314       0        50               "nul"     386   "S_tarson_D"        64       2       167;
       2         1  "Rarrow"       202       592       0        50               "nul"     108   "S_tarson_B"        62       1       189;
       3         1  "Rarrow"       204       170       0        50               "nul"     530   "S_tarson_D"        64       2        31;
       4         0  "Barrow"        33       615       3        53       "telephone11"      85   "S_tarson_C"        63       2        41;
       5         1  "Rarrow"       202       309       0        50               "nul"     391   "S_tarson_B"        62       1        39;
       6         0  "Barrow"         4        63       0        50               "nul"     637   "S_tarson_D"        64       2       157;
       7         1  "Rarrow"       232       464       3        53       "telephone17"     236   "S_tarson_B"        62       1       158;
       8         1  "Larrow"       101       620       0        50               "nul"      80   "S_tarson_A"        61       1         0;
       9         1  "Larrow"       101       177       0        50               "nul"     523   "S_tarson_A"        61       1         8;
      10         0  "Barrow"        11       175       1        51         "sonnette9"     525   "S_tarson_A"        61       1       198;
      11         1  "Rarrow"       204       219       0        50               "nul"     481   "S_tarson_D"        64       2       196;
      12         0  "Barrow"         1       497       0        50               "nul"     203   "S_tarson_A"        61       1       165;
      13         0  "Barrow"         1       118       0        50               "nul"     582   "S_tarson_A"        61       1        26;
      14         1  "Larrow"       101       639       0        50               "nul"      61   "S_tarson_A"        61       1        62;
      15         0  "Barrow"         1       177       0        50               "nul"     523   "S_tarson_A"        61       1       163;
      16         1  "Larrow"       131       465       3        53        "sonnette10"     235   "S_tarson_A"        61       1        38;
      17         1  "Rarrow"       224       448       2        52            "Alarm2"     252   "S_tarson_D"        64       2       105;
      18         1  "Rarrow"       202        73       0        50               "nul"     627   "S_tarson_B"        62       1       199;
      19         1  "Larrow"       103       110       0        50               "nul"     590   "S_tarson_C"        63       2        90;
      20         0  "Barrow"         4       442       0        50               "nul"     258   "S_tarson_D"        64       2        50;
      21         1  "Rarrow"       212        91       1        51            "Alarm6"     609   "S_tarson_B"        62       1        80;
      22         0  "Barrow"         2       279       0        50               "nul"     421   "S_tarson_B"        62       1       191;
      23         1  "Larrow"       103       469       0        50               "nul"     231   "S_tarson_C"        63       2        56;
      24         0  "Barrow"         3       426       0        50               "nul"     274   "S_tarson_C"        63       2       176;
      25         1  "Larrow"       101        58       0        50               "nul"     642   "S_tarson_A"        61       1       113;
      26         0  "Barrow"        21       421       2        52          "reveil11"     279   "S_tarson_A"        61       1        99;
      27         0  "Barrow"         2       194       0        50               "nul"     506   "S_tarson_B"        62       1        98;
      28         1  "Larrow"       103       158       0        50               "nul"     542   "S_tarson_C"        63       2        79;
      29         1  "Rarrow"       202       154       0        50               "nul"     546   "S_tarson_B"        62       1       181;
      30         0  "Barrow"         3       149       0        50               "nul"     551   "S_tarson_C"        63       2       149;
      31         1  "Larrow"       101       353       0        50               "nul"     347   "S_tarson_A"        61       1       172;
      32         1  "Larrow"       111       167       1        51            "ring20"     533   "S_tarson_A"        61       1       180;
      33         1  "Rarrow"       202       550       0        50               "nul"     150   "S_tarson_B"        62       1        98;
      34         1  "Rarrow"       214       123       1        51       "telephone19"     577   "S_tarson_D"        64       2       199;
      35         0  "Barrow"        14        97       1        51           "alarme5"     603   "S_tarson_D"        64       2       152;
      36         1  "Rarrow"       204       521       0        50               "nul"     179   "S_tarson_D"        64       2       173;
      37         1  "Rarrow"       204       205       0        50               "nul"     495   "S_tarson_D"        64       2       112;
      38         1  "Larrow"       121       336       2        52           "reveil6"     364   "S_tarson_A"        61       1       197;
      39         1  "Larrow"       133       596       3        53           "reveil5"     104   "S_tarson_C"        63       2        19;
      40         1  "Rarrow"       202       114       0        50               "nul"     586   "S_tarson_B"        62       1        68;
      41         1  "Larrow"       101       457       0        50               "nul"     243   "S_tarson_A"        61       1        83;
      42         1  "Larrow"       101       103       0        50               "nul"     597   "S_tarson_A"        61       1        71;
      43         0  "Barrow"        24       344       2        52              "DING"     356   "S_tarson_D"        64       2       122;
      44         1  "Rarrow"       204       348       0        50               "nul"     352   "S_tarson_D"        64       2        97;
      45         1  "Larrow"       103       326       0        50               "nul"     374   "S_tarson_C"        63       2       143;
      46         0  "Barrow"         2       545       0        50               "nul"     155   "S_tarson_B"        62       1        87;
      47         1  "Larrow"       103       598       0        50               "nul"     102   "S_tarson_C"        63       2        75;
      48         1  "Rarrow"       234       528       3        53             "ring8"     172   "S_tarson_D"        64       2        92;
      49         1  "Rarrow"       202       465       0        50               "nul"     235   "S_tarson_B"        62       1       138;
      50         0  "Barrow"         3       207       0        50               "nul"     493   "S_tarson_C"        63       2        89;
      51         1  "Rarrow"       204       642       0        50               "nul"      58   "S_tarson_D"        64       2        48;
      52         1  "Larrow"       113       125       1        51          "AlarmMix"     575   "S_tarson_C"        63       2       163;
      53         1  "Rarrow"       204       625       0        50               "nul"      75   "S_tarson_D"        64       2       127;
      54         1  "Larrow"       101       389       0        50               "nul"     311   "S_tarson_A"        61       1       149;
      55         0  "Barrow"         4       111       0        50               "nul"     589   "S_tarson_D"        64       2        70;
      56         1  "Rarrow"       222       344       2        52            "RINGIN"     356   "S_tarson_B"        62       1       130;
      57         1  "Larrow"       103       603       0        50               "nul"      97   "S_tarson_C"        63       2        85;
      58         0  "Barrow"         2       110       0        50               "nul"     590   "S_tarson_B"        62       1        41;
      59         1  "Larrow"       103       195       0        50               "nul"     505   "S_tarson_C"        63       2        23;
      60         1  "Rarrow"       202       426       0        50               "nul"     274   "S_tarson_B"        62       1        71;
      61         0  "Barrow"         3       593       0        50               "nul"     107   "S_tarson_C"        63       2       105;
      62         1  "Larrow"       101       369       0        50               "nul"     331   "S_tarson_A"        61       1       118;
      63         1  "Larrow"       103       401       0        50               "nul"     299   "S_tarson_C"        63       2        39;
      64         0  "Barrow"         4       396       0        50               "nul"     304   "S_tarson_D"        64       2        23;
      65         1  "Rarrow"       202       360       0        50               "nul"     340   "S_tarson_B"        62       1        38;
      66         0  "Barrow"         1       402       0        50               "nul"     298   "S_tarson_A"        61       1        48;
      67         1  "Rarrow"       204       401       0        50               "nul"     299   "S_tarson_D"        64       2        22;
      68         0  "Barrow"        32       473       3        53        "telephone2"     227   "S_tarson_B"        62       1        41;
      69         1  "Larrow"       103       430       0        50               "nul"     270   "S_tarson_C"        63       2        63;
      70         0  "Barrow"         1       284       0        50               "nul"     416   "S_tarson_A"        61       1       156;
      71         0  "Barrow"         4       473       0        50               "nul"     227   "S_tarson_D"        64       2       158;
      72         1  "Larrow"       123       428       2        52          "TELEPH01"     272   "S_tarson_C"        63       2       126;
};
