   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      41         0  "Barrow"         3        60       0        50               "nul"     640   "S_tarson_C"        63       2       153;
      42         1  "Rarrow"       212       197       1        51           "reveil6"     503   "S_tarson_B"        62       1        65;
      43         0  "Barrow"         3       146       0        50               "nul"     554   "S_tarson_C"        63       2       111;
      44         1  "Larrow"       101       535       0        50               "nul"     165   "S_tarson_A"        61       1       175;
      45         1  "Rarrow"       202       595       0        50               "nul"     105   "S_tarson_B"        62       1        64;
      46         1  "Larrow"       101       641       0        50               "nul"      59   "S_tarson_A"        61       1        93;
      47         1  "Larrow"       101       112       0        50               "nul"     588   "S_tarson_A"        61       1        42;
      48         1  "Rarrow"       224       405       2        52           "reveil5"     295   "S_tarson_D"        64       2        62;
      49         1  "Larrow"       133       523       3        53          "AlarmMix"     177   "S_tarson_C"        63       2         0;
      50         1  "Larrow"       103       432       0        50               "nul"     268   "S_tarson_C"        63       2       185;
      51         1  "Rarrow"       202       136       0        50               "nul"     564   "S_tarson_B"        62       1        83;
      52         1  "Larrow"       103        82       0        50               "nul"     618   "S_tarson_C"        63       2        28;
      53         1  "Larrow"       101       431       0        50               "nul"     269   "S_tarson_A"        61       1       120;
      54         1  "Larrow"       103       135       0        50               "nul"     565   "S_tarson_C"        63       2        65;
      55         1  "Rarrow"       202       522       0        50               "nul"     178   "S_tarson_B"        62       1       154;
      56         1  "Larrow"       103       531       0        50               "nul"     169   "S_tarson_C"        63       2       109;
      57         0  "Barrow"         4        60       0        50               "nul"     640   "S_tarson_D"        64       2       126;
      58         1  "Rarrow"       234       620       3        53       "telephone19"      80   "S_tarson_D"        64       2       174;
      59         1  "Larrow"       103        66       0        50               "nul"     634   "S_tarson_C"        63       2       140;
      60         1  "Larrow"       103       589       0        50               "nul"     111   "S_tarson_C"        63       2       170;
      61         1  "Rarrow"       214       107       1        51          "TELEPH01"     593   "S_tarson_D"        64       2       106;
      62         1  "Rarrow"       202       574       0        50               "nul"     126   "S_tarson_B"        62       1        76;
      63         1  "Larrow"       103       501       0        50               "nul"     199   "S_tarson_C"        63       2        65;
      64         0  "Barrow"         1       550       0        50               "nul"     150   "S_tarson_A"        61       1       151;
      65         1  "Larrow"       101       361       0        50               "nul"     339   "S_tarson_A"        61       1       120;
      66         0  "Barrow"         1       413       0        50               "nul"     287   "S_tarson_A"        61       1       124;
      67         1  "Rarrow"       202       338       0        50               "nul"     362   "S_tarson_B"        62       1       115;
      68         0  "Barrow"        14       245       1        51            "Alarm2"     455   "S_tarson_D"        64       2        73;
      69         0  "Barrow"         4       353       0        50               "nul"     347   "S_tarson_D"        64       2       174;
      70         1  "Rarrow"       202       320       0        50               "nul"     380   "S_tarson_B"        62       1       147;
      71         1  "Rarrow"       222       348       2        52        "sonnette10"     352   "S_tarson_B"        62       1       194;
      72         0  "Barrow"        24       388       2        52             "ring8"     312   "S_tarson_D"        64       2       124;
};
