   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      38         1  "Larrow"       101       205       0        50               "nul"     495   "S_tarson_A"        61       1       105;
      39         1  "Rarrow"       202       208       0        50               "nul"     492   "S_tarson_B"        62       1        55;
      40         1  "Rarrow"       214       141       1        51       "telephone18"     559   "S_tarson_D"        64       2       125;
      41         0  "Barrow"         1       260       0        50               "nul"     440   "S_tarson_A"        61       1       177;
      42         0  "Barrow"         2       491       0        50               "nul"     209   "S_tarson_B"        62       1        64;
      43         1  "Larrow"       101       231       0        50               "nul"     469   "S_tarson_A"        61       1        96;
      44         0  "Barrow"         1       125       0        50               "nul"     575   "S_tarson_A"        61       1       121;
      45         1  "Larrow"       101       271       0        50               "nul"     429   "S_tarson_A"        61       1       144;
      46         1  "Rarrow"       234       548       3        53       "telephone13"     152   "S_tarson_D"        64       2        39;
      47         1  "Larrow"       103       636       0        50               "nul"      64   "S_tarson_C"        63       2        45;
      48         1  "Larrow"       103       218       0        50               "nul"     482   "S_tarson_C"        63       2        14;
      49         1  "Larrow"       111       174       1        51          "reveil11"     526   "S_tarson_A"        61       1        36;
      50         1  "Rarrow"       204       485       0        50               "nul"     215   "S_tarson_D"        64       2       189;
      51         1  "Larrow"       101       609       0        50               "nul"      91   "S_tarson_A"        61       1       106;
      52         0  "Barrow"         4       447       0        50               "nul"     253   "S_tarson_D"        64       2         3;
      53         1  "Rarrow"       202       264       0        50               "nul"     436   "S_tarson_B"        62       1       154;
      54         1  "Rarrow"       204       153       0        50               "nul"     547   "S_tarson_D"        64       2        35;
      55         1  "Larrow"       103       333       0        50               "nul"     367   "S_tarson_C"        63       2       137;
      56         1  "Rarrow"       202       583       0        50               "nul"     117   "S_tarson_B"        62       1       184;
      57         1  "Larrow"       103        66       0        50               "nul"     634   "S_tarson_C"        63       2       191;
      58         1  "Rarrow"       202       180       0        50               "nul"     520   "S_tarson_B"        62       1        64;
      59         1  "Rarrow"       232       644       3        53       "telephone16"      56   "S_tarson_B"        62       1       159;
      60         0  "Barrow"         4       212       0        50               "nul"     488   "S_tarson_D"        64       2        40;
      61         0  "Barrow"         3       598       0        50               "nul"     102   "S_tarson_C"        63       2        80;
      62         1  "Rarrow"       202       582       0        50               "nul"     118   "S_tarson_B"        62       1        47;
      63         1  "Larrow"       131       523       3        53            "ring10"     177   "S_tarson_A"        61       1        28;
      64         1  "Rarrow"       204       526       0        50               "nul"     174   "S_tarson_D"        64       2        42;
      65         1  "Rarrow"       204       388       0        50               "nul"     312   "S_tarson_D"        64       2       108;
      66         1  "Rarrow"       224       419       2        52       "PhoneRingIn"     281   "S_tarson_D"        64       2        93;
      67         0  "Barrow"        11        88       1        51       "telephone20"     612   "S_tarson_A"        61       1       121;
      68         0  "Barrow"        21       442       2        52       "telephone15"     258   "S_tarson_A"        61       1       188;
      69         0  "Barrow"         3       346       0        50               "nul"     354   "S_tarson_C"        63       2       122;
      70         1  "Rarrow"       202       559       0        50               "nul"     141   "S_tarson_B"        62       1        94;
      71         0  "Barrow"         4       334       0        50               "nul"     366   "S_tarson_D"        64       2        94;
      72         0  "Barrow"        14        71       1        51             "ring9"     629   "S_tarson_D"        64       2        94;
};
