   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Larrow"       103       590       0        50               "nul"     110   "S_tarson_C"        63       2        96;
       2         1  "Rarrow"       204       318       0        50               "nul"     382   "S_tarson_D"        64       2       192;
       3         1  "Larrow"       103        73       0        50               "nul"     627   "S_tarson_C"        63       2       154;
       4         0  "Barrow"         3       199       0        50               "nul"     501   "S_tarson_C"        63       2         1;
       5         0  "Barrow"         1       143       0        50               "nul"     557   "S_tarson_A"        61       1       137;
       6         0  "Barrow"         3       474       0        50               "nul"     226   "S_tarson_C"        63       2        25;
       7         1  "Rarrow"       202       390       0        50               "nul"     310   "S_tarson_B"        62       1       174;
       8         1  "Larrow"       103       285       0        50               "nul"     415   "S_tarson_C"        63       2       162;
       9         1  "Larrow"       111       210       1        51           "reveil3"     490   "S_tarson_A"        61       1       102;
      10         1  "Rarrow"       204       582       0        50               "nul"     118   "S_tarson_D"        64       2        85;
      11         0  "Barrow"         3       127       0        50               "nul"     573   "S_tarson_C"        63       2        71;
      12         1  "Larrow"       101       248       0        50               "nul"     452   "S_tarson_A"        61       1        39;
      13         0  "Barrow"         2       435       0        50               "nul"     265   "S_tarson_B"        62       1        31;
      14         1  "Larrow"       123       276       2        52       "telephone13"     424   "S_tarson_C"        63       2        80;
      15         1  "Rarrow"       204        96       0        50               "nul"     604   "S_tarson_D"        64       2        11;
      16         1  "Rarrow"       202        79       0        50               "nul"     621   "S_tarson_B"        62       1        66;
      17         1  "Larrow"       103       233       0        50               "nul"     467   "S_tarson_C"        63       2       190;
      18         0  "Barrow"         2       248       0        50               "nul"     452   "S_tarson_B"        62       1        64;
      19         1  "Rarrow"       234       554       3        53          "TELEPH01"     146   "S_tarson_D"        64       2       171;
      20         1  "Larrow"       113       136       1        51       "PhoneRingIn"     564   "S_tarson_C"        63       2       195;
      21         1  "Rarrow"       222       430       2        52            "ring20"     270   "S_tarson_B"        62       1       155;
      22         1  "Larrow"       101       437       0        50               "nul"     263   "S_tarson_A"        61       1        30;
      23         1  "Larrow"       103       577       0        50               "nul"     123   "S_tarson_C"        63       2       129;
      24         0  "Barrow"         4       496       0        50               "nul"     204   "S_tarson_D"        64       2        80;
      25         0  "Barrow"        31       638       3        53            "RINGIN"      62   "S_tarson_A"        61       1       129;
      26         0  "Barrow"         4       122       0        50               "nul"     578   "S_tarson_D"        64       2       197;
      27         0  "Barrow"        22       315       2        52            "Alarm6"     385   "S_tarson_B"        62       1       138;
      28         0  "Barrow"         2       269       0        50               "nul"     431   "S_tarson_B"        62       1        91;
      29         1  "Rarrow"       212       184       1        51       "telephone15"     516   "S_tarson_B"        62       1       125;
      30         1  "Larrow"       101       589       0        50               "nul"     111   "S_tarson_A"        61       1        93;
      31         0  "Barrow"         3       418       0        50               "nul"     282   "S_tarson_C"        63       2       173;
      32         1  "Rarrow"       214       228       1        51        "telephone5"     472   "S_tarson_D"        64       2        78;
      33         1  "Rarrow"       224       387       2        52          "AlarmMix"     313   "S_tarson_D"        64       2        17;
      34         1  "Larrow"       103       545       0        50               "nul"     155   "S_tarson_C"        63       2        64;
      35         0  "Barrow"         1       467       0        50               "nul"     233   "S_tarson_A"        61       1       103;
      36         1  "Rarrow"       202       241       0        50               "nul"     459   "S_tarson_B"        62       1       121;
      37         0  "Barrow"        12       107       1        51        "sonnette10"     593   "S_tarson_B"        62       1       153;
      38         1  "Rarrow"       204       145       0        50               "nul"     555   "S_tarson_D"        64       2        49;
      39         0  "Barrow"        34       470       3        53            "Alarm2"     230   "S_tarson_D"        64       2       121;
      40         1  "Larrow"       121       414       2        52       "telephone16"     286   "S_tarson_A"        61       1       192;
      41         1  "Larrow"       101       415       0        50               "nul"     285   "S_tarson_A"        61       1       105;
      42         1  "Rarrow"       202       525       0        50               "nul"     175   "S_tarson_B"        62       1       134;
      43         0  "Barrow"         1       345       0        50               "nul"     355   "S_tarson_A"        61       1       138;
      44         1  "Larrow"       103       412       0        50               "nul"     288   "S_tarson_C"        63       2        12;
      45         1  "Larrow"       103       215       0        50               "nul"     485   "S_tarson_C"        63       2        78;
      46         0  "Barrow"         2        67       0        50               "nul"     633   "S_tarson_B"        62       1        49;
      47         1  "Larrow"       103       445       0        50               "nul"     255   "S_tarson_C"        63       2       198;
      48         0  "Barrow"         3       403       0        50               "nul"     297   "S_tarson_C"        63       2       100;
      49         1  "Larrow"       101       626       0        50               "nul"      74   "S_tarson_A"        61       1       149;
      50         1  "Rarrow"       202       568       0        50               "nul"     132   "S_tarson_B"        62       1        75;
      51         0  "Barrow"        23       359       2        52       "telephone19"     341   "S_tarson_C"        63       2       106;
      52         1  "Rarrow"       204       326       0        50               "nul"     374   "S_tarson_D"        64       2       117;
      53         1  "Rarrow"       202       362       0        50               "nul"     338   "S_tarson_B"        62       1       183;
      54         1  "Larrow"       101       346       0        50               "nul"     354   "S_tarson_A"        61       1        63;
      55         1  "Rarrow"       204       604       0        50               "nul"      96   "S_tarson_D"        64       2        12;
      56         1  "Rarrow"       232       456       3        53           "reveil6"     244   "S_tarson_B"        62       1       128;
      57         1  "Rarrow"       202       298       0        50               "nul"     402   "S_tarson_B"        62       1       162;
      58         1  "Rarrow"       204       152       0        50               "nul"     548   "S_tarson_D"        64       2        97;
      59         0  "Barrow"         1       130       0        50               "nul"     570   "S_tarson_A"        61       1       188;
      60         1  "Rarrow"       204       593       0        50               "nul"     107   "S_tarson_D"        64       2        69;
      61         1  "Larrow"       101       199       0        50               "nul"     501   "S_tarson_A"        61       1       176;
      62         1  "Rarrow"       202       624       0        50               "nul"      76   "S_tarson_B"        62       1       183;
      63         1  "Larrow"       131       647       3        53       "telephone20"      53   "S_tarson_A"        61       1        59;
      64         1  "Larrow"       101       203       0        50               "nul"     497   "S_tarson_A"        61       1         3;
      65         1  "Rarrow"       204       435       0        50               "nul"     265   "S_tarson_D"        64       2        43;
      66         0  "Barrow"         2       514       0        50               "nul"     186   "S_tarson_B"        62       1       116;
      67         1  "Larrow"       133       486       3        53             "ring9"     214   "S_tarson_C"        63       2        72;
      68         0  "Barrow"        13        95       1        51           "reveil5"     605   "S_tarson_C"        63       2        52;
      69         0  "Barrow"         4       151       0        50               "nul"     549   "S_tarson_D"        64       2       117;
      70         1  "Rarrow"       202       124       0        50               "nul"     576   "S_tarson_B"        62       1        96;
      71         1  "Larrow"       101       590       0        50               "nul"     110   "S_tarson_A"        61       1       168;
      72         0  "Barrow"         4       293       0        50               "nul"     407   "S_tarson_D"        64       2         2;
};
