   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      33         1  "Larrow"       133       587       3        53       "telephone11"     113   "S_tarson_C"        63       2       101;
      34         1  "Larrow"       113        92       1        51           "alarme5"     608   "S_tarson_C"        63       2       106;
      35         1  "Rarrow"       202       641       0        50               "nul"      59   "S_tarson_B"        62       1        82;
      36         1  "Rarrow"       202       231       0        50               "nul"     469   "S_tarson_B"        62       1        68;
      37         0  "Barrow"         3       209       0        50               "nul"     491   "S_tarson_C"        63       2        59;
      38         1  "Larrow"       101       599       0        50               "nul"     101   "S_tarson_A"        61       1        79;
      39         0  "Barrow"         4       195       0        50               "nul"     505   "S_tarson_D"        64       2       156;
      40         1  "Larrow"       103       636       0        50               "nul"      64   "S_tarson_C"        63       2         7;
      41         1  "Rarrow"       214       239       1        51             "ring7"     461   "S_tarson_D"        64       2         3;
      42         1  "Rarrow"       204       226       0        50               "nul"     474   "S_tarson_D"        64       2       169;
      43         1  "Rarrow"       202        71       0        50               "nul"     629   "S_tarson_B"        62       1       115;
      44         1  "Larrow"       101       383       0        50               "nul"     317   "S_tarson_A"        61       1        18;
      45         1  "Rarrow"       204       593       0        50               "nul"     107   "S_tarson_D"        64       2        76;
      46         0  "Barrow"         2       175       0        50               "nul"     525   "S_tarson_B"        62       1       162;
      47         1  "Larrow"       103       579       0        50               "nul"     121   "S_tarson_C"        63       2        41;
      48         1  "Rarrow"       204       314       0        50               "nul"     386   "S_tarson_D"        64       2        62;
      49         0  "Barrow"         3        58       0        50               "nul"     642   "S_tarson_C"        63       2       190;
      50         0  "Barrow"         2       650       0        50               "nul"      50   "S_tarson_B"        62       1       147;
      51         1  "Rarrow"       202       414       0        50               "nul"     286   "S_tarson_B"        62       1       136;
      52         1  "Rarrow"       204       444       0        50               "nul"     256   "S_tarson_D"        64       2        45;
      53         1  "Larrow"       101       548       0        50               "nul"     152   "S_tarson_A"        61       1        22;
      54         1  "Rarrow"       232       584       3        53           "reveil3"     116   "S_tarson_B"        62       1        66;
      55         1  "Larrow"       103       120       0        50               "nul"     580   "S_tarson_C"        63       2       128;
      56         1  "Rarrow"       204       158       0        50               "nul"     542   "S_tarson_D"        64       2       138;
      57         1  "Larrow"       103       354       0        50               "nul"     346   "S_tarson_C"        63       2        51;
      58         1  "Larrow"       101       126       0        50               "nul"     574   "S_tarson_A"        61       1       162;
      59         1  "Larrow"       111       177       1        51         "sonnette9"     523   "S_tarson_A"        61       1       117;
      60         1  "Larrow"       101       314       0        50               "nul"     386   "S_tarson_A"        61       1        23;
      61         0  "Barrow"         4       180       0        50               "nul"     520   "S_tarson_D"        64       2        10;
      62         1  "Rarrow"       204       644       0        50               "nul"      56   "S_tarson_D"        64       2        70;
      63         1  "Larrow"       121       335       2        52          "reveil11"     365   "S_tarson_A"        61       1        91;
      64         1  "Rarrow"       202       632       0        50               "nul"      68   "S_tarson_B"        62       1       151;
      65         1  "Larrow"       101       113       0        50               "nul"     587   "S_tarson_A"        61       1       169;
      66         0  "Barrow"         4       457       0        50               "nul"     243   "S_tarson_D"        64       2        88;
      67         0  "Barrow"         1       178       0        50               "nul"     522   "S_tarson_A"        61       1       178;
      68         0  "Barrow"        33       492       3        53        "telephone5"     208   "S_tarson_C"        63       2       198;
      69         0  "Barrow"         3       617       0        50               "nul"      83   "S_tarson_C"        63       2       134;
      70         0  "Barrow"         2       213       0        50               "nul"     487   "S_tarson_B"        62       1        34;
      71         1  "Larrow"       103       416       0        50               "nul"     284   "S_tarson_C"        63       2       188;
      72         0  "Barrow"        24       303       2        52             "ring9"     397   "S_tarson_D"        64       2       101;
};
