   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Rarrow"       202       292       0        50               "nul"     408   "S_tarson_B"        62       1         4;
       2         1  "Larrow"       123       365       2        52            "Alarm3"     335   "S_tarson_C"        63       2       136;
       3         0  "Barrow"        12        82       1        51            "Alarm7"     618   "S_tarson_B"        62       1       136;
       4         0  "Barrow"         1       138       0        50               "nul"     562   "S_tarson_A"        61       1         9;
       5         1  "Rarrow"       214       282       1        51      "alarmemontre"     418   "S_tarson_D"        64       2       190;
       6         1  "Rarrow"       224       410       2        52           "reveil4"     290   "S_tarson_D"        64       2        32;
       7         0  "Barrow"         3       408       0        50               "nul"     292   "S_tarson_C"        63       2        92;
       8         0  "Barrow"        21       582       2        52       "telephone19"     118   "S_tarson_A"        61       1       165;
       9         0  "Barrow"         2       470       0        50               "nul"     230   "S_tarson_B"        62       1       152;
      10         0  "Barrow"         1       494       0        50               "nul"     206   "S_tarson_A"        61       1        37;
      11         1  "Rarrow"       204       453       0        50               "nul"     247   "S_tarson_D"        64       2        87;
      12         1  "Larrow"       101       478       0        50               "nul"     222   "S_tarson_A"        61       1       180;
      13         1  "Larrow"       101       319       0        50               "nul"     381   "S_tarson_A"        61       1        17;
      14         1  "Larrow"       113       320       1        51             "Alarm"     380   "S_tarson_C"        63       2       181;
      15         0  "Barrow"         4       372       0        50               "nul"     328   "S_tarson_D"        64       2        28;
      16         0  "Barrow"        23       470       2        52       "telephone16"     230   "S_tarson_C"        63       2       193;
      17         0  "Barrow"         3       432       0        50               "nul"     268   "S_tarson_C"        63       2       142;
      18         0  "Barrow"        22       397       2        52       "telephone18"     303   "S_tarson_B"        62       1       193;
      19         0  "Barrow"        14       211       1        51            "Alarm4"     489   "S_tarson_D"        64       2        30;
      20         0  "Barrow"         4       109       0        50               "nul"     591   "S_tarson_D"        64       2         1;
      21         1  "Larrow"       101       138       0        50               "nul"     562   "S_tarson_A"        61       1       125;
      22         1  "Rarrow"       202       461       0        50               "nul"     239   "S_tarson_B"        62       1       185;
      23         1  "Rarrow"       204       325       0        50               "nul"     375   "S_tarson_D"        64       2        13;
      24         0  "Barrow"         2       219       0        50               "nul"     481   "S_tarson_B"        62       1         7;
      25         1  "Larrow"       103        85       0        50               "nul"     615   "S_tarson_C"        63       2       110;
      26         1  "Rarrow"       204       485       0        50               "nul"     215   "S_tarson_D"        64       2       155;
      27         0  "Barrow"         2       519       0        50               "nul"     181   "S_tarson_B"        62       1       136;
      28         0  "Barrow"         1        97       0        50               "nul"     603   "S_tarson_A"        61       1       170;
      29         0  "Barrow"        24       439       2        52            "ring10"     261   "S_tarson_D"        64       2        94;
      30         1  "Rarrow"       222       372       2        52        "sonnette10"     328   "S_tarson_B"        62       1        26;
      31         0  "Barrow"         1       549       0        50               "nul"     151   "S_tarson_A"        61       1       150;
      32         1  "Rarrow"       204       298       0        50               "nul"     402   "S_tarson_D"        64       2       183;
      33         1  "Larrow"       101       612       0        50               "nul"      88   "S_tarson_A"        61       1         0;
      34         0  "Barrow"         3       198       0        50               "nul"     502   "S_tarson_C"        63       2        93;
      35         0  "Barrow"         1       346       0        50               "nul"     354   "S_tarson_A"        61       1       161;
      36         1  "Rarrow"       204       631       0        50               "nul"      69   "S_tarson_D"        64       2        34;
      37         1  "Larrow"       121       610       2        52          "reveil12"      90   "S_tarson_A"        61       1        59;
      38         0  "Barrow"         4       327       0        50               "nul"     373   "S_tarson_D"        64       2       161;
      39         0  "Barrow"         2       111       0        50               "nul"     589   "S_tarson_B"        62       1        13;
      40         0  "Barrow"         2       641       0        50               "nul"      59   "S_tarson_B"        62       1       153;
      41         1  "Rarrow"       202       313       0        50               "nul"     387   "S_tarson_B"        62       1       125;
      42         1  "Rarrow"       212       294       1        51           "reveil5"     406   "S_tarson_B"        62       1        42;
      43         0  "Barrow"         3       436       0        50               "nul"     264   "S_tarson_C"        63       2       120;
      44         0  "Barrow"         3       105       0        50               "nul"     595   "S_tarson_C"        63       2       100;
      45         1  "Larrow"       101       500       0        50               "nul"     200   "S_tarson_A"        61       1       199;
      46         1  "Larrow"       103       209       0        50               "nul"     491   "S_tarson_C"        63       2       132;
      47         0  "Barrow"         1       584       0        50               "nul"     116   "S_tarson_A"        61       1       189;
      48         1  "Larrow"       103       457       0        50               "nul"     243   "S_tarson_C"        63       2        35;
      49         0  "Barrow"         4       628       0        50               "nul"      72   "S_tarson_D"        64       2       196;
      50         1  "Rarrow"       202       477       0        50               "nul"     223   "S_tarson_B"        62       1        17;
      51         0  "Barrow"         4       262       0        50               "nul"     438   "S_tarson_D"        64       2       185;
      52         1  "Rarrow"       202       380       0        50               "nul"     320   "S_tarson_B"        62       1       173;
      53         0  "Barrow"        11       323       1        51       "telephone13"     377   "S_tarson_A"        61       1       143;
      54         0  "Barrow"         2       341       0        50               "nul"     359   "S_tarson_B"        62       1         4;
      55         1  "Larrow"       103       249       0        50               "nul"     451   "S_tarson_C"        63       2        71;
      56         1  "Larrow"       103       425       0        50               "nul"     275   "S_tarson_C"        63       2        62;
      57         0  "Barrow"         3       198       0        50               "nul"     502   "S_tarson_C"        63       2       102;
      58         0  "Barrow"         4       537       0        50               "nul"     163   "S_tarson_D"        64       2        31;
      59         1  "Rarrow"       202       307       0        50               "nul"     393   "S_tarson_B"        62       1        54;
      60         1  "Larrow"       103       523       0        50               "nul"     177   "S_tarson_C"        63       2       198;
