   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      22         0  "Barrow"         2       470       0        50               "nul"     230   "S_tarson_B"        62       1       185;
      23         1  "Rarrow"       204        67       0        50               "nul"     633   "S_tarson_D"        64       2        58;
      24         1  "Larrow"       103       295       0        50               "nul"     405   "S_tarson_C"        63       2       100;
      25         1  "Larrow"       101       627       0        50               "nul"      73   "S_tarson_A"        61       1        81;
      26         0  "Barrow"         3       155       0        50               "nul"     545   "S_tarson_C"        63       2        81;
      27         1  "Larrow"       103       376       0        50               "nul"     324   "S_tarson_C"        63       2        52;
      28         0  "Barrow"        23       448       2        52           "reveil4"     252   "S_tarson_C"        63       2       175;
      29         0  "Barrow"        24       435       2        52            "Alarm3"     265   "S_tarson_D"        64       2       152;
      30         0  "Barrow"         3       639       0        50               "nul"      61   "S_tarson_C"        63       2        57;
      31         0  "Barrow"         4       239       0        50               "nul"     461   "S_tarson_D"        64       2       134;
      32         0  "Barrow"         2       154       0        50               "nul"     546   "S_tarson_B"        62       1        65;
      33         1  "Rarrow"       202       392       0        50               "nul"     308   "S_tarson_B"        62       1        65;
      34         1  "Larrow"       101       520       0        50               "nul"     180   "S_tarson_A"        61       1       156;
      35         0  "Barrow"         4       397       0        50               "nul"     303   "S_tarson_D"        64       2        23;
      36         1  "Rarrow"       212       269       1        51         "sonnette9"     431   "S_tarson_B"        62       1        76;
      37         1  "Larrow"       101       306       0        50               "nul"     394   "S_tarson_A"        61       1       195;
      38         0  "Barrow"         1       194       0        50               "nul"     506   "S_tarson_A"        61       1        95;
      39         1  "Rarrow"       224       417       2        52       "telephone15"     283   "S_tarson_D"        64       2       110;
      40         0  "Barrow"        13       147       1        51           "reveil5"     553   "S_tarson_C"        63       2       162;
      41         1  "Larrow"       101       582       0        50               "nul"     118   "S_tarson_A"        61       1       138;
      42         0  "Barrow"         2       471       0        50               "nul"     229   "S_tarson_B"        62       1       187;
      43         1  "Larrow"       121       372       2        52           "alarme5"     328   "S_tarson_A"        61       1       155;
      44         1  "Rarrow"       202       190       0        50               "nul"     510   "S_tarson_B"        62       1       102;
      45         0  "Barrow"         4       394       0        50               "nul"     306   "S_tarson_D"        64       2       172;
      46         0  "Barrow"         3       560       0        50               "nul"     140   "S_tarson_C"        63       2         2;
      47         0  "Barrow"         2        97       0        50               "nul"     603   "S_tarson_B"        62       1        43;
      48         1  "Rarrow"       222       633       2        52          "reveil10"      67   "S_tarson_B"        62       1         6;
      49         1  "Larrow"       101       254       0        50               "nul"     446   "S_tarson_A"        61       1        73;
      50         1  "Larrow"       103       553       0        50               "nul"     147   "S_tarson_C"        63       2       152;
      51         1  "Larrow"       111        90       1        51           "reveil6"     610   "S_tarson_A"        61       1       171;
      52         1  "Rarrow"       204       645       0        50               "nul"      55   "S_tarson_D"        64       2        79;
      53         0  "Barrow"        14       256       1        51            "ring20"     444   "S_tarson_D"        64       2        80;
      54         0  "Barrow"         3       311       0        50               "nul"     389   "S_tarson_C"        63       2       151;
      55         1  "Rarrow"       202       192       0        50               "nul"     508   "S_tarson_B"        62       1       137;
      56         0  "Barrow"         3       418       0        50               "nul"     282   "S_tarson_C"        63       2        21;
      57         0  "Barrow"         4        96       0        50               "nul"     604   "S_tarson_D"        64       2        44;
      58         1  "Larrow"       113       297       1        51            "Alarm5"     403   "S_tarson_C"        63       2       198;
      59         0  "Barrow"         1       379       0        50               "nul"     321   "S_tarson_A"        61       1       161;
      60         0  "Barrow"        21       578       2        52        "sonnette10"     122   "S_tarson_A"        61       1       132;
      61         0  "Barrow"         1       400       0        50               "nul"     300   "S_tarson_A"        61       1       162;
      62         1  "Rarrow"       214        60       1        51        "telephone2"     640   "S_tarson_D"        64       2       106;
      63         0  "Barrow"         4       412       0        50               "nul"     288   "S_tarson_D"        64       2       200;
      64         1  "Rarrow"       202       217       0        50               "nul"     483   "S_tarson_B"        62       1        27;
};
