   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         0  "Barrow"        12       317       1        51             "Alarm"     383   "S_tarson_B"        62       1        53;
       2         0  "Barrow"         3        89       0        50               "nul"     611   "S_tarson_C"        63       2       126;
       3         0  "Barrow"        22       630       2        52          "reveil12"      70   "S_tarson_B"        62       1         8;
       4         1  "Rarrow"       204       272       0        50               "nul"     428   "S_tarson_D"        64       2        47;
       5         1  "Rarrow"       204       402       0        50               "nul"     298   "S_tarson_D"        64       2       135;
       6         0  "Barrow"         2       560       0        50               "nul"     140   "S_tarson_B"        62       1        59;
       7         0  "Barrow"         2       191       0        50               "nul"     509   "S_tarson_B"        62       1        16;
       8         1  "Rarrow"       204       625       0        50               "nul"      75   "S_tarson_D"        64       2        21;
       9         0  "Barrow"         1       261       0        50               "nul"     439   "S_tarson_A"        61       1       109;
      10         1  "Larrow"       123       513       2        52            "Alarm6"     187   "S_tarson_C"        63       2        35;
      11         1  "Larrow"       103        82       0        50               "nul"     618   "S_tarson_C"        63       2       125;
      12         0  "Barrow"        11       270       1        51      "alarmemontre"     430   "S_tarson_A"        61       1       102;
      13         1  "Rarrow"       202       459       0        50               "nul"     241   "S_tarson_B"        62       1        94;
      14         1  "Rarrow"       204       120       0        50               "nul"     580   "S_tarson_D"        64       2         5;
      15         1  "Larrow"       101       320       0        50               "nul"     380   "S_tarson_A"        61       1        50;
      16         0  "Barrow"         4       155       0        50               "nul"     545   "S_tarson_D"        64       2        16;
      17         0  "Barrow"         1        93       0        50               "nul"     607   "S_tarson_A"        61       1       120;
      18         0  "Barrow"         1       571       0        50               "nul"     129   "S_tarson_A"        61       1       136;
      19         1  "Larrow"       103       406       0        50               "nul"     294   "S_tarson_C"        63       2       129;
      20         1  "Rarrow"       202       606       0        50               "nul"      94   "S_tarson_B"        62       1        19;
      21         1  "Larrow"       103       350       0        50               "nul"     350   "S_tarson_C"        63       2        21;
