   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         0  "Barrow"         2       110       0        50               "nul"     590   "S_tarson_B"        62       1        93;
       2         1  "Larrow"       101       439       0        50               "nul"     261   "S_tarson_A"        61       1        41;
       3         1  "Larrow"       123       512       2        52      "alarmemontre"     188   "S_tarson_C"        63       2        11;
       4         1  "Larrow"       101       243       0        50               "nul"     457   "S_tarson_A"        61       1       114;
       5         1  "Larrow"       103       480       0        50               "nul"     220   "S_tarson_C"        63       2       163;
       6         0  "Barrow"         4       116       0        50               "nul"     584   "S_tarson_D"        64       2       101;
       7         0  "Barrow"        11        77       1        51          "reveil12"     623   "S_tarson_A"        61       1        19;
       8         0  "Barrow"        22       562       2        52            "Alarm7"     138   "S_tarson_B"        62       1       179;
       9         0  "Barrow"         1       374       0        50               "nul"     326   "S_tarson_A"        61       1        48;
      10         0  "Barrow"         2       298       0        50               "nul"     402   "S_tarson_B"        62       1        20;
      11         1  "Rarrow"       204       465       0        50               "nul"     235   "S_tarson_D"        64       2       106;
      12         0  "Barrow"         4       314       0        50               "nul"     386   "S_tarson_D"        64       2       186;
      13         1  "Larrow"       111       158       1        51           "alarme5"     542   "S_tarson_A"        61       1        79;
      14         0  "Barrow"         3       101       0        50               "nul"     599   "S_tarson_C"        63       2        40;
      15         0  "Barrow"        24       536       2        52       "telephone20"     164   "S_tarson_D"        64       2        46;
      16         0  "Barrow"         1       343       0        50               "nul"     357   "S_tarson_A"        61       1       134;
      17         0  "Barrow"         3       366       0        50               "nul"     334   "S_tarson_C"        63       2        96;
      18         1  "Rarrow"       202       250       0        50               "nul"     450   "S_tarson_B"        62       1       112;
      19         0  "Barrow"         2       504       0        50               "nul"     196   "S_tarson_B"        62       1       159;
      20         0  "Barrow"         4       453       0        50               "nul"     247   "S_tarson_D"        64       2        66;
      21         0  "Barrow"         3       532       0        50               "nul"     168   "S_tarson_C"        63       2       176;
      22         1  "Rarrow"       204       324       0        50               "nul"     376   "S_tarson_D"        64       2       196;
      23         0  "Barrow"        13       106       1        51            "Alarm3"     594   "S_tarson_C"        63       2         5;
      24         0  "Barrow"         3       307       0        50               "nul"     393   "S_tarson_C"        63       2       152;
      25         1  "Rarrow"       204       199       0        50               "nul"     501   "S_tarson_D"        64       2       102;
      26         0  "Barrow"         1       470       0        50               "nul"     230   "S_tarson_A"        61       1        86;
      27         0  "Barrow"         1       189       0        50               "nul"     511   "S_tarson_A"        61       1        68;
      28         1  "Larrow"       103        83       0        50               "nul"     617   "S_tarson_C"        63       2        80;
      29         0  "Barrow"         2       485       0        50               "nul"     215   "S_tarson_B"        62       1       139;
      30         1  "Larrow"       103       179       0        50               "nul"     521   "S_tarson_C"        63       2        16;
      31         0  "Barrow"         4       261       0        50               "nul"     439   "S_tarson_D"        64       2        98;
      32         1  "Larrow"       113       318       1        51            "Alarm6"     382   "S_tarson_C"        63       2        11;
      33         1  "Larrow"       103       604       0        50               "nul"      96   "S_tarson_C"        63       2        68;
      34         1  "Rarrow"       204       100       0        50               "nul"     600   "S_tarson_D"        64       2       107;
      35         1  "Rarrow"       202       481       0        50               "nul"     219   "S_tarson_B"        62       1       142;
      36         1  "Rarrow"       224       435       2        52             "Alarm"     265   "S_tarson_D"        64       2        72;
      37         0  "Barrow"         1       203       0        50               "nul"     497   "S_tarson_A"        61       1        49;
      38         0  "Barrow"        23       601       2        52       "telephone13"      99   "S_tarson_C"        63       2        72;
      39         1  "Larrow"       103       495       0        50               "nul"     205   "S_tarson_C"        63       2        82;
      40         1  "Rarrow"       212       304       1        51          "reveil10"     396   "S_tarson_B"        62       1       176;
      41         1  "Rarrow"       204       363       0        50               "nul"     337   "S_tarson_D"        64       2       151;
      42         1  "Larrow"       101       490       0        50               "nul"     210   "S_tarson_A"        61       1       174;
      43         1  "Larrow"       101       249       0        50               "nul"     451   "S_tarson_A"        61       1       181;
      44         0  "Barrow"         4       621       0        50               "nul"      79   "S_tarson_D"        64       2       176;
      45         1  "Rarrow"       202       553       0        50               "nul"     147   "S_tarson_B"        62       1        70;
      46         1  "Rarrow"       222       619       2        52           "reveil5"      81   "S_tarson_B"        62       1       103;
      47         1  "Larrow"       121       580       2        52            "ring20"     120   "S_tarson_A"        61       1        99;
      48         0  "Barrow"         1       471       0        50               "nul"     229   "S_tarson_A"        61       1         0;
