   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Rarrow"       202        69       0        50               "nul"     631   "S_tarson_B"        62       1        59;
       2         0  "Barrow"         2        80       0        50               "nul"     620   "S_tarson_B"        62       1        41;
       3         1  "Larrow"       113       138       1        51           "reveil4"     562   "S_tarson_C"        63       2       148;
       4         0  "Barrow"         1       253       0        50               "nul"     447   "S_tarson_A"        61       1        56;
       5         1  "Larrow"       101       572       0        50               "nul"     128   "S_tarson_A"        61       1       159;
       6         1  "Rarrow"       212       292       1        51        "sonnette10"     408   "S_tarson_B"        62       1       118;
       7         0  "Barrow"         2       115       0        50               "nul"     585   "S_tarson_B"        62       1        73;
       8         0  "Barrow"        24       539       2        52           "reveil3"     161   "S_tarson_D"        64       2        28;
       9         0  "Barrow"        12       296       1        51       "telephone16"     404   "S_tarson_B"        62       1       108;
      10         0  "Barrow"         1       332       0        50               "nul"     368   "S_tarson_A"        61       1       145;
      11         0  "Barrow"         2       600       0        50               "nul"     100   "S_tarson_B"        62       1         7;
      12         0  "Barrow"         4       387       0        50               "nul"     313   "S_tarson_D"        64       2       107;
      13         1  "Larrow"       111       299       1        51            "Alarm3"     401   "S_tarson_A"        61       1        21;
      14         1  "Rarrow"       204       319       0        50               "nul"     381   "S_tarson_D"        64       2       170;
      15         1  "Rarrow"       202        85       0        50               "nul"     615   "S_tarson_B"        62       1        50;
      16         0  "Barrow"         3       480       0        50               "nul"     220   "S_tarson_C"        63       2        77;
      17         1  "Rarrow"       202       519       0        50               "nul"     181   "S_tarson_B"        62       1       165;
      18         0  "Barrow"         2       606       0        50               "nul"      94   "S_tarson_B"        62       1        43;
      19         0  "Barrow"         3       546       0        50               "nul"     154   "S_tarson_C"        63       2       162;
      20         1  "Larrow"       101       504       0        50               "nul"     196   "S_tarson_A"        61       1       187;
      21         0  "Barrow"        21       452       2        52             "ring9"     248   "S_tarson_A"        61       1       160;
      22         1  "Rarrow"       204       355       0        50               "nul"     345   "S_tarson_D"        64       2        20;
      23         0  "Barrow"        23       418       2        52       "Alarm_Clock"     282   "S_tarson_C"        63       2       157;
