   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      32         1  "Larrow"       113        61       1        51            "Alarm4"     639   "S_tarson_C"        63       2       195;
      33         1  "Larrow"       103       384       0        50               "nul"     316   "S_tarson_C"        63       2        42;
      34         0  "Barrow"        14       189       1        51          "reveil11"     511   "S_tarson_D"        64       2        37;
      35         1  "Rarrow"       202       563       0        50               "nul"     137   "S_tarson_B"        62       1         5;
      36         1  "Rarrow"       204       231       0        50               "nul"     469   "S_tarson_D"        64       2        13;
      37         0  "Barrow"         4       296       0        50               "nul"     404   "S_tarson_D"        64       2        19;
      38         1  "Larrow"       101       499       0        50               "nul"     201   "S_tarson_A"        61       1       191;
      39         1  "Larrow"       103       229       0        50               "nul"     471   "S_tarson_C"        63       2       180;
      40         1  "Rarrow"       202       161       0        50               "nul"     539   "S_tarson_B"        62       1       183;
      41         0  "Barrow"         3       263       0        50               "nul"     437   "S_tarson_C"        63       2        67;
      42         1  "Larrow"       101       234       0        50               "nul"     466   "S_tarson_A"        61       1        35;
      43         1  "Rarrow"       202       366       0        50               "nul"     334   "S_tarson_B"        62       1        94;
      44         0  "Barrow"         2       517       0        50               "nul"     183   "S_tarson_B"        62       1        56;
      45         0  "Barrow"         4       485       0        50               "nul"     215   "S_tarson_D"        64       2        64;
      46         0  "Barrow"        23       645       2        52             "ring7"      55   "S_tarson_C"        63       2       178;
      47         1  "Larrow"       103       591       0        50               "nul"     109   "S_tarson_C"        63       2        94;
      48         1  "Rarrow"       202       290       0        50               "nul"     410   "S_tarson_B"        62       1       103;
      49         0  "Barrow"         2       363       0        50               "nul"     337   "S_tarson_B"        62       1       125;
      50         0  "Barrow"         1       563       0        50               "nul"     137   "S_tarson_A"        61       1         8;
      51         1  "Larrow"       121       572       2        52       "telephone19"     128   "S_tarson_A"        61       1       154;
      52         0  "Barrow"         2       239       0        50               "nul"     461   "S_tarson_B"        62       1        53;
      53         1  "Larrow"       101       220       0        50               "nul"     480   "S_tarson_A"        61       1       168;
      54         0  "Barrow"         3       356       0        50               "nul"     344   "S_tarson_C"        63       2        94;
      55         0  "Barrow"         2       511       0        50               "nul"     189   "S_tarson_B"        62       1       139;
      56         1  "Rarrow"       224       595       2        52       "telephone18"     105   "S_tarson_D"        64       2       133;
      57         0  "Barrow"         1       315       0        50               "nul"     385   "S_tarson_A"        61       1        90;
      58         1  "Larrow"       101       644       0        50               "nul"      56   "S_tarson_A"        61       1       199;
      59         0  "Barrow"         1       330       0        50               "nul"     370   "S_tarson_A"        61       1       198;
      60         1  "Rarrow"       204        99       0        50               "nul"     601   "S_tarson_D"        64       2        80;
      61         1  "Rarrow"       222       362       2        52       "telephone16"     338   "S_tarson_B"        62       1       108;
      62         1  "Larrow"       111       217       1        51       "telephone20"     483   "S_tarson_A"        61       1         1;
      63         0  "Barrow"         2       291       0        50               "nul"     409   "S_tarson_B"        62       1       178;
      64         0  "Barrow"        13       182       1        51       "Alarm_Clock"     518   "S_tarson_C"        63       2        50;
};
