   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
      30         0  "Barrow"         4       551       0        50               "nul"     149   "S_tarson_D"        64       2        28;
      31         1  "Larrow"       101       436       0        50               "nul"     264   "S_tarson_A"        61       1       109;
      32         1  "Rarrow"       202       361       0        50               "nul"     339   "S_tarson_B"        62       1        37;
      33         0  "Barrow"         2       462       0        50               "nul"     238   "S_tarson_B"        62       1       148;
      34         1  "Larrow"       113        93       1        51            "Alarm2"     607   "S_tarson_C"        63       2       129;
      35         1  "Larrow"       101       102       0        50               "nul"     598   "S_tarson_A"        61       1       198;
      36         1  "Rarrow"       204        57       0        50               "nul"     643   "S_tarson_D"        64       2        17;
      37         0  "Barrow"         4       117       0        50               "nul"     583   "S_tarson_D"        64       2        16;
      38         1  "Larrow"       103       461       0        50               "nul"     239   "S_tarson_C"        63       2        65;
      39         1  "Rarrow"       204       527       0        50               "nul"     173   "S_tarson_D"        64       2       165;
      40         1  "Rarrow"       202       192       0        50               "nul"     508   "S_tarson_B"        62       1        73;
      41         0  "Barrow"         1       284       0        50               "nul"     416   "S_tarson_A"        61       1       129;
      42         0  "Barrow"         2       281       0        50               "nul"     419   "S_tarson_B"        62       1       147;
      43         0  "Barrow"         3       412       0        50               "nul"     288   "S_tarson_C"        63       2       165;
      44         0  "Barrow"         1       383       0        50               "nul"     317   "S_tarson_A"        61       1       126;
      45         0  "Barrow"         4       172       0        50               "nul"     528   "S_tarson_D"        64       2       170;
      46         0  "Barrow"         3       258       0        50               "nul"     442   "S_tarson_C"        63       2       111;
      47         0  "Barrow"        23       460       2        52            "ring20"     240   "S_tarson_C"        63       2        14;
      48         0  "Barrow"         3       300       0        50               "nul"     400   "S_tarson_C"        63       2        19;
      49         0  "Barrow"         1       524       0        50               "nul"     176   "S_tarson_A"        61       1       159;
      50         1  "Larrow"       103       192       0        50               "nul"     508   "S_tarson_C"        63       2        48;
      51         1  "Rarrow"       204        58       0        50               "nul"     642   "S_tarson_D"        64       2       104;
      52         1  "Rarrow"       202       349       0        50               "nul"     351   "S_tarson_B"        62       1       124;
      53         1  "Rarrow"       202       372       0        50               "nul"     328   "S_tarson_B"        62       1       132;
      54         0  "Barrow"         2       358       0        50               "nul"     342   "S_tarson_B"        62       1       113;
      55         0  "Barrow"         1       378       0        50               "nul"     322   "S_tarson_A"        61       1       155;
      56         1  "Rarrow"       224       368       2        52            "Alarm5"     332   "S_tarson_D"        64       2        54;
      57         0  "Barrow"        11       290       1        51           "alarme5"     410   "S_tarson_A"        61       1        88;
      58         1  "Rarrow"       202       225       0        50               "nul"     475   "S_tarson_B"        62       1       105;
      59         1  "Larrow"       123       646       2        52           "reveil6"      54   "S_tarson_C"        63       2        95;
      60         0  "Barrow"        21       406       2        52           "reveil5"     294   "S_tarson_A"        61       1        41;
      61         0  "Barrow"         2       252       0        50               "nul"     448   "S_tarson_B"        62       1        52;
      62         1  "Larrow"       101       195       0        50               "nul"     505   "S_tarson_A"        61       1       187;
      63         0  "Barrow"         4       510       0        50               "nul"     190   "S_tarson_D"        64       2       169;
      64         1  "Rarrow"       212       291       1        51          "TELEPH01"     409   "S_tarson_B"        62       1       167;
};
