   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Rarrow"       204       618       0        50               "nul"      82   "S_tarson_D"        64       2        77;
       2         1  "Rarrow"       222       546       2        52         "sonnette9"     154   "S_tarson_B"        62       1       113;
       3         0  "Barrow"        12       287       1        51          "reveil10"     413   "S_tarson_B"        62       1       183;
       4         1  "Rarrow"       204       375       0        50               "nul"     325   "S_tarson_D"        64       2        14;
       5         0  "Barrow"        22       617       2        52             "Alarm"      83   "S_tarson_B"        62       1        35;
       6         0  "Barrow"         4       554       0        50               "nul"     146   "S_tarson_D"        64       2       193;
       7         0  "Barrow"        13       318       1        51       "telephone15"     382   "S_tarson_C"        63       2        31;
       8         1  "Larrow"       103       451       0        50               "nul"     249   "S_tarson_C"        63       2        97;
       9         0  "Barrow"         3       236       0        50               "nul"     464   "S_tarson_C"        63       2       171;
      10         0  "Barrow"         2       594       0        50               "nul"     106   "S_tarson_B"        62       1        28;
      11         1  "Larrow"       101       153       0        50               "nul"     547   "S_tarson_A"        61       1       114;
      12         0  "Barrow"         1       121       0        50               "nul"     579   "S_tarson_A"        61       1       195;
      13         0  "Barrow"         3       614       0        50               "nul"      86   "S_tarson_C"        63       2        81;
      14         0  "Barrow"         1       242       0        50               "nul"     458   "S_tarson_A"        61       1        58;
      15         0  "Barrow"         3       449       0        50               "nul"     251   "S_tarson_C"        63       2       137;
      16         1  "Rarrow"       214       261       1        51       "telephone11"     439   "S_tarson_D"        64       2         1;
      17         0  "Barrow"        14       345       1        51            "Alarm6"     355   "S_tarson_D"        64       2        75;
      18         1  "Rarrow"       202       406       0        50               "nul"     294   "S_tarson_B"        62       1       103;
      19         0  "Barrow"         4       105       0        50               "nul"     595   "S_tarson_D"        64       2       112;
      20         1  "Larrow"       101       413       0        50               "nul"     287   "S_tarson_A"        61       1        34;
      21         0  "Barrow"        24       390       2        52      "alarmemontre"     310   "S_tarson_D"        64       2       146;
      22         1  "Larrow"       103       622       0        50               "nul"      78   "S_tarson_C"        63       2       120;
      23         1  "Larrow"       121       637       2        52        "telephone2"      63   "S_tarson_A"        61       1        24;
      24         1  "Larrow"       103       240       0        50               "nul"     460   "S_tarson_C"        63       2        43;
      25         0  "Barrow"         2       196       0        50               "nul"     504   "S_tarson_B"        62       1        46;
      26         1  "Larrow"       111       110       1        51        "telephone5"     590   "S_tarson_A"        61       1        20;
      27         1  "Larrow"       101       551       0        50               "nul"     149   "S_tarson_A"        61       1        72;
      28         1  "Larrow"       103        68       0        50               "nul"     632   "S_tarson_C"        63       2       165;
      29         1  "Rarrow"       204       216       0        50               "nul"     484   "S_tarson_D"        64       2       108;
