   "num"  "trialt"     "cue"  "codCUE"  "delay1"   "dis"  "codDIS"               "DIS"  "delay2"          "TAR"  "codTAR"    "bp" "ISIrand"; 
       1         1  "Larrow"       103       171       0        50               "nul"     529   "S_tarson_C"        63       2        18;
       2         1  "Rarrow"       202        77       0        50               "nul"     623   "S_tarson_B"        62       1         8;
       3         1  "Rarrow"       204       586       0        50               "nul"     114   "S_tarson_D"        64       2       168;
       4         1  "Larrow"       111       240       1        51           "alarme2"     460   "S_tarson_A"        61       1       177;
       5         1  "Rarrow"       222       486       2        52            "Alarm2"     214   "S_tarson_B"        62       1        27;
       6         0  "Barrow"         3       544       0        50               "nul"     156   "S_tarson_C"        63       2       106;
       7         1  "Larrow"       103       103       0        50               "nul"     597   "S_tarson_C"        63       2        97;
       8         1  "Rarrow"       202       557       0        50               "nul"     143   "S_tarson_B"        62       1       175;
       9         0  "Barrow"         3       318       0        50               "nul"     382   "S_tarson_C"        63       2        31;
      10         0  "Barrow"         1       597       0        50               "nul"     103   "S_tarson_A"        61       1       155;
      11         0  "Barrow"        23       610       2        52            "Alarm6"      90   "S_tarson_C"        63       2        97;
      12         0  "Barrow"        12       267       1        51         "sonnette9"     433   "S_tarson_B"        62       1       105;
      13         0  "Barrow"         4       436       0        50               "nul"     264   "S_tarson_D"        64       2        66;
      14         0  "Barrow"         1       241       0        50               "nul"     459   "S_tarson_A"        61       1       133;
      15         0  "Barrow"         2       645       0        50               "nul"      55   "S_tarson_B"        62       1        90;
      16         1  "Rarrow"       202       292       0        50               "nul"     408   "S_tarson_B"        62       1       166;
      17         0  "Barrow"        11       221       1        51            "Alarm5"     479   "S_tarson_A"        61       1       168;
      18         0  "Barrow"         1       488       0        50               "nul"     212   "S_tarson_A"        61       1       101;
      19         0  "Barrow"         2       190       0        50               "nul"     510   "S_tarson_B"        62       1         4;
      20         0  "Barrow"        24       430       2        52          "reveil10"     270   "S_tarson_D"        64       2        26;
      21         0  "Barrow"        14        83       1        51        "telephone2"     617   "S_tarson_D"        64       2       191;
      22         0  "Barrow"         4       124       0        50               "nul"     576   "S_tarson_D"        64       2        66;
      23         1  "Larrow"       101       280       0        50               "nul"     420   "S_tarson_A"        61       1       166;
      24         1  "Rarrow"       204       273       0        50               "nul"     427   "S_tarson_D"        64       2       190;
      25         1  "Larrow"       101       584       0        50               "nul"     116   "S_tarson_A"        61       1       126;
      26         0  "Barrow"         1       326       0        50               "nul"     374   "S_tarson_A"        61       1        74;
      27         0  "Barrow"        21       576       2        52       "telephone15"     124   "S_tarson_A"        61       1       178;
      28         1  "Larrow"       113        65       1        51          "AlarmMix"     635   "S_tarson_C"        63       2        55;
      29         1  "Larrow"       103       370       0        50               "nul"     330   "S_tarson_C"        63       2        90;
      30         1  "Rarrow"       204       150       0        50               "nul"     550   "S_tarson_D"        64       2        75;
      31         1  "Rarrow"       202       517       0        50               "nul"     183   "S_tarson_B"        62       1       170;
      32         0  "Barrow"         4       600       0        50               "nul"     100   "S_tarson_D"        64       2       186;
      33         1  "Larrow"       103       306       0        50               "nul"     394   "S_tarson_C"        63       2       196;
      34         0  "Barrow"         4       267       0        50               "nul"     433   "S_tarson_D"        64       2       100;
      35         0  "Barrow"        13       340       1        51           "reveil6"     360   "S_tarson_C"        63       2       173;
      36         1  "Larrow"       123       554       2        52        "telephone5"     146   "S_tarson_C"        63       2        20;
      37         1  "Rarrow"       204       419       0        50               "nul"     281   "S_tarson_D"        64       2        55;
      38         0  "Barrow"        22       507       2        52           "alarme5"     193   "S_tarson_B"        62       1       102;
      39         0  "Barrow"         3        72       0        50               "nul"     628   "S_tarson_C"        63       2       189;
      40         0  "Barrow"         3       618       0        50               "nul"      82   "S_tarson_C"        63       2       153;
      41         1  "Larrow"       103       525       0        50               "nul"     175   "S_tarson_C"        63       2        95;
      42         0  "Barrow"         4       647       0        50               "nul"      53   "S_tarson_D"        64       2        28;
      43         0  "Barrow"         2       300       0        50               "nul"     400   "S_tarson_B"        62       1       102;
      44         1  "Rarrow"       202       277       0        50               "nul"     423   "S_tarson_B"        62       1        33;
      45         1  "Larrow"       121       379       2        52       "telephone11"     321   "S_tarson_A"        61       1       159;
      46         1  "Larrow"       101       277       0        50               "nul"     423   "S_tarson_A"        61       1        95;
      47         0  "Barrow"         2       497       0        50               "nul"     203   "S_tarson_B"        62       1       199;
      48         1  "Rarrow"       212       309       1        51       "telephone17"     391   "S_tarson_B"        62       1        14;
      49         0  "Barrow"         2       566       0        50               "nul"     134   "S_tarson_B"        62       1        86;
      50         0  "Barrow"         4       323       0        50               "nul"     377   "S_tarson_D"        64       2       195;
      51         1  "Rarrow"       224       449       2        52          "TELEPH01"     251   "S_tarson_D"        64       2        40;
      52         0  "Barrow"         2       100       0        50               "nul"     600   "S_tarson_B"        62       1       126;
      53         1  "Rarrow"       204        56       0        50               "nul"     644   "S_tarson_D"        64       2       142;
      54         1  "Larrow"       101       179       0        50               "nul"     521   "S_tarson_A"        61       1       179;
      55         1  "Rarrow"       214        85       1        51            "RINGIN"     615   "S_tarson_D"        64       2        57;
      56         1  "Rarrow"       202       380       0        50               "nul"     320   "S_tarson_B"        62       1        80;
      57         0  "Barrow"         3       461       0        50               "nul"     239   "S_tarson_C"        63       2       121;
      58         0  "Barrow"         1       217       0        50               "nul"     483   "S_tarson_A"        61       1       125;
      59         0  "Barrow"         1       630       0        50               "nul"      70   "S_tarson_A"        61       1       124;
      60         0  "Barrow"         3       294       0        50               "nul"     406   "S_tarson_C"        63       2        35;
      61         1  "Rarrow"       204       406       0        50               "nul"     294   "S_tarson_D"        64       2         7;
      62         1  "Larrow"       101       486       0        50               "nul"     214   "S_tarson_A"        61       1         7;
      63         1  "Larrow"       103       443       0        50               "nul"     257   "S_tarson_C"        63       2       193;
      64         1  "Larrow"       101       357       0        50               "nul"     343   "S_tarson_A"        61       1        35;
};
