cl_co,cl_in,op_co,op_in
-0.0166199769952755,0.182911673466387,1.36585679320251,0.18066236258286
0.172856011422004,0.263248532401942,-0.684536626508882,0.173847513827226
0.0508056029140317,-0.0818839623842303,0.18534858314991,0.422834638679491
0.244633962859615,0.152683750533089,0.694671444593822,-0.0383089778116284
-0.317924003080028,-0.363062328605226,7.9862307391906,1.52210423634938
-0.0844041729988776,0.187230602603451,0.707802194959627,0.982448328024418
-0.467635610428515,-0.596387967703428,-0.741312411481772,-0.477214971452969
-0.0922252714476244,-0.531868874945934,1.69426463436547,0.0173286055058124
-0.202421970205449,-0.214847163844322,-0.0605153548790682,0.0117154432402487
-0.293817737169112,-0.289358652409252,0.882418902972534,0.152870364533001
-0.144395499142703,-0.316976436335979,5.75940173002316,8.92363786955029
-0.311051718203653,-0.211547401126754,0.164491426417827,0.702164161652687
-0.232845544351401,-0.410669000894835,3.27928192671864,-3.60016890719257
0.12054280585418,-0.216838299405773,-0.098766063302385,-0.0660341530831962
-0.209401791895424,-0.358135903646668,0.579690948371415,0.226679771357014
-0.124415234252604,0.0515869578013649,0.433627374383396,0.587987918613909
-0.0631183377316321,-0.229181428623977,1.55416983781918,0.84398441674239
-0.295971932985343,-0.152109725388901,0.14046572673538,0.0311378531516808
-0.232796691133563,0.133238619926999,5.85636048761555,0.850789851309889
-0.015737131255773,0.0837986884635331,4.04126529641263,-3.00783637627599
0.126296162587642,-0.113421153727084,0.32603768001288,0.295801764156039
-0.0830961171678713,-0.0404208786140013,0.905803553411195,0.460378259799429
0.0502840249550572,-0.0180154621652263,-0.076653587151105,3.27051031366291
-0.332746083552426,-0.031745155861015,0.123835809629095,0.406912611024996
-0.0589482203825824,-0.203480574910817,0.050486287921545,1.10418805849246
-0.0978708351626932,-0.0944581379425191,1.09758660355067,0.348953352589664
-0.113158031444346,-0.220502744795522,1.02973416181251,0.741841923173789
-0.0379008112221026,-0.110422472775415,1.49111258128882,0.908915528829534
-0.050931880609207,0.113864060398781,5.03627239380218,0.577916532028433
-0.0630145505942785,-0.20040258155339,-0.0648378361477751,-0.0424584422888278
-0.0476228342364576,0.0366268009335203,0.195400966565641,0.333134371005695
-0.104676403597662,-0.248417470443465,0.647574079558743,0.239110214365199
-0.305653655379926,-0.00561457933654933,-0.0349410613772014,-0.477615367223013
