sub,eyes,measure,roi,cond,compare,value
sub008,closed,absolute,v1,correct,accuracy,4.78227713054755
sub008,closed,absolute,v1,incorrect,accuracy,4.09733974198529
sub008,closed,absolute,v1,correct_e,accuracy_e,5.39054058092129
sub008,closed,absolute,v1,incorrect_e,accuracy_e,4.09733974198529
sub008,closed,absolute,v1,fast,rt,5.06519008808734
sub008,closed,absolute,v1,slow,rt,4.45787547748556
sub009,open,visual power,v1,correct,accuracy,0.0142085228345098
sub009,open,visual power,v1,incorrect,accuracy,-0.111748141674755
sub009,open,visual power,v1,correct_e,accuracy_e,-0.016198029035322
sub009,open,visual power,v1,incorrect_e,accuracy_e,-0.111748141674755
sub009,open,visual power,v1,fast,rt,0.0313768904540573
sub009,open,visual power,v1,slow,rt,0.00860875887232686
sub009,open,somato lateralisation index,max,correct,accuracy,-5.05797946837961e-05
sub009,open,somato lateralisation index,max,incorrect,accuracy,0.0553024762455023
sub009,open,somato lateralisation index,max,correct_e,accuracy_e,0.0111743956210185
sub009,open,somato lateralisation index,max,incorrect_e,accuracy_e,0.0553024762455023
sub009,open,somato lateralisation index,max,fast,rt,0.0978605482376292
sub009,open,somato lateralisation index,max,slow,rt,-0.0795129692967778
sub009,open,absolute,v1,correct,accuracy,4.3366301753727
sub009,open,absolute,v1,incorrect,accuracy,4.31028610984925
sub009,open,absolute,v1,correct_e,accuracy_e,4.36972016870024
sub009,open,absolute,v1,incorrect_e,accuracy_e,4.31028610984925
sub009,open,absolute,v1,fast,rt,4.346604507197
sub009,open,absolute,v1,slow,rt,4.33497974676349
sub009,closed,visual power,v1,correct,accuracy,-0.244991569740488
sub009,closed,visual power,v1,incorrect,accuracy,-0.265907488184542
sub009,closed,visual power,v1,correct_e,accuracy_e,-0.227229501057659
sub009,closed,visual power,v1,incorrect_e,accuracy_e,-0.265907488184542
sub009,closed,visual power,v1,fast,rt,-0.284520732464628
sub009,closed,visual power,v1,slow,rt,-0.194738045036224
sub009,closed,somato lateralisation index,max,correct,accuracy,0.0838332304819182
sub009,closed,somato lateralisation index,max,incorrect,accuracy,0.0738946314377839
sub009,closed,somato lateralisation index,max,correct_e,accuracy_e,0.0901489412505772
sub009,closed,somato lateralisation index,max,incorrect_e,accuracy_e,0.0738946314377839
sub009,closed,somato lateralisation index,max,fast,rt,0.100929388119916
sub009,closed,somato lateralisation index,max,slow,rt,0.059430136187933
sub009,closed,absolute,v1,correct,accuracy,4.15261842501643
sub009,closed,absolute,v1,incorrect,accuracy,3.92005263035279
sub009,closed,absolute,v1,correct_e,accuracy_e,4.19092174764582
sub009,closed,absolute,v1,incorrect_e,accuracy_e,3.92005263035279
sub009,closed,absolute,v1,fast,rt,4.06949425331635
sub009,closed,absolute,v1,slow,rt,4.24019722115471
sub010,open,visual power,v1,correct,accuracy,0.484442051231321
sub010,open,visual power,v1,incorrect,accuracy,0.397928785851733
