cl_fa,cl_sl,op_fa,op_sl
0.151252191831379,0.186894510176344,0.222762460431702,0.180306311872136
0.149552949624717,0.0313723912843086,0.0858854810872596,0.116264427238661
-0.101696189123716,0.303475287206667,0.318167602559279,0.439343602717719
0.157051849196947,0.54166898821395,0.679996402592118,0.0538208159059834
0.0243347887823638,-0.0600318592050529,-0.0478580678102378,-0.129781501704221
0.288806727937592,0.255876975902136,0.460297342150841,0.478142147440281
0.16779919988911,0.382245422456807,-0.000128148357547727,0.0913740766459999
-0.0905167580491355,-0.213148514184046,0.520456855485151,0.0258000278109147
0.454663383307917,0.174327851327648,0.146161917426401,0.0338246252172422
0.960451820424583,1.07579085214491,0.985609330292615,1.68492477378081
15.0497426178433,-102.536463465314,-0.768489127621153,-1.00455306084728
0.19882705761491,-0.0994095380496747,0.784625713099056,0.381292963396509
0.322713021784043,0.337916806432389,0.736535642396571,0.120064147114896
-0.0799329773436859,-0.0607748271621506,0.455640105141187,-0.12887830920757
0.0694201263421757,0.183849257114863,0.434749022858196,0.342366980497608
-0.0805155224745961,0.139836745208127,0.050095575254619,0.162589817379045
0.270312154703499,0.24516364461139,0.530519182189095,0.53763691222406
0.139840586139609,0.25871437289211,0.353944105909433,0.424333103764402
0.277994511507753,-0.362390088133365,-0.00451046048482111,-0.0232847294493318
0.122332040534601,0.207471130977247,-0.00957464857485136,0.20949622765785
0.251675813046038,-0.143508343387127,-0.927874510098669,0.0154160756301075
-0.355426468723412,0.0930038889092679,-0.143093267831908,0.0251889769021687
0.337094417984216,0.213393987816505,0.521426626191081,0.317425699007948
0.328747489484268,-0.128981366893987,-0.105292763240043,0.218029535892111
-0.236697123490284,-0.0588422929630505,0.0454353010670525,0.733957063242596
0.199907779201857,0.191558853816323,0.32194885862779,-0.0786601301796566
-0.0454160463639269,0.0565953588319601,-0.336539141176404,4.06271115304546
-0.034164334217619,0.179596242676833,-0.0156290711239321,0.168341794374018
-0.0264313499064039,0.0810954714216574,0.416344240720899,0.307172191342967
0.0756658536271231,0.0220865620567358,0.258789073951462,0.018147772539051
0.119647550403341,0.117586294476054,0.347210072826712,0.627073464589678
-0.0116083314953488,-0.0115328023184107,0.300555661698369,-0.281294381743955
-0.0319239923354147,-0.054473405185911,0.423206546010085,-0.00913880437281598
