sub,eye,measure,window,peak,compare,cond,value
sub007,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.123703392132616
sub007,closed,laterilsation index,500pre,sensor,rt,fast,0.0884245279795661
sub007,closed,laterilsation index,500pre,sensor,rt,slow,-0.0475388038028927
sub007,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.574068078052766
sub007,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.609224934372741
sub007,closed,somatovisual balance,500pre,sensor,rt,fast,0.654549697474038
sub007,closed,somatovisual balance,500pre,sensor,rt,slow,0.560923473498093
sub008,open,visual power,500pre,sensor,accuracy_e,correct_e,0.0330124789616628
sub008,open,visual power,500pre,sensor,accuracy_e,incorrect_e,0.189208450656272
sub008,open,visual power,500pre,sensor,rt,fast,0.105784559572837
sub008,open,visual power,500pre,sensor,rt,slow,0.227352820395867
sub008,open,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.0774777108719211
sub008,open,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.0744054242808604
sub008,open,laterilsation index,500pre,sensor,rt,fast,-0.024362485896882
sub008,open,laterilsation index,500pre,sensor,rt,slow,-0.0217570070412553
sub008,open,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.93083925837378
sub008,open,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.934245527634132
sub008,open,somatovisual balance,500pre,sensor,rt,fast,0.933988496092494
sub008,open,somatovisual balance,500pre,sensor,rt,slow,0.935083640695553
sub008,closed,visual power,500pre,sensor,accuracy_e,correct_e,-0.653354844113645
sub008,closed,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.487669790562109
sub008,closed,visual power,500pre,sensor,rt,fast,-0.433957399248282
sub008,closed,visual power,500pre,sensor,rt,slow,-0.464169087998105
sub008,closed,laterilsation index,500pre,sensor,accuracy_e,correct_e,-0.0440462195115923
sub008,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.120037158517455
sub008,closed,laterilsation index,500pre,sensor,rt,fast,0.0775059821467121
sub008,closed,laterilsation index,500pre,sensor,rt,slow,0.0297305034715633
sub008,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.916082310087475
sub008,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.937849802506603
sub008,closed,somatovisual balance,500pre,sensor,rt,fast,0.939110611186116
sub008,closed,somatovisual balance,500pre,sensor,rt,slow,0.933464266316026
sub009,open,visual power,500pre,sensor,accuracy_e,correct_e,-0.0562809134409205
sub009,open,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.0903405376751476
sub009,open,visual power,500pre,sensor,rt,fast,-0.0294363196468825
sub009,open,visual power,500pre,sensor,rt,slow,-0.112690110628181
sub009,open,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.0835345012224054
sub009,open,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.0253851339773716
sub009,open,laterilsation index,500pre,sensor,rt,fast,0.144354610243961
sub009,open,laterilsation index,500pre,sensor,rt,slow,-0.0284420057326677
sub009,open,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.121927772122606
sub009,open,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.0836440581560007
sub009,open,somatovisual balance,500pre,sensor,rt,fast,0.145201301080701
sub009,open,somatovisual balance,500pre,sensor,rt,slow,0.0512922569000458
sub009,closed,visual power,500pre,sensor,accuracy_e,correct_e,-0.299424392144954
sub009,closed,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.283828494198757
sub009,closed,visual power,500pre,sensor,rt,fast,-0.2373612716736
sub009,closed,visual power,500pre,sensor,rt,slow,-0.290361294976566
sub009,closed,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.0326841904728392
sub009,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.104865625036738
sub009,closed,laterilsation index,500pre,sensor,rt,fast,0.112452630401204
sub009,closed,laterilsation index,500pre,sensor,rt,slow,0.0242704082082636
sub009,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.116459223238897
sub009,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.171156922641146
sub009,closed,somatovisual balance,500pre,sensor,rt,fast,0.168090719074462
sub009,closed,somatovisual balance,500pre,sensor,rt,slow,0.111354872169887
sub010,open,visual power,500pre,sensor,accuracy_e,correct_e,0.525886207469312
sub010,open,visual power,500pre,sensor,accuracy_e,incorrect_e,0.0888604655827416
sub010,open,visual power,500pre,sensor,rt,fast,0.526787674899969
sub010,open,visual power,500pre,sensor,rt,slow,0.27866928050968
sub010,open,laterilsation index,500pre,sensor,accuracy_e,correct_e,-0.0338451382761958
sub010,open,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.263605190671881
sub010,open,laterilsation index,500pre,sensor,rt,fast,0.0791747760444253
sub010,open,laterilsation index,500pre,sensor,rt,slow,0.0268206801885822
sub010,open,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.786731266861806
sub010,open,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.79023301047003
sub010,open,somatovisual balance,500pre,sensor,rt,fast,0.790254824406891
sub010,open,somatovisual balance,500pre,sensor,rt,slow,0.79202376494926
sub010,closed,visual power,500pre,sensor,accuracy_e,correct_e,-0.374473844419132
sub010,closed,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.35243239775227
sub010,closed,visual power,500pre,sensor,rt,fast,-0.309752387682769
sub010,closed,visual power,500pre,sensor,rt,slow,-0.277709786577306
sub010,closed,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.285096617913468
sub010,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,-0.0619167842301266
sub010,closed,laterilsation index,500pre,sensor,rt,fast,0.328675975880138
sub010,closed,laterilsation index,500pre,sensor,rt,slow,-0.0341139380284328
sub010,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.862917031543144
sub010,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.827755140155943
sub010,closed,somatovisual balance,500pre,sensor,rt,fast,0.871937851108424
sub010,closed,somatovisual balance,500pre,sensor,rt,slow,0.841771052390514
sub011,open,visual power,500pre,sensor,accuracy_e,correct_e,1.52937682984512
sub011,open,visual power,500pre,sensor,accuracy_e,incorrect_e,1.22169145862611
sub011,open,visual power,500pre,sensor,rt,fast,1.25465387572194
sub011,open,visual power,500pre,sensor,rt,slow,1.42990728277692
sub011,open,laterilsation index,500pre,sensor,accuracy_e,correct_e,-0.0681833486521057
sub011,open,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.224756612134053
sub011,open,laterilsation index,500pre,sensor,rt,fast,-0.0697260499573042
sub011,open,laterilsation index,500pre,sensor,rt,slow,0.0599347512723152
sub011,open,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.794151125742387
sub011,open,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.821657929022848
sub011,open,somatovisual balance,500pre,sensor,rt,fast,0.78133835656959
sub011,open,somatovisual balance,500pre,sensor,rt,slow,0.81377336639357
sub011,closed,visual power,500pre,sensor,accuracy_e,correct_e,-0.281580156923801
sub011,closed,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.294554128965869
sub011,closed,visual power,500pre,sensor,rt,fast,-0.292622742027541
sub011,closed,visual power,500pre,sensor,rt,slow,-0.403461650048389
sub011,closed,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.0740123908511719
sub011,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.149694789077744
sub011,closed,laterilsation index,500pre,sensor,rt,fast,-0.0119034599675046
sub011,closed,laterilsation index,500pre,sensor,rt,slow,0.0465373760928647
sub011,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.804016643160765
sub011,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.834842708406856
sub011,closed,somatovisual balance,500pre,sensor,rt,fast,0.798685988111948
sub011,closed,somatovisual balance,500pre,sensor,rt,slow,0.805151744778926
sub012,open,visual power,500pre,sensor,accuracy_e,correct_e,0.232308740083567
sub012,open,visual power,500pre,sensor,accuracy_e,incorrect_e,0.383237809676876
sub012,open,visual power,500pre,sensor,rt,fast,0.315420130389367
sub012,open,visual power,500pre,sensor,rt,slow,0.240422958965914
sub012,open,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.05523942029592
sub012,open,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,-0.00516655302720073
sub012,open,laterilsation index,500pre,sensor,rt,fast,0.0383752786462253
sub012,open,laterilsation index,500pre,sensor,rt,slow,0.0717160200757809
sub012,open,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.894325913245092
sub012,open,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.865491806384668
sub012,open,somatovisual balance,500pre,sensor,rt,fast,0.876492360404826
sub012,open,somatovisual balance,500pre,sensor,rt,slow,0.869874195363388
sub012,closed,visual power,500pre,sensor,accuracy_e,correct_e,0.0786627710298433
sub012,closed,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.265186473008985
sub012,closed,visual power,500pre,sensor,rt,fast,-0.208424625848595
sub012,closed,visual power,500pre,sensor,rt,slow,-0.22876513981978
sub012,closed,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.134541621343675
sub012,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,-0.144997973938659
sub012,closed,laterilsation index,500pre,sensor,rt,fast,0.061615780873137
sub012,closed,laterilsation index,500pre,sensor,rt,slow,0.087916459084575
sub012,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.884005774775486
sub012,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.842033960755808
sub012,closed,somatovisual balance,500pre,sensor,rt,fast,0.866512064127906
sub012,closed,somatovisual balance,500pre,sensor,rt,slow,0.874480702161549
sub017,open,visual power,500pre,sensor,accuracy_e,correct_e,1.07480126494039
sub017,open,visual power,500pre,sensor,accuracy_e,incorrect_e,1.53381513730187
sub017,open,visual power,500pre,sensor,rt,fast,1.1777833967503
sub017,open,visual power,500pre,sensor,rt,slow,0.546031009804277
sub017,open,laterilsation index,500pre,sensor,accuracy_e,correct_e,-0.0489739345586989
sub017,open,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.0237444868608401
sub017,open,laterilsation index,500pre,sensor,rt,fast,-0.0456015796037574
sub017,open,laterilsation index,500pre,sensor,rt,slow,0.0950985141176398
sub017,open,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.51573926626522
sub017,open,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.565436175316541
sub017,open,somatovisual balance,500pre,sensor,rt,fast,0.514567695434007
sub017,open,somatovisual balance,500pre,sensor,rt,slow,0.528355841238763
sub017,closed,visual power,500pre,sensor,accuracy_e,correct_e,-0.303681714800773
sub017,closed,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.576491422526684
sub017,closed,visual power,500pre,sensor,rt,fast,-0.351904439745807
sub017,closed,visual power,500pre,sensor,rt,slow,-0.346530490028666
sub017,closed,laterilsation index,500pre,sensor,accuracy_e,correct_e,-0.118968132060877
sub017,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.0350936819969396
sub017,closed,laterilsation index,500pre,sensor,rt,fast,0.0870635007651791
sub017,closed,laterilsation index,500pre,sensor,rt,slow,-0.0515180168044218
sub017,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.561243948896492
sub017,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.605386846173716
sub017,closed,somatovisual balance,500pre,sensor,rt,fast,0.640838084427837
sub017,closed,somatovisual balance,500pre,sensor,rt,slow,0.590586374826413
sub018,open,visual power,500pre,sensor,accuracy_e,correct_e,-0.0831304475504415
sub018,open,visual power,500pre,sensor,accuracy_e,incorrect_e,0.0832887212422797
sub018,open,visual power,500pre,sensor,rt,fast,0.046303555162869
sub018,open,visual power,500pre,sensor,rt,slow,-0.0642252580000336
sub018,open,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.12457219083151
sub018,open,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.0970550814246859
sub018,open,laterilsation index,500pre,sensor,rt,fast,0.154879665378626
sub018,open,laterilsation index,500pre,sensor,rt,slow,0.0588509269503423
sub018,open,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.352749017168519
sub018,open,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.381395193175021
sub018,open,somatovisual balance,500pre,sensor,rt,fast,0.396143795580959
sub018,open,somatovisual balance,500pre,sensor,rt,slow,0.370616353238301
sub018,closed,visual power,500pre,sensor,accuracy_e,correct_e,-0.0115230237743533
sub018,closed,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.175545830484775
sub018,closed,visual power,500pre,sensor,rt,fast,-0.00545029427636971
sub018,closed,visual power,500pre,sensor,rt,slow,-0.0568788916844178
sub018,closed,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.0121934972866131
sub018,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.0532580599862572
sub018,closed,laterilsation index,500pre,sensor,rt,fast,-0.018476701888586
sub018,closed,laterilsation index,500pre,sensor,rt,slow,0.00576203277854017
sub018,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.0521003695489754
sub018,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.101826635588007
sub018,closed,somatovisual balance,500pre,sensor,rt,fast,0.0683029963814189
sub018,closed,somatovisual balance,500pre,sensor,rt,slow,0.0291709950727725
sub020,open,visual power,500pre,sensor,accuracy_e,correct_e,-0.108522324622447
sub020,open,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.142971909213506
sub020,open,visual power,500pre,sensor,rt,fast,0.0455418137168464
sub020,open,visual power,500pre,sensor,rt,slow,0.0805691715328183
sub020,open,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.314606115129527
sub020,open,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.288010361192504
sub020,open,laterilsation index,500pre,sensor,rt,fast,0.322153707259456
sub020,open,laterilsation index,500pre,sensor,rt,slow,0.333573359723766
sub020,open,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.699801035796026
sub020,open,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.725574354381406
sub020,open,somatovisual balance,500pre,sensor,rt,fast,0.773692779367324
sub020,open,somatovisual balance,500pre,sensor,rt,slow,0.73843838303635
sub020,closed,visual power,500pre,sensor,accuracy_e,correct_e,-0.380062263809798
sub020,closed,visual power,500pre,sensor,accuracy_e,incorrect_e,-0.435806659275756
sub020,closed,visual power,500pre,sensor,rt,fast,-0.341966237586832
sub020,closed,visual power,500pre,sensor,rt,slow,-0.361281496334996
sub020,closed,laterilsation index,500pre,sensor,accuracy_e,correct_e,0.218568615049768
sub020,closed,laterilsation index,500pre,sensor,accuracy_e,incorrect_e,0.212831872302012
sub020,closed,laterilsation index,500pre,sensor,rt,fast,0.116650518442307
sub020,closed,laterilsation index,500pre,sensor,rt,slow,0.152435285061988
sub020,closed,somatovisual balance,500pre,sensor,accuracy_e,correct_e,0.735046909561522
sub020,closed,somatovisual balance,500pre,sensor,accuracy_e,incorrect_e,0.705546482681948
