sub,eye,measure,bin,bin_n,pow,perc,rt
sub032,open,baseline,b3,3,1.89637926271178e-27,0.627118644067797,0.647011494252874
sub032,open,baseline,b4,4,2.85961080652959e-27,0.525423728813559,0.675962643678161
sub032,open,baseline,b5,5,5.18881417603996e-27,0.677966101694915,0.706398305084746
sub032,closed,baseline,b1,1,3.36782702357408e-27,0.62962962962963,0.687124183006536
sub032,closed,baseline,b2,2,5.14590045438867e-27,0.703703703703704,0.686743827160494
sub032,closed,baseline,b3,3,6.90243089728319e-27,0.666666666666667,0.655154320987654
sub032,closed,baseline,b4,4,9.31823164648274e-27,0.648148148148148,0.652160493827161
sub032,closed,baseline,b5,5,1.48117087398401e-26,0.611111111111111,0.656450617283951
sub032,open,absolute,b1,1,1.13420628216966e-27,0.559322033898305,0.724885057471264
sub032,open,absolute,b2,2,1.95844027307171e-27,0.677966101694915,0.667810734463277
sub032,open,absolute,b3,3,2.90656000094039e-27,0.576271186440678,0.702429378531073
sub032,open,absolute,b4,4,4.18867058525982e-27,0.644067796610169,0.67875
sub032,open,absolute,b5,5,7.07763078787181e-27,0.610169491525424,0.646307471264368
sub032,closed,absolute,b1,1,2.71874793524411e-27,0.62962962962963,0.663441358024691
sub032,closed,absolute,b2,2,4.30414245456889e-27,0.62962962962963,0.654166666666667
sub032,closed,absolute,b3,3,5.77092248927385e-27,0.611111111111111,0.665754716981132
sub032,closed,absolute,b4,4,7.59189592281965e-27,0.685185185185185,0.723506289308176
sub032,closed,absolute,b5,5,1.23333997612987e-26,0.722222222222222,0.630925925925926
sub032,open,relative,b1,1,-0.526012451632919,0.610169491525424,0.719011299435028
sub032,open,relative,b2,2,-0.0136472604760196,0.677966101694915,0.665545977011494
sub032,open,relative,b3,3,0.669612289436783,0.542372881355932,0.680617816091954
sub032,open,relative,b4,4,1.75917880098961,0.559322033898305,0.679669540229885
sub032,open,relative,b5,5,6.69322645471784,0.677966101694915,0.674929378531073
sub032,closed,relative,b1,1,-0.638128471427392,0.62962962962963,0.664675925925926
sub032,closed,relative,b2,2,-0.370574988588102,0.62962962962963,0.629722222222222
sub032,closed,relative,b3,3,-0.0914352878949745,0.722222222222222,0.693024691358025
sub032,closed,relative,b4,4,0.438326744478825,0.666666666666667,0.657389937106918
sub032,closed,relative,b5,5,1.71996765132768,0.62962962962963,0.692916666666667
sub032,open,lat,b1,1,-0.389032681380351,0.694915254237288,0.654830508474576
sub032,open,lat,b2,2,-0.160970467883985,0.559322033898305,0.658735632183908
sub032,open,lat,b3,3,-0.00379957514111812,0.644067796610169,0.707923728813559
sub032,open,lat,b4,4,0.197620471143077,0.610169491525424,0.706063218390805
sub032,open,lat,b5,5,0.416864647773418,0.559322033898305,0.692758620689655
sub032,closed,lat,b1,1,-0.513035161766291,0.62962962962963,0.668888888888889
sub032,closed,lat,b2,2,-0.30271564500278,0.62962962962963,0.631169871794872
sub032,closed,lat,b3,3,-0.0376530608577807,0.611111111111111,0.699104938271605
sub032,closed,lat,b4,4,0.256639010924589,0.759259259259259,0.692561728395062
sub032,closed,lat,b5,5,0.507620832606589,0.62962962962963,0.647122641509434
sub033,open,baseline,b1,1,6.77781878093446e-28,0.892857142857143,0.722421383647799
sub033,open,baseline,b2,2,1.20361046064325e-27,0.928571428571429,0.745386904761905
sub033,open,baseline,b3,3,1.86496364808612e-27,0.946428571428571,0.755297619047619
sub033,open,baseline,b4,4,4.0642546031934e-27,0.821428571428571,0.763075757575757
sub033,open,baseline,b5,5,1.10482090799902e-26,0.803571428571429,0.713873456790123
sub033,closed,baseline,b1,1,7.68939442740015e-27,0.792452830188679,0.719551282051282
sub033,closed,baseline,b2,2,1.35475330764737e-26,0.849056603773585,0.73155
sub033,closed,baseline,b3,3,1.76403350771258e-26,0.830188679245283,0.760330188679245
sub033,closed,baseline,b4,4,2.34480170019418e-26,0.735849056603774,0.709807692307692
sub033,closed,baseline,b5,5,3.56229340078402e-26,0.792452830188679,0.731330128205128
sub033,open,absolute,b1,1,8.82952692823888e-28,0.875,0.763632075471698
sub033,open,absolute,b2,2,1.51600279888232e-27,0.821428571428571,0.775342261904762
sub033,open,absolute,b3,3,2.89368231001072e-27,0.928571428571429,0.731188271604938
sub033,open,absolute,b4,4,7.0765719555432e-27,0.910714285714286,0.70830303030303
sub033,open,absolute,b5,5,1.49745586925461e-26,0.857142857142857,0.7234375
sub033,closed,absolute,b1,1,7.5735999380902e-27,0.849056603773585,0.735961538461538
sub033,closed,absolute,b2,2,1.35342381007569e-26,0.69811320754717,0.766066666666667
sub033,closed,absolute,b3,3,1.88270024129961e-26,0.811320754716981,0.703445512820513
sub033,closed,absolute,b4,4,2.53550330073418e-26,0.792452830188679,0.722179487179487
sub033,closed,absolute,b5,5,4.08342530896744e-26,0.849056603773585,0.72688679245283
sub033,open,relative,b1,1,-0.571461859103515,0.803571428571429,0.763672839506173
sub033,open,relative,b2,2,0.0175526687314431,0.928571428571429,0.774351851851852
sub033,open,relative,b3,3,0.687518565275698,0.875,0.738110119047619
sub033,open,relative,b4,4,1.85036058436221,0.821428571428571,0.71554012345679
sub033,open,relative,b5,5,6.71195014450074,0.964285714285714,0.711041666666667
sub033,closed,relative,b1,1,-0.518491461671454,0.792452830188679,0.77400641025641
sub033,closed,relative,b2,2,-0.155525998514082,0.867924528301887,0.693202614379085
sub033,closed,relative,b3,3,0.252913182922375,0.69811320754717,0.736895424836601
sub033,closed,relative,b4,4,0.830628549449519,0.735849056603774,0.712692307692308
sub033,closed,relative,b5,5,3.25231697809323,0.905660377358491,0.73561320754717
sub033,open,lat,b1,1,-0.370771535630727,0.892857142857143,0.736904761904762
sub033,open,lat,b2,2,-0.11854509929219,0.875,0.711650943396226
sub033,open,lat,b3,3,0.0321874434178177,0.857142857142857,0.761369047619048
sub033,open,lat,b4,4,0.187468646958099,0.910714285714286,0.74983024691358
sub033,open,lat,b5,5,0.434017181335059,0.857142857142857,0.74060606060606
sub033,closed,lat,b1,1,-0.338533568207672,0.830188679245283,0.734622641509434
sub033,closed,lat,b2,2,-0.12470787646289,0.792452830188679,0.749330065359477
sub033,closed,lat,b3,3,0.0122069537761641,0.811320754716981,0.711745283018868
sub033,closed,lat,b4,4,0.173460060630639,0.792452830188679,0.741241830065359
sub033,closed,lat,b5,5,0.40587709880732,0.773584905660377,0.716748366013072
sub034,open,baseline,b1,1,5.44557060580415e-28,0.892857142857143,0.663407738095238
sub034,open,baseline,b2,2,9.41779641618701e-28,0.803571428571429,0.589494047619048
sub034,open,baseline,b3,3,1.28404988863511e-27,0.75,0.599955357142857
sub034,open,baseline,b4,4,1.65024819738346e-27,0.803571428571429,0.619151785714286
sub034,open,baseline,b5,5,2.95341998208363e-27,0.785714285714286,0.611651785714286
sub034,closed,baseline,b1,1,2.8486327100956e-27,0.830188679245283,0.614481132075472
sub034,closed,baseline,b2,2,4.41322348731343e-27,0.811320754716981,0.591069182389937
sub034,closed,baseline,b3,3,5.40792944634104e-27,0.830188679245283,0.647264150943396
sub034,closed,baseline,b4,4,6.69466231212329e-27,0.830188679245283,0.576163522012578
sub034,closed,baseline,b5,5,9.83215223831516e-27,0.679245283018868,0.616116352201258
sub034,open,absolute,b1,1,7.29716518506646e-28,0.803571428571429,0.627276785714286
sub034,open,absolute,b2,2,1.16731844727368e-27,0.785714285714286,0.629270833333333
sub034,open,absolute,b3,3,1.58725833267147e-27,0.857142857142857,0.627470238095238
sub034,open,absolute,b4,4,2.20991522873842e-27,0.785714285714286,0.598809523809524
sub034,open,absolute,b5,5,4.08909305445502e-27,0.821428571428571,0.597589285714286
sub034,closed,absolute,b1,1,2.83035755726646e-27,0.773584905660377,0.593207547169811
sub034,closed,absolute,b2,2,4.32185126947567e-27,0.849056603773585,0.605534591194969
sub034,closed,absolute,b3,3,5.33965758052998e-27,0.867924528301887,0.577877358490566
sub034,closed,absolute,b4,4,6.68011183159251e-27,0.773584905660377,0.633081761006289
sub034,closed,absolute,b5,5,9.64138231949762e-27,0.716981132075472,0.635125786163522
sub034,open,relative,b1,1,-0.501492104761814,0.803571428571429,0.605877976190476
sub034,open,relative,b2,2,-0.0396263290436251,0.857142857142857,0.623869047619048
sub034,open,relative,b3,3,0.510755428379711,0.75,0.64110119047619
sub034,open,relative,b4,4,1.18911706974098,0.821428571428571,0.62327380952381
sub034,open,relative,b5,5,3.67196791886309,0.803571428571429,0.588273809523809
sub034,closed,relative,b1,1,-0.52627630469625,0.811320754716981,0.587012578616352
sub034,closed,relative,b2,2,-0.209578626251606,0.773584905660377,0.595094339622641
sub034,closed,relative,b3,3,0.082405908108364,0.773584905660377,0.644496855345912
sub034,closed,relative,b4,4,0.54630952176335,0.849056603773585,0.576839622641509
sub034,closed,relative,b5,5,2.24332117363812,0.792452830188679,0.637971698113208
sub034,open,lat,b1,1,-0.517431811242468,0.767857142857143,0.585803571428571
sub034,open,lat,b2,2,-0.249402611446667,0.803571428571429,0.622723214285714
sub034,open,lat,b3,3,0.0393733179651513,0.857142857142857,0.63296130952381
sub034,open,lat,b4,4,0.314963075936452,0.839285714285714,0.623199404761905
sub034,open,lat,b5,5,0.577220757618027,0.767857142857143,0.627857142857143
sub034,closed,lat,b1,1,-0.56136937194796,0.773584905660377,0.594308176100629
sub034,closed,lat,b2,2,-0.315859807636676,0.773584905660377,0.633364779874214
sub034,closed,lat,b3,3,0.0960233010944292,0.679245283018868,0.651493710691824
sub034,closed,lat,b4,4,0.40389315398377,0.830188679245283,0.580959119496855
sub034,closed,lat,b5,5,0.616280623231196,0.924528301886792,0.597672955974843
sub035,open,baseline,b1,1,2.57099069261497e-27,0.614035087719298,0.474254385964912
sub035,open,baseline,b2,2,4.75067339071316e-27,0.596491228070175,0.446929824561404
sub035,open,baseline,b3,3,6.3102008583474e-27,0.684210526315789,0.475223214285714
sub035,open,baseline,b4,4,8.11200513542928e-27,0.578947368421053,0.459795321637427
sub035,open,baseline,b5,5,1.20199340967736e-26,0.631578947368421,0.491315789473684
sub035,closed,baseline,b1,1,4.86414931174406e-27,0.701754385964912,0.561198830409357
sub035,closed,baseline,b2,2,7.12180419932604e-27,0.631578947368421,0.54233918128655
sub035,closed,baseline,b3,3,9.22351508403394e-27,0.543859649122807,0.545570175438597
sub035,closed,baseline,b4,4,1.16388452470047e-26,0.56140350877193,0.49733918128655
sub035,closed,baseline,b5,5,1.72653037017822e-26,0.578947368421053,0.513801169590643
sub035,open,absolute,b1,1,3.32540675894019e-27,0.508771929824561,0.469941520467836
sub035,open,absolute,b2,2,5.1768312423401e-27,0.666666666666667,0.461845238095238
sub035,open,absolute,b3,3,6.49077827136292e-27,0.684210526315789,0.45812865497076
sub035,open,absolute,b4,4,7.99837618647515e-27,0.614035087719298,0.466198830409357
sub035,open,absolute,b5,5,1.12927617455788e-26,0.649122807017544,0.491198830409357
sub035,closed,absolute,b1,1,4.54413123302066e-27,0.807017543859649,0.608494152046784
sub035,closed,absolute,b2,2,6.83972959545394e-27,0.508771929824561,0.534926900584795
sub035,closed,absolute,b3,3,8.84429952736936e-27,0.578947368421053,0.52390350877193
sub035,closed,absolute,b4,4,1.11296814789662e-26,0.578947368421053,0.514005847953216
sub035,closed,absolute,b5,5,1.66263176260855e-26,0.543859649122807,0.479210526315789
sub035,open,relative,b1,1,-0.498470301905904,0.631578947368421,0.453245614035088
sub035,open,relative,b2,2,-0.189353612828653,0.56140350877193,0.483508771929825
sub035,open,relative,b3,3,0.152228970856315,0.631578947368421,0.475252976190476
sub035,open,relative,b4,4,0.613015587455727,0.754385964912281,0.44953216374269
sub035,open,relative,b5,5,3.5883419174215,0.543859649122807,0.492076023391813
sub035,closed,relative,b1,1,-0.504603742762933,0.578947368421053,0.540087719298246
sub035,closed,relative,b2,2,-0.203338339197979,0.631578947368421,0.566257309941521
sub035,closed,relative,b3,3,0.0647766562967138,0.578947368421053,0.533771929824561
sub035,closed,relative,b4,4,0.465487709854081,0.56140350877193,0.518845029239766
sub035,closed,relative,b5,5,1.33419853693847,0.666666666666667,0.497514619883041
sub035,open,lat,b1,1,-0.302240325341567,0.543859649122807,0.454824561403509
sub035,open,lat,b2,2,-0.104569055901973,0.666666666666667,0.473139880952381
sub035,open,lat,b3,3,0.0119095197355825,0.56140350877193,0.464751461988304
sub035,open,lat,b4,4,0.128395818250065,0.631578947368421,0.474678362573099
sub035,open,lat,b5,5,0.320486267445946,0.719298245614035,0.481769005847953
sub035,closed,lat,b1,1,-0.295905852714878,0.649122807017544,0.519137426900585
sub035,closed,lat,b2,2,-0.0943841272991162,0.666666666666667,0.54280701754386
sub035,closed,lat,b3,3,0.0304524558934793,0.508771929824561,0.532222222222222
sub035,closed,lat,b4,4,0.161153971128048,0.491228070175439,0.527090643274854
sub035,closed,lat,b5,5,0.364260346985974,0.684210526315789,0.533581871345029
sub036,open,baseline,b1,1,2.61234501645105e-27,0.764705882352941,0.733692810457516
sub036,open,baseline,b2,2,4.2619202920346e-27,0.745098039215686,0.790333333333333
sub036,open,baseline,b3,3,5.81345659129638e-27,0.764705882352941,0.7616
sub036,open,baseline,b4,4,7.80932483093194e-27,0.803921568627451,0.747679738562092
sub036,open,baseline,b5,5,1.09130405095428e-26,0.764705882352941,0.717483660130719
sub036,closed,baseline,b1,1,7.64314460732053e-27,0.775510204081633,0.800243055555556
sub036,closed,baseline,b2,2,1.03477088291279e-26,0.673469387755102,0.819353741496599
sub036,closed,baseline,b3,3,1.22391907980955e-26,0.795918367346939,0.851059027777778
sub036,closed,baseline,b4,4,1.4741858673295e-26,0.795918367346939,0.866938775510204
sub036,closed,baseline,b5,5,2.01884103218095e-26,0.836734693877551,0.813095238095238
sub036,open,absolute,b1,1,3.88404613712322e-27,0.745098039215686,0.723251633986928
sub036,open,absolute,b2,2,5.99353476511555e-27,0.705882352941177,0.767581699346405
sub036,open,absolute,b3,3,7.68620831661897e-27,0.764705882352941,0.7789
sub036,open,absolute,b4,4,9.52951671975947e-27,0.764705882352941,0.753116666666667
sub036,open,absolute,b5,5,1.26662662380225e-26,0.843137254901961,0.72781045751634
sub036,closed,absolute,b1,1,8.16010374222962e-27,0.836734693877551,0.815952380952381
sub036,closed,absolute,b2,2,1.08070989236175e-26,0.775510204081633,0.848554421768708
sub036,closed,absolute,b3,3,1.30992939066366e-26,0.653061224489796,0.847636054421769
sub036,closed,absolute,b4,4,1.59653043115814e-26,0.836734693877551,0.778673469387755
sub036,closed,absolute,b5,5,2.18785791399744e-26,0.775510204081633,0.861329787234043
sub036,open,relative,b1,1,-0.408562811711968,0.725490196078431,0.749558823529412
sub036,open,relative,b2,2,0.00804149123006062,0.745098039215686,0.772385620915033
sub036,open,relative,b3,3,0.458116188656741,0.784313725490196,0.71890522875817
sub036,open,relative,b4,4,1.04655104181806,0.784313725490196,0.722261904761905
sub036,open,relative,b5,5,3.14882177394996,0.784313725490196,0.781029411764706
sub036,closed,relative,b1,1,-0.378507074856834,0.795918367346939,0.828163265306122
sub036,closed,relative,b2,2,-0.102540413389187,0.816326530612245,0.825952380952381
sub036,closed,relative,b3,3,0.178601313687361,0.775510204081633,0.819625850340136
sub036,closed,relative,b4,4,0.550419473320853,0.775510204081633,0.826788194444445
sub036,closed,relative,b5,5,1.66853432383457,0.714285714285714,0.850694444444445
sub036,open,lat,b1,1,-0.255048832560291,0.764705882352941,0.76140522875817
sub036,open,lat,b2,2,-0.0488992007518961,0.764705882352941,0.7711
sub036,open,lat,b3,3,0.062757316985763,0.725490196078431,0.717816666666667
sub036,open,lat,b4,4,0.194128721372595,0.764705882352941,0.746895424836601
sub036,open,lat,b5,5,0.374032025691595,0.823529411764706,0.745980392156863
sub036,closed,lat,b1,1,-0.333952648285266,0.714285714285714,0.833107638888889
sub036,closed,lat,b2,2,-0.105471175935639,0.816326530612245,0.811938775510204
sub036,closed,lat,b3,3,0.0102242334905462,0.73469387755102,0.863044217687075
sub036,closed,lat,b4,4,0.135654763721634,0.775510204081633,0.796128472222222
sub036,closed,lat,b5,5,0.319664535770515,0.836734693877551,0.846020408163265
sub037,open,baseline,b1,1,2.30316218224238e-27,0.82,0.71825
sub037,open,baseline,b2,2,4.25659477411891e-27,0.86,0.687983333333333
sub037,open,baseline,b3,3,6.0515029769642e-27,0.74,0.736183333333333
sub037,open,baseline,b4,4,1.01544277880484e-26,0.86,0.689483333333334
sub037,open,baseline,b5,5,1.86556600720028e-26,0.8,0.721483333333333
sub037,closed,baseline,b1,1,5.07024406777084e-27,0.566037735849057,0.848804347826087
sub037,closed,baseline,b2,2,1.11806732996075e-26,0.754716981132076,0.777720125786164
sub037,closed,baseline,b3,3,1.69314893729896e-26,0.811320754716981,0.749575471698113
sub037,closed,baseline,b4,4,2.38346311251253e-26,0.792452830188679,0.726346153846154
sub037,closed,baseline,b5,5,3.68540626447086e-26,0.754716981132076,0.74872641509434
sub037,open,absolute,b1,1,1.87564621075371e-27,0.76,0.734333333333333
sub037,open,absolute,b2,2,4.23379281737881e-27,0.84,0.734333333333333
sub037,open,absolute,b3,3,6.8128747464177e-27,0.82,0.683816666666667
sub037,open,absolute,b4,4,1.10438612988471e-26,0.78,0.751033333333333
sub037,open,absolute,b5,5,2.13233415906878e-26,0.88,0.646266666666667
sub037,closed,absolute,b1,1,3.21808740672256e-27,0.584905660377358,0.844202898550725
sub037,closed,absolute,b2,2,6.94951431930109e-27,0.60377358490566,0.821185897435897
sub037,closed,absolute,b3,3,1.30137627122949e-26,0.830188679245283,0.768081761006289
sub037,closed,absolute,b4,4,2.03226607857635e-26,0.754716981132076,0.732908805031447
sub037,closed,absolute,b5,5,3.39883273396766e-26,0.905660377358491,0.697405660377359
sub037,open,relative,b1,1,-0.671436708504633,0.8,0.727866666666667
sub037,open,relative,b2,2,-0.307261374247401,0.82,0.72035
sub037,open,relative,b3,3,0.235158037462209,0.74,0.696166666666667
sub037,open,relative,b4,4,1.19579077259148,0.88,0.722866666666667
sub037,open,relative,b5,5,4.46641886921594,0.84,0.675883333333333
sub037,closed,relative,b1,1,-0.702994535007985,0.566037735849057,0.87485294117647
sub037,closed,relative,b2,2,-0.413607094713525,0.754716981132076,0.733461538461539
sub037,closed,relative,b3,3,-0.161922681472087,0.716981132075472,0.713673469387755
sub037,closed,relative,b4,4,0.26818326237436,0.849056603773585,0.765298742138365
sub037,closed,relative,b5,5,1.81817460565021,0.792452830188679,0.753173076923077
sub037,open,lat,b1,1,-0.454113628987323,0.86,0.75085
sub037,open,lat,b2,2,-0.174419902118326,0.82,0.69145
sub037,open,lat,b3,3,0.0164026461339245,0.84,0.68355
sub037,open,lat,b4,4,0.216433044871129,0.86,0.700283333333333
sub037,open,lat,b5,5,0.461998091745422,0.7,0.7187
sub037,closed,lat,b1,1,-0.352154998808568,0.754716981132076,0.797840136054422
sub037,closed,lat,b2,2,-0.13050598757826,0.641509433962264,0.7491
sub037,closed,lat,b3,3,0.0227891857846722,0.735849056603774,0.781858974358974
sub037,closed,lat,b4,4,0.173730592152895,0.735849056603774,0.748899371069182
sub037,closed,lat,b5,5,0.383601255810451,0.811320754716981,0.775770440251572
sub039,open,baseline,b1,1,1.81094329192631e-27,0.854545454545454,0.750625
sub039,open,baseline,b2,2,4.17290373080654e-27,0.909090909090909,0.741272727272727
sub039,open,baseline,b3,3,6.27213796356459e-27,0.872727272727273,0.671772727272727
sub039,open,baseline,b4,4,8.22748950726027e-27,0.872727272727273,0.711712962962963
sub039,open,baseline,b5,5,1.22625550410273e-26,0.872727272727273,0.68769696969697
sub039,closed,baseline,b1,1,2.90393552938873e-27,0.789473684210526,0.693818181818182
sub039,closed,baseline,b2,2,6.75816570108473e-27,0.947368421052632,0.692134502923977
sub039,closed,baseline,b3,3,8.56065772745967e-27,0.912280701754386,0.705357142857143
sub039,closed,baseline,b4,4,1.09987167794404e-26,0.87719298245614,0.722514880952381
sub039,closed,baseline,b5,5,1.82313404601109e-26,0.947368421052632,0.751067251461988
sub039,open,absolute,b1,1,1.8362638624615e-27,0.690909090909091,0.834764150943396
sub039,open,absolute,b2,2,4.75772537248771e-27,0.945454545454545,0.691909090909091
sub039,open,absolute,b3,3,6.89192033925551e-27,0.927272727272727,0.681512345679012
sub039,open,absolute,b4,4,8.98402636445713e-27,0.927272727272727,0.723863636363636
sub039,open,absolute,b5,5,1.29979074426608e-26,0.890909090909091,0.644398148148148
sub039,closed,absolute,b1,1,2.1243586889552e-27,0.754385964912281,0.68061320754717
sub039,closed,absolute,b2,2,6.53204932958237e-27,0.912280701754386,0.749166666666667
sub039,closed,absolute,b3,3,8.47184920722081e-27,0.929824561403509,0.70874269005848
sub039,closed,absolute,b4,4,1.08618249407534e-26,0.929824561403509,0.743888888888889
sub039,closed,absolute,b5,5,1.65023521439034e-26,0.929824561403509,0.674941520467836
sub039,open,relative,b1,1,-0.623253965417432,0.763636363636364,0.745555555555556
sub039,open,relative,b2,2,-0.205623319024434,0.872727272727273,0.760075757575758
sub039,open,relative,b3,3,0.219168912079613,0.909090909090909,0.710632716049383
sub039,open,relative,b4,4,0.918854666585758,0.945454545454545,0.659742424242424
sub039,open,relative,b5,5,4.81655657771289,0.890909090909091,0.697091194968553
sub039,closed,relative,b1,1,-0.540528803283201,0.842105263157895,0.721975308641975
sub039,closed,relative,b2,2,-0.196718550335602,0.894736842105263,0.723040935672515
sub039,closed,relative,b3,3,0.0580743453853299,0.894736842105263,0.731169590643275
sub039,closed,relative,b4,4,0.441869088477101,0.912280701754386,0.716345029239766
sub039,closed,relative,b5,5,1.66867789046846,0.912280701754386,0.663125
sub039,open,lat,b1,1,-0.305889846905478,0.854545454545454,0.696621212121212
sub039,open,lat,b2,2,-0.110374050546155,0.927272727272727,0.72108024691358
sub039,open,lat,b3,3,0.0160038826046758,0.909090909090909,0.680863636363636
sub039,open,lat,b4,4,0.137623762763701,0.836363636363636,0.719469696969697
sub039,open,lat,b5,5,0.350203052598285,0.872727272727273,0.75349358974359
sub039,closed,lat,b1,1,-0.373980371202348,0.859649122807018,0.746354166666667
sub039,closed,lat,b2,2,-0.130018381134585,0.894736842105263,0.723392857142857
sub039,closed,lat,b3,3,0.00205242822460016,0.912280701754386,0.690193452380952
sub039,closed,lat,b4,4,0.143977766264647,0.824561403508772,0.707931547619048
sub039,closed,lat,b5,5,0.365978904497373,0.964912280701754,0.68796783625731
