sub,eyes,measure,roi,cond,compare,value
sub005,open,absolute,v1,correct,accuracy,3.17954739242111
sub005,open,absolute,v1,incorrect,accuracy,2.92500661662733
sub005,open,absolute,v1,correct_e,accuracy_e,3.2597442039251
sub005,open,absolute,v1,incorrect_e,accuracy_e,2.92500661662733
sub005,open,absolute,v1,fast,rt,3.2620941335778
sub005,open,absolute,v1,slow,rt,3.07857821116366
sub005,closed,visual power,v1,correct,accuracy,-0.353222437106898
sub005,closed,visual power,v1,incorrect,accuracy,-0.385921518865889
sub005,closed,visual power,v1,correct_e,accuracy_e,-0.362258403725896
sub005,closed,visual power,v1,incorrect_e,accuracy_e,-0.385921518865889
sub005,closed,visual power,v1,fast,rt,-0.336670644249783
sub005,closed,visual power,v1,slow,rt,-0.361239077689361
sub005,closed,somato lateralisation index,max,correct,accuracy,-0.064780105373776
sub005,closed,somato lateralisation index,max,incorrect,accuracy,0.0102481863617995
sub005,closed,somato lateralisation index,max,correct_e,accuracy_e,-0.0085463384123362
sub005,closed,somato lateralisation index,max,incorrect_e,accuracy_e,0.0102481863617995
sub005,closed,somato lateralisation index,max,fast,rt,-0.0509037701591237
sub005,closed,somato lateralisation index,max,slow,rt,-0.08264719357399
sub005,closed,absolute,v1,correct,accuracy,4.96610713863478
sub005,closed,absolute,v1,incorrect,accuracy,4.73744101394342
sub005,closed,absolute,v1,correct_e,accuracy_e,4.99174246107621
sub005,closed,absolute,v1,incorrect_e,accuracy_e,4.73744101394342
sub005,closed,absolute,v1,fast,rt,4.97062142759019
sub005,closed,absolute,v1,slow,rt,4.97027138547572
sub006,open,visual power,v1,correct,accuracy,0.487031120950669
sub006,open,visual power,v1,incorrect,accuracy,0.288368081263285
sub006,open,visual power,v1,correct_e,accuracy_e,0.345660609192533
sub006,open,visual power,v1,incorrect_e,accuracy_e,0.288368081263285
sub006,open,visual power,v1,fast,rt,0.478534436891966
sub006,open,visual power,v1,slow,rt,0.544498235459422
sub006,open,somato lateralisation index,max,correct,accuracy,0.105040590774998
sub006,open,somato lateralisation index,max,incorrect,accuracy,0.196580259989556
sub006,open,somato lateralisation index,max,correct_e,accuracy_e,0.1336415031411
sub006,open,somato lateralisation index,max,incorrect_e,accuracy_e,0.196580259989556
sub006,open,somato lateralisation index,max,fast,rt,0.117339580418109
sub006,open,somato lateralisation index,max,slow,rt,0.0897359319307608
sub006,open,absolute,v1,correct,accuracy,2.97685271093804
sub006,open,absolute,v1,incorrect,accuracy,2.66652932714173
sub006,open,absolute,v1,correct_e,accuracy_e,2.95317724286171
sub006,open,absolute,v1,incorrect_e,accuracy_e,2.66652932714173
sub006,open,absolute,v1,fast,rt,3.04696479318826
sub006,open,absolute,v1,slow,rt,2.92690061567302
sub006,closed,visual power,v1,correct,accuracy,0.0564690879812336
sub006,closed,visual power,v1,incorrect,accuracy,0.0702327913181204
sub006,closed,visual power,v1,correct_e,accuracy_e,0.0746105605109403
sub006,closed,visual power,v1,incorrect_e,accuracy_e,0.0702327913181204
sub006,closed,visual power,v1,fast,rt,-0.0754290486695909
sub006,closed,visual power,v1,slow,rt,0.208178607175362
sub006,closed,somato lateralisation index,max,correct,accuracy,0.143329957121322
sub006,closed,somato lateralisation index,max,incorrect,accuracy,0.210408937693959
sub006,closed,somato lateralisation index,max,correct_e,accuracy_e,0.155005888710347
