sub,eye,measure,window,compare,cond,value
sub017,closed,somato lat,stim1000pre,rt,slow,0.105
sub018,open,somato lat,stim500pre,accuracy,correct,-0.012
sub018,open,somato lat,stim500pre,accuracy,incorrect,-0.002
sub018,open,somato lat,stim500pre,accuracy_e,correct_e,-0.058
sub018,open,somato lat,stim500pre,accuracy_e,incorrect_e,-0.002
sub018,open,somato lat,stim500pre,rt,fast,-0.022
sub018,open,somato lat,stim500pre,rt,slow,-0.001
sub018,closed,somato lat,stim500pre,accuracy,correct,-0.013
sub018,closed,somato lat,stim500pre,accuracy,incorrect,-0.043
sub018,closed,somato lat,stim500pre,accuracy_e,correct_e,-0.007
sub018,closed,somato lat,stim500pre,accuracy_e,incorrect_e,-0.043
sub018,closed,somato lat,stim500pre,rt,fast,0.04
sub018,closed,somato lat,stim500pre,rt,slow,-0.07
sub018,open,somato lat,stim1000pre,accuracy,correct,0.038
sub018,open,somato lat,stim1000pre,accuracy,incorrect,0.037
sub018,open,somato lat,stim1000pre,accuracy_e,correct_e,-0.012
sub018,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.037
sub018,open,somato lat,stim1000pre,rt,fast,0.099
sub018,open,somato lat,stim1000pre,rt,slow,-0.023
sub018,closed,somato lat,stim1000pre,accuracy,correct,0.066
sub018,closed,somato lat,stim1000pre,accuracy,incorrect,-0.061
sub018,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.068
sub018,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,-0.061
sub018,closed,somato lat,stim1000pre,rt,fast,0.134
sub018,closed,somato lat,stim1000pre,rt,slow,-0.019
sub020,open,somato lat,stim500pre,accuracy,correct,0.118
sub020,open,somato lat,stim500pre,accuracy,incorrect,0.141
sub020,open,somato lat,stim500pre,accuracy_e,correct_e,0.124
sub020,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.141
sub020,open,somato lat,stim500pre,rt,fast,0.082
sub020,open,somato lat,stim500pre,rt,slow,0.144
sub020,closed,somato lat,stim500pre,accuracy,correct,0.158
sub020,closed,somato lat,stim500pre,accuracy,incorrect,0.094
sub020,closed,somato lat,stim500pre,accuracy_e,correct_e,0.18
sub020,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.094
sub020,closed,somato lat,stim500pre,rt,fast,0.178
sub020,closed,somato lat,stim500pre,rt,slow,0.146
sub020,open,somato lat,stim1000pre,accuracy,correct,0.089
sub020,open,somato lat,stim1000pre,accuracy,incorrect,0.147
sub020,open,somato lat,stim1000pre,accuracy_e,correct_e,0.127
sub020,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.147
sub020,open,somato lat,stim1000pre,rt,fast,0.061
sub020,open,somato lat,stim1000pre,rt,slow,0.118
sub020,closed,somato lat,stim1000pre,accuracy,correct,0.039
sub020,closed,somato lat,stim1000pre,accuracy,incorrect,0.138
sub020,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.083
sub020,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.138
sub020,closed,somato lat,stim1000pre,rt,fast,-0.052
sub020,closed,somato lat,stim1000pre,rt,slow,0.141
sub021,open,somato lat,stim500pre,accuracy,correct,0.125
sub021,open,somato lat,stim500pre,accuracy,incorrect,0.083
sub021,open,somato lat,stim500pre,accuracy_e,correct_e,0.159
sub021,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.083
sub021,open,somato lat,stim500pre,rt,fast,0.177
sub021,open,somato lat,stim500pre,rt,slow,0.074
sub021,closed,somato lat,stim500pre,accuracy,correct,0.111
sub021,closed,somato lat,stim500pre,accuracy,incorrect,0.063
sub021,closed,somato lat,stim500pre,accuracy_e,correct_e,0.135
sub021,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.063
sub021,closed,somato lat,stim500pre,rt,fast,0.136
sub021,closed,somato lat,stim500pre,rt,slow,0.083
sub021,open,somato lat,stim1000pre,accuracy,correct,0.027
sub021,open,somato lat,stim1000pre,accuracy,incorrect,0.108
sub021,open,somato lat,stim1000pre,accuracy_e,correct_e,0.094
sub021,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.108
sub021,open,somato lat,stim1000pre,rt,fast,0.13
sub021,open,somato lat,stim1000pre,rt,slow,-0.077
sub021,closed,somato lat,stim1000pre,accuracy,correct,0.068
sub021,closed,somato lat,stim1000pre,accuracy,incorrect,0.047
sub021,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.081
sub021,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.047
sub021,closed,somato lat,stim1000pre,rt,fast,0.045
sub021,closed,somato lat,stim1000pre,rt,slow,0.087
sub022,open,somato lat,stim500pre,accuracy,correct,0.097
sub022,open,somato lat,stim500pre,accuracy,incorrect,0.115
sub022,open,somato lat,stim500pre,accuracy_e,correct_e,0.121
sub022,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.115
sub022,open,somato lat,stim500pre,rt,fast,0.086
sub022,open,somato lat,stim500pre,rt,slow,0.108
sub022,closed,somato lat,stim500pre,accuracy,correct,0.204
sub022,closed,somato lat,stim500pre,accuracy,incorrect,0.236
sub022,closed,somato lat,stim500pre,accuracy_e,correct_e,0.082
sub022,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.236
sub022,closed,somato lat,stim500pre,rt,fast,0.25
sub022,closed,somato lat,stim500pre,rt,slow,0.158
sub022,open,somato lat,stim1000pre,accuracy,correct,0.151
sub022,open,somato lat,stim1000pre,accuracy,incorrect,0.114
sub022,open,somato lat,stim1000pre,accuracy_e,correct_e,0.091
sub022,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.114
sub022,open,somato lat,stim1000pre,rt,fast,0.089
sub022,open,somato lat,stim1000pre,rt,slow,0.214
