sub,eye,measure,window,compare,cond,value
sub008,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.1
sub008,open,laterilsation index,500pre,rt,fast,0.008
sub008,open,laterilsation index,500pre,rt,slow,-0.024
sub008,open,visual power,500pre,accuracy_e,correct_e,-0.024
sub008,open,visual power,500pre,accuracy_e,incorrect_e,-0.024
sub008,open,visual power,500pre,rt,fast,-0.024
sub008,open,visual power,500pre,rt,slow,-0.024
sub008,open,somato-visual balance,500pre,accuracy_e,correct_e,-0.024
sub008,open,somato-visual balance,500pre,accuracy_e,incorrect_e,-0.024
sub008,open,somato-visual balance,500pre,rt,fast,-0.024
sub008,open,somato-visual balance,500pre,rt,slow,-0.024
sub008,closed,laterilsation index,500pre,accuracy_e,correct_e,0.304
sub008,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.011
sub008,closed,laterilsation index,500pre,rt,fast,0.04
sub008,closed,laterilsation index,500pre,rt,slow,0.006
sub008,closed,visual power,500pre,accuracy_e,correct_e,0.006
sub008,closed,visual power,500pre,accuracy_e,incorrect_e,0.006
sub008,closed,visual power,500pre,rt,fast,0.006
sub008,closed,visual power,500pre,rt,slow,0.006
sub008,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.006
sub008,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.006
sub008,closed,somato-visual balance,500pre,rt,fast,0.006
sub008,closed,somato-visual balance,500pre,rt,slow,0.006
sub009,open,laterilsation index,500pre,accuracy_e,correct_e,0.023
sub009,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.071
sub009,open,laterilsation index,500pre,rt,fast,0.097
sub009,open,laterilsation index,500pre,rt,slow,-0.007
sub009,open,visual power,500pre,accuracy_e,correct_e,-0.007
sub009,open,visual power,500pre,accuracy_e,incorrect_e,-0.007
sub009,open,visual power,500pre,rt,fast,-0.007
sub009,open,visual power,500pre,rt,slow,-0.007
sub009,open,somato-visual balance,500pre,accuracy_e,correct_e,-0.007
sub009,open,somato-visual balance,500pre,accuracy_e,incorrect_e,-0.007
sub009,open,somato-visual balance,500pre,rt,fast,-0.007
sub009,open,somato-visual balance,500pre,rt,slow,-0.007
sub009,closed,laterilsation index,500pre,accuracy_e,correct_e,0.05
sub009,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.105
sub009,closed,laterilsation index,500pre,rt,fast,0.101
sub009,closed,laterilsation index,500pre,rt,slow,0.031
sub009,closed,visual power,500pre,accuracy_e,correct_e,0.031
sub009,closed,visual power,500pre,accuracy_e,incorrect_e,0.031
sub009,closed,visual power,500pre,rt,fast,0.031
sub009,closed,visual power,500pre,rt,slow,0.031
sub009,closed,somato-visual balance,500pre,accuracy_e,correct_e,0.031
sub009,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,0.031
sub009,closed,somato-visual balance,500pre,rt,fast,0.031
sub009,closed,somato-visual balance,500pre,rt,slow,0.031
sub010,open,laterilsation index,500pre,accuracy_e,correct_e,0.034
sub010,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.055
sub010,open,laterilsation index,500pre,rt,fast,0.038
sub010,open,laterilsation index,500pre,rt,slow,0.011
sub010,open,visual power,500pre,accuracy_e,correct_e,0.011
sub010,open,visual power,500pre,accuracy_e,incorrect_e,0.011
sub010,open,visual power,500pre,rt,fast,0.011
sub010,open,visual power,500pre,rt,slow,0.011
sub010,open,somato-visual balance,500pre,accuracy_e,correct_e,0.011
sub010,open,somato-visual balance,500pre,accuracy_e,incorrect_e,0.011
sub010,open,somato-visual balance,500pre,rt,fast,0.011
sub010,open,somato-visual balance,500pre,rt,slow,0.011
sub010,closed,laterilsation index,500pre,accuracy_e,correct_e,0.017
sub010,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.113
sub010,closed,laterilsation index,500pre,rt,fast,0.144
sub010,closed,laterilsation index,500pre,rt,slow,-0.084
sub010,closed,visual power,500pre,accuracy_e,correct_e,-0.084
sub010,closed,visual power,500pre,accuracy_e,incorrect_e,-0.084
sub010,closed,visual power,500pre,rt,fast,-0.084
sub010,closed,visual power,500pre,rt,slow,-0.084
sub010,closed,somato-visual balance,500pre,accuracy_e,correct_e,-0.084
sub010,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,-0.084
sub010,closed,somato-visual balance,500pre,rt,fast,-0.084
sub010,closed,somato-visual balance,500pre,rt,slow,-0.084
sub011,open,laterilsation index,500pre,accuracy_e,correct_e,0.073
sub011,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.108
sub011,open,laterilsation index,500pre,rt,fast,-0.013
sub011,open,laterilsation index,500pre,rt,slow,0.06
sub011,open,visual power,500pre,accuracy_e,correct_e,0.06
sub011,open,visual power,500pre,accuracy_e,incorrect_e,0.06
sub011,open,visual power,500pre,rt,fast,0.06
sub011,open,visual power,500pre,rt,slow,0.06
sub011,open,somato-visual balance,500pre,accuracy_e,correct_e,0.06
sub011,open,somato-visual balance,500pre,accuracy_e,incorrect_e,0.06
sub011,open,somato-visual balance,500pre,rt,fast,0.06
sub011,open,somato-visual balance,500pre,rt,slow,0.06
sub011,closed,laterilsation index,500pre,accuracy_e,correct_e,-0.058
sub011,closed,laterilsation index,500pre,accuracy_e,incorrect_e,0.127
sub011,closed,laterilsation index,500pre,rt,fast,-0.013
sub011,closed,laterilsation index,500pre,rt,slow,-0
sub011,closed,visual power,500pre,accuracy_e,correct_e,-0
sub011,closed,visual power,500pre,accuracy_e,incorrect_e,-0
sub011,closed,visual power,500pre,rt,fast,-0
sub011,closed,visual power,500pre,rt,slow,-0
sub011,closed,somato-visual balance,500pre,accuracy_e,correct_e,-0
sub011,closed,somato-visual balance,500pre,accuracy_e,incorrect_e,-0
sub011,closed,somato-visual balance,500pre,rt,fast,-0
sub011,closed,somato-visual balance,500pre,rt,slow,-0
sub012,open,laterilsation index,500pre,accuracy_e,correct_e,-0.072
sub012,open,laterilsation index,500pre,accuracy_e,incorrect_e,0.032
sub012,open,laterilsation index,500pre,rt,fast,0.034
sub012,open,laterilsation index,500pre,rt,slow,0.025
sub012,open,visual power,500pre,accuracy_e,correct_e,0.025
sub012,open,visual power,500pre,accuracy_e,incorrect_e,0.025
sub012,open,visual power,500pre,rt,fast,0.025
sub012,open,visual power,500pre,rt,slow,0.025
sub012,open,somato-visual balance,500pre,accuracy_e,correct_e,0.025
sub012,open,somato-visual balance,500pre,accuracy_e,incorrect_e,0.025
sub012,open,somato-visual balance,500pre,rt,fast,0.025
sub012,open,somato-visual balance,500pre,rt,slow,0.025
sub012,closed,laterilsation index,500pre,accuracy_e,correct_e,0.067
sub012,closed,laterilsation index,500pre,accuracy_e,incorrect_e,-0.165
sub012,closed,laterilsation index,500pre,rt,fast,0.031
sub012,closed,laterilsation index,500pre,rt,slow,0.022
sub012,closed,visual power,500pre,accuracy_e,correct_e,0.022
sub012,closed,visual power,500pre,accuracy_e,incorrect_e,0.022
sub012,closed,visual power,500pre,rt,fast,0.022
sub012,closed,visual power,500pre,rt,slow,0.022
