cl_fa,cl_sl,op_fa,op_sl
-0.183688717598451,-0.163994840140023,0.103610743421534,0.248271356108068
0.236920213411004,-0.0352496012925911,-0.204102552638317,-0.104129764223576
0.0208162807560989,0.231164716371197,0.190312753688148,0.190215309045191
0.287541541275434,0.183266857705379,0.345002249686605,0.181362398794793
-0.342364605615789,-0.284005437645638,0.187814495406144,0.297453678264765
-0.00718822613999268,0.0400162655928132,0.349436512851585,0.355307903291651
-0.347717859239856,-0.390506252146704,-0.00325456423083178,-0.109915391102473
-0.397115611713228,-0.296654091423246,0.262948097614183,0.343640993487821
-0.190873423044106,-0.286902266841893,0.0153477269955435,0.231952152940345
-0.239027334436153,-0.437016266527901,0.00512816404843627,0.0461523975047718
-0.29776664160557,-0.341005968151326,1.37055098948633,0.790356799066759
-0.207792404120988,-0.156974201441063,0.49725126547972,0.280551830501942
-0.171374063711574,-0.190990792425279,0.539258700095649,0.0989185226013525
0.130577162556424,-0.0869145757055866,0.0217831309901843,-0.073623074476754
-0.305928810790753,-0.21624590573581,0.134972936330125,0.0549786940300533
-0.131615637468529,0.0600303607167676,0.186929212653422,0.156765765036665
-0.16976943584052,-0.0594272622523214,0.413035266996971,0.252937761757269
-0.0323309735148484,-0.323006401542542,0.314415310855926,-0.0613072168321257
-0.0573756660244808,0.00560857382785614,1.16252849129466,0.862980416487204
0.101714310957565,-0.109390903316151,1.11905504072124,0.778881996143692
-0.174583922936145,-0.0391447096448429,0.212757816017458,0.0417113422752374
-0.10172121267523,-0.0475174494178496,0.769085484652986,0.716993452566926
-0.0834618199631619,-0.0778422334503795,-0.0804180145140007,0.0400349708909618
-0.190748541072301,-0.296650497855547,0.082840121569873,0.0772698146032926
-0.111012202232232,-0.0547018016073373,-0.117456490410706,0.0595420591379842
-0.00103723642894793,-0.210891480487435,0.480648704799605,0.406101316326025
-0.217283665381511,-0.156734980166655,0.493990635080004,0.439227984507542
0.18159397884098,0.0972901716670617,0.48545792064537,0.314412267926289
-0.0909689585023629,-0.0305459638347939,0.359262418371619,0.388808477596905
0.0289445339198336,-0.166346958204652,0.0412559850671457,0.131240345716995
0.163801195748918,-0.0043541820869737,0.073032766890303,0.208843009411614
-0.0922152462585423,-0.186880842840394,0.491096300816874,0.0759018817671964
0.138260515857652,-0.00368127573644536,0.183871477169684,0.11243355630618
