suj,sample_size,perc_trials,bin,itc
15sub032,n=15,070 %,b5,0.0997368133023507
15sub033,n=15,070 %,b1,0.109790378403158
15sub033,n=15,070 %,b2,0.111201755503266
15sub033,n=15,070 %,b3,0.108027824415485
15sub033,n=15,070 %,b4,0.107188138220927
15sub033,n=15,070 %,b5,0.112143360902983
15sub018,n=15,070 %,b1,0.107299059040168
15sub018,n=15,070 %,b2,0.107009510159292
15sub018,n=15,070 %,b3,0.101293818116501
15sub018,n=15,070 %,b4,0.102371041742984
15sub018,n=15,070 %,b5,0.0978396987182485
15sub037,n=15,070 %,b1,0.116619704596287
15sub037,n=15,070 %,b2,0.119519287375723
15sub037,n=15,070 %,b3,0.113407037134156
15sub037,n=15,070 %,b4,0.114206375630145
15sub037,n=15,070 %,b5,0.107148853413982
15sub001,n=15,070 %,b1,0.127165759646808
15sub001,n=15,070 %,b2,0.131595210484073
15sub001,n=15,070 %,b3,0.124292381543429
15sub001,n=15,070 %,b4,0.12326044853139
15sub001,n=15,070 %,b5,0.122028506207563
15sub021,n=15,080 %,b1,0.0746822606910385
15sub021,n=15,080 %,b2,0.0657584306523966
15sub021,n=15,080 %,b3,0.0631253436561141
15sub021,n=15,080 %,b4,0.0645198500619544
15sub021,n=15,080 %,b5,0.0646437455644894
15sub025,n=15,080 %,b1,0.0892228740942699
15sub025,n=15,080 %,b2,0.0863253672617007
15sub025,n=15,080 %,b3,0.079117748444791
15sub025,n=15,080 %,b4,0.0819572796399478
15sub025,n=15,080 %,b5,0.0841210694037328
15sub034,n=15,080 %,b1,0.107664552394123
15sub034,n=15,080 %,b2,0.10895104890169
15sub034,n=15,080 %,b3,0.103062088094778
15sub034,n=15,080 %,b4,0.096818718651906
15sub034,n=15,080 %,b5,0.0937877308919122
15sub035,n=15,080 %,b1,0.0979374843662712
15sub035,n=15,080 %,b2,0.0918532107087001
15sub035,n=15,080 %,b3,0.0882116357155612
15sub035,n=15,080 %,b4,0.0913649409634925
15sub035,n=15,080 %,b5,0.0914602663842096
15sub027,n=15,080 %,b1,0.145704527729797
15sub027,n=15,080 %,b2,0.14540116253017
15sub027,n=15,080 %,b3,0.141856611461473
15sub027,n=15,080 %,b4,0.142773239634612
15sub027,n=15,080 %,b5,0.143076710015417
15sub008,n=15,080 %,b1,0.0893214450623254
15sub008,n=15,080 %,b2,0.0784249738159494
15sub008,n=15,080 %,b3,0.0759123382876424
15sub008,n=15,080 %,b4,0.0837182169890157
15sub008,n=15,080 %,b5,0.0760205433399827
15sub014,n=15,080 %,b1,0.107669958902113
15sub014,n=15,080 %,b2,0.108631530126499
15sub014,n=15,080 %,b3,0.108607836587183
15sub014,n=15,080 %,b4,0.110169641330726
15sub014,n=15,080 %,b5,0.105021053139753
15sub022,n=15,080 %,b1,0.127115983932677
15sub022,n=15,080 %,b2,0.127575625972818
15sub022,n=15,080 %,b3,0.125050741783298
15sub022,n=15,080 %,b4,0.122974569045173
15sub022,n=15,080 %,b5,0.126383133259502
15sub019,n=15,080 %,b1,0.106017400479675
15sub019,n=15,080 %,b2,0.110456575549513
15sub019,n=15,080 %,b3,0.110507050411125
15sub019,n=15,080 %,b4,0.111545200025314
15sub019,n=15,080 %,b5,0.103304537104798
15sub015,n=15,080 %,b1,0.0944631951041433
15sub015,n=15,080 %,b2,0.0862741728009191
15sub015,n=15,080 %,b3,0.090069146369073
15sub015,n=15,080 %,b4,0.09301509792135
15sub015,n=15,080 %,b5,0.0896683110859581
15sub032,n=15,080 %,b1,0.111796555125359
15sub032,n=15,080 %,b2,0.109309375784631
15sub032,n=15,080 %,b3,0.102288791816538
15sub032,n=15,080 %,b4,0.0997648056161726
15sub032,n=15,080 %,b5,0.0993353530247114
15sub033,n=15,080 %,b1,0.108225275815621
15sub033,n=15,080 %,b2,0.11103720817397
15sub033,n=15,080 %,b3,0.106427020570051
15sub033,n=15,080 %,b4,0.10675781859205
15sub033,n=15,080 %,b5,0.109245233119074
15sub018,n=15,080 %,b1,0.106066863196348
15sub018,n=15,080 %,b2,0.104688683711167
15sub018,n=15,080 %,b3,0.100433579115617
15sub018,n=15,080 %,b4,0.100007624067841
15sub018,n=15,080 %,b5,0.09796363053244
15sub037,n=15,080 %,b1,0.111074047066842
15sub037,n=15,080 %,b2,0.114527435942037
15sub037,n=15,080 %,b3,0.110799028941889
15sub037,n=15,080 %,b4,0.110599497282925
15sub037,n=15,080 %,b5,0.104512136884316
15sub001,n=15,080 %,b1,0.12905505003754
15sub001,n=15,080 %,b2,0.132149791770506
15sub001,n=15,080 %,b3,0.125389981650836
15sub001,n=15,080 %,b4,0.126303872064767
15sub001,n=15,080 %,b5,0.122219149447886
15sub021,n=15,090 %,b1,0.0730505550010602
15sub021,n=15,090 %,b2,0.0692317923159535
15sub021,n=15,090 %,b3,0.0646390317774119
15sub021,n=15,090 %,b4,0.0658907067057217
15sub021,n=15,090 %,b5,0.0657848048716396
15sub025,n=15,090 %,b1,0.0881472365114862
15sub025,n=15,090 %,b2,0.0869751864317708
15sub025,n=15,090 %,b3,0.0802323194320437
15sub025,n=15,090 %,b4,0.0793032891963152
15sub025,n=15,090 %,b5,0.0834832870820828
15sub034,n=15,090 %,b1,0.106805366643606
15sub034,n=15,090 %,b2,0.108223781650092
15sub034,n=15,090 %,b3,0.102649253511314
15sub034,n=15,090 %,b4,0.0969473945328455
15sub034,n=15,090 %,b5,0.0897161853352687
15sub035,n=15,090 %,b1,0.096190537792915
15sub035,n=15,090 %,b2,0.0909304784675903
15sub035,n=15,090 %,b3,0.0891004391756158
15sub035,n=15,090 %,b4,0.0917863520473907
15sub035,n=15,090 %,b5,0.0876135357110113
15sub027,n=15,090 %,b1,0.141448287769227
15sub027,n=15,090 %,b2,0.142955106452761
15sub027,n=15,090 %,b3,0.139124860323046
15sub027,n=15,090 %,b4,0.141855375398141
15sub027,n=15,090 %,b5,0.139333100973312
15sub008,n=15,090 %,b1,0.088686501981578
15sub008,n=15,090 %,b2,0.0772498391307991
15sub008,n=15,090 %,b3,0.0756396307991034
15sub008,n=15,090 %,b4,0.0787310423821913
15sub008,n=15,090 %,b5,0.0774210485769803
15sub014,n=15,090 %,b1,0.1067943471847
15sub014,n=15,090 %,b2,0.109818635514672
15sub014,n=15,090 %,b3,0.108450064132741
15sub014,n=15,090 %,b4,0.109142860817303
15sub014,n=15,090 %,b5,0.104466662098623
15sub022,n=15,090 %,b1,0.1269074689346
15sub022,n=15,090 %,b2,0.126297247064011
15sub022,n=15,090 %,b3,0.124945711390576
15sub022,n=15,090 %,b4,0.123063345598385
15sub022,n=15,090 %,b5,0.124041654016964
15sub019,n=15,090 %,b1,0.107625693976457
15sub019,n=15,090 %,b2,0.110781906449281
15sub019,n=15,090 %,b3,0.11094006362589
15sub019,n=15,090 %,b4,0.111513997194984
15sub019,n=15,090 %,b5,0.102520239729763
15sub015,n=15,090 %,b1,0.0924211350479173
15sub015,n=15,090 %,b2,0.0855527319605629
15sub015,n=15,090 %,b3,0.0878395875204364
15sub015,n=15,090 %,b4,0.0896499266174325
15sub015,n=15,090 %,b5,0.0886848014763937
15sub032,n=15,090 %,b1,0.11286873960019
15sub032,n=15,090 %,b2,0.106860171906753
15sub032,n=15,090 %,b3,0.10450057645371
15sub032,n=15,090 %,b4,0.0981363640838154
15sub032,n=15,090 %,b5,0.10004198144176
15sub033,n=15,090 %,b1,0.107828291151304
15sub033,n=15,090 %,b2,0.110034669960859
15sub033,n=15,090 %,b3,0.106875931249173
15sub033,n=15,090 %,b4,0.107545897923885
15sub033,n=15,090 %,b5,0.110377877111122
15sub018,n=15,090 %,b1,0.107309490973049
15sub018,n=15,090 %,b2,0.107081239464718
15sub018,n=15,090 %,b3,0.0997188066267164
15sub018,n=15,090 %,b4,0.10379600696698
15sub018,n=15,090 %,b5,0.0967173317499833
15sub037,n=15,090 %,b1,0.110518635555204
15sub037,n=15,090 %,b2,0.113215171694453
15sub037,n=15,090 %,b3,0.111307758142227
15sub037,n=15,090 %,b4,0.108385941191433
15sub037,n=15,090 %,b5,0.105936986250959
15sub001,n=15,090 %,b1,0.126699860022738
15sub001,n=15,090 %,b2,0.130218193163423
15sub001,n=15,090 %,b3,0.122937456088849
15sub001,n=15,090 %,b4,0.124054528895362
15sub001,n=15,090 %,b5,0.121377788173536
15sub021,n=15,100 %,b1,0.0748257604841665
15sub021,n=15,100 %,b2,0.0689287132811938
15sub021,n=15,100 %,b3,0.0651240919722917
15sub021,n=15,100 %,b4,0.0660715686123898
15sub021,n=15,100 %,b5,0.0655297060816413
15sub025,n=15,100 %,b1,0.086981292085747
15sub025,n=15,100 %,b2,0.0849514123124512
15sub025,n=15,100 %,b3,0.078095778383138
15sub025,n=15,100 %,b4,0.0775806957536468
15sub025,n=15,100 %,b5,0.0811564409833566
15sub034,n=15,100 %,b1,0.105296970017231
15sub034,n=15,100 %,b2,0.107382225046057
15sub034,n=15,100 %,b3,0.0983458531409861
15sub034,n=15,100 %,b4,0.0971705947103571
15sub034,n=15,100 %,b5,0.0915546841860278
15sub035,n=15,100 %,b1,0.0954793529776725
15sub035,n=15,100 %,b2,0.0891941907043727
15sub035,n=15,100 %,b3,0.0873618902525045
15sub035,n=15,100 %,b4,0.0891127097591304
15sub035,n=15,100 %,b5,0.0886117670394716
15sub027,n=15,100 %,b1,0.141866471367409
15sub027,n=15,100 %,b2,0.141667522062265
15sub027,n=15,100 %,b3,0.140459452114389
15sub027,n=15,100 %,b4,0.142098270383745
15sub027,n=15,100 %,b5,0.140188243405675
15sub008,n=15,100 %,b1,0.0870721902582224
15sub008,n=15,100 %,b2,0.0781104713649911
15sub008,n=15,100 %,b3,0.0736521269914779
15sub008,n=15,100 %,b4,0.0785660192813053
15sub008,n=15,100 %,b5,0.0775733616333287
15sub014,n=15,100 %,b1,0.10576762659261
15sub014,n=15,100 %,b2,0.109114953946629
15sub014,n=15,100 %,b3,0.10954682251819
15sub014,n=15,100 %,b4,0.108047984935215
15sub014,n=15,100 %,b5,0.104008563547055
15sub022,n=15,100 %,b1,0.127644938381768
15sub022,n=15,100 %,b2,0.126137140340905
15sub022,n=15,100 %,b3,0.124656159238568
15sub022,n=15,100 %,b4,0.124438923046846
15sub022,n=15,100 %,b5,0.124203737579119
15sub019,n=15,100 %,b1,0.10887913332602
15sub019,n=15,100 %,b2,0.110278245191685
15sub019,n=15,100 %,b3,0.111291723777318
15sub019,n=15,100 %,b4,0.110550114146801
15sub019,n=15,100 %,b5,0.103608936154548
15sub015,n=15,100 %,b1,0.0927827667177818
15sub015,n=15,100 %,b2,0.0851845951741791
15sub015,n=15,100 %,b3,0.0891179532775056
15sub015,n=15,100 %,b4,0.0888336077246297
15sub015,n=15,100 %,b5,0.0891728877754097
15sub032,n=15,100 %,b1,0.114650556448679
15sub032,n=15,100 %,b2,0.107053946732168
15sub032,n=15,100 %,b3,0.104772800758269
15sub032,n=15,100 %,b4,0.102035351369375
15sub032,n=15,100 %,b5,0.0995667846668459
15sub033,n=15,100 %,b1,0.108764474503013
15sub033,n=15,100 %,b2,0.11005210825957
15sub033,n=15,100 %,b3,0.107108202337119
15sub033,n=15,100 %,b4,0.107951645512877
15sub033,n=15,100 %,b5,0.112235322431568
15sub018,n=15,100 %,b1,0.10827627229481
15sub018,n=15,100 %,b2,0.107679914817255
15sub018,n=15,100 %,b3,0.100706062102782
15sub018,n=15,100 %,b4,0.103448505653552
15sub018,n=15,100 %,b5,0.098101372235872
15sub037,n=15,100 %,b1,0.112721114020753
15sub037,n=15,100 %,b2,0.116971189296573
15sub037,n=15,100 %,b3,0.113365331914722
15sub037,n=15,100 %,b4,0.112228347686964
15sub037,n=15,100 %,b5,0.111106292983076
15sub001,n=15,100 %,b1,0.127846555529031
15sub001,n=15,100 %,b2,0.13162150954401
15sub001,n=15,100 %,b3,0.125089044570753
15sub001,n=15,100 %,b4,0.125689919420556
15sub001,n=15,100 %,b5,0.121285877349021
20sub021,n=20,010 %,b1,0.0949647736863829
20sub021,n=20,010 %,b2,0.0900434703390667
20sub021,n=20,010 %,b3,0.0768004575336868
20sub021,n=20,010 %,b4,0.0961396044876157
20sub021,n=20,010 %,b5,0.0769034155023158
20sub025,n=20,010 %,b1,0.112240587059866
20sub025,n=20,010 %,b2,0.105280709773076
20sub025,n=20,010 %,b3,0.0944923446447827
20sub025,n=20,010 %,b4,0.103416383246594
20sub025,n=20,010 %,b5,0.089864033395801
20sub034,n=20,010 %,b1,0.107296848606572
20sub034,n=20,010 %,b2,0.103569632400543
20sub034,n=20,010 %,b3,0.0963745297216477
20sub034,n=20,010 %,b4,0.099185188977068
20sub034,n=20,010 %,b5,0.0972550739409211
20sub035,n=20,010 %,b1,0.106588987900637
20sub035,n=20,010 %,b2,0.0952471438274824
20sub035,n=20,010 %,b3,0.102618382673034
20sub035,n=20,010 %,b4,0.101445060509335
20sub035,n=20,010 %,b5,0.0907015438733712
20sub027,n=20,010 %,b1,0.148734183487224
20sub027,n=20,010 %,b2,0.144997896150084
20sub027,n=20,010 %,b3,0.151997808550451
20sub027,n=20,010 %,b4,0.139557819402888
20sub027,n=20,010 %,b5,0.151362740059223
20sub008,n=20,010 %,b1,0.102461884234822
20sub008,n=20,010 %,b2,0.103748815170777
20sub008,n=20,010 %,b3,0.105460225888953
20sub008,n=20,010 %,b4,0.0973641472686649
20sub008,n=20,010 %,b5,0.0923192745366579
20sub014,n=20,010 %,b1,0.12248925024397
20sub014,n=20,010 %,b2,0.127416326180826
20sub014,n=20,010 %,b3,0.122082460684701
20sub014,n=20,010 %,b4,0.12444933993188
20sub014,n=20,010 %,b5,0.122785116987656
20sub022,n=20,010 %,b1,0.125525482955921
20sub022,n=20,010 %,b2,0.127723967745006
20sub022,n=20,010 %,b3,0.120618165461405
20sub022,n=20,010 %,b4,0.115121307328321
20sub022,n=20,010 %,b5,0.118703182902822
20sub019,n=20,010 %,b1,0.115835570791656
20sub019,n=20,010 %,b2,0.109540961108547
20sub019,n=20,010 %,b3,0.112443870704443
20sub019,n=20,010 %,b4,0.104461068786469
20sub019,n=20,010 %,b5,0.107390822664973
20sub015,n=20,010 %,b1,0.0951513815467788
20sub015,n=20,010 %,b2,0.0904953647132611
20sub015,n=20,010 %,b3,0.101549796968228
20sub015,n=20,010 %,b4,0.0900548656708414
20sub015,n=20,010 %,b5,0.0949370548642928
20sub032,n=20,010 %,b1,0.129056065837735
20sub032,n=20,010 %,b2,0.117740699111395
20sub032,n=20,010 %,b3,0.119916620262511
20sub032,n=20,010 %,b4,0.105406766755733
20sub032,n=20,010 %,b5,0.10716489013448
20sub033,n=20,010 %,b1,0.108730549584617
20sub033,n=20,010 %,b2,0.0969640561264633
20sub033,n=20,010 %,b3,0.107097897156642
20sub033,n=20,010 %,b4,0.111112687706708
20sub033,n=20,010 %,b5,0.114991168415917
20sub018,n=20,010 %,b1,0.119460498861791
20sub018,n=20,010 %,b2,0.124979760961136
20sub018,n=20,010 %,b3,0.107300076121515
20sub018,n=20,010 %,b4,0.123754464185295
20sub018,n=20,010 %,b5,0.102276454592764
20sub037,n=20,010 %,b1,0.131638472050419
20sub037,n=20,010 %,b2,0.13811227378901
20sub037,n=20,010 %,b3,0.129808651511325
20sub037,n=20,010 %,b4,0.13381739069273
20sub037,n=20,010 %,b5,0.121607275446028
20sub001,n=20,010 %,b1,0.13479461884807
20sub001,n=20,010 %,b2,0.137515717269997
20sub001,n=20,010 %,b3,0.127174126621071
20sub001,n=20,010 %,b4,0.126020264909202
20sub001,n=20,010 %,b5,0.136597199629387
20sub004,n=20,010 %,b1,0.119166416531611
20sub004,n=20,010 %,b2,0.118224779709205
20sub004,n=20,010 %,b3,0.124276121665044
20sub004,n=20,010 %,b4,0.121110315449275
20sub004,n=20,010 %,b5,0.109930661763481
20sub028,n=20,010 %,b1,0.133838471461355
20sub028,n=20,010 %,b2,0.136302991196313
20sub028,n=20,010 %,b3,0.133608957549679
20sub028,n=20,010 %,b4,0.130109827983229
20sub028,n=20,010 %,b5,0.112913991040855
20sub006,n=20,010 %,b1,0.109716727067262
20sub006,n=20,010 %,b2,0.0958180744560513
20sub006,n=20,010 %,b3,0.0994041923714334
20sub006,n=20,010 %,b4,0.109590901323541
20sub006,n=20,010 %,b5,0.0876976182254348
20sub017,n=20,010 %,b1,0.109497727189481
20sub017,n=20,010 %,b2,0.0980234109975334
20sub017,n=20,010 %,b3,0.0940164650970567
20sub017,n=20,010 %,b4,0.0933436931387533
20sub017,n=20,010 %,b5,0.0928403771213477
20sub016,n=20,010 %,b1,0.120600177016499
20sub016,n=20,010 %,b2,0.115831696636121
20sub016,n=20,010 %,b3,0.115399006651624
20sub016,n=20,010 %,b4,0.11220952175955
20sub016,n=20,010 %,b5,0.118464569873413
20sub021,n=20,020 %,b1,0.0789946201877368
20sub021,n=20,020 %,b2,0.0699936523643685
20sub021,n=20,020 %,b3,0.0720698083926353
20sub021,n=20,020 %,b4,0.0657754197003185
20sub021,n=20,020 %,b5,0.0687485573146289
20sub025,n=20,020 %,b1,0.0862105791781607
20sub025,n=20,020 %,b2,0.0947615734741773
20sub025,n=20,020 %,b3,0.0870180710971813
20sub025,n=20,020 %,b4,0.0921166895857421
20sub025,n=20,020 %,b5,0.0891224444993149
20sub034,n=20,020 %,b1,0.107896626499547
20sub034,n=20,020 %,b2,0.107404765804725
20sub034,n=20,020 %,b3,0.108299589065216
20sub034,n=20,020 %,b4,0.115860674364907
20sub034,n=20,020 %,b5,0.08804245092373
20sub035,n=20,020 %,b1,0.108262924634524
20sub035,n=20,020 %,b2,0.091942867749403
20sub035,n=20,020 %,b3,0.0934142767073538
20sub035,n=20,020 %,b4,0.0963194087170385
20sub035,n=20,020 %,b5,0.0952090982866362
20sub027,n=20,020 %,b1,0.134010394018275
20sub027,n=20,020 %,b2,0.132753998067001
20sub027,n=20,020 %,b3,0.136441487971557
20sub027,n=20,020 %,b4,0.135813707847183
20sub027,n=20,020 %,b5,0.137852664903766
20sub008,n=20,020 %,b1,0.0960439922880158
20sub008,n=20,020 %,b2,0.0917366655528776
20sub008,n=20,020 %,b3,0.0789566347953026
20sub008,n=20,020 %,b4,0.093357585767413
20sub008,n=20,020 %,b5,0.0801408344574452
20sub014,n=20,020 %,b1,0.118364484251467
20sub014,n=20,020 %,b2,0.116028799108964
20sub014,n=20,020 %,b3,0.115838319498364
20sub014,n=20,020 %,b4,0.120767645372283
20sub014,n=20,020 %,b5,0.111834412254564
20sub022,n=20,020 %,b1,0.125160775367031
20sub022,n=20,020 %,b2,0.132365849418643
20sub022,n=20,020 %,b3,0.125483552155161
20sub022,n=20,020 %,b4,0.121980246749045
20sub022,n=20,020 %,b5,0.125760639424168
20sub019,n=20,020 %,b1,0.11041497798076
20sub019,n=20,020 %,b2,0.104233935765439
20sub019,n=20,020 %,b3,0.10917199542673
20sub019,n=20,020 %,b4,0.105933855659968
20sub019,n=20,020 %,b5,0.105746635809846
20sub015,n=20,020 %,b1,0.0972320539568758
20sub015,n=20,020 %,b2,0.0874422366741564
20sub015,n=20,020 %,b3,0.100441704898068
20sub015,n=20,020 %,b4,0.0930809941408053
20sub015,n=20,020 %,b5,0.0959565059015782
20sub032,n=20,020 %,b1,0.111448395868153
20sub032,n=20,020 %,b2,0.117717189520675
20sub032,n=20,020 %,b3,0.109612383312774
20sub032,n=20,020 %,b4,0.109592595032842
20sub032,n=20,020 %,b5,0.11175018912306
20sub033,n=20,020 %,b1,0.109148222130774
20sub033,n=20,020 %,b2,0.111439723538166
20sub033,n=20,020 %,b3,0.104569147993551
20sub033,n=20,020 %,b4,0.115118511937546
20sub033,n=20,020 %,b5,0.115046240638697
20sub018,n=20,020 %,b1,0.11547151052721
20sub018,n=20,020 %,b2,0.11632666338418
20sub018,n=20,020 %,b3,0.104392502924497
20sub018,n=20,020 %,b4,0.107315803511135
20sub018,n=20,020 %,b5,0.102606743279232
20sub037,n=20,020 %,b1,0.123414357934611
20sub037,n=20,020 %,b2,0.132644614713798
20sub037,n=20,020 %,b3,0.109835228794805
20sub037,n=20,020 %,b4,0.124129084567578
20sub037,n=20,020 %,b5,0.115489544686784
20sub001,n=20,020 %,b1,0.126776810838208
20sub001,n=20,020 %,b2,0.134617582207274
20sub001,n=20,020 %,b3,0.128925473640308
20sub001,n=20,020 %,b4,0.124483433233051
20sub001,n=20,020 %,b5,0.121824618482979
20sub004,n=20,020 %,b1,0.128432607605474
20sub004,n=20,020 %,b2,0.117602351889194
20sub004,n=20,020 %,b3,0.117072563858206
20sub004,n=20,020 %,b4,0.119916013539503
20sub004,n=20,020 %,b5,0.117261232098655
20sub028,n=20,020 %,b1,0.12066037037035
20sub028,n=20,020 %,b2,0.1211857895926
20sub028,n=20,020 %,b3,0.133222274406199
20sub028,n=20,020 %,b4,0.123007168808104
20sub028,n=20,020 %,b5,0.110429021942794
20sub006,n=20,020 %,b1,0.102668353545641
20sub006,n=20,020 %,b2,0.0923780578636611
20sub006,n=20,020 %,b3,0.109215232456398
20sub006,n=20,020 %,b4,0.0954849203907442
20sub006,n=20,020 %,b5,0.0917946602518053
20sub017,n=20,020 %,b1,0.106308973353773
20sub017,n=20,020 %,b2,0.0989857563459618
20sub017,n=20,020 %,b3,0.0930259461855806
20sub017,n=20,020 %,b4,0.0934412377796364
20sub017,n=20,020 %,b5,0.102345979636183
20sub016,n=20,020 %,b1,0.119170975919925
20sub016,n=20,020 %,b2,0.117512316490687
20sub016,n=20,020 %,b3,0.106250787103108
20sub016,n=20,020 %,b4,0.109592877427452
20sub016,n=20,020 %,b5,0.11261421909222
20sub021,n=20,030 %,b1,0.0789496914255366
20sub021,n=20,030 %,b2,0.0628597869254528
20sub021,n=20,030 %,b3,0.0739988648163811
20sub021,n=20,030 %,b4,0.0648644178910593
20sub021,n=20,030 %,b5,0.0693482217645968
20sub025,n=20,030 %,b1,0.0852996513282424
20sub025,n=20,030 %,b2,0.0830105587708979
20sub025,n=20,030 %,b3,0.0835817233500914
20sub025,n=20,030 %,b4,0.0880561197441264
20sub025,n=20,030 %,b5,0.0867309498360583
20sub034,n=20,030 %,b1,0.107604072500408
20sub034,n=20,030 %,b2,0.107050480319942
20sub034,n=20,030 %,b3,0.107358553367721
20sub034,n=20,030 %,b4,0.105648032501961
20sub034,n=20,030 %,b5,0.0933209918928523
20sub035,n=20,030 %,b1,0.101000286507825
20sub035,n=20,030 %,b2,0.0893458950156788
20sub035,n=20,030 %,b3,0.0874386930311366
20sub035,n=20,030 %,b4,0.0985244500636663
20sub035,n=20,030 %,b5,0.0909794073093397
20sub027,n=20,030 %,b1,0.144846582312012
20sub027,n=20,030 %,b2,0.141872435722495
20sub027,n=20,030 %,b3,0.147035035018275
20sub027,n=20,030 %,b4,0.145130688669182
20sub027,n=20,030 %,b5,0.137961751997545
20sub008,n=20,030 %,b1,0.0905280331236877
20sub008,n=20,030 %,b2,0.0810193125538742
20sub008,n=20,030 %,b3,0.0849012875855152
20sub008,n=20,030 %,b4,0.0849576297148087
20sub008,n=20,030 %,b5,0.0764899892020601
20sub014,n=20,030 %,b1,0.104951670766978
20sub014,n=20,030 %,b2,0.108533610219902
20sub014,n=20,030 %,b3,0.111760255018206
20sub014,n=20,030 %,b4,0.111830208839554
20sub014,n=20,030 %,b5,0.105809337685421
20sub022,n=20,030 %,b1,0.126154243056563
20sub022,n=20,030 %,b2,0.12875033285614
20sub022,n=20,030 %,b3,0.126868029222701
20sub022,n=20,030 %,b4,0.121984262979526
20sub022,n=20,030 %,b5,0.120678227115543
20sub019,n=20,030 %,b1,0.104503374616629
20sub019,n=20,030 %,b2,0.105352583620677
20sub019,n=20,030 %,b3,0.10293609705631
20sub019,n=20,030 %,b4,0.103880440073497
20sub019,n=20,030 %,b5,0.101517099987207
20sub015,n=20,030 %,b1,0.0959096887172094
20sub015,n=20,030 %,b2,0.0904098061268859
20sub015,n=20,030 %,b3,0.102462713652248
20sub015,n=20,030 %,b4,0.0914834040912718
20sub015,n=20,030 %,b5,0.0969599268932614
20sub032,n=20,030 %,b1,0.115773287869527
20sub032,n=20,030 %,b2,0.113509768522312
20sub032,n=20,030 %,b3,0.0996185402043706
20sub032,n=20,030 %,b4,0.109142056711162
20sub032,n=20,030 %,b5,0.110659273818913
20sub033,n=20,030 %,b1,0.10873709404673
20sub033,n=20,030 %,b2,0.110603667651473
20sub033,n=20,030 %,b3,0.104097846049759
20sub033,n=20,030 %,b4,0.116997670972903
20sub033,n=20,030 %,b5,0.112504974165034
20sub018,n=20,030 %,b1,0.112382879293963
20sub018,n=20,030 %,b2,0.111923553062396
20sub018,n=20,030 %,b3,0.100949733838181
20sub018,n=20,030 %,b4,0.106391898727434
20sub018,n=20,030 %,b5,0.0998655340386406
20sub037,n=20,030 %,b1,0.121305635126843
20sub037,n=20,030 %,b2,0.126827505946229
20sub037,n=20,030 %,b3,0.113639524287183
20sub037,n=20,030 %,b4,0.117155216415647
20sub037,n=20,030 %,b5,0.110370308027075
20sub001,n=20,030 %,b1,0.121457432764413
20sub001,n=20,030 %,b2,0.131639366531715
20sub001,n=20,030 %,b3,0.126494601239527
20sub001,n=20,030 %,b4,0.125028511498459
20sub001,n=20,030 %,b5,0.119153141282951
20sub004,n=20,030 %,b1,0.123106893987164
20sub004,n=20,030 %,b2,0.11834951097324
20sub004,n=20,030 %,b3,0.118539344335071
20sub004,n=20,030 %,b4,0.113505520886835
20sub004,n=20,030 %,b5,0.11330088952406
20sub028,n=20,030 %,b1,0.115322616060059
20sub028,n=20,030 %,b2,0.113661648815485
20sub028,n=20,030 %,b3,0.121664742303296
20sub028,n=20,030 %,b4,0.117650532737667
20sub028,n=20,030 %,b5,0.112740445906443
20sub006,n=20,030 %,b1,0.10705056148997
20sub006,n=20,030 %,b2,0.0949946634329258
20sub006,n=20,030 %,b3,0.104099889946374
20sub006,n=20,030 %,b4,0.0970152254589956
20sub006,n=20,030 %,b5,0.0953310745480157
20sub017,n=20,030 %,b1,0.101475248041812
20sub017,n=20,030 %,b2,0.106544503976481
20sub017,n=20,030 %,b3,0.1003985018341
20sub017,n=20,030 %,b4,0.101440224277718
20sub017,n=20,030 %,b5,0.111963775177874
20sub016,n=20,030 %,b1,0.118116021762832
20sub016,n=20,030 %,b2,0.116658168930713
20sub016,n=20,030 %,b3,0.113500935829398
20sub016,n=20,030 %,b4,0.114883415850325
20sub016,n=20,030 %,b5,0.116683463384523
20sub021,n=20,040 %,b1,0.0775334412973992
20sub021,n=20,040 %,b2,0.0573301474482618
20sub021,n=20,040 %,b3,0.0724527068208643
20sub021,n=20,040 %,b4,0.0659136270390096
20sub021,n=20,040 %,b5,0.0658752201778055
20sub025,n=20,040 %,b1,0.0886375084765728
20sub025,n=20,040 %,b2,0.0913952679348413
20sub025,n=20,040 %,b3,0.0778712239839342
20sub025,n=20,040 %,b4,0.0893538596646838
20sub025,n=20,040 %,b5,0.087553924517451
20sub034,n=20,040 %,b1,0.113761376600566
20sub034,n=20,040 %,b2,0.109240423129669
20sub034,n=20,040 %,b3,0.109040985718489
20sub034,n=20,040 %,b4,0.105207395169445
20sub034,n=20,040 %,b5,0.0944749257225475
20sub035,n=20,040 %,b1,0.096911469765931
20sub035,n=20,040 %,b2,0.0887406858902173
20sub035,n=20,040 %,b3,0.0829766603663367
20sub035,n=20,040 %,b4,0.089607928660405
20sub035,n=20,040 %,b5,0.0901451610739233
20sub027,n=20,040 %,b1,0.140222399482552
20sub027,n=20,040 %,b2,0.137522809963454
20sub027,n=20,040 %,b3,0.139977195540138
20sub027,n=20,040 %,b4,0.139192480464583
20sub027,n=20,040 %,b5,0.133979826489989
20sub008,n=20,040 %,b1,0.0888118885169957
20sub008,n=20,040 %,b2,0.0820780653885991
20sub008,n=20,040 %,b3,0.083046390108353
20sub008,n=20,040 %,b4,0.0789153337822259
