sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,open,somatovisual balance,max-v1,slow,rt,500pre,source,alpha,-0.988262029284392
sub002,open,somatovisual balance,max-v2,correct,accuracy,500pre,source,alpha,-0.980715305548791
sub002,open,somatovisual balance,max-v2,incorrect,accuracy,500pre,source,alpha,-0.974889705068583
sub002,open,somatovisual balance,max-v2,correct_e,accuracy_e,500pre,source,alpha,-0.983453752001934
sub002,open,somatovisual balance,max-v2,incorrect_e,accuracy_e,500pre,source,alpha,-0.974889705068583
sub002,open,somatovisual balance,max-v2,fast,rt,500pre,source,alpha,-0.984405951195789
sub002,open,somatovisual balance,max-v2,slow,rt,500pre,source,alpha,-0.976121309247022
sub002,open,somatovisual balance,max-v3,correct,accuracy,500pre,source,alpha,-0.825376271480285
sub002,open,somatovisual balance,max-v3,incorrect,accuracy,500pre,source,alpha,-0.802991043325125
sub002,open,somatovisual balance,max-v3,correct_e,accuracy_e,500pre,source,alpha,-0.84478177907637
sub002,open,somatovisual balance,max-v3,incorrect_e,accuracy_e,500pre,source,alpha,-0.802991043325125
sub002,open,somatovisual balance,max-v3,fast,rt,500pre,source,alpha,-0.833429380781726
sub002,open,somatovisual balance,max-v3,slow,rt,500pre,source,alpha,-0.803547367219225
sub002,closed,visual power,v1,correct,accuracy,500pre,source,alpha,0.339756898615836
sub002,closed,visual power,v1,incorrect,accuracy,500pre,source,alpha,0.097741032545776
sub002,closed,visual power,v1,correct_e,accuracy_e,500pre,source,alpha,0.0263113945493411
sub002,closed,visual power,v1,incorrect_e,accuracy_e,500pre,source,alpha,0.097741032545776
sub002,closed,visual power,v1,fast,rt,500pre,source,alpha,0.269889144823464
sub002,closed,visual power,v1,slow,rt,500pre,source,alpha,0.449322828865257
sub002,closed,visual power,v2,correct,accuracy,500pre,source,alpha,0.270328789689395
sub002,closed,visual power,v2,incorrect,accuracy,500pre,source,alpha,0.372010585483346
sub002,closed,visual power,v2,correct_e,accuracy_e,500pre,source,alpha,0.287323410049417
sub002,closed,visual power,v2,incorrect_e,accuracy_e,500pre,source,alpha,0.372010585483346
sub002,closed,visual power,v2,fast,rt,500pre,source,alpha,0.355675263799324
sub002,closed,visual power,v2,slow,rt,500pre,source,alpha,0.214823725142142
sub002,closed,visual power,v3,correct,accuracy,500pre,source,alpha,0.452429125315501
sub002,closed,visual power,v3,incorrect,accuracy,500pre,source,alpha,0.202155022593304
sub002,closed,visual power,v3,correct_e,accuracy_e,500pre,source,alpha,0.522434292606962
sub002,closed,visual power,v3,incorrect_e,accuracy_e,500pre,source,alpha,0.202155022593304
