sub,eye,bin,perc,perc_i,rt
sub007,closed,b1,0.7,0.3,0.683812056737589
sub007,closed,b2,0.62,0.34,0.687173913043478
sub007,closed,b3,0.72,0.28,0.669466666666667
sub007,closed,b4,0.6,0.36,0.651614583333333
sub007,closed,b5,0.72,0.24,0.686382978723404
sub008,open,b1,0.875,0.107142857142857,0.682424242424242
sub008,open,b2,0.910714285714286,0.0892857142857143,0.668095238095238
sub008,open,b3,0.892857142857143,0.107142857142857,0.735029761904762
sub008,open,b4,0.803571428571429,0.178571428571429,0.749092261904762
sub008,open,b5,0.875,0.107142857142857,0.684333333333333
sub008,closed,b1,0.943396226415094,0.0377358490566038,0.672820512820513
sub008,closed,b2,0.962264150943396,0.0377358490566038,0.671352201257862
sub008,closed,b3,0.924528301886792,0.0754716981132075,0.683474842767296
sub008,closed,b4,0.943396226415094,0.0566037735849057,0.679575471698113
sub008,closed,b5,0.905660377358491,0.0943396226415094,0.724481132075472
sub009,open,b1,0.627450980392157,0.352941176470588,0.69805
sub009,open,b2,0.705882352941177,0.294117647058824,0.629052287581699
sub009,open,b3,0.588235294117647,0.392156862745098,0.642416666666667
sub009,open,b4,0.725490196078431,0.254901960784314,0.727533333333333
sub009,open,b5,0.627450980392157,0.372549019607843,0.670669934640523
sub009,closed,b1,0.590909090909091,0.409090909090909,0.657954545454546
sub009,closed,b2,0.568181818181818,0.409090909090909,0.71234126984127
sub009,closed,b3,0.568181818181818,0.431818181818182,0.726875
sub009,closed,b4,0.5,0.5,0.778219696969697
sub009,closed,b5,0.818181818181818,0.181818181818182,0.666287878787879
sub010,open,b1,0.727272727272727,0.254545454545455,0.766296296296296
sub010,open,b2,0.709090909090909,0.272727272727273,0.843333333333333
sub010,open,b3,0.727272727272727,0.254545454545455,0.833996913580247
sub010,open,b4,0.690909090909091,0.272727272727273,0.823474842767296
sub010,open,b5,0.6,0.4,0.817878787878788
sub010,closed,b1,0.777777777777778,0.166666666666667,0.847205882352941
sub010,closed,b2,0.75,0.222222222222222,0.883595238095238
sub010,closed,b3,0.722222222222222,0.277777777777778,0.854583333333333
sub010,closed,b4,0.583333333333333,0.388888888888889,0.812047619047619
sub010,closed,b5,0.833333333333333,0.166666666666667,0.816342592592593
sub011,open,b1,0.87037037037037,0.12962962962963,0.583317901234568
sub011,open,b2,0.925925925925926,0.0740740740740741,0.590679012345679
sub011,open,b3,0.851851851851852,0.148148148148148,0.627546296296296
sub011,open,b4,0.944444444444444,0.0555555555555556,0.575246913580247
sub011,open,b5,0.944444444444444,0.0555555555555556,0.614783950617284
sub011,closed,b1,0.862745098039216,0.137254901960784,0.609738562091503
sub011,closed,b2,0.843137254901961,0.137254901960784,0.623033333333333
sub011,closed,b3,0.862745098039216,0.137254901960784,0.653921568627451
sub011,closed,b4,0.882352941176471,0.117647058823529,0.639297385620915
sub011,closed,b5,0.843137254901961,0.137254901960784,0.627696078431373
sub012,open,b1,0.879310344827586,0.120689655172414,0.49926724137931
sub012,open,b2,0.862068965517241,0.137931034482759,0.545747126436782
sub012,open,b3,0.896551724137931,0.103448275862069,0.519080459770115
sub012,open,b4,0.844827586206897,0.155172413793103,0.530833333333333
sub012,open,b5,0.931034482758621,0.0689655172413793,0.566048850574713
sub012,closed,b1,0.905660377358491,0.0943396226415094,0.63001572327044
sub012,closed,b2,0.886792452830189,0.113207547169811,0.689732704402516
sub012,closed,b3,0.886792452830189,0.113207547169811,0.619732704402516
sub012,closed,b4,0.924528301886792,0.0754716981132075,0.63498427672956
sub012,closed,b5,0.867924528301887,0.132075471698113,0.633018867924528
sub017,open,b1,0.825,0.175,0.752875
sub017,open,b2,0.675,0.325,0.7748125
sub017,open,b3,0.8,0.2,0.6809375
sub017,open,b4,0.75,0.25,0.733770833333333
sub017,open,b5,0.775,0.2,0.694294871794872
sub017,closed,b1,0.857142857142857,0.142857142857143,0.688412698412698
sub017,closed,b2,0.857142857142857,0.119047619047619,0.691585365853658
sub017,closed,b3,0.833333333333333,0.166666666666667,0.701825396825397
sub017,closed,b4,0.738095238095238,0.261904761904762,0.762083333333333
sub017,closed,b5,0.80952380952381,0.166666666666667,0.676869918699187
sub018,open,b1,0.792452830188679,0.207547169811321,0.570660377358491
sub018,open,b2,0.660377358490566,0.339622641509434,0.591352201257862
sub018,open,b3,0.754716981132076,0.245283018867925,0.582971698113208
sub018,open,b4,0.660377358490566,0.339622641509434,0.597342767295597
sub018,open,b5,0.584905660377358,0.415094339622642,0.558836477987421
sub018,closed,b1,0.672413793103448,0.310344827586207,0.629356725146199
sub018,closed,b2,0.53448275862069,0.448275862068966,0.608943452380952
sub018,closed,b3,0.46551724137931,0.46551724137931,0.635864779874214
sub018,closed,b4,0.672413793103448,0.275862068965517,0.63783950617284
sub018,closed,b5,0.551724137931034,0.413793103448276,0.61830303030303
sub020,open,b1,0.714285714285714,0.285714285714286,0.551979166666667
sub020,open,b2,0.660714285714286,0.339285714285714,0.548422619047619
sub020,open,b3,0.75,0.25,0.532127976190476
sub020,open,b4,0.767857142857143,0.232142857142857,0.557395833333333
sub020,open,b5,0.732142857142857,0.267857142857143,0.543541666666667
sub020,closed,b1,0.684210526315789,0.315789473684211,0.548391812865497
sub020,closed,b2,0.736842105263158,0.245614035087719,0.549897660818713
sub020,closed,b3,0.719298245614035,0.280701754385965,0.544283625730994
sub020,closed,b4,0.578947368421053,0.421052631578947,0.539210526315789
sub020,closed,b5,0.684210526315789,0.298245614035088,0.545178571428571
sub021,open,b1,0.62,0.34,0.643159722222222
sub021,open,b2,0.62,0.38,0.559166666666667
sub021,open,b3,0.62,0.36,0.656785714285714
sub021,open,b4,0.7,0.28,0.54234693877551
sub021,open,b5,0.54,0.46,0.603066666666667
sub021,closed,b1,0.533333333333333,0.4,0.619247967479675
sub021,closed,b2,0.666666666666667,0.311111111111111,0.579924242424242
sub021,closed,b3,0.777777777777778,0.222222222222222,0.644962121212121
sub021,closed,b4,0.6,0.4,0.621401515151515
sub021,closed,b5,0.555555555555556,0.355555555555556,0.562383720930233
sub022,open,b1,0.865384615384615,0.134615384615385,0.559711538461538
sub022,open,b2,0.596153846153846,0.384615384615385,0.545441176470588
sub022,open,b3,0.807692307692308,0.192307692307692,0.517820512820513
sub022,open,b4,0.865384615384615,0.134615384615385,0.560048076923077
sub022,open,b5,0.807692307692308,0.192307692307692,0.552003205128205
sub022,closed,b1,0.811320754716981,0.188679245283019,0.56248427672956
sub022,closed,b2,0.792452830188679,0.207547169811321,0.611100628930818
sub022,closed,b3,0.924528301886792,0.0754716981132075,0.581289308176101
sub022,closed,b4,0.754716981132076,0.245283018867925,0.577783018867924
sub022,closed,b5,0.811320754716981,0.188679245283019,0.596477987421384
sub023,open,b1,0.775862068965517,0.224137931034483,0.680977011494253
sub023,open,b2,0.931034482758621,0.0689655172413793,0.62316091954023
sub023,open,b3,0.896551724137931,0.103448275862069,0.613247126436781
sub023,open,b4,0.844827586206897,0.120689655172414,0.685104166666667
sub023,open,b5,0.810344827586207,0.189655172413793,0.647672413793103
sub023,closed,b1,0.915254237288136,0.0847457627118644,0.667231638418079
sub023,closed,b2,0.88135593220339,0.101694915254237,0.688807471264368
sub023,closed,b3,0.745762711864407,0.23728813559322,0.731939655172414
sub023,closed,b4,0.88135593220339,0.11864406779661,0.705310734463277
sub023,closed,b5,0.847457627118644,0.152542372881356,0.728912429378531
sub024,open,b1,0.775862068965517,0.206896551724138,0.650116959064327
sub024,open,b2,0.844827586206897,0.137931034482759,0.629137426900585
sub024,open,b3,0.844827586206897,0.155172413793103,0.616939655172414
sub024,open,b4,0.827586206896552,0.172413793103448,0.628419540229885
sub024,open,b5,0.862068965517241,0.137931034482759,0.618031609195402
sub024,closed,b1,0.76,0.2,0.734756944444444
sub024,closed,b2,0.68,0.32,0.708066666666667
sub024,closed,b3,0.7,0.24,0.717872340425532
sub024,closed,b4,0.7,0.28,0.744421768707483
sub024,closed,b5,0.66,0.32,0.688316326530612
sub025,open,b1,0.541666666666667,0.458333333333333,0.777447916666667
sub025,open,b2,0.458333333333333,0.541666666666667,0.848350694444444
sub025,open,b3,0.625,0.375,0.788854166666667
sub025,open,b4,0.604166666666667,0.395833333333333,0.812152777777778
sub025,open,b5,0.520833333333333,0.4375,0.794384057971015
sub025,closed,b1,0.702127659574468,0.297872340425532,0.828882978723404
sub025,closed,b2,0.617021276595745,0.361702127659574,0.785634057971014
sub025,closed,b3,0.595744680851064,0.404255319148936,0.840886524822695
sub025,closed,b4,0.659574468085106,0.340425531914894,0.80177304964539
sub025,closed,b5,0.595744680851064,0.404255319148936,0.862570921985816
sub026,open,b1,0.785714285714286,0.196428571428571,0.789469696969697
sub026,open,b2,0.714285714285714,0.25,0.780108024691358
sub026,open,b3,0.732142857142857,0.25,0.8395
sub026,open,b4,0.732142857142857,0.25,0.844181818181818
sub026,open,b5,0.767857142857143,0.214285714285714,0.786272727272727
sub026,closed,b1,0.773584905660377,0.169811320754717,0.862933333333333
sub026,closed,b2,0.811320754716981,0.188679245283019,0.842704402515723
sub026,closed,b3,0.773584905660377,0.188679245283019,0.812107843137255
sub026,closed,b4,0.792452830188679,0.132075471698113,0.766683673469388
sub026,closed,b5,0.716981132075472,0.283018867924528,0.755503144654088
sub027,open,b1,0.763636363636364,0.218181818181818,0.699030303030303
sub027,open,b2,0.709090909090909,0.290909090909091,0.718454545454545
sub027,open,b3,0.763636363636364,0.236363636363636,0.664484848484849
sub027,open,b4,0.745454545454545,0.254545454545455,0.724318181818182
sub027,open,b5,0.745454545454545,0.254545454545455,0.687136363636364
sub027,closed,b1,0.830188679245283,0.169811320754717,0.666367924528302
sub027,closed,b2,0.69811320754717,0.30188679245283,0.689433962264151
sub027,closed,b3,0.69811320754717,0.30188679245283,0.69437106918239
sub027,closed,b4,0.716981132075472,0.283018867924528,0.739025157232704
sub027,closed,b5,0.735849056603774,0.264150943396226,0.734544025157233
sub028,open,b1,0.736842105263158,0.228070175438596,0.843212121212121
sub028,open,b2,0.894736842105263,0.105263157894737,0.854897660818713
sub028,open,b3,0.789473684210526,0.175438596491228,0.81119696969697
sub028,open,b4,0.736842105263158,0.228070175438596,0.828909090909091
sub028,open,b5,0.807017543859649,0.175438596491228,0.827782738095238
sub028,closed,b1,0.785714285714286,0.142857142857143,0.853141025641026
sub028,closed,b2,0.678571428571429,0.303571428571429,0.875030303030303
sub028,closed,b3,0.767857142857143,0.196428571428571,0.885679012345679
sub028,closed,b4,0.803571428571429,0.125,0.828862179487179
sub028,closed,b5,0.767857142857143,0.232142857142857,0.834017857142857
sub029,open,b1,0.754385964912281,0.228070175438596,0.820238095238095
sub029,open,b2,0.842105263157895,0.140350877192982,0.827559523809524
sub029,open,b3,0.736842105263158,0.228070175438596,0.810877976190476
sub029,open,b4,0.807017543859649,0.192982456140351,0.861271929824561
sub029,open,b5,0.736842105263158,0.210526315789474,0.868533950617284
sub029,closed,b1,0.689655172413793,0.258620689655172,0.908606060606061
sub029,closed,b2,0.724137931034483,0.206896551724138,0.970092592592593
sub029,closed,b3,0.568965517241379,0.293103448275862,0.893660130718954
sub029,closed,b4,0.655172413793103,0.206896551724138,0.939852941176471
sub029,closed,b5,0.603448275862069,0.206896551724138,0.879627659574468
sub030,open,b1,0.716666666666667,0.266666666666667,0.642655367231638
sub030,open,b2,0.866666666666667,0.133333333333333,0.624375
sub030,open,b3,0.716666666666667,0.283333333333333,0.642277777777778
sub030,open,b4,0.8,0.183333333333333,0.659830508474576
sub030,open,b5,0.7,0.25,0.668040935672515
sub030,closed,b1,0.827586206896552,0.155172413793103,0.645657894736842
sub030,closed,b2,0.741379310344828,0.258620689655172,0.607844827586207
sub030,closed,b3,0.810344827586207,0.189655172413793,0.656408045977012
sub030,closed,b4,0.862068965517241,0.137931034482759,0.639166666666667
sub030,closed,b5,0.775862068965517,0.224137931034483,0.666594827586207
sub031,open,b1,0.735849056603774,0.264150943396226,0.787940251572327
sub031,open,b2,0.641509433962264,0.358490566037736,0.698176100628931
sub031,open,b3,0.660377358490566,0.339622641509434,0.723018867924528
sub031,open,b4,0.679245283018868,0.30188679245283,0.686698717948718
sub031,open,b5,0.754716981132076,0.226415094339623,0.692516025641026
sub031,closed,b1,0.596153846153846,0.384615384615385,0.814117647058824
sub031,closed,b2,0.615384615384615,0.307692307692308,0.758576388888889
sub031,closed,b3,0.596153846153846,0.346153846153846,0.820578231292517
sub031,closed,b4,0.711538461538462,0.288461538461538,0.820753205128205
sub031,closed,b5,0.634615384615385,0.346153846153846,0.740915032679738
sub032,open,b1,0.559322033898305,0.423728813559322,0.691738505747126
sub032,open,b2,0.593220338983051,0.389830508474576,0.703879310344828
sub032,open,b3,0.644067796610169,0.355932203389831,0.696370056497175
sub032,open,b4,0.644067796610169,0.338983050847458,0.674985632183908
sub032,open,b5,0.627118644067797,0.355932203389831,0.653559322033898
sub032,closed,b1,0.703703703703704,0.296296296296296,0.706682098765432
sub032,closed,b2,0.685185185185185,0.314814814814815,0.640555555555556
sub032,closed,b3,0.574074074074074,0.425925925925926,0.654490740740741
sub032,closed,b4,0.666666666666667,0.333333333333333,0.659351851851852
sub032,closed,b5,0.648148148148148,0.296296296296296,0.664117647058824
sub033,open,b1,0.892857142857143,0.0892857142857143,0.718212121212121
sub033,open,b2,0.875,0.0892857142857143,0.742283950617284
sub033,open,b3,0.857142857142857,0.107142857142857,0.739969696969697
sub033,open,b4,0.857142857142857,0.107142857142857,0.749567901234568
sub033,open,b5,0.910714285714286,0.0892857142857143,0.751517857142857
sub033,closed,b1,0.773584905660377,0.226415094339623,0.767389937106918
sub033,closed,b2,0.754716981132076,0.207547169811321,0.723970588235294
sub033,closed,b3,0.830188679245283,0.132075471698113,0.704395424836601
sub033,closed,b4,0.792452830188679,0.169811320754717,0.724019607843137
sub033,closed,b5,0.849056603773585,0.150943396226415,0.731839622641509
sub034,open,b1,0.803571428571429,0.196428571428571,0.574866071428571
sub034,open,b2,0.839285714285714,0.160714285714286,0.652693452380952
sub034,open,b3,0.857142857142857,0.142857142857143,0.594821428571429
sub034,open,b4,0.75,0.25,0.632604166666667
sub034,open,b5,0.785714285714286,0.214285714285714,0.632797619047619
sub034,closed,b1,0.735849056603774,0.264150943396226,0.616666666666667
sub034,closed,b2,0.867924528301887,0.132075471698113,0.598223270440252
sub034,closed,b3,0.754716981132076,0.245283018867925,0.612672955974843
sub034,closed,b4,0.754716981132076,0.245283018867925,0.62690251572327
sub034,closed,b5,0.886792452830189,0.113207547169811,0.597924528301887
sub035,open,b1,0.649122807017544,0.350877192982456,0.454254385964912
sub035,open,b2,0.614035087719298,0.385964912280702,0.435438596491228
sub035,open,b3,0.719298245614035,0.280701754385965,0.504107142857143
sub035,open,b4,0.543859649122807,0.456140350877193,0.488976608187135
sub035,open,b5,0.614035087719298,0.385964912280702,0.46219298245614
sub035,closed,b1,0.596491228070175,0.403508771929825,0.564517543859649
sub035,closed,b2,0.684210526315789,0.315789473684211,0.513406432748538
sub035,closed,b3,0.56140350877193,0.43859649122807,0.524985380116959
sub035,closed,b4,0.578947368421053,0.421052631578947,0.561388888888889
sub035,closed,b5,0.578947368421053,0.421052631578947,0.499298245614035
sub036,open,b1,0.705882352941177,0.294117647058824,0.724035947712418
sub036,open,b2,0.823529411764706,0.156862745098039,0.78695
sub036,open,b3,0.764705882352941,0.215686274509804,0.72345
sub036,open,b4,0.823529411764706,0.176470588235294,0.743316993464052
sub036,open,b5,0.705882352941177,0.294117647058824,0.752271241830065
sub036,closed,b1,0.693877551020408,0.26530612244898,0.806471631205674
sub036,closed,b2,0.795918367346939,0.204081632653061,0.866156462585034
sub036,closed,b3,0.816326530612245,0.183673469387755,0.813860544217687
sub036,closed,b4,0.775510204081633,0.224489795918367,0.805408163265306
sub036,closed,b5,0.795918367346939,0.204081632653061,0.858010204081633
sub037,open,b1,0.9,0.1,0.739933333333333
sub037,open,b2,0.72,0.28,0.69815
sub037,open,b3,0.8,0.2,0.74725
sub037,open,b4,0.9,0.1,0.667766666666667
sub037,open,b5,0.76,0.24,0.698066666666667
sub037,closed,b1,0.792452830188679,0.207547169811321,0.76248427672956
sub037,closed,b2,0.679245283018868,0.320754716981132,0.812434640522876
sub037,closed,b3,0.716981132075472,0.245283018867925,0.798783333333333
sub037,closed,b4,0.754716981132076,0.226415094339623,0.732173202614379
sub037,closed,b5,0.735849056603774,0.245283018867925,0.74536858974359
sub039,open,b1,0.927272727272727,0.0545454545454545,0.716851851851852
sub039,open,b2,0.818181818181818,0.145454545454545,0.719591194968554
sub039,open,b3,0.909090909090909,0.0909090909090909,0.776833333333333
sub039,open,b4,0.927272727272727,0.0545454545454545,0.689398148148148
sub039,open,b5,0.8,0.2,0.664530303030303
sub039,closed,b1,0.964912280701754,0.0350877192982456,0.663654970760234
sub039,closed,b2,0.947368421052632,0.0175438596491228,0.764757575757576
sub039,closed,b3,0.859649122807018,0.12280701754386,0.70266369047619
sub039,closed,b4,0.789473684210526,0.210526315789474,0.735409356725146
sub039,closed,b5,0.894736842105263,0.105263157894737,0.686008771929825
