cl_co,cl_in,op_co,op_in
-0.0109290250256753,0.172365971268903,-0.0483571804959923,-0.0260816077626149
0.170122200560891,0.160185329982215,-0.340248908366786,0.194809008427856
0.102728248128826,0.0669071950811086,0.123687418140835,0.343468223205883
-0.126472208176242,0.0646039800420482,0.603980766394932,0.36074151446854
-0.354683660904064,-0.21589092898006,0.134407786147101,-0.0124140708124236
-0.00222278546447956,0.342667731260083,0.533020194498437,0.363451898554875
-0.388518028204245,-0.426767714316434,-0.187688663106869,0.0911250526835056
0.180435238159142,-0.496754337144583,-0.180673326496333,0.353470326312385
-0.237497127915506,-0.235175975267108,0.065905069198725,-0.0268118316742383
-0.128215356979069,-0.311109534129003,0.221350852010769,-0.0182246466098443
-0.198514446016042,-0.159852262235379,0.339344250635858,1.09000866708847
-0.142572598511125,0.133035528234944,0.360397970926821,0.493732175968802
-0.0699288277473534,-0.469936244893148,0.192311401067141,0.564309596384973
-0.0432323406364597,-0.0112334683996351,-0.0358999559915914,0.222465283146376
-0.407127050608793,-0.309632040248604,-0.0920940176790584,-0.00646903864518498
0.0671328918197638,-0.158915945327305,0.336905690247228,0.284336048287509
-0.163918883925816,-0.242884303442559,0.274385855677748,0.333624576368601
-0.306071476063914,-0.175975717563653,0.152985878417211,-0.0235949814779747
0.0342718690351501,0.442218178596364,0.658843176896067,-0.0147168572402266
-0.000422445469497434,0.0611107123628932,0.981090781249924,0.439157478469885
-0.180576414963073,-0.242767287556317,0.0263370590163022,0.170341088633182
-0.12521679771605,-0.0762039051100575,1.020669302324,0.300987268175039
-0.0241051199242353,-0.0787608143629792,0.199614023904872,0.365519280057425
-0.281651531558941,-0.15281502575816,0.0805322771359571,-0.0499268277477729
-0.0605885138363108,-0.149206922679712,-0.0200027506396501,0.205463157112203
0.00766158528225645,-0.103887413033129,0.750781975145751,0.401916236019578
-0.173386217606407,-0.0543395475665503,0.486798468418077,0.386880137507118
0.398290561440755,-0.23182893858091,0.687119448322023,0.19217337664369
-0.013283635820831,0.0727706408083964,0.325940566064702,0.215491143977888
-0.0699281212634455,-0.082861641037179,-0.0126556642306418,0.0470285985976053
0.0404333804391804,0.0170229190845198,0.188579240679984,0.0590515631057084
-0.233248025674252,-0.100249816923147,-0.10683173251885,0.239295008309837
-0.248916213859854,-0.00546883039181705,-0.0558520507393956,-0.533186583842831
