suj,sample_size,perc_trials,bin,rt,corr
15sub014,n=15,080 %,b2,1.06027007102966,0.727272727272727
15sub014,n=15,080 %,b3,0.950868129730225,0.727272727272727
15sub014,n=15,080 %,b4,0.983967065811157,0.8
15sub014,n=15,080 %,b5,0.931686878204346,0.8
15sub011,n=15,080 %,b1,1.33255195617676,0.714285714285714
15sub011,n=15,080 %,b2,1.09064388275146,0.714285714285714
15sub011,n=15,080 %,b3,1.4326159954071,0.775510204081633
15sub011,n=15,080 %,b4,1.45378994941711,0.73469387755102
15sub011,n=15,080 %,b5,1.41040802001953,0.795918367346939
15sub006,n=15,080 %,b1,0.85034704208374,0.872727272727273
15sub006,n=15,080 %,b2,0.850447177886963,0.872727272727273
15sub006,n=15,080 %,b3,0.921279907226562,0.8
15sub006,n=15,080 %,b4,1.02079319953918,0.836363636363636
15sub006,n=15,080 %,b5,0.990899085998535,0.818181818181818
15sub024,n=15,080 %,b1,0.811815977096558,0.714285714285714
15sub024,n=15,080 %,b2,1.0507550239563,0.688311688311688
15sub024,n=15,080 %,b3,0.838467121124268,0.727272727272727
15sub024,n=15,080 %,b4,0.901546001434326,0.519480519480519
15sub024,n=15,080 %,b5,0.833668947219849,0.61038961038961
15sub017,n=15,080 %,b1,0.770251631736755,0.777777777777778
15sub017,n=15,080 %,b2,0.758116960525513,0.819444444444444
15sub017,n=15,080 %,b3,0.690063953399658,0.847222222222222
15sub017,n=15,080 %,b4,0.68343198299408,0.916666666666667
15sub017,n=15,080 %,b5,0.710964441299438,0.847222222222222
15sub009,n=15,080 %,b1,1.65310192108154,0.754098360655738
15sub009,n=15,080 %,b2,1.93761396408081,0.80327868852459
15sub009,n=15,080 %,b3,1.96841192245483,0.836065573770492
15sub009,n=15,080 %,b4,1.80472803115845,0.655737704918033
15sub009,n=15,080 %,b5,1.75723791122437,0.704918032786885
15sub003,n=15,080 %,b1,1.2491968870163,0.8125
15sub003,n=15,080 %,b2,1.17491805553436,0.875
15sub003,n=15,080 %,b3,1.70289146900177,0.75
15sub003,n=15,080 %,b4,1.60840547084808,0.770833333333333
15sub003,n=15,080 %,b5,1.47491896152496,0.75
15sub016,n=15,080 %,b1,0.994671940803528,0.930555555555556
15sub016,n=15,080 %,b2,0.895608901977539,0.819444444444444
15sub016,n=15,080 %,b3,0.852203607559204,0.861111111111111
15sub016,n=15,080 %,b4,0.869606018066406,0.958333333333333
15sub016,n=15,080 %,b5,0.789316058158875,0.944444444444444
15sub026,n=15,080 %,b1,1.09098815917969,0.686567164179104
15sub026,n=15,080 %,b2,1.05248880386353,0.611940298507463
15sub026,n=15,080 %,b3,0.918889999389648,0.686567164179104
15sub026,n=15,080 %,b4,1.08029007911682,0.671641791044776
15sub026,n=15,080 %,b5,1.11155414581299,0.671641791044776
15sub035,n=15,080 %,b1,1.25202894210815,0.793650793650794
15sub035,n=15,080 %,b2,1.49359488487244,0.698412698412698
15sub035,n=15,080 %,b3,1.71510791778564,0.746031746031746
15sub035,n=15,080 %,b4,1.16285991668701,0.73015873015873
15sub035,n=15,080 %,b5,1.50447797775269,0.634920634920635
15sub020,n=15,080 %,b1,0.861959934234619,0.901639344262295
15sub020,n=15,080 %,b2,0.882673978805542,0.885245901639344
15sub020,n=15,080 %,b3,0.839102983474731,0.950819672131147
15sub020,n=15,080 %,b4,0.722707033157349,0.950819672131147
15sub020,n=15,080 %,b5,0.818244934082031,0.901639344262295
15sub032,n=15,090 %,b1,0.87181282043457,0.739130434782609
15sub032,n=15,090 %,b2,0.880280017852783,0.855072463768116
15sub032,n=15,090 %,b3,0.830868005752563,0.710144927536232
15sub032,n=15,090 %,b4,0.798202037811279,0.739130434782609
15sub032,n=15,090 %,b5,0.849135875701904,0.695652173913043
15sub028,n=15,090 %,b1,0.881393432617188,0.777777777777778
15sub028,n=15,090 %,b2,0.962945938110352,0.777777777777778
15sub028,n=15,090 %,b3,0.890198588371277,0.819444444444444
15sub028,n=15,090 %,b4,0.845882892608643,0.847222222222222
15sub028,n=15,090 %,b5,0.929381012916565,0.722222222222222
15sub029,n=15,090 %,b1,1.51844251155853,0.693548387096774
15sub029,n=15,090 %,b2,1.39191949367523,0.67741935483871
15sub029,n=15,090 %,b3,1.21220898628235,0.758064516129032
15sub029,n=15,090 %,b4,1.30656707286835,0.806451612903226
15sub029,n=15,090 %,b5,1.36172664165497,0.693548387096774
15sub021,n=15,090 %,b1,0.928395986557007,0.825396825396825
15sub021,n=15,090 %,b2,0.929701089859009,0.888888888888889
15sub021,n=15,090 %,b3,0.958146095275879,0.841269841269841
15sub021,n=15,090 %,b4,0.99193286895752,0.888888888888889
15sub021,n=15,090 %,b5,0.910320043563843,0.857142857142857
15sub014,n=15,090 %,b1,0.803142070770264,0.704918032786885
15sub014,n=15,090 %,b2,1.06027007102966,0.737704918032787
15sub014,n=15,090 %,b3,0.939071893692017,0.770491803278688
15sub014,n=15,090 %,b4,0.983967065811157,0.770491803278688
15sub014,n=15,090 %,b5,0.931686878204346,0.819672131147541
15sub011,n=15,090 %,b1,1.26402306556702,0.709090909090909
15sub011,n=15,090 %,b2,1.09064388275146,0.709090909090909
15sub011,n=15,090 %,b3,1.4326159954071,0.8
15sub011,n=15,090 %,b4,1.45378994941711,0.745454545454545
15sub011,n=15,090 %,b5,1.322998046875,0.818181818181818
15sub006,n=15,090 %,b1,0.8023681640625,0.868852459016393
15sub006,n=15,090 %,b2,0.831722021102905,0.868852459016393
15sub006,n=15,090 %,b3,0.921279907226562,0.80327868852459
15sub006,n=15,090 %,b4,0.990628004074097,0.868852459016393
15sub006,n=15,090 %,b5,0.990899085998535,0.819672131147541
15sub024,n=15,090 %,b1,0.88664448261261,0.662790697674419
15sub024,n=15,090 %,b2,0.870185971260071,0.755813953488372
15sub024,n=15,090 %,b3,0.854450106620789,0.732558139534884
15sub024,n=15,090 %,b4,0.950993061065674,0.534883720930233
15sub024,n=15,090 %,b5,0.836138963699341,0.593023255813954
15sub017,n=15,090 %,b1,0.770461082458496,0.777777777777778
15sub017,n=15,090 %,b2,0.757433891296387,0.827160493827161
15sub017,n=15,090 %,b3,0.72986888885498,0.827160493827161
15sub017,n=15,090 %,b4,0.678571939468384,0.901234567901235
15sub017,n=15,090 %,b5,0.72120189666748,0.851851851851852
15sub009,n=15,090 %,b1,1.56632196903229,0.720588235294118
15sub009,n=15,090 %,b2,1.94839096069336,0.823529411764706
15sub009,n=15,090 %,b3,1.84050095081329,0.838235294117647
15sub009,n=15,090 %,b4,1.8358314037323,0.647058823529412
15sub009,n=15,090 %,b5,1.77951550483704,0.720588235294118
15sub003,n=15,090 %,b1,1.23331105709076,0.814814814814815
15sub003,n=15,090 %,b2,1.08879554271698,0.87037037037037
15sub003,n=15,090 %,b3,1.58777749538422,0.777777777777778
15sub003,n=15,090 %,b4,1.60840547084808,0.777777777777778
15sub003,n=15,090 %,b5,1.42957758903503,0.759259259259259
15sub016,n=15,090 %,b1,1.00441098213196,0.902439024390244
15sub016,n=15,090 %,b2,0.901574492454529,0.853658536585366
15sub016,n=15,090 %,b3,0.849568486213684,0.878048780487805
15sub016,n=15,090 %,b4,0.869057536125183,0.914634146341463
15sub016,n=15,090 %,b5,0.77410101890564,0.926829268292683
15sub026,n=15,090 %,b1,1.0093240737915,0.68
15sub026,n=15,090 %,b2,0.963176965713501,0.64
15sub026,n=15,090 %,b3,0.971270084381104,0.68
15sub026,n=15,090 %,b4,1.06010913848877,0.653333333333333
15sub026,n=15,090 %,b5,1.1712429523468,0.653333333333333
15sub035,n=15,090 %,b1,1.18300795555115,0.76056338028169
15sub035,n=15,090 %,b2,1.49359488487244,0.690140845070423
15sub035,n=15,090 %,b3,1.71709990501404,0.732394366197183
15sub035,n=15,090 %,b4,1.16285991668701,0.76056338028169
15sub035,n=15,090 %,b5,1.49345993995667,0.605633802816901
15sub020,n=15,090 %,b1,0.830116987228394,0.898550724637681
15sub020,n=15,090 %,b2,0.889585018157959,0.898550724637681
15sub020,n=15,090 %,b3,0.838264942169189,0.942028985507246
15sub020,n=15,090 %,b4,0.742313861846924,0.942028985507246
15sub020,n=15,090 %,b5,0.821186065673828,0.898550724637681
15sub032,n=15,100 %,b1,0.918827056884766,0.766233766233766
15sub032,n=15,100 %,b2,0.941643953323364,0.805194805194805
15sub032,n=15,100 %,b3,0.83100414276123,0.701298701298701
15sub032,n=15,100 %,b4,0.771847009658813,0.714285714285714
15sub032,n=15,100 %,b5,0.86416482925415,0.701298701298701
15sub028,n=15,100 %,b1,0.885533928871155,0.7625
15sub028,n=15,100 %,b2,0.880918502807617,0.7875
15sub028,n=15,100 %,b3,0.890198588371277,0.825
15sub028,n=15,100 %,b4,0.849267840385437,0.825
15sub028,n=15,100 %,b5,0.894620060920715,0.75
15sub029,n=15,100 %,b1,1.33080005645752,0.710144927536232
15sub029,n=15,100 %,b2,1.43373584747314,0.710144927536232
15sub029,n=15,100 %,b3,1.13455605506897,0.753623188405797
15sub029,n=15,100 %,b4,1.32110095024109,0.782608695652174
15sub029,n=15,100 %,b5,1.36270308494568,0.681159420289855
15sub021,n=15,100 %,b1,0.924803972244263,0.828571428571429
15sub021,n=15,100 %,b2,0.920180082321167,0.857142857142857
15sub021,n=15,100 %,b3,0.951897978782654,0.871428571428571
15sub021,n=15,100 %,b4,0.986653447151184,0.871428571428571
15sub021,n=15,100 %,b5,0.917713522911072,0.842857142857143
15sub014,n=15,100 %,b1,0.843432903289795,0.705882352941177
15sub014,n=15,100 %,b2,1.0567010641098,0.735294117647059
15sub014,n=15,100 %,b3,0.936091899871826,0.779411764705882
15sub014,n=15,100 %,b4,1.00706839561462,0.779411764705882
15sub014,n=15,100 %,b5,0.925845384597778,0.779411764705882
15sub011,n=15,100 %,b1,1.26402306556702,0.721311475409836
15sub011,n=15,100 %,b2,1.07409501075745,0.737704918032787
15sub011,n=15,100 %,b3,1.41005706787109,0.819672131147541
15sub011,n=15,100 %,b4,1.41262912750244,0.754098360655738
15sub011,n=15,100 %,b5,1.322998046875,0.819672131147541
15sub006,n=15,100 %,b1,0.8403559923172,0.882352941176471
15sub006,n=15,100 %,b2,0.830558061599731,0.897058823529412
15sub006,n=15,100 %,b3,0.919721961021423,0.808823529411765
15sub006,n=15,100 %,b4,0.986700534820557,0.882352941176471
15sub006,n=15,100 %,b5,0.975492477416992,0.823529411764706
15sub024,n=15,100 %,b1,0.88664448261261,0.645833333333333
15sub024,n=15,100 %,b2,0.870185971260071,0.729166666666667
15sub024,n=15,100 %,b3,0.86482048034668,0.71875
15sub024,n=15,100 %,b4,0.944643974304199,0.572916666666667
15sub024,n=15,100 %,b5,0.830687522888184,0.5625
15sub017,n=15,100 %,b1,0.784938454627991,0.788888888888889
15sub017,n=15,100 %,b2,0.758116960525513,0.822222222222222
15sub017,n=15,100 %,b3,0.731437921524048,0.833333333333333
15sub017,n=15,100 %,b4,0.688513517379761,0.9
15sub017,n=15,100 %,b5,0.709541440010071,0.844444444444444
15sub009,n=15,100 %,b1,1.56073248386383,0.723684210526316
15sub009,n=15,100 %,b2,1.94970238208771,0.789473684210526
15sub009,n=15,100 %,b3,1.71100747585297,0.842105263157895
15sub009,n=15,100 %,b4,1.8358314037323,0.644736842105263
15sub009,n=15,100 %,b5,1.77951550483704,0.684210526315789
15sub003,n=15,100 %,b1,1.27895641326904,0.816666666666667
15sub003,n=15,100 %,b2,1.11801540851593,0.833333333333333
15sub003,n=15,100 %,b3,1.70289146900177,0.766666666666667
15sub003,n=15,100 %,b4,1.51268041133881,0.8
15sub003,n=15,100 %,b5,1.47491896152496,0.75
15sub016,n=15,100 %,b1,0.98961615562439,0.89010989010989
15sub016,n=15,100 %,b2,0.90166187286377,0.868131868131868
15sub016,n=15,100 %,b3,0.852908134460449,0.868131868131868
15sub016,n=15,100 %,b4,0.843443155288696,0.923076923076923
15sub016,n=15,100 %,b5,0.75967001914978,0.912087912087912
15sub026,n=15,100 %,b1,1.03976011276245,0.702380952380952
15sub026,n=15,100 %,b2,1.00783288478851,0.654761904761905
15sub026,n=15,100 %,b3,1.05542838573456,0.642857142857143
15sub026,n=15,100 %,b4,1.03153908252716,0.642857142857143
15sub026,n=15,100 %,b5,1.19502687454224,0.666666666666667
15sub035,n=15,100 %,b1,1.39322304725647,0.759493670886076
15sub035,n=15,100 %,b2,1.4108350276947,0.69620253164557
15sub035,n=15,100 %,b3,1.70599699020386,0.708860759493671
15sub035,n=15,100 %,b4,1.19406318664551,0.721518987341772
15sub035,n=15,100 %,b5,1.49345993995667,0.582278481012658
15sub020,n=15,100 %,b1,0.850198030471802,0.909090909090909
15sub020,n=15,100 %,b2,0.882673978805542,0.883116883116883
15sub020,n=15,100 %,b3,0.857557058334351,0.948051948051948
15sub020,n=15,100 %,b4,0.729640007019043,0.935064935064935
15sub020,n=15,100 %,b5,0.811487197875977,0.909090909090909
20sub032,n=20,010 %,b1,0.670104503631592,1
20sub032,n=20,010 %,b2,0.855081915855408,0.625
20sub032,n=20,010 %,b3,0.730197072029114,0.875
20sub032,n=20,010 %,b4,0.717469930648804,1
20sub032,n=20,010 %,b5,0.880352973937988,0.5
20sub028,n=20,010 %,b1,0.964052557945251,0.875
20sub028,n=20,010 %,b2,0.781385540962219,0.75
20sub028,n=20,010 %,b3,0.938206434249878,1
20sub028,n=20,010 %,b4,0.880479454994202,0.875
20sub028,n=20,010 %,b5,0.904978513717651,0.75
20sub029,n=20,010 %,b1,1.79562592506409,0.428571428571429
20sub029,n=20,010 %,b2,1.28404498100281,0.714285714285714
20sub029,n=20,010 %,b3,0.888780117034912,0.714285714285714
20sub029,n=20,010 %,b4,1.44148302078247,0.857142857142857
20sub029,n=20,010 %,b5,1.70441603660583,0.857142857142857
20sub021,n=20,010 %,b1,0.903391122817993,0.857142857142857
20sub021,n=20,010 %,b2,0.708088874816895,1
20sub021,n=20,010 %,b3,0.797719955444336,1
20sub021,n=20,010 %,b4,1.05055499076843,1
20sub021,n=20,010 %,b5,0.918248891830444,0.714285714285714
20sub014,n=20,010 %,b1,1.05102014541626,0.571428571428571
20sub014,n=20,010 %,b2,0.658841133117676,0.857142857142857
20sub014,n=20,010 %,b3,0.798756122589111,0.714285714285714
20sub014,n=20,010 %,b4,0.898883104324341,1
20sub014,n=20,010 %,b5,1.42285394668579,0.428571428571429
20sub011,n=20,010 %,b1,1.23262000083923,0.666666666666667
20sub011,n=20,010 %,b2,0.946865439414978,1
20sub011,n=20,010 %,b3,1.39130103588104,1
20sub011,n=20,010 %,b4,1.09625256061554,1
20sub011,n=20,010 %,b5,1.9308545589447,0.5
20sub006,n=20,010 %,b1,1.41116714477539,0.857142857142857
20sub006,n=20,010 %,b2,0.991331100463867,0.857142857142857
20sub006,n=20,010 %,b3,1.08841013908386,0.857142857142857
20sub006,n=20,010 %,b4,0.77112603187561,0.571428571428571
20sub006,n=20,010 %,b5,2.32994484901428,0.857142857142857
20sub024,n=20,010 %,b1,0.931370973587036,1
20sub024,n=20,010 %,b2,1.11171007156372,0.666666666666667
20sub024,n=20,010 %,b3,0.930188179016113,0.777777777777778
20sub024,n=20,010 %,b4,0.849418878555298,0.444444444444444
20sub024,n=20,010 %,b5,1.08275890350342,0.555555555555556
20sub017,n=20,010 %,b1,0.917128086090088,0.777777777777778
20sub017,n=20,010 %,b2,0.549451112747192,0.888888888888889
20sub017,n=20,010 %,b3,0.58787989616394,0.777777777777778
20sub017,n=20,010 %,b4,0.71086311340332,1
20sub017,n=20,010 %,b5,0.739553928375244,0.888888888888889
20sub009,n=20,010 %,b1,1.65310192108154,1
20sub009,n=20,010 %,b2,1.95444083213806,1
20sub009,n=20,010 %,b3,1.46508288383484,0.857142857142857
20sub009,n=20,010 %,b4,1.819748878479,0.714285714285714
20sub009,n=20,010 %,b5,1.20144295692444,0.857142857142857
20sub003,n=20,010 %,b1,0.960976004600525,1
20sub003,n=20,010 %,b2,1.69806051254272,0.5
20sub003,n=20,010 %,b3,1.13324904441833,0.833333333333333
20sub003,n=20,010 %,b4,1.44373655319214,0.333333333333333
20sub003,n=20,010 %,b5,1.72462499141693,0.833333333333333
20sub016,n=20,010 %,b1,0.718466997146606,0.888888888888889
20sub016,n=20,010 %,b2,1.0807511806488,0.777777777777778
20sub016,n=20,010 %,b3,0.829016923904419,1
20sub016,n=20,010 %,b4,0.997986078262329,0.888888888888889
20sub016,n=20,010 %,b5,0.762845039367676,0.888888888888889
20sub026,n=20,010 %,b1,0.624215483665466,0.875
20sub026,n=20,010 %,b2,0.783644080162048,0.625
20sub026,n=20,010 %,b3,0.749448895454407,0.5
20sub026,n=20,010 %,b4,2.25227308273315,0.875
20sub026,n=20,010 %,b5,0.829958319664001,0.875
20sub035,n=20,010 %,b1,1.95206010341644,0.875
20sub035,n=20,010 %,b2,1.70925903320312,0.5
20sub035,n=20,010 %,b3,0.991205930709839,0.875
20sub035,n=20,010 %,b4,0.966416954994202,0.5
20sub035,n=20,010 %,b5,1.33911049365997,0.625
20sub020,n=20,010 %,b1,1.0232400894165,1
20sub020,n=20,010 %,b2,1.32217192649841,0.857142857142857
20sub020,n=20,010 %,b3,0.816573143005371,0.857142857142857
20sub020,n=20,010 %,b4,0.6925048828125,1
20sub020,n=20,010 %,b5,0.767366170883179,0.857142857142857
20sub010,n=20,010 %,b1,0.376641988754272,0.857142857142857
20sub010,n=20,010 %,b2,0.640249013900757,0.571428571428571
20sub010,n=20,010 %,b3,0.401177167892456,1
20sub010,n=20,010 %,b4,0.398129940032959,0.714285714285714
20sub010,n=20,010 %,b5,0.589156866073608,0.857142857142857
20sub027,n=20,010 %,b1,0.527045965194702,0.857142857142857
20sub027,n=20,010 %,b2,0.849145174026489,0.857142857142857
20sub027,n=20,010 %,b3,0.737820863723755,1
20sub027,n=20,010 %,b4,0.615744829177856,1
20sub027,n=20,010 %,b5,0.708801031112671,1
20sub008,n=20,010 %,b1,1.1123628616333,1
20sub008,n=20,010 %,b2,2.11538290977478,0.714285714285714
20sub008,n=20,010 %,b3,1.2720320224762,1
20sub008,n=20,010 %,b4,1.03066205978394,1
20sub008,n=20,010 %,b5,1.58621001243591,0.857142857142857
20sub015,n=20,010 %,b1,0.670122861862183,0.888888888888889
20sub015,n=20,010 %,b2,0.589320182800293,0.888888888888889
20sub015,n=20,010 %,b3,0.648859977722168,1
20sub015,n=20,010 %,b4,0.661694049835205,0.888888888888889
20sub015,n=20,010 %,b5,0.779151201248169,0.888888888888889
20sub012,n=20,010 %,b1,0.718857407569885,1
20sub012,n=20,010 %,b2,0.89046847820282,0.875
20sub012,n=20,010 %,b3,0.946300864219666,0.75
20sub012,n=20,010 %,b4,0.774070024490356,0.625
20sub012,n=20,010 %,b5,0.964491009712219,1
20sub032,n=20,020 %,b1,0.638252973556519,0.8
20sub032,n=20,020 %,b2,0.941643953323364,0.666666666666667
20sub032,n=20,020 %,b3,0.811843156814575,0.866666666666667
20sub032,n=20,020 %,b4,0.950179815292358,0.666666666666667
20sub032,n=20,020 %,b5,0.929236173629761,0.666666666666667
20sub028,n=20,020 %,b1,1.06643998622894,0.8125
20sub028,n=20,020 %,b2,0.741014957427979,0.8125
20sub028,n=20,020 %,b3,0.957260966300964,0.9375
20sub028,n=20,020 %,b4,0.905627965927124,0.8125
20sub028,n=20,020 %,b5,0.899548411369324,0.8125
20sub029,n=20,020 %,b1,1.71418595314026,0.571428571428571
20sub029,n=20,020 %,b2,1.26864004135132,0.714285714285714
20sub029,n=20,020 %,b3,1.32898259162903,0.785714285714286
20sub029,n=20,020 %,b4,1.31202447414398,0.857142857142857
20sub029,n=20,020 %,b5,1.40111660957336,0.785714285714286
20sub021,n=20,020 %,b1,0.92078697681427,0.714285714285714
20sub021,n=20,020 %,b2,0.839535117149353,0.928571428571429
20sub021,n=20,020 %,b3,1.00621545314789,0.857142857142857
20sub021,n=20,020 %,b4,1.00064694881439,1
20sub021,n=20,020 %,b5,0.917713522911072,0.785714285714286
20sub014,n=20,020 %,b1,1.05102014541626,0.692307692307692
20sub014,n=20,020 %,b2,0.910986185073853,0.615384615384615
20sub014,n=20,020 %,b3,0.931332111358643,1
20sub014,n=20,020 %,b4,1.13331484794617,0.846153846153846
20sub014,n=20,020 %,b5,1.03250002861023,0.692307692307692
20sub011,n=20,020 %,b1,1.40948593616486,0.583333333333333
20sub011,n=20,020 %,b2,0.811442971229553,1
20sub011,n=20,020 %,b3,1.2647590637207,0.833333333333333
20sub011,n=20,020 %,b4,1.3925164937973,0.833333333333333
20sub011,n=20,020 %,b5,1.7691695690155,0.75
20sub006,n=20,020 %,b1,1.23104214668274,0.923076923076923
20sub006,n=20,020 %,b2,0.921679973602295,0.769230769230769
20sub006,n=20,020 %,b3,1.08841013908386,0.692307692307692
20sub006,n=20,020 %,b4,0.869984149932861,0.769230769230769
20sub006,n=20,020 %,b5,0.990899085998535,0.846153846153846
20sub024,n=20,020 %,b1,0.811815977096558,0.842105263157895
20sub024,n=20,020 %,b2,1.07102513313293,0.736842105263158
20sub024,n=20,020 %,b3,0.89049220085144,0.789473684210526
20sub024,n=20,020 %,b4,0.859698057174683,0.578947368421053
20sub024,n=20,020 %,b5,0.991456985473633,0.526315789473684
20sub017,n=20,020 %,b1,0.904496073722839,0.722222222222222
20sub017,n=20,020 %,b2,0.683193564414978,0.833333333333333
20sub017,n=20,020 %,b3,0.618407964706421,0.833333333333333
20sub017,n=20,020 %,b4,0.683530569076538,1
20sub017,n=20,020 %,b5,0.619583129882812,0.888888888888889
20sub009,n=20,020 %,b1,1.65310192108154,0.8
20sub009,n=20,020 %,b2,1.5924060344696,1
20sub009,n=20,020 %,b3,1.47945189476013,0.8
20sub009,n=20,020 %,b4,1.74607086181641,0.733333333333333
20sub009,n=20,020 %,b5,0.964059114456177,0.8
20sub003,n=20,020 %,b1,1.22941601276398,0.916666666666667
20sub003,n=20,020 %,b2,1.20902895927429,0.75
20sub003,n=20,020 %,b3,1.309725522995,0.666666666666667
20sub003,n=20,020 %,b4,1.14251506328583,0.75
20sub003,n=20,020 %,b5,1.45037150382996,0.833333333333333
20sub016,n=20,020 %,b1,1.10039961338043,0.888888888888889
20sub016,n=20,020 %,b2,1.01439952850342,0.777777777777778
20sub016,n=20,020 %,b3,0.803595423698425,0.888888888888889
20sub016,n=20,020 %,b4,0.875901937484741,0.888888888888889
20sub016,n=20,020 %,b5,0.819570064544678,0.944444444444444
20sub026,n=20,020 %,b1,1.24624300003052,0.625
20sub026,n=20,020 %,b2,0.984957575798035,0.625
20sub026,n=20,020 %,b3,0.819311380386353,0.6875
20sub026,n=20,020 %,b4,1.17685091495514,0.6875
20sub026,n=20,020 %,b5,1.15891444683075,0.8125
20sub035,n=20,020 %,b1,1.39322304725647,0.733333333333333
20sub035,n=20,020 %,b2,1.4108350276947,0.666666666666667
20sub035,n=20,020 %,b3,1.14084792137146,0.733333333333333
20sub035,n=20,020 %,b4,1.09280610084534,0.866666666666667
20sub035,n=20,020 %,b5,1.16305994987488,0.6
20sub020,n=20,020 %,b1,0.910418033599854,0.866666666666667
20sub020,n=20,020 %,b2,0.890923976898193,0.866666666666667
20sub020,n=20,020 %,b3,0.816573143005371,0.866666666666667
20sub020,n=20,020 %,b4,0.820206880569458,1
20sub020,n=20,020 %,b5,0.848552942276001,0.933333333333333
20sub010,n=20,020 %,b1,0.502237439155579,0.642857142857143
20sub010,n=20,020 %,b2,0.594123601913452,0.857142857142857
20sub010,n=20,020 %,b3,0.428918361663818,0.857142857142857
20sub010,n=20,020 %,b4,0.409093022346497,0.857142857142857
20sub010,n=20,020 %,b5,0.608248472213745,0.714285714285714
20sub027,n=20,020 %,b1,0.54189145565033,0.928571428571429
20sub027,n=20,020 %,b2,0.723141551017761,0.785714285714286
20sub027,n=20,020 %,b3,0.641042590141296,0.857142857142857
20sub027,n=20,020 %,b4,0.674464583396912,0.928571428571429
20sub027,n=20,020 %,b5,0.668514370918274,0.785714285714286
20sub008,n=20,020 %,b1,1.42117309570312,0.923076923076923
20sub008,n=20,020 %,b2,1.59280204772949,0.923076923076923
20sub008,n=20,020 %,b3,1.25221300125122,1
20sub008,n=20,020 %,b4,1.38595008850098,1
20sub008,n=20,020 %,b5,0.904147863388062,0.846153846153846
20sub015,n=20,020 %,b1,0.670272469520569,0.888888888888889
20sub015,n=20,020 %,b2,0.703223943710327,0.888888888888889
20sub015,n=20,020 %,b3,0.61006498336792,0.944444444444444
20sub015,n=20,020 %,b4,0.68386697769165,0.833333333333333
20sub015,n=20,020 %,b5,0.579748511314392,0.944444444444444
20sub012,n=20,020 %,b1,0.790792465209961,1
20sub012,n=20,020 %,b2,0.903908014297485,0.75
20sub012,n=20,020 %,b3,0.89024543762207,0.8125
20sub012,n=20,020 %,b4,0.839419484138489,0.8125
20sub012,n=20,020 %,b5,0.976850032806396,0.6875
20sub032,n=20,030 %,b1,0.777927875518799,0.782608695652174
20sub032,n=20,030 %,b2,0.929692983627319,0.782608695652174
20sub032,n=20,030 %,b3,0.648550987243652,0.695652173913043
20sub032,n=20,030 %,b4,0.798202037811279,0.782608695652174
20sub032,n=20,030 %,b5,0.942985773086548,0.652173913043478
20sub028,n=20,030 %,b1,1.06035757064819,0.833333333333333
20sub028,n=20,030 %,b2,0.901921033859253,0.833333333333333
20sub028,n=20,030 %,b3,0.919912576675415,0.833333333333333
20sub028,n=20,030 %,b4,1.01687359809875,0.791666666666667
20sub028,n=20,030 %,b5,0.860448956489563,0.791666666666667
20sub029,n=20,030 %,b1,1.55322194099426,0.571428571428571
20sub029,n=20,030 %,b2,1.29536390304565,0.666666666666667
20sub029,n=20,030 %,b3,1.22498202323914,0.857142857142857
20sub029,n=20,030 %,b4,1.50582599639893,0.761904761904762
20sub029,n=20,030 %,b5,1.44148302078247,0.761904761904762
20sub021,n=20,030 %,b1,0.869529008865356,0.761904761904762
20sub021,n=20,030 %,b2,0.837798833847046,1
20sub021,n=20,030 %,b3,1.05971598625183,0.80952380952381
20sub021,n=20,030 %,b4,0.932610034942627,0.904761904761905
20sub021,n=20,030 %,b5,1.17119884490967,0.714285714285714
20sub014,n=20,030 %,b1,0.831220507621765,0.75
20sub014,n=20,030 %,b2,1.11135900020599,0.65
20sub014,n=20,030 %,b3,0.848819613456726,0.8
20sub014,n=20,030 %,b4,0.870206952095032,0.75
20sub014,n=20,030 %,b5,1.00776708126068,0.75
20sub011,n=20,030 %,b1,1.53981840610504,0.611111111111111
20sub011,n=20,030 %,b2,1.0017774105072,0.888888888888889
20sub011,n=20,030 %,b3,1.24697005748749,0.888888888888889
20sub011,n=20,030 %,b4,1.63366293907166,0.722222222222222
20sub011,n=20,030 %,b5,1.63887143135071,0.722222222222222
20sub006,n=20,030 %,b1,0.877756476402283,0.9
20sub006,n=20,030 %,b2,0.814846515655518,0.75
20sub006,n=20,030 %,b3,1.22197246551514,0.65
20sub006,n=20,030 %,b4,1.17509412765503,0.9
20sub006,n=20,030 %,b5,0.924569487571716,0.8
20sub024,n=20,030 %,b1,0.878743886947632,0.758620689655172
20sub024,n=20,030 %,b2,0.909483909606934,0.655172413793103
20sub024,n=20,030 %,b3,0.89049220085144,0.724137931034483
20sub024,n=20,030 %,b4,0.849418878555298,0.620689655172414
20sub024,n=20,030 %,b5,0.991456985473633,0.448275862068966
20sub017,n=20,030 %,b1,0.831935167312622,0.777777777777778
20sub017,n=20,030 %,b2,0.648293018341064,0.814814814814815
20sub017,n=20,030 %,b3,0.632082939147949,0.851851851851852
20sub017,n=20,030 %,b4,0.678571939468384,0.962962962962963
20sub017,n=20,030 %,b5,0.72120189666748,0.814814814814815
20sub009,n=20,030 %,b1,1.60916149616241,0.772727272727273
20sub009,n=20,030 %,b2,1.76501595973969,0.909090909090909
20sub009,n=20,030 %,b3,1.71100747585297,0.863636363636364
