suj,sample_size,perc_trials,bin,rt,corr
5sub028,n=05,090 %,b2,0.962945938110352,0.777777777777778
5sub028,n=05,090 %,b3,0.890198588371277,0.819444444444444
5sub028,n=05,090 %,b4,0.845882892608643,0.847222222222222
5sub028,n=05,090 %,b5,0.929381012916565,0.722222222222222
5sub029,n=05,090 %,b1,1.51844251155853,0.693548387096774
5sub029,n=05,090 %,b2,1.39191949367523,0.67741935483871
5sub029,n=05,090 %,b3,1.21220898628235,0.758064516129032
5sub029,n=05,090 %,b4,1.30656707286835,0.806451612903226
5sub029,n=05,090 %,b5,1.36172664165497,0.693548387096774
5sub021,n=05,090 %,b1,0.928395986557007,0.825396825396825
5sub021,n=05,090 %,b2,0.929701089859009,0.888888888888889
5sub021,n=05,090 %,b3,0.958146095275879,0.841269841269841
5sub021,n=05,090 %,b4,0.99193286895752,0.888888888888889
5sub021,n=05,090 %,b5,0.910320043563843,0.857142857142857
5sub014,n=05,090 %,b1,0.803142070770264,0.704918032786885
5sub014,n=05,090 %,b2,1.06027007102966,0.737704918032787
5sub014,n=05,090 %,b3,0.939071893692017,0.770491803278688
5sub014,n=05,090 %,b4,0.983967065811157,0.770491803278688
5sub014,n=05,090 %,b5,0.931686878204346,0.819672131147541
5sub032,n=05,100 %,b1,0.918827056884766,0.766233766233766
5sub032,n=05,100 %,b2,0.941643953323364,0.805194805194805
5sub032,n=05,100 %,b3,0.83100414276123,0.701298701298701
5sub032,n=05,100 %,b4,0.771847009658813,0.714285714285714
5sub032,n=05,100 %,b5,0.86416482925415,0.701298701298701
5sub028,n=05,100 %,b1,0.885533928871155,0.7625
5sub028,n=05,100 %,b2,0.880918502807617,0.7875
5sub028,n=05,100 %,b3,0.890198588371277,0.825
5sub028,n=05,100 %,b4,0.849267840385437,0.825
5sub028,n=05,100 %,b5,0.894620060920715,0.75
5sub029,n=05,100 %,b1,1.33080005645752,0.710144927536232
5sub029,n=05,100 %,b2,1.43373584747314,0.710144927536232
5sub029,n=05,100 %,b3,1.13455605506897,0.753623188405797
5sub029,n=05,100 %,b4,1.32110095024109,0.782608695652174
5sub029,n=05,100 %,b5,1.36270308494568,0.681159420289855
5sub021,n=05,100 %,b1,0.924803972244263,0.828571428571429
5sub021,n=05,100 %,b2,0.920180082321167,0.857142857142857
5sub021,n=05,100 %,b3,0.951897978782654,0.871428571428571
5sub021,n=05,100 %,b4,0.986653447151184,0.871428571428571
5sub021,n=05,100 %,b5,0.917713522911072,0.842857142857143
5sub014,n=05,100 %,b1,0.843432903289795,0.705882352941177
5sub014,n=05,100 %,b2,1.0567010641098,0.735294117647059
5sub014,n=05,100 %,b3,0.936091899871826,0.779411764705882
5sub014,n=05,100 %,b4,1.00706839561462,0.779411764705882
5sub014,n=05,100 %,b5,0.925845384597778,0.779411764705882
10sub032,n=10,010 %,b1,0.670104503631592,1
10sub032,n=10,010 %,b2,0.855081915855408,0.625
10sub032,n=10,010 %,b3,0.730197072029114,0.875
10sub032,n=10,010 %,b4,0.717469930648804,1
10sub032,n=10,010 %,b5,0.880352973937988,0.5
10sub028,n=10,010 %,b1,0.964052557945251,0.875
10sub028,n=10,010 %,b2,0.781385540962219,0.75
10sub028,n=10,010 %,b3,0.938206434249878,1
10sub028,n=10,010 %,b4,0.880479454994202,0.875
10sub028,n=10,010 %,b5,0.904978513717651,0.75
10sub029,n=10,010 %,b1,1.79562592506409,0.428571428571429
10sub029,n=10,010 %,b2,1.28404498100281,0.714285714285714
10sub029,n=10,010 %,b3,0.888780117034912,0.714285714285714
10sub029,n=10,010 %,b4,1.44148302078247,0.857142857142857
10sub029,n=10,010 %,b5,1.70441603660583,0.857142857142857
10sub021,n=10,010 %,b1,0.903391122817993,0.857142857142857
10sub021,n=10,010 %,b2,0.708088874816895,1
10sub021,n=10,010 %,b3,0.797719955444336,1
10sub021,n=10,010 %,b4,1.05055499076843,1
10sub021,n=10,010 %,b5,0.918248891830444,0.714285714285714
10sub014,n=10,010 %,b1,1.05102014541626,0.571428571428571
10sub014,n=10,010 %,b2,0.658841133117676,0.857142857142857
10sub014,n=10,010 %,b3,0.798756122589111,0.714285714285714
10sub014,n=10,010 %,b4,0.898883104324341,1
10sub014,n=10,010 %,b5,1.42285394668579,0.428571428571429
10sub011,n=10,010 %,b1,1.23262000083923,0.666666666666667
10sub011,n=10,010 %,b2,0.946865439414978,1
10sub011,n=10,010 %,b3,1.39130103588104,1
10sub011,n=10,010 %,b4,1.09625256061554,1
10sub011,n=10,010 %,b5,1.9308545589447,0.5
10sub006,n=10,010 %,b1,1.41116714477539,0.857142857142857
10sub006,n=10,010 %,b2,0.991331100463867,0.857142857142857
10sub006,n=10,010 %,b3,1.08841013908386,0.857142857142857
10sub006,n=10,010 %,b4,0.77112603187561,0.571428571428571
10sub006,n=10,010 %,b5,2.32994484901428,0.857142857142857
10sub024,n=10,010 %,b1,0.931370973587036,1
10sub024,n=10,010 %,b2,1.11171007156372,0.666666666666667
10sub024,n=10,010 %,b3,0.930188179016113,0.777777777777778
10sub024,n=10,010 %,b4,0.849418878555298,0.444444444444444
10sub024,n=10,010 %,b5,1.08275890350342,0.555555555555556
10sub017,n=10,010 %,b1,0.917128086090088,0.777777777777778
10sub017,n=10,010 %,b2,0.549451112747192,0.888888888888889
10sub017,n=10,010 %,b3,0.58787989616394,0.777777777777778
10sub017,n=10,010 %,b4,0.71086311340332,1
10sub017,n=10,010 %,b5,0.739553928375244,0.888888888888889
10sub009,n=10,010 %,b1,1.65310192108154,1
10sub009,n=10,010 %,b2,1.95444083213806,1
10sub009,n=10,010 %,b3,1.46508288383484,0.857142857142857
10sub009,n=10,010 %,b4,1.819748878479,0.714285714285714
10sub009,n=10,010 %,b5,1.20144295692444,0.857142857142857
10sub032,n=10,020 %,b1,0.638252973556519,0.8
10sub032,n=10,020 %,b2,0.941643953323364,0.666666666666667
10sub032,n=10,020 %,b3,0.811843156814575,0.866666666666667
10sub032,n=10,020 %,b4,0.950179815292358,0.666666666666667
10sub032,n=10,020 %,b5,0.929236173629761,0.666666666666667
10sub028,n=10,020 %,b1,1.06643998622894,0.8125
10sub028,n=10,020 %,b2,0.741014957427979,0.8125
10sub028,n=10,020 %,b3,0.957260966300964,0.9375
10sub028,n=10,020 %,b4,0.905627965927124,0.8125
10sub028,n=10,020 %,b5,0.899548411369324,0.8125
10sub029,n=10,020 %,b1,1.71418595314026,0.571428571428571
10sub029,n=10,020 %,b2,1.26864004135132,0.714285714285714
10sub029,n=10,020 %,b3,1.32898259162903,0.785714285714286
10sub029,n=10,020 %,b4,1.31202447414398,0.857142857142857
10sub029,n=10,020 %,b5,1.40111660957336,0.785714285714286
10sub021,n=10,020 %,b1,0.92078697681427,0.714285714285714
10sub021,n=10,020 %,b2,0.839535117149353,0.928571428571429
10sub021,n=10,020 %,b3,1.00621545314789,0.857142857142857
10sub021,n=10,020 %,b4,1.00064694881439,1
10sub021,n=10,020 %,b5,0.917713522911072,0.785714285714286
10sub014,n=10,020 %,b1,1.05102014541626,0.692307692307692
10sub014,n=10,020 %,b2,0.910986185073853,0.615384615384615
10sub014,n=10,020 %,b3,0.931332111358643,1
10sub014,n=10,020 %,b4,1.13331484794617,0.846153846153846
10sub014,n=10,020 %,b5,1.03250002861023,0.692307692307692
10sub011,n=10,020 %,b1,1.40948593616486,0.583333333333333
10sub011,n=10,020 %,b2,0.811442971229553,1
10sub011,n=10,020 %,b3,1.2647590637207,0.833333333333333
10sub011,n=10,020 %,b4,1.3925164937973,0.833333333333333
10sub011,n=10,020 %,b5,1.7691695690155,0.75
10sub006,n=10,020 %,b1,1.23104214668274,0.923076923076923
10sub006,n=10,020 %,b2,0.921679973602295,0.769230769230769
10sub006,n=10,020 %,b3,1.08841013908386,0.692307692307692
10sub006,n=10,020 %,b4,0.869984149932861,0.769230769230769
10sub006,n=10,020 %,b5,0.990899085998535,0.846153846153846
10sub024,n=10,020 %,b1,0.811815977096558,0.842105263157895
10sub024,n=10,020 %,b2,1.07102513313293,0.736842105263158
10sub024,n=10,020 %,b3,0.89049220085144,0.789473684210526
10sub024,n=10,020 %,b4,0.859698057174683,0.578947368421053
10sub024,n=10,020 %,b5,0.991456985473633,0.526315789473684
10sub017,n=10,020 %,b1,0.904496073722839,0.722222222222222
10sub017,n=10,020 %,b2,0.683193564414978,0.833333333333333
10sub017,n=10,020 %,b3,0.618407964706421,0.833333333333333
10sub017,n=10,020 %,b4,0.683530569076538,1
10sub017,n=10,020 %,b5,0.619583129882812,0.888888888888889
10sub009,n=10,020 %,b1,1.65310192108154,0.8
10sub009,n=10,020 %,b2,1.5924060344696,1
10sub009,n=10,020 %,b3,1.47945189476013,0.8
10sub009,n=10,020 %,b4,1.74607086181641,0.733333333333333
10sub009,n=10,020 %,b5,0.964059114456177,0.8
10sub032,n=10,030 %,b1,0.777927875518799,0.782608695652174
10sub032,n=10,030 %,b2,0.929692983627319,0.782608695652174
10sub032,n=10,030 %,b3,0.648550987243652,0.695652173913043
10sub032,n=10,030 %,b4,0.798202037811279,0.782608695652174
10sub032,n=10,030 %,b5,0.942985773086548,0.652173913043478
10sub028,n=10,030 %,b1,1.06035757064819,0.833333333333333
10sub028,n=10,030 %,b2,0.901921033859253,0.833333333333333
10sub028,n=10,030 %,b3,0.919912576675415,0.833333333333333
10sub028,n=10,030 %,b4,1.01687359809875,0.791666666666667
10sub028,n=10,030 %,b5,0.860448956489563,0.791666666666667
10sub029,n=10,030 %,b1,1.55322194099426,0.571428571428571
10sub029,n=10,030 %,b2,1.29536390304565,0.666666666666667
10sub029,n=10,030 %,b3,1.22498202323914,0.857142857142857
10sub029,n=10,030 %,b4,1.50582599639893,0.761904761904762
10sub029,n=10,030 %,b5,1.44148302078247,0.761904761904762
10sub021,n=10,030 %,b1,0.869529008865356,0.761904761904762
10sub021,n=10,030 %,b2,0.837798833847046,1
10sub021,n=10,030 %,b3,1.05971598625183,0.80952380952381
10sub021,n=10,030 %,b4,0.932610034942627,0.904761904761905
10sub021,n=10,030 %,b5,1.17119884490967,0.714285714285714
10sub014,n=10,030 %,b1,0.831220507621765,0.75
10sub014,n=10,030 %,b2,1.11135900020599,0.65
10sub014,n=10,030 %,b3,0.848819613456726,0.8
10sub014,n=10,030 %,b4,0.870206952095032,0.75
10sub014,n=10,030 %,b5,1.00776708126068,0.75
10sub011,n=10,030 %,b1,1.53981840610504,0.611111111111111
10sub011,n=10,030 %,b2,1.0017774105072,0.888888888888889
10sub011,n=10,030 %,b3,1.24697005748749,0.888888888888889
10sub011,n=10,030 %,b4,1.63366293907166,0.722222222222222
10sub011,n=10,030 %,b5,1.63887143135071,0.722222222222222
10sub006,n=10,030 %,b1,0.877756476402283,0.9
10sub006,n=10,030 %,b2,0.814846515655518,0.75
10sub006,n=10,030 %,b3,1.22197246551514,0.65
10sub006,n=10,030 %,b4,1.17509412765503,0.9
10sub006,n=10,030 %,b5,0.924569487571716,0.8
10sub024,n=10,030 %,b1,0.878743886947632,0.758620689655172
10sub024,n=10,030 %,b2,0.909483909606934,0.655172413793103
10sub024,n=10,030 %,b3,0.89049220085144,0.724137931034483
10sub024,n=10,030 %,b4,0.849418878555298,0.620689655172414
10sub024,n=10,030 %,b5,0.991456985473633,0.448275862068966
10sub017,n=10,030 %,b1,0.831935167312622,0.777777777777778
10sub017,n=10,030 %,b2,0.648293018341064,0.814814814814815
10sub017,n=10,030 %,b3,0.632082939147949,0.851851851851852
10sub017,n=10,030 %,b4,0.678571939468384,0.962962962962963
10sub017,n=10,030 %,b5,0.72120189666748,0.814814814814815
10sub009,n=10,030 %,b1,1.60916149616241,0.772727272727273
10sub009,n=10,030 %,b2,1.76501595973969,0.909090909090909
10sub009,n=10,030 %,b3,1.71100747585297,0.863636363636364
10sub009,n=10,030 %,b4,1.83859050273895,0.636363636363636
10sub009,n=10,030 %,b5,1.18815851211548,0.681818181818182
10sub032,n=10,040 %,b1,0.781057119369507,0.741935483870968
10sub032,n=10,040 %,b2,0.941643953323364,0.774193548387097
10sub032,n=10,040 %,b3,0.700397968292236,0.67741935483871
10sub032,n=10,040 %,b4,0.79835319519043,0.741935483870968
10sub032,n=10,040 %,b5,0.950179815292358,0.645161290322581
10sub028,n=10,040 %,b1,0.885197520256042,0.84375
10sub028,n=10,040 %,b2,0.84975004196167,0.84375
10sub028,n=10,040 %,b3,0.923526525497437,0.84375
10sub028,n=10,040 %,b4,0.855485916137695,0.8125
10sub028,n=10,040 %,b5,0.796293497085571,0.78125
10sub029,n=10,040 %,b1,1.55322194099426,0.62962962962963
10sub029,n=10,040 %,b2,1.47441601753235,0.740740740740741
10sub029,n=10,040 %,b3,1.22498202323914,0.666666666666667
10sub029,n=10,040 %,b4,1.89445114135742,0.777777777777778
10sub029,n=10,040 %,b5,1.36075019836426,0.703703703703704
10sub021,n=10,040 %,b1,0.871181011199951,0.785714285714286
10sub021,n=10,040 %,b2,0.863685488700867,0.964285714285714
10sub021,n=10,040 %,b3,1.02490592002869,0.785714285714286
10sub021,n=10,040 %,b4,0.953795909881592,0.892857142857143
10sub021,n=10,040 %,b5,1.04472386837006,0.785714285714286
10sub014,n=10,040 %,b1,0.812172889709473,0.740740740740741
10sub014,n=10,040 %,b2,1.07206201553345,0.666666666666667
10sub014,n=10,040 %,b3,0.898883104324341,0.777777777777778
10sub014,n=10,040 %,b4,0.919100046157837,0.777777777777778
10sub014,n=10,040 %,b5,0.931686878204346,0.703703703703704
10sub011,n=10,040 %,b1,1.29828751087189,0.666666666666667
10sub011,n=10,040 %,b2,1.19537401199341,0.875
10sub011,n=10,040 %,b3,1.30583906173706,0.791666666666667
10sub011,n=10,040 %,b4,1.63366293907166,0.75
10sub011,n=10,040 %,b5,1.53406250476837,0.75
10sub006,n=10,040 %,b1,1.08042120933533,0.888888888888889
10sub006,n=10,040 %,b2,0.80889892578125,0.814814814814815
10sub006,n=10,040 %,b3,1.38068294525146,0.666666666666667
10sub006,n=10,040 %,b4,0.990400075912476,0.925925925925926
10sub006,n=10,040 %,b5,0.93884801864624,0.814814814814815
10sub024,n=10,040 %,b1,0.931196451187134,0.736842105263158
10sub024,n=10,040 %,b2,0.87140953540802,0.684210526315789
10sub024,n=10,040 %,b3,0.843942999839783,0.736842105263158
10sub024,n=10,040 %,b4,1.04807734489441,0.605263157894737
10sub024,n=10,040 %,b5,0.925796151161194,0.5
10sub017,n=10,040 %,b1,0.78472900390625,0.777777777777778
10sub017,n=10,040 %,b2,0.750325441360474,0.805555555555556
10sub017,n=10,040 %,b3,0.658594965934753,0.888888888888889
10sub017,n=10,040 %,b4,0.699862599372864,0.944444444444444
10sub017,n=10,040 %,b5,0.721188902854919,0.833333333333333
10sub009,n=10,040 %,b1,1.51468551158905,0.766666666666667
10sub009,n=10,040 %,b2,1.77563905715942,0.9
10sub009,n=10,040 %,b3,1.85986351966858,0.833333333333333
10sub009,n=10,040 %,b4,1.81223845481873,0.666666666666667
10sub009,n=10,040 %,b5,1.44436144828796,0.733333333333333
