sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,closed,visual power,v1,slow,rt,500pre,source,alpha,0.535308011574454
sub002,closed,visual power,v2,correct,accuracy,500pre,source,alpha,0.370026048639319
sub002,closed,visual power,v2,incorrect,accuracy,500pre,source,alpha,0.432608673391663
sub002,closed,visual power,v2,correct_e,accuracy_e,500pre,source,alpha,0.361521756408361
sub002,closed,visual power,v2,incorrect_e,accuracy_e,500pre,source,alpha,0.432608673391663
sub002,closed,visual power,v2,fast,rt,500pre,source,alpha,0.494402938305718
sub002,closed,visual power,v2,slow,rt,500pre,source,alpha,0.289056971548125
sub002,closed,visual power,v3,correct,accuracy,500pre,source,alpha,0.534552444630016
sub002,closed,visual power,v3,incorrect,accuracy,500pre,source,alpha,0.293686824621715
sub002,closed,visual power,v3,correct_e,accuracy_e,500pre,source,alpha,0.512598224813693
sub002,closed,visual power,v3,incorrect_e,accuracy_e,500pre,source,alpha,0.293686824621715
sub002,closed,visual power,v3,fast,rt,500pre,source,alpha,0.366005325850016
sub002,closed,visual power,v3,slow,rt,500pre,source,alpha,0.641151105946442
sub002,closed,somato lateralisation index,max,correct,accuracy,500pre,source,alpha,0.00676856003679591
sub002,closed,somato lateralisation index,max,incorrect,accuracy,500pre,source,alpha,0.0407771809935077
sub002,closed,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,alpha,0.00860284823543373
sub002,closed,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,alpha,0.0407771809935077
sub002,closed,somato lateralisation index,max,fast,rt,500pre,source,alpha,0.0829037502931428
sub002,closed,somato lateralisation index,max,slow,rt,500pre,source,alpha,-0.0385139999687058
sub002,closed,somatovisual balance,max-v1,correct,accuracy,500pre,source,alpha,-0.979095327454857
sub002,closed,somatovisual balance,max-v1,incorrect,accuracy,500pre,source,alpha,-0.975793558480735
sub002,closed,somatovisual balance,max-v1,correct_e,accuracy_e,500pre,source,alpha,-0.982060354856324
