b1_t1,b1_t2,b1_t3,b1_t4,b1_t5,b1_t6,b1_t7,b1_t8,b2_t1,b2_t2,b2_t3,b2_t4,b2_t5,b2_t6,b2_t7,b2_t8
0.0871048177725196,0.0520060359087274,0.107769726247987,0.0301186094405556,0.0621420629443404,0.0808059282179365,0.0321099937559565,0.0490264221630681,0.0674603174603175,0.049698642742121,0.157001955371521,0.0331694271911663,0.0587635150678629,0.0483638141246837,0.031972049689441,0.0821256038647343
0.0769857145689863,0.0613591459266859,0.131016507570317,0.0993799775250513,0.0665512523548989,0.0795387165537207,0.0469356170981203,0.050047621771088,0.0760906312459107,0.0641370425183329,0.129367271578578,0.0968956135060838,0.0442221140291238,0.0837172587838071,0.0408560410800872,0.0514957092245088
0.120318359672516,0.0639949419255044,0.137462670065955,0.0922876816231719,0.13548620161985,0.0645403853654227,0.0724471998053382,0.0333405540038193,0.0510806211009945,0.0341336481554338,0.100459895154409,0.0986471832079389,0.131206015634228,0.0644852564099673,0.066446451322648,0.0485491901494888
0.10049738245227,0.0802658189876235,0.112131196717663,0.126576092741506,0.0924366901810511,0.12998712998713,0.0989007267202756,0.0114547952893818,0.0811821272079059,0.0642386094856557,0.130325339159926,0.137298916863901,0.0902779324100484,0.131231108862688,0.0830628961133795,0.0386634475248868
0.0134226455655027,0.0172825887111601,0.0698687984946696,0.0243813672385101,0.0255305272726875,0.0500783750783751,0.0258769615041392,0.0203371075540065,0.0122607651296574,0.025715123370847,0.0410918872214553,0.0669364983047018,0.0228791577721394,0.0495309659396848,0.0230749918623673,0.0319260864308152
0.0888845219420132,0.0116813194861975,0.0553951807610344,0.064530173911707,0.0400227764426371,0.028799648425084,0.0577308746124077,0.0444929639790267,0.0802747532439287,0.0317806009199672,0.065812717262771,0.10120213450747,0.0523990394003883,0.0702129636455693,0.0538117960177574,0.0804049352849718
0.124949302018487,0.0381632424475166,0.0635070118171774,0.0851211951249091,0.0388625924690759,0.0253464221710189,0.0595888452650443,0.058428328886733,0.105339552792295,0.0271049840272797,0.061589640266044,0.0681477540437567,0.0496498487484647,0.0260968152104764,0.0421761810882293,0.0389864915401918
0.0554206249426443,0.0667197870608182,0.1098939672785,0.117682527577801,0.100852992367493,0.0853684056691576,0.0868404805166352,0.0703741273290145,0.0609615513220344,0.053606195748136,0.137201113633746,0.134829249588622,0.131570872198312,0.073598105107628,0.0931327937822397,0.0729028192385191
0.0319933701423683,0.0539504313953531,0.0964638355085339,0.0694728628567514,0.0982465063694516,0.048106326422136,0.0685949629031117,0.0299251210727959,0.0403988134593314,0.0492011792222445,0.120365555274975,0.0709179136431855,0.121019278105418,0.0680537390499127,0.0870573439218265,0.0352422941636819
0.0424225752852197,0.0508245325593574,0.11780680452054,0.0669090236942795,0.0609578269398552,0.0302588114251419,0.0070585078470646,0.0446629058127316,0.0656642093588701,0.0353492794257746,0.0804469751044239,0.0666477022020132,0.0912758345590207,0.0704693591492013,0.0131277395916081,0.0606869802795969
0.0153656166900258,0.0341014977419539,0.0722460659140504,0.0845213208436083,0.0561016771240516,0.0661633249358857,0.136422426113302,0.108031784142228,0.0512716813876088,0.0539901029856387,0.0994726710128496,0.0853359399315281,0.0947449813258637,0.111956067149082,0.161657857587479,0.195564940806072
0.0827002031581864,0.0579026313822232,0.171465656592307,0.0767495877471868,0.108236967314398,0.0545337629557318,0.0435128578904089,0.0509524886877828,0.0631965562781889,0.0564828383472698,0.197384766674854,0.0943945418041628,0.132075182349235,0.0848469138571179,0.0348394846164526,0.0592142020596831
0.0487934264860768,0.103103858071457,0.0918848043640037,0.10663955063997,0.0746621138998188,0.069733619579,0.0925364235113907,0.0800983605931292,0.0453313634193278,0.0995374700831372,0.055625044280438,0.138435186894191,0.0574461227015108,0.0265220215282933,0.0574931146016701,0.0538171686689249
0.0501592169366256,0.0806718172403982,0.0556119696366493,0.052523755051045,0.063741493701152,0.0659291981551118,0.0777867310140685,0.123424042076154,0.0644003935472849,0.0800049163777213,0.072495916913335,0.0464314853790411,0.0478834505946514,0.0856423022476653,0.0722605882489603,0.133581410284068
0.0286672738761687,0.0156745416622198,0.101184518500652,0.103099261475272,0.129812400551715,0.0927374260460514,0.06030281919481,0.0594139264662946,0.0277343386732841,0.00773144681177367,0.0880411737449974,0.14126029690322,0.173185795372043,0.0862594566726543,0.074421994788939,0.0578606832461288
0.0566184962912651,0.0204628509386096,0.108088920616734,0.0707127595574342,0.0804255536343934,0.0480306723934327,0.0517723960332432,0.0282542734853386,0.0460280239788261,0.0360214763894198,0.133237445124227,0.0637554254355307,0.0752167111226936,0.0656758997163075,0.0645842526592346,0.0220161010053887
0.0746154079556197,0.0273951424536431,0.0784757909848189,0.0471917188942219,0.0492496080644282,0.0690316223399528,0.117669946956899,0.0802568894756427,0.10437891188033,0.0490092680190727,0.0948674645093088,0.0667339613271872,0.0527744336532117,0.0673721161748874,0.114055390629412,0.0740014455738465
0.0280629284443613,0.0253471787242765,0.0898220787451001,0.0662385302846529,0.0264074376718031,0.0581314814371191,0.0502943769638698,0.0553506375849663,0.0393608254395426,0.103786957832147,0.111802299848947,0.0727724588876193,0.0299768258951932,0.076894005465434,0.0825719132934876,0.0835527041795263
