sub,eye,bin,perc,rt
sub034,closed,b1,0.811320754716981,0.611603773584906
sub034,closed,b2,0.792452830188679,0.576981132075472
sub034,closed,b3,0.811320754716981,0.628632075471698
sub034,closed,b4,0.792452830188679,0.622264150943396
sub034,closed,b5,0.792452830188679,0.602610062893082
sub035,open,b1,0.56140350877193,0.46843567251462
sub035,open,b2,0.596491228070175,0.485438596491228
sub035,open,b3,0.754385964912281,0.460073099415205
sub035,open,b4,0.578947368421053,0.483859649122807
sub035,open,b5,0.614035087719298,0.459806547619048
sub035,closed,b1,0.649122807017544,0.525716374269006
sub035,closed,b2,0.596491228070175,0.580204678362573
sub035,closed,b3,0.578947368421053,0.54266081871345
sub035,closed,b4,0.614035087719298,0.511271929824561
sub035,closed,b5,0.56140350877193,0.503786549707602
sub036,open,b1,0.784313725490196,0.735539215686275
sub036,open,b2,0.705882352941177,0.765366666666667
sub036,open,b3,0.843137254901961,0.704066666666667
sub036,open,b4,0.843137254901961,0.731584967320261
sub036,open,b5,0.666666666666667,0.81266339869281
sub036,closed,b1,0.877551020408163,0.828945578231293
sub036,closed,b2,0.714285714285714,0.825425170068027
sub036,closed,b3,0.816326530612245,0.833993055555556
sub036,closed,b4,0.714285714285714,0.842602040816327
sub036,closed,b5,0.755102040816326,0.819774305555556
sub037,open,b1,0.8,0.721666666666667
sub037,open,b2,0.82,0.71235
sub037,open,b3,0.84,0.699466666666667
sub037,open,b4,0.84,0.71725
sub037,open,b5,0.8,0.69085
sub037,closed,b1,0.622641509433962,0.802833333333333
sub037,closed,b2,0.754716981132076,0.746634615384615
sub037,closed,b3,0.905660377358491,0.752565359477124
sub037,closed,b4,0.679245283018868,0.742532051282051
sub037,closed,b5,0.735849056603774,0.802227564102564
sub039,open,b1,0.8,0.713410493827161
sub039,open,b2,0.945454545454545,0.728121212121212
sub039,open,b3,0.945454545454545,0.685772727272727
sub039,open,b4,0.872727272727273,0.7175
sub039,open,b5,0.836363636363636,0.729056603773585
sub039,closed,b1,0.929824561403509,0.762651515151515
sub039,closed,b2,0.859649122807018,0.708333333333333
sub039,closed,b3,0.859649122807018,0.703479532163743
sub039,closed,b4,0.912280701754386,0.660190058479532
sub039,closed,b5,0.912280701754386,0.71827380952381
