closed,open
0.578333333333333,0.555625
0.601041666666667,0.508333333333334
0.599583333333333,0.549583333333334
0.507083333333334,0.458958333333333
0.585625,0.542083333333333
0.799791666666666,0.720833333333333
0.629375,0.601458333333333
0.642083333333334,0.647083333333333
0.654166666666667,0.6275
0.806458333333333,0.740416666666667
0.572083333333333,0.552083333333333
0.6125,0.519583333333333
0.658541666666666,0.654791666666666
0.598958333333333,0.560833333333334
0.5175,0.502083333333333
0.575416666666666,0.576041666666667
0.55125,0.5175
0.641666666666666,0.611041666666666
0.692916666666667,0.607916666666666
0.808125,0.769583333333333
0.734583333333333,0.719166666666667
0.631458333333333,0.638541666666667
0.802083333333333,0.771458333333333
0.862291666666666,0.805208333333333
0.614791666666667,0.625208333333333
0.745416666666667,0.66
0.606458333333333,0.65125
0.67125,0.679791666666666
0.547916666666666,0.56375
0.520208333333333,0.45625
0.764583333333334,0.729583333333333
0.710416666666666,0.656666666666667
0.697291666666666,0.67
