sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub001,open,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,beta,-0.367699684958206
sub001,open,somato lateralisation index,max,fast,rt,500pre,source,beta,0.106489044926454
sub001,open,somato lateralisation index,max,slow,rt,500pre,source,beta,0.0397675031784607
sub001,open,somatovisual balance,max-vtpm V1,correct,accuracy,500pre,source,beta,-0.817436682899446
sub001,open,somatovisual balance,max-vtpm V1,incorrect,accuracy,500pre,source,beta,-0.920693352364439
sub001,open,somatovisual balance,max-vtpm V1,correct_e,accuracy_e,500pre,source,beta,-0.757650196430471
sub001,open,somatovisual balance,max-vtpm V1,incorrect_e,accuracy_e,500pre,source,beta,-0.920693352364439
sub001,open,somatovisual balance,max-vtpm V1,fast,rt,500pre,source,beta,-0.815033314673453
sub001,open,somatovisual balance,max-vtpm V1,slow,rt,500pre,source,beta,-0.816228741387929
sub001,open,somatovisual balance,max-vtpm V2,correct,accuracy,500pre,source,beta,-0.777746904798734
sub001,open,somatovisual balance,max-vtpm V2,incorrect,accuracy,500pre,source,beta,-0.881917139750475
sub001,open,somatovisual balance,max-vtpm V2,correct_e,accuracy_e,500pre,source,beta,-0.687253346865833
sub001,open,somatovisual balance,max-vtpm V2,incorrect_e,accuracy_e,500pre,source,beta,-0.881917139750475
sub001,open,somatovisual balance,max-vtpm V2,fast,rt,500pre,source,beta,-0.778331409076757
sub001,open,somatovisual balance,max-vtpm V2,slow,rt,500pre,source,beta,-0.773967937246082
sub001,open,somatovisual balance,max-vtpm V3,correct,accuracy,500pre,source,beta,-0.585064633593202
sub001,open,somatovisual balance,max-vtpm V3,incorrect,accuracy,500pre,source,beta,-0.793844153265628
sub001,open,somatovisual balance,max-vtpm V3,correct_e,accuracy_e,500pre,source,beta,-0.538954046443916
sub001,open,somatovisual balance,max-vtpm V3,incorrect_e,accuracy_e,500pre,source,beta,-0.793844153265628
