cl_co,cl_in,op_co,op_in
-0.123511400594672,-0.0102658626931263,0.271813273097679,-0.199961259893753
0.0171657526903508,0.0407771809935077,-0.0231409856547239,0.079038605542118
-0.030753907316288,-0.0107458793432511,0.162785947925202,0.0100634943523693
-0.171934293753344,0.28188607622563,-0.106941868211536,0.167863411555906
0.11364567017669,0.046289333541751,-0.0116731948136697,0.0177824473380715
0.295871116324867,0.288331420941441,0.0111771151714777,0.469252652448229
0.0941371974947847,0.0318589634058737,0.0455430769539582,-0.0761157894773739
0.360276324777967,0.0356814676305988,0.122744525879602,0.017414621742485
0.274783305024173,0.090293080280342,0.249663538429691,0.425315000590973
0.711459789096083,0.240699341556073,0.205248048743078,0.521802955915631
-0.00956767928600483,0.0767227092341111,0.0680718841748715,-0.17307674472313
0.0962888851459389,0.10271005716217,-0.192026867507512,-0.0414266347974382
0.331735604871897,0.374649618755241,0.272769659596823,0.145122814590484
-0.0467077158278046,0.0715376365143655,0.0434785145854377,0.127266371904911
0.0720651579076348,0.178893279066332,0.599211372315051,0.371634014052134
0.0964815978527746,-0.0320596140939396,0.178283669386135,0.0829535445179419
0.491780134686088,0.275258946511199,0.482404674874365,0.41681826138773
0.297422457817166,0.441107605959922,0.0180484081417968,-0.0850573060228999
0.0946651542227668,0.145344278735398,-0.0764306335045973,-0.0237786584420629
0.118615183936007,0.12280428974587,0.155947312758971,-0.0295498067711445
-0.172659564432911,-0.142111089273331,-0.0591603719602926,-0.0204847839556218
-0.219179993377965,0.0936249658483612,-0.211572996788664,-0.155578038043724
0.236852678960108,0.20842849785441,0.23849901610146,0.101538205698439
0.0587578654278455,0.135119386165112,-0.0182568145443316,0.0630058586558497
-0.0412595793718115,-0.120394858868256,0.199380042012694,-0.017764043615044
0.240561116337598,0.10424303929947,0.178793279853673,-0.146261805284988
0.0304379665818334,0.118031362823893,0.106430774226009,-0.0670008832024155
0.171091486277996,-0.301248590901288,-0.0828263107416832,0.162441613617069
-0.100889638651873,-0.158739766828159,0.0786830348510863,0.0170779257375309
-0.0417248737052787,0.188632514865389,0.0486367795216944,0.138425539107066
0.304083910495009,-0.00373584841645547,0.152113762013859,0.0615549578518535
0.0175557564525412,-0.0143832685247529,-0.0577384043844082,0.354177044833669
-0.0212464059419756,0.301499883321982,0.367628203941752,0.0543317218998981
