suj,win,bin,rt,corr,band,pow_alpha,pow_beta,pow_theta,pow_gamma,avg_alpha,avg_beta,avg_theta,avg_gamma,norm_alpha,norm_beta,norm_theta,norm_gamma
sub009,preGab1,b2,1.71457946300507,0.723684210526316,gamma,6.50996110207996e-28,1.01847606183183e-27,6.76882264739677e-28,2.85648886989782e-29,5.48089273625404e-28,9.04682026407246e-28,6.73700120341461e-28,3.62820105940289e-29,1.18775561123811,1.12578345993729,1.00472338404304,0.787301702174114
sub009,preGab1,b3,1.89752900600433,0.776315789473684,gamma,4.53686405222116e-28,8.26252088553159e-28,6.68314704772517e-28,3.36407658053278e-29,5.48089273625404e-28,9.04682026407246e-28,6.73700120341461e-28,3.62820105940289e-29,0.827760051243389,0.913306625350395,0.992006212547187,0.927202358814818
sub009,preGab1,b4,1.67929399013519,0.763157894736842,gamma,5.47099699313501e-28,8.58218032876338e-28,6.81182753871611e-28,4.08291397394601e-29,5.48089273625404e-28,9.04682026407246e-28,6.73700120341461e-28,3.62820105940289e-29,0.998194501590303,0.94864052542811,1.01110677184733,1.12532737494376
sub009,preGab1,b5,1.7627660036087,0.710526315789474,gamma,5.63799362771499e-28,8.79232823717006e-28,6.96264540511307e-28,5.66032781014168e-29,5.48089273625404e-28,9.04682026407246e-28,6.73700120341461e-28,3.62820105940289e-29,1.02866337639155,0.971869450318023,1.03349327020813,1.56009210004289
sub009,preCue2,b1,1.78098297119141,0.763157894736842,alpha,2.15018519258306e-28,8.00885190083831e-28,6.93552435275817e-28,3.63412972970599e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.370514043456144,0.900384865798348,0.931526186466821,1.00863253258904
sub009,preCue2,b2,2.00779902935028,0.75,alpha,3.34931466732343e-28,8.29133564815997e-28,6.79568831129157e-28,3.74349690778478e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.577144761519901,0.932142737472289,0.912744486942374,1.03898678574242
sub009,preCue2,b3,1.82483744621277,0.710526315789474,alpha,4.54029502355721e-28,8.50543181180978e-28,7.61128871738494e-28,3.56341524171748e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.78237124572562,0.956212223081781,1.02228964853737,0.989006119000235
sub009,preCue2,b4,1.56470394134521,0.75,alpha,6.32420439483115e-28,9.5285307494942e-28,7.91403762777547e-28,3.46394246906646e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,1.08976963940351,1.07123280419766,1.06295254922215,0.961398003147207
sub009,preCue2,b5,1.85467302799225,0.710526315789474,alpha,1.26522449175553e-27,1.01404529458979e-27,7.97013509570075e-28,3.61014808245111e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,2.18020030989483,1.14002736944992,1.07048712883128,1.00197655952109
sub009,preCue2,b1,1.98056852817535,0.697368421052632,beta,5.20493202833081e-28,3.82133441815744e-28,7.24488716710682e-28,3.6324678416487e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.896899680261722,0.429608603063712,0.973077415765041,1.00817128478426
sub009,preCue2,b2,1.61404049396515,0.789473684210526,beta,5.2545000768751e-28,6.31471597493807e-28,7.02674869595464e-28,3.44904772295806e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.905441111090903,0.70992381505446,0.943778737277483,0.957264049048986
sub009,preCue2,b3,1.80571055412292,0.776315789473684,beta,5.50706901693035e-28,8.11643630031535e-28,7.37566774287486e-28,3.51340690365738e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.948963101454385,0.912479903424776,0.990642854917554,0.975126582379452
sub009,preCue2,b4,1.82880353927612,0.736842105263158,beta,5.15984763972696e-28,1.02625911439545e-27,7.96807410753453e-28,3.88348518063396e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.88913086147533,1.15375859914772,1.0702103127826,1.07783975376458
sub009,preCue2,b5,1.63264191150665,0.684210526315789,beta,7.88989543398692e-28,1.59595252188348e-27,7.61129639144004e-28,3.53672478182772e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,1.35956524571766,1.79422907930933,1.02229067925732,0.981598330022719
sub009,preCue2,b1,1.9579986333847,0.657894736842105,theta,5.91218357468469e-28,9.32769462212659e-28,3.30957851984052e-28,3.42305155982694e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,1.01877133628656,1.04865406109861,0.44451708343775,0.950048958282631
sub009,preCue2,b2,1.80158698558807,0.776315789473684,theta,5.4572363814773e-28,7.89389553942765e-28,4.97991550034349e-28,3.57583403272612e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.940376077731278,0.887461044840868,0.668863875175803,0.992452885505113
sub009,preCue2,b3,1.62596845626831,0.763157894736842,theta,5.14181868089777e-28,9.16116253054757e-28,6.79381776417549e-28,3.75678727265261e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.886024160499922,1.02993190506626,0.912493249468028,1.04267545273361
sub009,preCue2,b4,1.67660355567932,0.736842105263158,theta,6.06688984746431e-28,8.76946556319884e-28,8.87065796276275e-28,3.77596812575936e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,1.04542989894123,0.985895877712202,1.19143842097789,1.04799899203606
sub009,preCue2,b5,1.68212652206421,0.75,theta,6.43811571132606e-28,9.32238480089947e-28,1.32727043577886e-27,3.4834914397608e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,1.10939852654101,1.04805711128206,1.78268737094052,0.966823711442583
sub009,preCue2,b1,1.58558988571167,0.789473684210526,gamma,6.53777072464391e-28,9.87577956080095e-28,7.48154921360643e-28,2.15838623971413e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,1.12657080642762,1.11027180482325,1.00486403815208,0.599048119133691
sub009,preCue2,b2,1.8163605928421,0.697368421052632,gamma,5.028766080321e-28,8.51966607945074e-28,8.01641253300074e-28,2.81403496296148e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.866543244945568,0.957812492298684,1.07670275759918,0.781019782613973
sub009,preCue2,b3,2.00929939746857,0.776315789473684,gamma,6.37338713183985e-28,8.12344501113527e-28,7.44983847517206e-28,3.35065479519726e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,1.09824467440058,0.913267848716953,1.00060489612599,0.929955638150771
sub009,preCue2,b4,1.78343296051025,0.657894736842105,gamma,5.84943732376624e-28,9.04000812276787e-28,7.1549174458452e-28,4.05816967454165e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,1.00795907359417,1.01631127672399,0.960993376104653,1.12632246533481
sub009,preCue2,b5,1.56576406955719,0.763157894736842,gamma,5.22688293527914e-28,8.9157042820453e-28,7.12395643728648e-28,5.6338867583113e-29,5.80324883917003e-28,8.89492061124003e-28,7.44533482098218e-28,3.60302648614516e-29,0.900682200632065,1.00233657743713,0.9568349320181,1.56365399476675
sub009,preGab2,b1,1.40228700637817,0.763157894736842,alpha,2.34460824172173e-28,8.3769641626589e-28,5.61816207829319e-28,3.50378590963817e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.373169643951196,0.802303485359103,0.861618134120478,0.989679322917254
sub009,preGab2,b2,1.83483791351318,0.710526315789474,alpha,3.50625215553964e-28,1.01603703003494e-27,6.62677399073615e-28,3.66955778941609e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.558057779207078,0.9731091534146,1.01630187267058,1.03650324594464
sub009,preGab2,b3,1.74687147140503,0.776315789473684,alpha,4.93903910321259e-28,1.00839427013227e-27,6.30344872774759e-28,3.40746012102359e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.786101247453359,0.965789302465482,0.966715743625534,0.96247114190559
sub009,preGab2,b4,2.01780033111572,0.723684210526316,alpha,7.03791266430878e-28,1.06898754927675e-27,7.13605920934114e-28,3.8047525874277e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,1.12015957137944,1.02382249695336,1.0944073765123,1.07469036685006
sub009,preGab2,b5,1.72198045253754,0.710526315789474,alpha,1.35869649979111e-27,1.28945545068774e-27,6.91794593793815e-28,3.31606586803188e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,2.16251175800892,1.23497556180746,1.06095687307111,0.936655922382459
sub009,preGab2,b1,1.70509040355682,0.776315789473684,beta,5.08192264064046e-28,4.47949687155526e-28,6.15936423512973e-28,3.50646815658004e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.808842700733115,0.429023675274176,0.944618515038137,0.990436950353914
sub009,preGab2,b2,1.79415643215179,0.710526315789474,beta,5.14056708475931e-28,6.91084879346698e-28,6.40702126614972e-28,3.41264815057552e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.818176595386439,0.661886330910173,0.982599937787351,0.96393655266602
sub009,preGab2,b3,1.77564346790314,0.710526315789474,beta,6.20613893002493e-28,9.36255387732705e-28,6.14019466194609e-28,3.74653679602374e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.987773826610958,0.896698310006575,0.941678611979414,1.05824673515975
sub009,preGab2,b4,1.9346878528595,0.723684210526316,beta,7.10836479013297e-28,1.24361560567586e-27,7.10234789014152e-28,3.47950878974696e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,1.13137278569883,1.1910724643282,1.08923730780607,0.982822007945405
sub009,preGab2,b5,1.7005809545517,0.763157894736842,beta,7.8777837171362e-28,1.90166515648679e-27,6.79346189068916e-28,3.55646038261118e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,1.25383409157066,1.82131921948087,1.04186562738903,1.00455775387491
sub009,preGab2,b1,1.70341348648071,0.710526315789474,theta,5.50642256491436e-28,1.02009842548325e-27,2.95851790021451e-28,3.5846123367066e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.876406433888927,0.976998953657661,0.453727150876232,1.01250955446618
sub009,preGab2,b2,1.87833845615387,0.776315789473684,theta,5.74985638606849e-28,9.03230086366961e-28,4.54325371933688e-28,3.48712372007793e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.915151547357886,0.865068337768087,0.696766974312748,0.984972921068631
sub009,preGab2,b3,1.90647399425507,0.697368421052632,theta,6.08586458891348e-28,1.08190965658784e-27,6.06942205396678e-28,3.46628377109606e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.968630870337775,1.0361986412612,0.930824713216049,0.979086469347573
sub009,preGab2,b4,1.65251553058624,0.75,theta,6.84033880317502e-28,1.14663102168813e-27,7.68432183066708e-28,3.57534285296518e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,1.08871356428053,1.09818550880521,1.1784905713742,1.00989129620794
sub009,preGab2,b5,1.81468844413757,0.75,theta,7.23229481962251e-28,1.06870152627139e-27,1.1346874439871e-27,3.58825959469166e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,1.15109758413488,1.02354855850784,1.74019059022077,1.01353975890967
sub009,preGab2,b1,1.6262024641037,0.789473684210526,gamma,6.61656402469524e-28,9.92232899185089e-28,6.76248168938377e-28,2.0877368622287e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,1.05309739910437,0.950310754405193,1.03711441108885,0.589702127220799
sub009,preGab2,b2,1.70440053939819,0.736842105263158,gamma,6.42936929521805e-28,1.11817102054169e-27,6.32913571161558e-28,2.71772427131183e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,1.02330334255134,1.07092795144941,0.970655176273274,0.767648362677912
sub009,preGab2,b3,1.85389864444733,0.697368421052632,gamma,6.09416022450538e-28,9.88675040997066e-28,6.34964739727821e-28,3.2326374394306e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.969951210053847,0.9469032168185,0.973800909714569,0.913090729514072
sub009,preGab2,b4,1.72454249858856,0.723684210526316,gamma,6.10637551541977e-28,1.04080499067872e-27,6.53731851692374e-28,4.01997052663239e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.971895405113888,0.996830660113082,1.00258271374298,1.1354808231864
sub009,preGab2,b5,1.77943599224091,0.736842105263158,gamma,6.16830810285543e-28,1.08068676499501e-27,6.62380662885492e-28,5.6435531759339e-29,6.28295543253877e-28,1.04411414327952e-27,6.52047798881124e-28,3.54032445510749e-29,0.981752643176555,1.03502741721381,1.01584678918033,1.59407795740082
sub010,preCue1,b1,0.52903687953949,0.75,alpha,4.03718797738882e-28,1.56732931835434e-28,6.57639789227697e-28,4.5694592413981e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.29883951728518,0.854104884156017,0.94293486653979,0.831006639427491
sub010,preCue1,b2,0.544588565826416,0.819444444444444,alpha,6.88963027286661e-28,1.67874328979053e-28,6.72206163767835e-28,4.6767570229233e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.509982145133721,0.91481912975361,0.963820376598577,0.850519926259218
sub010,preCue1,b3,0.499566078186035,0.75,alpha,1.01867145956211e-27,1.81575293232294e-28,7.1395184543618e-28,5.93613992349927e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.75403793173045,0.989481552955306,1.02367602921774,1.0795526184602
sub010,preCue1,b4,0.438362598419189,0.708333333333333,alpha,1.543549793596e-27,2.07307084955904e-28,6.50105482540139e-28,6.25392931336704e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,1.14256179748709,1.12970510860408,0.932132052313409,1.13734612945756
sub010,preCue1,b5,0.598449468612671,0.819444444444444,alpha,3.09987288662989e-27,2.04037790841656e-28,7.93292985515693e-28,6.05723274883586e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,2.29457860836356,1.11188932453099,1.13743667533048,1.10157468639552
sub010,preCue1,b1,0.396507978439331,0.791666666666667,beta,1.24783014301024e-27,8.50077299206718e-29,6.67643908712516e-28,4.00029240793244e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.923665084904622,0.463243534501707,0.957278939428603,0.727497363479301
sub010,preCue1,b2,0.508148431777954,0.666666666666667,beta,1.0164905230475e-27,1.23706686830237e-28,6.31608255243966e-28,4.27998524255152e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.752423565446526,0.674130727902183,0.905610420201771,0.778362595072359
sub010,preCue1,b3,0.522818446159363,0.763888888888889,beta,1.31584292307274e-27,1.64286373339902e-28,7.00889976390421e-28,4.70224839398341e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.974009300920662,0.89526682252853,1.00494770415717,0.85515581367608
sub010,preCue1,b4,0.5486900806427,0.736111111111111,beta,1.57360841446998e-27,2.12025205405803e-28,7.10344357344075e-28,6.00936733227868e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,1.16481169965303,1.15541616800368,1.01850355279768,1.09286983165087
sub010,preCue1,b5,0.638275504112244,0.888888888888889,beta,1.60100396121307e-27,3.32501434347726e-28,7.76709768796566e-28,8.50162487327752e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,1.18509034907516,1.8119427470639,1.11365938341478,1.54611439612139
sub010,preCue1,b1,0.428467392921448,0.763888888888889,theta,1.06896734025399e-27,1.71311085298569e-28,3.53704628097195e-28,4.76482509167152e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.791267797645972,0.933547487117809,0.50714757797883,0.866536077402068
sub010,preCue1,b2,0.502321481704712,0.777777777777778,theta,1.25771316867893e-27,1.81082222267599e-28,5.02996192231646e-28,5.52271836057305e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.930980668515519,0.986794598055341,0.72120430539788,1.00436734039455
sub010,preCue1,b3,0.499239444732666,0.791666666666667,theta,1.30070758573618e-27,1.66170368859712e-28,6.41701671103858e-28,5.89739425848422e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.962805866924176,0.905533521149896,0.920082527718189,1.07250629127452
sub010,preCue1,b4,0.564967513084412,0.763888888888889,theta,1.58336706875335e-27,1.97766788016534e-28,7.97760024611895e-28,6.22563585976404e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,1.17203522145021,1.07771594387148,1.1438415902748,1.13220065237717
sub010,preCue1,b5,0.634771466255188,0.75,theta,1.54402080139109e-27,2.01196965401927e-28,1.19103375044295e-27,5.08294467953074e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,1.14291044546413,1.09640844980547,1.7077239986303,0.924389638551695
sub010,preCue1,b1,0.50443434715271,0.763888888888889,gamma,1.29600047951081e-27,1.5085104978567e-28,6.5659702870498e-28,2.31763854534289e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.959321586875592,0.822051989286372,0.941439739160901,0.421488171187568
sub010,preCue1,b2,0.558508634567261,0.75,gamma,1.35042357000168e-27,1.66664183632844e-28,6.70169647398673e-28,3.14353598956603e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.999606483646686,0.908224529380659,0.9609003855606,0.571686744668143
sub010,preCue1,b3,0.518681526184082,0.694444444444444,gamma,1.22548060643982e-27,1.5690714256496e-28,7.06848844560621e-28,4.06368221134711e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,0.907121577994221,0.855054233046631,1.01349162843735,0.73902549946361
sub010,preCue1,b4,0.52465808391571,0.777777777777778,gamma,1.36745834806964e-27,1.83042148109344e-28,7.510964902792e-28,6.0802207486496e-29,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,1.01221591596294,0.997475073526671,1.07693463872014,1.10575530809783
sub010,preCue1,b5,0.529032945632935,0.861111111111111,gamma,1.51541296079159e-27,2.60062905751522e-28,7.02484255544069e-28,1.18884407551179e-28,1.35095519296271e-27,1.83505485968868e-28,6.97439253297509e-28,5.49870365000471e-29,1.12173443552056,1.41719417475967,1.007233608121,2.16204427658285
sub010,preGab1,b1,0.507874488830566,0.791666666666667,alpha,3.67604181684218e-28,1.5137965948352e-28,7.37776505143451e-28,4.43870556792907e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.339207412183118,0.87740958495217,0.945593897531758,0.788726553483362
sub010,preGab1,b2,0.564885020256042,0.736111111111111,alpha,6.13319899297261e-28,1.73754516580555e-28,8.19800443048405e-28,5.58562679429492e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.565942027448831,1.00709618978306,1.05072239456809,0.992526335231557
sub010,preGab1,b3,0.478772163391113,0.791666666666667,alpha,8.73221926775395e-28,1.62382556907034e-28,7.1454178949583e-28,5.99436275026093e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.805767085363259,0.941183329024357,0.915814411231901,1.06515582076515
sub010,preGab1,b4,0.543990135192871,0.694444444444444,alpha,1.20284433779579e-27,1.60833241531157e-28,8.24327155050814e-28,5.25346905793576e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,1.10992675114159,0.932203363251242,1.05652419391453,0.933504257149989
sub010,preGab1,b5,0.513085961341858,0.833333333333333,alpha,2.36158496384785e-27,2.14301072851929e-28,8.04681785164438e-28,6.86626700275212e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,2.1791567238632,1.24210753298917,1.03134510275372,1.22008703336994
sub010,preGab1,b1,0.391769528388977,0.819444444444444,beta,9.51581265564293e-28,8.11863882888011e-29,7.40249386802487e-28,4.95174196668403e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.878073304539502,0.470563320694995,0.94876334219393,0.879889489255716
sub010,preGab1,b2,0.463765025138855,0.791666666666667,beta,1.02623892381306e-27,1.19423719322751e-28,7.74681439305282e-28,4.05242212145647e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.946963791416414,0.69219019491735,0.992894238880326,0.720086719923471
sub010,preGab1,b3,0.61388111114502,0.708333333333333,beta,1.01164460073905e-27,1.52143565099186e-28,8.01367602879436e-28,5.65971325067007e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.933496853853796,0.881837247898906,1.02709737932778,1.00569097399894
sub010,preGab1,b4,0.529837012290955,0.763888888888889,beta,1.02777787034022e-27,1.97143184556794e-28,8.23845529791069e-28,5.97722903291034e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.948383857060321,1.14265893005894,1.05590690412103,1.06211128049829
sub010,preGab1,b5,0.5546715259552,0.763888888888889,beta,1.4013326489439e-27,3.12754190086662e-28,7.60983719124664e-28,7.49732480145189e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,1.29308219312997,1.81275030642981,0.975338135476936,1.33222153632357
sub010,preGab1,b1,0.504160404205322,0.75,theta,9.11530370919685e-28,1.64699574752041e-28,3.6943853313866e-28,4.95618574898542e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.841116270302915,0.954612964634917,0.473502232740627,0.880679117908793
sub010,preGab1,b2,0.408472657203674,0.75,theta,1.15643739404311e-27,1.68655909873062e-28,5.68106798929653e-28,5.39952760532418e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,1.06710466129062,0.977544224807586,0.728131512008139,0.959457826929614
sub010,preGab1,b3,0.593671441078186,0.777777777777778,theta,1.14934886056512e-27,1.86201742094186e-28,7.10498773681173e-28,6.80709702761271e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,1.06056370442166,1.07924138424962,0.910632555947392,1.20957294770979
sub010,preGab1,b4,0.567497849464417,0.763888888888889,theta,1.10655419970543e-27,1.69810007590335e-28,9.29100616249517e-28,5.49783467099578e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,1.02107485503219,0.984233474886243,1.19081031558157,0.976926296487599
sub010,preGab1,b5,0.549023151397705,0.805555555555556,theta,1.09470448416718e-27,1.73283813044571e-28,1.32398295590394e-27,5.47778612025471e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,1.01014050895261,1.00436795142163,1.69692338372228,0.973363810964208
sub010,preGab1,b1,0.453781962394714,0.652777777777778,gamma,9.68350871374432e-28,1.52404924960015e-28,7.72429913257253e-28,2.3920094429186e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.893547488114146,0.883352112232694,0.990008501429611,0.425043142632477
sub010,preGab1,b2,0.393460988998413,0.777777777777778,gamma,1.0244672208532e-27,1.49001673832461e-28,7.52054671261926e-28,3.21026819212093e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.94532894936044,0.863626574670362,0.963893947283206,0.570441929111813
sub010,preGab1,b3,0.593797922134399,0.791666666666667,gamma,1.04834310563466e-27,1.58667547463268e-28,7.76427741939779e-28,4.18985146546233e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.967360464489555,0.919650813326614,0.995132441239593,0.744506941356584
sub010,preGab1,b4,0.588399410247803,0.791666666666667,gamma,1.03373734295201e-27,1.84686671557179e-28,7.83534077769994e-28,5.89822824588708e-29,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,0.953882971007726,1.07045990452122,1.00424049462435,1.04807339996809
sub010,preGab1,b5,0.631940603256226,0.833333333333333,gamma,1.3436767685862e-27,2.17890229541272e-28,8.16681273673986e-28,1.24480738267839e-28,1.0837150618801e-27,1.72530209470839e-28,7.80225535580587e-28,5.62768623463456e-29,1.23988012702813,1.26291059524911,1.04672461542325,2.21193458693103
sub010,preCue2,b1,0.575400948524475,0.777777777777778,alpha,3.27832097558355e-28,1.86843626891876e-28,7.04019641507814e-28,4.68453444396541e-29,8.69532557345478e-28,1.94817170463334e-28,7.5252675205678e-28,5.62189694459187e-29,0.377021072746449,0.959071659071455,0.935541015098283,0.833265798027804
sub010,preCue2,b2,0.469299554824829,0.736111111111111,alpha,5.27811100165539e-28,1.78240417269662e-28,7.36040677413589e-28,4.84439940148566e-29,8.69532557345478e-28,1.94817170463334e-28,7.5252675205678e-28,5.62189694459187e-29,0.607005563744327,0.914911231108388,0.978092373994503,0.861701921830114
sub010,preCue2,b3,0.512548446655273,0.722222222222222,alpha,6.93038479789967e-28,1.9814369698882e-28,7.48779771418299e-28,6.02836920565456e-29,8.69532557345478e-28,1.94817170463334e-28,7.5252675205678e-28,5.62189694459187e-29,0.797024187231913,1.01707511980374,0.995020800751282,1.07230162079967
sub010,preCue2,b4,0.534911513328552,0.736111111111111,alpha,9.85199368030621e-28,1.96666271024529e-28,8.0169740755438e-28,5.28200423002048e-29,8.69532557345478e-28,1.94817170463334e-28,7.5252675205678e-28,5.62189694459187e-29,1.13302182846178,1.00949146605916,1.06534074086165,0.939541276206005
sub010,preCue2,b5,0.507733464241028,0.875,alpha,1.81378174118291e-27,2.14191840141784e-28,7.7209626238982e-28,7.27017744183321e-29,8.69532557345478e-28,1.94817170463334e-28,7.5252675205678e-28,5.62189694459187e-29,2.08592734781553,1.09945052395726,1.02600506929428,1.29318938313641
sub010,preCue2,b1,0.391769528388977,0.763888888888889,beta,7.73880162708808e-28,9.15518653530876e-29,7.08426389210965e-28,3.86671096745767e-29,8.69532557345478e-28,1.94817170463334e-28,7.5252675205678e-28,5.62189694459187e-29,0.889995614507317,0.469937352725889,0.941396950041601,0.687794708008186
sub010,preCue2,b2,0.569436430931091,0.736111111111111,beta,8.60554686956834e-28,1.35557983443003e-28,6.73138126693151e-28,3.86609934499663e-29,8.69532557345478e-28,1.94817170463334e-28,7.5252675205678e-28,5.62189694459187e-29,0.98967506125814,0.695821539346889,0.894503916111092,0.687685915110152
sub010,preCue2,b3,0.551411986351013,0.736111111111111,beta,9.2967415851944e-28,1.73099237969465e-28,7.4243008813201e-28,5.12288990467128e-29,8.69532557345478e-28,1.94817170463334e-28,7.5252675205678e-28,5.62189694459187e-29,1.06916543913843,0.888521466346023,0.986582983399361,0.911238671779529
