sub,eye,measure,window,compare,cond,value
sub006,closed,somato lat,stim500pre,accuracy,correct,0.188
sub006,closed,somato lat,stim500pre,accuracy,incorrect,0.209
sub006,closed,somato lat,stim500pre,accuracy_e,correct_e,0.287
sub006,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.209
sub006,closed,somato lat,stim500pre,rt,fast,0.202
sub006,closed,somato lat,stim500pre,rt,slow,0.174
sub006,open,somato lat,stim1000pre,accuracy,correct,0.122
sub006,open,somato lat,stim1000pre,accuracy,incorrect,0.183
sub006,open,somato lat,stim1000pre,accuracy_e,correct_e,0.176
sub006,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.183
sub006,open,somato lat,stim1000pre,rt,fast,0.131
sub006,open,somato lat,stim1000pre,rt,slow,0.111
sub006,closed,somato lat,stim1000pre,accuracy,correct,0.152
sub006,closed,somato lat,stim1000pre,accuracy,incorrect,0.198
sub006,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.202
sub006,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.198
sub006,closed,somato lat,stim1000pre,rt,fast,0.159
sub006,closed,somato lat,stim1000pre,rt,slow,0.145
sub007,open,somato lat,stim500pre,accuracy,correct,0.006
sub007,open,somato lat,stim500pre,accuracy,incorrect,-0.043
sub007,open,somato lat,stim500pre,accuracy_e,correct_e,0.009
sub007,open,somato lat,stim500pre,accuracy_e,incorrect_e,-0.043
sub007,open,somato lat,stim500pre,rt,fast,0.016
sub007,open,somato lat,stim500pre,rt,slow,0.004
sub007,closed,somato lat,stim500pre,accuracy,correct,0.022
sub007,closed,somato lat,stim500pre,accuracy,incorrect,-0.01
sub007,closed,somato lat,stim500pre,accuracy_e,correct_e,0.039
sub007,closed,somato lat,stim500pre,accuracy_e,incorrect_e,-0.01
sub007,closed,somato lat,stim500pre,rt,fast,-0.021
sub007,closed,somato lat,stim500pre,rt,slow,0.057
sub007,open,somato lat,stim1000pre,accuracy,correct,-0.001
sub007,open,somato lat,stim1000pre,accuracy,incorrect,-0.026
sub007,open,somato lat,stim1000pre,accuracy_e,correct_e,-0.084
sub007,open,somato lat,stim1000pre,accuracy_e,incorrect_e,-0.026
sub007,open,somato lat,stim1000pre,rt,fast,0.006
sub007,open,somato lat,stim1000pre,rt,slow,-0.013
sub007,closed,somato lat,stim1000pre,accuracy,correct,0.078
sub007,closed,somato lat,stim1000pre,accuracy,incorrect,0.008
sub007,closed,somato lat,stim1000pre,accuracy_e,correct_e,-0.003
sub007,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.008
sub007,closed,somato lat,stim1000pre,rt,fast,0.083
sub007,closed,somato lat,stim1000pre,rt,slow,0.072
sub008,open,somato lat,stim500pre,accuracy,correct,-0.041
sub008,open,somato lat,stim500pre,accuracy,incorrect,-0.021
sub008,open,somato lat,stim500pre,accuracy_e,correct_e,0.155
sub008,open,somato lat,stim500pre,accuracy_e,incorrect_e,-0.021
sub008,open,somato lat,stim500pre,rt,fast,-0.012
sub008,open,somato lat,stim500pre,rt,slow,-0.07
sub008,closed,somato lat,stim500pre,accuracy,correct,0.027
sub008,closed,somato lat,stim500pre,accuracy,incorrect,0.069
sub008,closed,somato lat,stim500pre,accuracy_e,correct_e,0.023
sub008,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.069
sub008,closed,somato lat,stim500pre,rt,fast,0.013
sub008,closed,somato lat,stim500pre,rt,slow,0.038
sub008,open,somato lat,stim1000pre,accuracy,correct,-0.009
sub008,open,somato lat,stim1000pre,accuracy,incorrect,0.099
sub008,open,somato lat,stim1000pre,accuracy_e,correct_e,0.01
sub008,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.099
sub008,open,somato lat,stim1000pre,rt,fast,0.019
sub008,open,somato lat,stim1000pre,rt,slow,-0.038
sub008,closed,somato lat,stim1000pre,accuracy,correct,0.014
sub008,closed,somato lat,stim1000pre,accuracy,incorrect,0.026
sub008,closed,somato lat,stim1000pre,accuracy_e,correct_e,-0.034
sub008,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.026
sub008,closed,somato lat,stim1000pre,rt,fast,0.042
sub008,closed,somato lat,stim1000pre,rt,slow,-0.011
sub009,open,somato lat,stim500pre,accuracy,correct,0.17
sub009,open,somato lat,stim500pre,accuracy,incorrect,0.116
sub009,open,somato lat,stim500pre,accuracy_e,correct_e,0.231
sub009,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.116
sub009,open,somato lat,stim500pre,rt,fast,0.124
sub009,open,somato lat,stim500pre,rt,slow,0.226
sub009,closed,somato lat,stim500pre,accuracy,correct,0.13
sub009,closed,somato lat,stim500pre,accuracy,incorrect,0.027
sub009,closed,somato lat,stim500pre,accuracy_e,correct_e,0.072
sub009,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.027
sub009,closed,somato lat,stim500pre,rt,fast,0.16
sub009,closed,somato lat,stim500pre,rt,slow,0.113
sub009,open,somato lat,stim1000pre,accuracy,correct,0.112
sub009,open,somato lat,stim1000pre,accuracy,incorrect,0.122
sub009,open,somato lat,stim1000pre,accuracy_e,correct_e,0.049
sub009,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.122
sub009,open,somato lat,stim1000pre,rt,fast,0.101
sub009,open,somato lat,stim1000pre,rt,slow,0.134
sub009,closed,somato lat,stim1000pre,accuracy,correct,0.075
sub009,closed,somato lat,stim1000pre,accuracy,incorrect,-0.006
sub009,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.081
sub009,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,-0.006
sub009,closed,somato lat,stim1000pre,rt,fast,0.067
sub009,closed,somato lat,stim1000pre,rt,slow,0.091
sub010,open,somato lat,stim500pre,accuracy,correct,0.086
sub010,open,somato lat,stim500pre,accuracy,incorrect,0.128
sub010,open,somato lat,stim500pre,accuracy_e,correct_e,0.064
sub010,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.128
sub010,open,somato lat,stim500pre,rt,fast,0.133
sub010,open,somato lat,stim500pre,rt,slow,0.039
sub010,closed,somato lat,stim500pre,accuracy,correct,0.214
sub010,closed,somato lat,stim500pre,accuracy,incorrect,0.224
sub010,closed,somato lat,stim500pre,accuracy_e,correct_e,0.085
sub010,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.224
sub010,closed,somato lat,stim500pre,rt,fast,0.269
sub010,closed,somato lat,stim500pre,rt,slow,0.158
sub010,open,somato lat,stim1000pre,accuracy,correct,0.082
sub010,open,somato lat,stim1000pre,accuracy,incorrect,0.165
sub010,open,somato lat,stim1000pre,accuracy_e,correct_e,0.067
sub010,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.165
sub010,open,somato lat,stim1000pre,rt,fast,0.076
sub010,open,somato lat,stim1000pre,rt,slow,0.089
sub010,closed,somato lat,stim1000pre,accuracy,correct,0.149
sub010,closed,somato lat,stim1000pre,accuracy,incorrect,0.238
sub010,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.191
sub010,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.238
sub010,closed,somato lat,stim1000pre,rt,fast,0.159
sub010,closed,somato lat,stim1000pre,rt,slow,0.139
sub011,open,somato lat,stim500pre,accuracy,correct,0.048
sub011,open,somato lat,stim500pre,accuracy,incorrect,-0.066
sub011,open,somato lat,stim500pre,accuracy_e,correct_e,0.042
sub011,open,somato lat,stim500pre,accuracy_e,incorrect_e,-0.066
sub011,open,somato lat,stim500pre,rt,fast,0.022
sub011,open,somato lat,stim500pre,rt,slow,0.081
sub011,closed,somato lat,stim500pre,accuracy,correct,0.078
sub011,closed,somato lat,stim500pre,accuracy,incorrect,0.112
sub011,closed,somato lat,stim500pre,accuracy_e,correct_e,0.206
sub011,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.112
sub011,closed,somato lat,stim500pre,rt,fast,0.023
sub011,closed,somato lat,stim500pre,rt,slow,0.131
sub011,open,somato lat,stim1000pre,accuracy,correct,0.1
sub011,open,somato lat,stim1000pre,accuracy,incorrect,-0.027
sub011,open,somato lat,stim1000pre,accuracy_e,correct_e,0.22
sub011,open,somato lat,stim1000pre,accuracy_e,incorrect_e,-0.027
sub011,open,somato lat,stim1000pre,rt,fast,0.045
sub011,open,somato lat,stim1000pre,rt,slow,0.163
sub011,closed,somato lat,stim1000pre,accuracy,correct,0.093
sub011,closed,somato lat,stim1000pre,accuracy,incorrect,0.177
sub011,closed,somato lat,stim1000pre,accuracy_e,correct_e,0.057
sub011,closed,somato lat,stim1000pre,accuracy_e,incorrect_e,0.177
sub011,closed,somato lat,stim1000pre,rt,fast,0.083
sub011,closed,somato lat,stim1000pre,rt,slow,0.113
sub012,open,somato lat,stim500pre,accuracy,correct,0.062
sub012,open,somato lat,stim500pre,accuracy,incorrect,0.003
sub012,open,somato lat,stim500pre,accuracy_e,correct_e,0.087
sub012,open,somato lat,stim500pre,accuracy_e,incorrect_e,0.003
sub012,open,somato lat,stim500pre,rt,fast,0.064
sub012,open,somato lat,stim500pre,rt,slow,0.059
sub012,closed,somato lat,stim500pre,accuracy,correct,0.047
sub012,closed,somato lat,stim500pre,accuracy,incorrect,0.16
sub012,closed,somato lat,stim500pre,accuracy_e,correct_e,0.094
sub012,closed,somato lat,stim500pre,accuracy_e,incorrect_e,0.16
sub012,closed,somato lat,stim500pre,rt,fast,0.03
sub012,closed,somato lat,stim500pre,rt,slow,0.061
sub012,open,somato lat,stim1000pre,accuracy,correct,0.097
sub012,open,somato lat,stim1000pre,accuracy,incorrect,0.086
sub012,open,somato lat,stim1000pre,accuracy_e,correct_e,0.046
sub012,open,somato lat,stim1000pre,accuracy_e,incorrect_e,0.086
sub012,open,somato lat,stim1000pre,rt,fast,0.078
sub012,open,somato lat,stim1000pre,rt,slow,0.115
sub012,closed,somato lat,stim1000pre,accuracy,correct,0.029
sub012,closed,somato lat,stim1000pre,accuracy,incorrect,0.091
