sub,eye,measure,window,peak,compare,cond,value
sub002,open,visual power,1000pre,corinne,rt,fast,-0.0938934102902064
sub002,open,visual power,1000pre,corinne,rt,slow,-0.0120049012768361
sub002,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0310063938528591
sub002,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0227814543613052
sub002,open,laterilsation index,1000pre,corinne,rt,fast,0.0205077033500598
sub002,open,laterilsation index,1000pre,corinne,rt,slow,0.0582826304690789
sub002,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.0823612206755644
sub002,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.0947323785478846
sub002,open,somatovisual balance,1000pre,corinne,rt,fast,0.086730463863866
sub002,open,somatovisual balance,1000pre,corinne,rt,slow,0.114950712411422
sub002,closed,visual power,1000pre,corinne,accuracy_e,correct_e,0.228597508709056
sub002,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.208751559999238
sub002,closed,visual power,1000pre,corinne,rt,fast,0.382261420089258
sub002,closed,visual power,1000pre,corinne,rt,slow,0.14520289707037
sub002,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.0456692600682937
sub002,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0465781886806508
sub002,closed,laterilsation index,1000pre,corinne,rt,fast,-0.055752620108028
sub002,closed,laterilsation index,1000pre,corinne,rt,slow,0.0794922142661792
sub002,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.291863078799551
sub002,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.314952340906383
sub002,closed,somatovisual balance,1000pre,corinne,rt,fast,0.302140555634878
sub002,closed,somatovisual balance,1000pre,corinne,rt,slow,0.360727770699047
sub003,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.422132674445881
sub003,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.538258913721706
sub003,open,visual power,1000pre,corinne,rt,fast,0.335351109810303
sub003,open,visual power,1000pre,corinne,rt,slow,0.289305608017127
sub003,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.119214213731398
sub003,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,-0.0531088512842388
sub003,open,laterilsation index,1000pre,corinne,rt,fast,0.0957917839016751
sub003,open,laterilsation index,1000pre,corinne,rt,slow,0.0784380744793179
sub003,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.820690845663046
sub003,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.794554812292067
sub003,open,somatovisual balance,1000pre,corinne,rt,fast,0.822579408192076
sub003,open,somatovisual balance,1000pre,corinne,rt,slow,0.826839764225027
sub003,closed,visual power,1000pre,corinne,accuracy_e,correct_e,0.0738409260598695
sub003,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.0608683518346619
sub003,closed,visual power,1000pre,corinne,rt,fast,0.241213012389061
sub003,closed,visual power,1000pre,corinne,rt,slow,0.0930716577898803
sub003,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0458881411888065
sub003,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0930294521011092
sub003,closed,laterilsation index,1000pre,corinne,rt,fast,0.0256675756334563
sub003,closed,laterilsation index,1000pre,corinne,rt,slow,0.0621161781458616
sub003,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.858746723880889
sub003,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.85713625032397
sub003,closed,somatovisual balance,1000pre,corinne,rt,fast,0.860693329466782
sub003,closed,somatovisual balance,1000pre,corinne,rt,slow,0.866745889447422
sub004,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.204744523120389
sub004,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.395134778977815
sub004,open,visual power,1000pre,corinne,rt,fast,0.432925704405797
sub004,open,visual power,1000pre,corinne,rt,slow,0.119054461373531
sub004,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.0300533859958502
sub004,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.029901266776523
sub004,open,laterilsation index,1000pre,corinne,rt,fast,-0.0548571913208967
sub004,open,laterilsation index,1000pre,corinne,rt,slow,0.0856465473963635
sub004,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.713217055680488
sub004,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.737123649136328
sub004,open,somatovisual balance,1000pre,corinne,rt,fast,0.733284743433398
sub004,open,somatovisual balance,1000pre,corinne,rt,slow,0.738599255286661
sub004,closed,visual power,1000pre,corinne,accuracy_e,correct_e,0.244383542735741
sub004,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.3379122174828
sub004,closed,visual power,1000pre,corinne,rt,fast,0.537084121921594
sub004,closed,visual power,1000pre,corinne,rt,slow,0.414015573046591
sub004,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0907210190742608
sub004,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.179457857185715
sub004,closed,laterilsation index,1000pre,corinne,rt,fast,0.00916317146922094
sub004,closed,laterilsation index,1000pre,corinne,rt,slow,0.00665998300061575
sub004,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.828102245446612
sub004,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.825673862126247
sub004,closed,somatovisual balance,1000pre,corinne,rt,fast,0.809185576793188
sub004,closed,somatovisual balance,1000pre,corinne,rt,slow,0.819681554375508
sub005,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.524747985729765
sub005,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.203659289889285
sub005,open,visual power,1000pre,corinne,rt,fast,0.393117442938772
sub005,open,visual power,1000pre,corinne,rt,slow,0.459844390046168
sub005,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.00764662002910479
sub005,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0606256504574847
sub005,open,laterilsation index,1000pre,corinne,rt,fast,0.0121602198087726
sub005,open,laterilsation index,1000pre,corinne,rt,slow,-0.00837898123072114
sub005,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.775893743015198
sub005,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.767357353523657
sub005,open,somatovisual balance,1000pre,corinne,rt,fast,0.774857253848007
sub005,open,somatovisual balance,1000pre,corinne,rt,slow,0.760609388790955
sub005,closed,visual power,1000pre,corinne,accuracy_e,correct_e,-0.137640909203973
sub005,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.158083646792697
sub005,closed,visual power,1000pre,corinne,rt,fast,-0.0870823285327718
sub005,closed,visual power,1000pre,corinne,rt,slow,-0.199523910092434
sub005,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.00640206443151311
sub005,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0142178113830072
sub005,closed,laterilsation index,1000pre,corinne,rt,fast,0.0453520584881984
sub005,closed,laterilsation index,1000pre,corinne,rt,slow,-0.0528753297428572
sub005,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.826709295227125
sub005,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.804453391948534
sub005,closed,somatovisual balance,1000pre,corinne,rt,fast,0.82984123589754
sub005,closed,somatovisual balance,1000pre,corinne,rt,slow,0.8212747648858
sub006,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.400288175952466
sub006,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.527009250708444
sub006,open,visual power,1000pre,corinne,rt,fast,0.528703260440644
sub006,open,visual power,1000pre,corinne,rt,slow,0.452175672889206
sub006,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0751186861680854
sub006,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0472025120731023
sub006,open,laterilsation index,1000pre,corinne,rt,fast,0.0803095662020955
sub006,open,laterilsation index,1000pre,corinne,rt,slow,0.0460682617744562
sub006,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.768289876345607
sub006,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.759845588033033
sub006,open,somatovisual balance,1000pre,corinne,rt,fast,0.7326426174419
sub006,open,somatovisual balance,1000pre,corinne,rt,slow,0.772233182636827
sub006,closed,visual power,1000pre,corinne,accuracy_e,correct_e,0.10566205368586
sub006,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.228593013016954
sub006,closed,visual power,1000pre,corinne,rt,fast,0.0781823931090466
sub006,closed,visual power,1000pre,corinne,rt,slow,0.219420545290664
sub006,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0938568509142789
sub006,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0835645603012198
sub006,closed,laterilsation index,1000pre,corinne,rt,fast,0.155923020524839
sub006,closed,laterilsation index,1000pre,corinne,rt,slow,0.0947618283021411
sub006,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.734086994086513
sub006,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.76608445965623
sub006,closed,somatovisual balance,1000pre,corinne,rt,fast,0.778487019420853
sub006,closed,somatovisual balance,1000pre,corinne,rt,slow,0.738550740294307
sub007,open,visual power,1000pre,corinne,accuracy_e,correct_e,-0.324136814808355
sub007,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.259540535610287
sub007,open,visual power,1000pre,corinne,rt,fast,-0.414661819239041
sub007,open,visual power,1000pre,corinne,rt,slow,-0.314987412434167
sub007,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.00732766627760601
sub007,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,-0.0474337523104924
sub007,open,laterilsation index,1000pre,corinne,rt,fast,0.0612971765293154
sub007,open,laterilsation index,1000pre,corinne,rt,slow,0.00201239308961862
sub007,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.372578276702965
sub007,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.41149136505153
sub007,open,somatovisual balance,1000pre,corinne,rt,fast,0.414282196282233
sub007,open,somatovisual balance,1000pre,corinne,rt,slow,0.296722394513013
sub007,closed,visual power,1000pre,corinne,accuracy_e,correct_e,-0.494190744535598
sub007,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.45623137959624
sub007,closed,visual power,1000pre,corinne,rt,fast,-0.457911233880469
sub007,closed,visual power,1000pre,corinne,rt,slow,-0.428387051505398
sub007,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0163006118127531
sub007,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.242509220566607
sub007,closed,laterilsation index,1000pre,corinne,rt,fast,0.0508549615560227
sub007,closed,laterilsation index,1000pre,corinne,rt,slow,-0.00945491612345246
sub007,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.644362361536098
sub007,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.633010736688965
sub007,closed,somatovisual balance,1000pre,corinne,rt,fast,0.647374186425092
sub007,closed,somatovisual balance,1000pre,corinne,rt,slow,0.621369467959194
sub008,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.852791650019425
sub008,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.0405552847801114
sub008,open,visual power,1000pre,corinne,rt,fast,0.201894170472871
sub008,open,visual power,1000pre,corinne,rt,slow,0.537767923771582
sub008,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.225251952069534
sub008,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.1517687802725
sub008,open,laterilsation index,1000pre,corinne,rt,fast,-0.00650028119572457
sub008,open,laterilsation index,1000pre,corinne,rt,slow,0.0307925014151828
sub008,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.934295474304406
sub008,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.936323747597033
sub008,open,somatovisual balance,1000pre,corinne,rt,fast,0.941527440598596
sub008,open,somatovisual balance,1000pre,corinne,rt,slow,0.948862069963861
sub008,closed,visual power,1000pre,corinne,accuracy_e,correct_e,-0.238484096003055
sub008,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.244921294403275
sub008,closed,visual power,1000pre,corinne,rt,fast,-0.0303899620368654
sub008,closed,visual power,1000pre,corinne,rt,slow,-0.315114263697606
sub008,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.0218918348447412
sub008,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0698380923090066
sub008,closed,laterilsation index,1000pre,corinne,rt,fast,0.0219282673101359
sub008,closed,laterilsation index,1000pre,corinne,rt,slow,0.00823940775813291
sub008,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.949778863901081
sub008,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.946961190997761
sub008,closed,somatovisual balance,1000pre,corinne,rt,fast,0.959169655672898
sub008,closed,somatovisual balance,1000pre,corinne,rt,slow,0.950132935413273
sub009,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.24845579266256
sub009,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.0210211681605416
sub009,open,visual power,1000pre,corinne,rt,fast,0.17607497675202
sub009,open,visual power,1000pre,corinne,rt,slow,0.0502666503231474
sub009,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0232977559723848
sub009,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0553024762455021
sub009,open,laterilsation index,1000pre,corinne,rt,fast,0.0978605482376295
sub009,open,laterilsation index,1000pre,corinne,rt,slow,-0.0795129692967778
sub009,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.0868906691591519
sub009,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.109325690956444
sub009,open,somatovisual balance,1000pre,corinne,rt,fast,0.15691648665641
sub009,open,somatovisual balance,1000pre,corinne,rt,slow,0.0743695189757809
sub009,closed,visual power,1000pre,corinne,accuracy_e,correct_e,-0.092440688377016
sub009,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.141258720422268
sub009,closed,visual power,1000pre,corinne,rt,fast,-0.0839725912575014
sub009,closed,visual power,1000pre,corinne,rt,slow,-0.112571122199923
sub009,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.100416440120727
sub009,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0738946314377836
sub009,closed,laterilsation index,1000pre,corinne,rt,fast,0.100929388119916
sub009,closed,laterilsation index,1000pre,corinne,rt,slow,0.0594301361879331
sub009,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.15956505196384
sub009,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.144759759943176
sub009,closed,somatovisual balance,1000pre,corinne,rt,fast,0.171698638618641
sub009,closed,somatovisual balance,1000pre,corinne,rt,slow,0.166435608354621
sub010,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.521881846881507
sub010,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.512532647556886
sub010,open,visual power,1000pre,corinne,rt,fast,0.869573801696803
sub010,open,visual power,1000pre,corinne,rt,slow,0.67875090640644
sub010,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.0232344256885729
sub010,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.183276980650495
sub010,open,laterilsation index,1000pre,corinne,rt,fast,0.070980635246679
sub010,open,laterilsation index,1000pre,corinne,rt,slow,0.000942832843773048
sub010,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.787217545062284
sub010,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.790139730363827
sub010,open,somatovisual balance,1000pre,corinne,rt,fast,0.801433830727415
sub010,open,somatovisual balance,1000pre,corinne,rt,slow,0.798155132928725
sub010,closed,visual power,1000pre,corinne,accuracy_e,correct_e,-0.0545220442176998
sub010,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.170920063933974
sub010,closed,visual power,1000pre,corinne,rt,fast,-0.106903424078712
sub010,closed,visual power,1000pre,corinne,rt,slow,-0.0155197753100225
sub010,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.133345868958558
sub010,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0126707368678265
sub010,closed,laterilsation index,1000pre,corinne,rt,fast,0.299886387954554
sub010,closed,laterilsation index,1000pre,corinne,rt,slow,0.054179658998589
sub010,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.850595770172747
sub010,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.843812295021637
sub010,closed,somatovisual balance,1000pre,corinne,rt,fast,0.866909829074633
sub010,closed,somatovisual balance,1000pre,corinne,rt,slow,0.847181807251179
sub011,open,visual power,1000pre,corinne,accuracy_e,correct_e,1.14001779621043
sub011,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,1.54703684347156
sub011,open,visual power,1000pre,corinne,rt,fast,1.35541452117104
sub011,open,visual power,1000pre,corinne,rt,slow,1.50933282511643
sub011,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.0662653030914266
sub011,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.292924334193638
sub011,open,laterilsation index,1000pre,corinne,rt,fast,-0.056833695024685
sub011,open,laterilsation index,1000pre,corinne,rt,slow,0.0433770329040114
sub011,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.800353154220593
sub011,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.848303572255516
sub011,open,somatovisual balance,1000pre,corinne,rt,fast,0.79723253167725
sub011,open,somatovisual balance,1000pre,corinne,rt,slow,0.794575388457356
sub011,closed,visual power,1000pre,corinne,accuracy_e,correct_e,-0.133176767735154
sub011,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.226422399630222
sub011,closed,visual power,1000pre,corinne,rt,fast,-0.121215919861198
sub011,closed,visual power,1000pre,corinne,rt,slow,-0.225042018704593
sub011,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0958059489864318
sub011,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0466377311861144
sub011,closed,laterilsation index,1000pre,corinne,rt,fast,0.00340696824606325
sub011,closed,laterilsation index,1000pre,corinne,rt,slow,0.0474790205827127
sub011,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.807228050948171
sub011,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.814643976865689
sub011,closed,somatovisual balance,1000pre,corinne,rt,fast,0.797013573138995
sub011,closed,somatovisual balance,1000pre,corinne,rt,slow,0.812635033005657
sub012,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.601048623357951
sub012,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.55572938880218
sub012,open,visual power,1000pre,corinne,rt,fast,0.498465574014335
sub012,open,visual power,1000pre,corinne,rt,slow,0.393610804504407
sub012,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0636877728585107
sub012,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.124803012276735
sub012,open,laterilsation index,1000pre,corinne,rt,fast,0.0529365191814873
sub012,open,laterilsation index,1000pre,corinne,rt,slow,0.0629095592981613
sub012,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.881057261728938
sub012,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.888041277442422
sub012,open,somatovisual balance,1000pre,corinne,rt,fast,0.893188658628067
sub012,open,somatovisual balance,1000pre,corinne,rt,slow,0.871883045175287
sub012,closed,visual power,1000pre,corinne,accuracy_e,correct_e,0.0885861080145335
sub012,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.0690855348292148
sub012,closed,visual power,1000pre,corinne,rt,fast,0.0140009045298133
sub012,closed,visual power,1000pre,corinne,rt,slow,-0.0511258929125157
sub012,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.00624453618751508
sub012,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,-0.182479119914033
sub012,closed,laterilsation index,1000pre,corinne,rt,fast,0.0654082538326507
sub012,closed,laterilsation index,1000pre,corinne,rt,slow,0.0133987814041242
sub012,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.886585188032838
sub012,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.858115683653251
sub012,closed,somatovisual balance,1000pre,corinne,rt,fast,0.879819179425191
sub012,closed,somatovisual balance,1000pre,corinne,rt,slow,0.872461723638697
sub017,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.939399283915453
sub017,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,2.11058554485832
sub017,open,visual power,1000pre,corinne,rt,fast,1.25017773518169
sub017,open,visual power,1000pre,corinne,rt,slow,0.721624290819228
sub017,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.0932569066823937
sub017,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0451272847877185
sub017,open,laterilsation index,1000pre,corinne,rt,fast,-0.0125211515379842
sub017,open,laterilsation index,1000pre,corinne,rt,slow,0.0312911672655596
sub017,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.578005625428477
sub017,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.56117559000867
sub017,open,somatovisual balance,1000pre,corinne,rt,fast,0.553115700271155
sub017,open,somatovisual balance,1000pre,corinne,rt,slow,0.546305575127595
sub017,closed,visual power,1000pre,corinne,accuracy_e,correct_e,-0.0245353242892063
sub017,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.327416481894774
sub017,closed,visual power,1000pre,corinne,rt,fast,-0.128983435481272
sub017,closed,visual power,1000pre,corinne,rt,slow,-0.190967314633798
sub017,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.056079016168136
sub017,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.162352574424404
sub017,closed,laterilsation index,1000pre,corinne,rt,fast,0.0478507131233609
sub017,closed,laterilsation index,1000pre,corinne,rt,slow,-0.0199173281737912
sub017,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.641111853137761
sub017,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.655772193005998
sub017,closed,somatovisual balance,1000pre,corinne,rt,fast,0.637683223930653
sub017,closed,somatovisual balance,1000pre,corinne,rt,slow,0.598116862271534
sub018,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.109883822017625
sub018,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.0101873741562763
sub018,open,visual power,1000pre,corinne,rt,fast,0.0890306479690577
sub018,open,visual power,1000pre,corinne,rt,slow,-0.0265176769395835
sub018,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.119627760288898
sub018,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.125603881626052
sub018,open,laterilsation index,1000pre,corinne,rt,fast,0.169953844718009
sub018,open,laterilsation index,1000pre,corinne,rt,slow,0.0534701433013454
sub018,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.438082715115129
sub018,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.416747208578061
sub018,open,somatovisual balance,1000pre,corinne,rt,fast,0.429349632851567
sub018,open,somatovisual balance,1000pre,corinne,rt,slow,0.388404404915003
sub018,closed,visual power,1000pre,corinne,accuracy_e,correct_e,0.0171573783151946
sub018,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.124240664370733
sub018,closed,visual power,1000pre,corinne,rt,fast,-0.0250974189295551
sub018,closed,visual power,1000pre,corinne,rt,slow,-0.0499368849632897
sub018,closed,laterilsation index,1000pre,corinne,accuracy_e,correct_e,-0.00182079133682928
sub018,closed,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.0793099221443881
sub018,closed,laterilsation index,1000pre,corinne,rt,fast,0.0591265161344041
sub018,closed,laterilsation index,1000pre,corinne,rt,slow,-0.0204196163695395
sub018,closed,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.17771025447647
sub018,closed,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.237888644341119
sub018,closed,somatovisual balance,1000pre,corinne,rt,fast,0.216120042530795
sub018,closed,somatovisual balance,1000pre,corinne,rt,slow,0.14879008444679
sub020,open,visual power,1000pre,corinne,accuracy_e,correct_e,0.321606382174839
sub020,open,visual power,1000pre,corinne,accuracy_e,incorrect_e,0.15987527223416
sub020,open,visual power,1000pre,corinne,rt,fast,0.18524406097642
sub020,open,visual power,1000pre,corinne,rt,slow,0.392485953308156
sub020,open,laterilsation index,1000pre,corinne,accuracy_e,correct_e,0.294808385852454
sub020,open,laterilsation index,1000pre,corinne,accuracy_e,incorrect_e,0.247249065112139
sub020,open,laterilsation index,1000pre,corinne,rt,fast,0.236052707683556
sub020,open,laterilsation index,1000pre,corinne,rt,slow,0.24859769258591
sub020,open,somatovisual balance,1000pre,corinne,accuracy_e,correct_e,0.77191290017826
sub020,open,somatovisual balance,1000pre,corinne,accuracy_e,incorrect_e,0.748676541674301
sub020,open,somatovisual balance,1000pre,corinne,rt,fast,0.754918683622307
sub020,open,somatovisual balance,1000pre,corinne,rt,slow,0.730026126684577
sub020,closed,visual power,1000pre,corinne,accuracy_e,correct_e,-0.0388962760729859
sub020,closed,visual power,1000pre,corinne,accuracy_e,incorrect_e,-0.290906526153961
