cl_co,cl_in,op_co,op_in
0.101626638617105,0.019225177730046,0.328849119798645,-0.246751047150553
0.0354623897081265,0.0561947983239669,-0.172709280207129,0.126958456988401
0.0693187610600951,-0.0116689197467993,0.59309600973983,0.161261264573216
0.222191966959305,0.496506335198005,0.0498144019016938,0.207519010240085
0.349438246787735,0.0686887849253163,0.267369986858211,-0.0481220408065849
0.497317452025234,0.587133109478489,0.3106269709053,1.06079059979389
0.47006627656412,0.09915404979521,-0.590691270607573,-2.59525946941214
0.939157929889973,0.357519380044378,0.165958394966759,-0.826518330800783
0.365564444581363,0.204063802703226,0.125345488193119,0.57438451091579
0.995549647577406,0.366967675957404,1.51286765113899,0.840564236648521
-1.28315069146651,0.154685440326985,0.422602672717214,-0.962282190889777
0.329835839216568,0.301362537012331,0.585059419697377,-0.328716167813289
0.689265829474494,0.610630302767109,0.27238178195988,0.593364570780667
-0.177756990258332,0.179468043209367,0.111658169878933,0.217152332921379
0.30099573933641,0.215952365506029,0.358045003986601,0.470309189134388
-0.0146204364212549,-0.0410454605953235,0.188634080152274,0.111140572273458
0.650924182444971,0.344431946281341,0.360450369190902,0.84630670848168
0.463811599306808,0.541435407822864,0.418079330676849,-0.101841782624473
-0.0733003736090728,0.308433218950388,0.932340914657099,-0.0389693379710529
0.302729848546642,0.159731399794765,0.0987803068641251,-0.0648768317150155
0.223494027839192,-0.329633550232378,-0.666701589380786,0.0841337868083245
-0.232418128242665,0.110153117141379,0.206444712986812,-0.214000074800678
0.200083975075378,0.323027807047418,0.3987640822272,0.152783456024844
-0.0753901478520188,0.350502734743487,-0.115777110496314,0.0964403467017687
0.0216329863302723,-0.311804109727162,0.673430700572668,0.180662315736505
0.3768814856706,0.159618297562823,0.183344451879823,-0.20255817895026
-0.167114464903869,0.188730684151471,0.290025891642912,-0.178460200352664
0.0215980508503912,-0.395535023090154,0.208075700376829,0.227862032583317
-0.0622267504431751,-0.216027052401358,0.139056294824148,0.0623979106522913
0.0136985921744554,0.251236110853303,-0.0187646890793434,0.17898750366965
0.656030269171479,-0.0198299115302282,0.774763477101935,0.105759507572529
0.17499921145625,-0.0214307691117645,0.0425582327890211,0.496521669686716
0.272568734409928,0.364548319612373,0.0439706521425665,-0.0671203124553427
