sub,eye,cue,measure,window,compare,cond,value
sub009,open,left,bal_ip_v,stim500pre,accuracy,correct,-0.459
sub009,open,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.395
sub009,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.47
sub009,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.395
sub009,open,left,bal_ip_v,stim500pre,rt,fast,-0.386
sub009,open,left,bal_ip_v,stim500pre,rt,slow,-0.538
sub009,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.715
sub009,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.739
sub009,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.728
sub009,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.739
sub009,open,left,bal_ip_i,stim500pre,rt,fast,-0.709
sub009,open,left,bal_ip_i,stim500pre,rt,slow,-0.726
sub009,open,right,vis,stim500pre,accuracy,correct,1.513
sub009,open,right,vis,stim500pre,accuracy,incorrect,2.239
sub009,open,right,vis,stim500pre,accuracy_e,correct_e,0.95
sub009,open,right,vis,stim500pre,accuracy_e,incorrect_e,2.239
sub009,open,right,vis,stim500pre,rt,fast,1.698
sub009,open,right,vis,stim500pre,rt,slow,1.329
sub009,open,right,lat,stim500pre,accuracy,correct,-0.357
sub009,open,right,lat,stim500pre,accuracy,incorrect,-0.432
sub009,open,right,lat,stim500pre,accuracy_e,correct_e,-0.328
sub009,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.432
sub009,open,right,lat,stim500pre,rt,fast,-0.296
sub009,open,right,lat,stim500pre,rt,slow,-0.417
sub009,open,right,bal_ip_v,stim500pre,accuracy,correct,0.028
sub009,open,right,bal_ip_v,stim500pre,accuracy,incorrect,0.124
sub009,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,0.081
sub009,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.124
sub009,open,right,bal_ip_v,stim500pre,rt,fast,-0.09
sub009,open,right,bal_ip_v,stim500pre,rt,slow,0.146
sub009,open,right,bal_ip_i,stim500pre,accuracy,correct,0.108
sub009,open,right,bal_ip_i,stim500pre,accuracy,incorrect,0.181
sub009,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,0.136
sub009,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.181
sub009,open,right,bal_ip_i,stim500pre,rt,fast,0.001
sub009,open,right,bal_ip_i,stim500pre,rt,slow,0.216
sub009,closed,left,vis,stim500pre,accuracy,correct,0.353
sub009,closed,left,vis,stim500pre,accuracy,incorrect,1.233
sub009,closed,left,vis,stim500pre,accuracy_e,correct_e,0.554
sub009,closed,left,vis,stim500pre,accuracy_e,incorrect_e,1.233
sub009,closed,left,vis,stim500pre,rt,fast,0.211
sub009,closed,left,vis,stim500pre,rt,slow,0.494
sub009,closed,left,lat,stim500pre,accuracy,correct,0.716
sub009,closed,left,lat,stim500pre,accuracy,incorrect,0.601
sub009,closed,left,lat,stim500pre,accuracy_e,correct_e,0.743
sub009,closed,left,lat,stim500pre,accuracy_e,incorrect_e,0.601
sub009,closed,left,lat,stim500pre,rt,fast,0.788
sub009,closed,left,lat,stim500pre,rt,slow,0.643
sub009,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.62
sub009,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.532
sub009,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.623
sub009,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.532
sub009,closed,left,bal_ip_v,stim500pre,rt,fast,-0.569
sub009,closed,left,bal_ip_v,stim500pre,rt,slow,-0.672
sub009,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.769
sub009,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.649
sub009,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.757
sub009,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.649
sub009,closed,left,bal_ip_i,stim500pre,rt,fast,-0.799
sub009,closed,left,bal_ip_i,stim500pre,rt,slow,-0.74
sub009,closed,right,vis,stim500pre,accuracy,correct,0.44
sub009,closed,right,vis,stim500pre,accuracy,incorrect,0.521
sub009,closed,right,vis,stim500pre,accuracy_e,correct_e,0.406
sub009,closed,right,vis,stim500pre,accuracy_e,incorrect_e,0.521
sub009,closed,right,vis,stim500pre,rt,fast,0.448
sub009,closed,right,vis,stim500pre,rt,slow,0.466
sub009,closed,right,lat,stim500pre,accuracy,correct,-0.471
sub009,closed,right,lat,stim500pre,accuracy,incorrect,-0.399
sub009,closed,right,lat,stim500pre,accuracy_e,correct_e,-0.449
sub009,closed,right,lat,stim500pre,accuracy_e,incorrect_e,-0.399
sub009,closed,right,lat,stim500pre,rt,fast,-0.407
sub009,closed,right,lat,stim500pre,rt,slow,-0.526
sub009,closed,right,bal_ip_v,stim500pre,accuracy,correct,0.075
sub009,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.075
sub009,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,0.062
sub009,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.075
sub009,closed,right,bal_ip_v,stim500pre,rt,fast,0.026
sub009,closed,right,bal_ip_v,stim500pre,rt,slow,0.118
sub009,closed,right,bal_ip_i,stim500pre,accuracy,correct,0.194
sub009,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,0.073
sub009,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,0.173
sub009,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.073
sub009,closed,right,bal_ip_i,stim500pre,rt,fast,0.122
sub009,closed,right,bal_ip_i,stim500pre,rt,slow,0.258
sub010,open,left,vis,stim500pre,accuracy,correct,2.946
sub010,open,left,vis,stim500pre,accuracy,incorrect,1.325
sub010,open,left,vis,stim500pre,accuracy_e,correct_e,2.477
sub010,open,left,vis,stim500pre,accuracy_e,incorrect_e,1.325
sub010,open,left,vis,stim500pre,rt,fast,0.756
sub010,open,left,vis,stim500pre,rt,slow,5.031
sub010,open,left,lat,stim500pre,accuracy,correct,-0.075
sub010,open,left,lat,stim500pre,accuracy,incorrect,-0.016
sub010,open,left,lat,stim500pre,accuracy_e,correct_e,-0.185
sub010,open,left,lat,stim500pre,accuracy_e,incorrect_e,-0.016
sub010,open,left,lat,stim500pre,rt,fast,-0.081
sub010,open,left,lat,stim500pre,rt,slow,-0.07
sub010,open,left,bal_ip_v,stim500pre,accuracy,correct,-0.441
sub010,open,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.411
sub010,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.452
sub010,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.411
sub010,open,left,bal_ip_v,stim500pre,rt,fast,-0.418
sub010,open,left,bal_ip_v,stim500pre,rt,slow,-0.464
sub010,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.346
sub010,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.347
sub010,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.311
sub010,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.347
sub010,open,left,bal_ip_i,stim500pre,rt,fast,-0.319
sub010,open,left,bal_ip_i,stim500pre,rt,slow,-0.373
sub010,open,right,vis,stim500pre,accuracy,correct,2.027
sub010,open,right,vis,stim500pre,accuracy,incorrect,1.534
sub010,open,right,vis,stim500pre,accuracy_e,correct_e,1.904
sub010,open,right,vis,stim500pre,accuracy_e,incorrect_e,1.534
sub010,open,right,vis,stim500pre,rt,fast,2.036
sub010,open,right,vis,stim500pre,rt,slow,2.054
sub010,open,right,lat,stim500pre,accuracy,correct,0.241
sub010,open,right,lat,stim500pre,accuracy,incorrect,0.298
sub010,open,right,lat,stim500pre,accuracy_e,correct_e,0.401
sub010,open,right,lat,stim500pre,accuracy_e,incorrect_e,0.298
sub010,open,right,lat,stim500pre,rt,fast,0.313
sub010,open,right,lat,stim500pre,rt,slow,0.161
sub010,open,right,bal_ip_v,stim500pre,accuracy,correct,-0.521
sub010,open,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.508
sub010,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.572
sub010,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.508
sub010,open,right,bal_ip_v,stim500pre,rt,fast,-0.512
sub010,open,right,bal_ip_v,stim500pre,rt,slow,-0.523
sub010,open,right,bal_ip_i,stim500pre,accuracy,correct,-0.486
sub010,open,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.558
sub010,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.595
sub010,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.558
sub010,open,right,bal_ip_i,stim500pre,rt,fast,-0.517
sub010,open,right,bal_ip_i,stim500pre,rt,slow,-0.449
sub010,closed,left,vis,stim500pre,accuracy,correct,0.068
sub010,closed,left,vis,stim500pre,accuracy,incorrect,-0.197
sub010,closed,left,vis,stim500pre,accuracy_e,correct_e,0.045
sub010,closed,left,vis,stim500pre,accuracy_e,incorrect_e,-0.197
sub010,closed,left,vis,stim500pre,rt,fast,0.156
sub010,closed,left,vis,stim500pre,rt,slow,-0.021
sub010,closed,left,lat,stim500pre,accuracy,correct,0.022
sub010,closed,left,lat,stim500pre,accuracy,incorrect,-0.083
sub010,closed,left,lat,stim500pre,accuracy_e,correct_e,0.014
sub010,closed,left,lat,stim500pre,accuracy_e,incorrect_e,-0.083
sub010,closed,left,lat,stim500pre,rt,fast,-0.052
sub010,closed,left,lat,stim500pre,rt,slow,0.095
sub010,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.715
sub010,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.537
sub010,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.699
sub010,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.537
sub010,closed,left,bal_ip_v,stim500pre,rt,fast,-0.653
sub010,closed,left,bal_ip_v,stim500pre,rt,slow,-0.777
sub010,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.634
sub010,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.434
sub010,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.619
sub010,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.434
sub010,closed,left,bal_ip_i,stim500pre,rt,fast,-0.573
sub010,closed,left,bal_ip_i,stim500pre,rt,slow,-0.696
sub010,closed,right,vis,stim500pre,accuracy,correct,0.095
sub010,closed,right,vis,stim500pre,accuracy,incorrect,-0.192
sub010,closed,right,vis,stim500pre,accuracy_e,correct_e,0.429
sub010,closed,right,vis,stim500pre,accuracy_e,incorrect_e,-0.192
sub010,closed,right,vis,stim500pre,rt,fast,-0.309
sub010,closed,right,vis,stim500pre,rt,slow,0.499
sub010,closed,right,lat,stim500pre,accuracy,correct,0.421
sub010,closed,right,lat,stim500pre,accuracy,incorrect,0.459
sub010,closed,right,lat,stim500pre,accuracy_e,correct_e,0.474
sub010,closed,right,lat,stim500pre,accuracy_e,incorrect_e,0.459
sub010,closed,right,lat,stim500pre,rt,fast,0.453
sub010,closed,right,lat,stim500pre,rt,slow,0.389
sub010,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.778
sub010,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.829
sub010,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.77
sub010,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.829
sub010,closed,right,bal_ip_v,stim500pre,rt,fast,-0.741
sub010,closed,right,bal_ip_v,stim500pre,rt,slow,-0.815
sub010,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.785
sub010,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.802
sub010,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.809
sub010,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.802
sub010,closed,right,bal_ip_i,stim500pre,rt,fast,-0.751
sub010,closed,right,bal_ip_i,stim500pre,rt,slow,-0.819
sub011,open,left,vis,stim500pre,accuracy,correct,0.803
sub011,open,left,vis,stim500pre,accuracy,incorrect,0.775
sub011,open,left,vis,stim500pre,accuracy_e,correct_e,0.656
sub011,open,left,vis,stim500pre,accuracy_e,incorrect_e,0.775
sub011,open,left,vis,stim500pre,rt,fast,1.036
sub011,open,left,vis,stim500pre,rt,slow,0.569
sub011,open,left,lat,stim500pre,accuracy,correct,-0.095
sub011,open,left,lat,stim500pre,accuracy,incorrect,0.033
sub011,open,left,lat,stim500pre,accuracy_e,correct_e,-0.11
sub011,open,left,lat,stim500pre,accuracy_e,incorrect_e,0.033
sub011,open,left,lat,stim500pre,rt,fast,-0.074
sub011,open,left,lat,stim500pre,rt,slow,-0.116
sub011,open,left,bal_ip_v,stim500pre,accuracy,correct,-0.451
sub011,open,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.342
sub011,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.38
sub011,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.342
sub011,open,left,bal_ip_v,stim500pre,rt,fast,-0.443
sub011,open,left,bal_ip_v,stim500pre,rt,slow,-0.46
sub011,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.335
sub011,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.317
sub011,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.243
sub011,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.317
sub011,open,left,bal_ip_i,stim500pre,rt,fast,-0.353
sub011,open,left,bal_ip_i,stim500pre,rt,slow,-0.317
sub011,open,right,vis,stim500pre,accuracy,correct,1.313
sub011,open,right,vis,stim500pre,accuracy,incorrect,0.815
sub011,open,right,vis,stim500pre,accuracy_e,correct_e,0.83
sub011,open,right,vis,stim500pre,accuracy_e,incorrect_e,0.815
sub011,open,right,vis,stim500pre,rt,fast,1.463
sub011,open,right,vis,stim500pre,rt,slow,1.183
sub011,open,right,lat,stim500pre,accuracy,correct,0.119
sub011,open,right,lat,stim500pre,accuracy,incorrect,-0.054
sub011,open,right,lat,stim500pre,accuracy_e,correct_e,0.079
sub011,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.054
sub011,open,right,lat,stim500pre,rt,fast,0.114
sub011,open,right,lat,stim500pre,rt,slow,0.132
sub011,open,right,bal_ip_v,stim500pre,accuracy,correct,-0.609
sub011,open,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.511
sub011,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.696
sub011,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.511
sub011,open,right,bal_ip_v,stim500pre,rt,fast,-0.624
sub011,open,right,bal_ip_v,stim500pre,rt,slow,-0.59
sub011,open,right,bal_ip_i,stim500pre,accuracy,correct,-0.521
sub011,open,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.369
sub011,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.614
sub011,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.369
sub011,open,right,bal_ip_i,stim500pre,rt,fast,-0.522
sub011,open,right,bal_ip_i,stim500pre,rt,slow,-0.516
sub011,closed,left,vis,stim500pre,accuracy,correct,-0.021
sub011,closed,left,vis,stim500pre,accuracy,incorrect,-0.023
sub011,closed,left,vis,stim500pre,accuracy_e,correct_e,-0.058
sub011,closed,left,vis,stim500pre,accuracy_e,incorrect_e,-0.023
sub011,closed,left,vis,stim500pre,rt,fast,-0.15
sub011,closed,left,vis,stim500pre,rt,slow,0.108
sub011,closed,left,lat,stim500pre,accuracy,correct,-0.03
sub011,closed,left,lat,stim500pre,accuracy,incorrect,0.05
sub011,closed,left,lat,stim500pre,accuracy_e,correct_e,-0.087
sub011,closed,left,lat,stim500pre,accuracy_e,incorrect_e,0.05
sub011,closed,left,lat,stim500pre,rt,fast,-0.1
sub011,closed,left,lat,stim500pre,rt,slow,0.04
sub011,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.551
sub011,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.607
sub011,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.467
sub011,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.607
sub011,closed,left,bal_ip_v,stim500pre,rt,fast,-0.497
sub011,closed,left,bal_ip_v,stim500pre,rt,slow,-0.605
sub011,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.428
sub011,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.492
sub011,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.338
sub011,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.492
sub011,closed,left,bal_ip_i,stim500pre,rt,fast,-0.36
sub011,closed,left,bal_ip_i,stim500pre,rt,slow,-0.497
sub011,closed,right,vis,stim500pre,accuracy,correct,0.158
sub011,closed,right,vis,stim500pre,accuracy,incorrect,-0.237
sub011,closed,right,vis,stim500pre,accuracy_e,correct_e,1.163
sub011,closed,right,vis,stim500pre,accuracy_e,incorrect_e,-0.237
sub011,closed,right,vis,stim500pre,rt,fast,0.074
sub011,closed,right,vis,stim500pre,rt,slow,0.248
sub011,closed,right,lat,stim500pre,accuracy,correct,0.167
sub011,closed,right,lat,stim500pre,accuracy,incorrect,0.278
sub011,closed,right,lat,stim500pre,accuracy_e,correct_e,0.059
sub011,closed,right,lat,stim500pre,accuracy_e,incorrect_e,0.278
sub011,closed,right,lat,stim500pre,rt,fast,0.219
sub011,closed,right,lat,stim500pre,rt,slow,0.111
sub011,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.653
sub011,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.689
sub011,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.639
sub011,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.689
sub011,closed,right,bal_ip_v,stim500pre,rt,fast,-0.681
sub011,closed,right,bal_ip_v,stim500pre,rt,slow,-0.62
sub011,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.564
sub011,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.6
sub011,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.583
sub011,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.6
sub011,closed,right,bal_ip_i,stim500pre,rt,fast,-0.597
sub011,closed,right,bal_ip_i,stim500pre,rt,slow,-0.526
sub012,open,left,vis,stim500pre,accuracy,correct,1.992
sub012,open,left,vis,stim500pre,accuracy,incorrect,3.8
sub012,open,left,vis,stim500pre,accuracy_e,correct_e,1.356
sub012,open,left,vis,stim500pre,accuracy_e,incorrect_e,3.8
sub012,open,left,vis,stim500pre,rt,fast,1.597
sub012,open,left,vis,stim500pre,rt,slow,2.387
sub012,open,left,lat,stim500pre,accuracy,correct,0.354
sub012,open,left,lat,stim500pre,accuracy,incorrect,0.325
sub012,open,left,lat,stim500pre,accuracy_e,correct_e,0.153
sub012,open,left,lat,stim500pre,accuracy_e,incorrect_e,0.325
sub012,open,left,lat,stim500pre,rt,fast,0.393
sub012,open,left,lat,stim500pre,rt,slow,0.315
sub012,open,left,bal_ip_v,stim500pre,accuracy,correct,-0.687
sub012,open,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.832
sub012,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.451
sub012,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.832
sub012,open,left,bal_ip_v,stim500pre,rt,fast,-0.746
sub012,open,left,bal_ip_v,stim500pre,rt,slow,-0.628
sub012,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.652
sub012,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.764
sub012,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.389
sub012,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.764
sub012,open,left,bal_ip_i,stim500pre,rt,fast,-0.696
sub012,open,left,bal_ip_i,stim500pre,rt,slow,-0.609
sub012,open,right,vis,stim500pre,accuracy,correct,3.851
sub012,open,right,vis,stim500pre,accuracy,incorrect,6.952
sub012,open,right,vis,stim500pre,accuracy_e,correct_e,3.301
sub012,open,right,vis,stim500pre,accuracy_e,incorrect_e,6.952
sub012,open,right,vis,stim500pre,rt,fast,3.217
sub012,open,right,vis,stim500pre,rt,slow,4.485
sub012,open,right,lat,stim500pre,accuracy,correct,-0.243
sub012,open,right,lat,stim500pre,accuracy,incorrect,-0.46
sub012,open,right,lat,stim500pre,accuracy_e,correct_e,-0.233
sub012,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.46
sub012,open,right,lat,stim500pre,rt,fast,-0.238
sub012,open,right,lat,stim500pre,rt,slow,-0.248
sub012,open,right,bal_ip_v,stim500pre,accuracy,correct,-0.608
sub012,open,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.417
sub012,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.699
sub012,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.417
sub012,open,right,bal_ip_v,stim500pre,rt,fast,-0.679
sub012,open,right,bal_ip_v,stim500pre,rt,slow,-0.537
sub012,open,right,bal_ip_i,stim500pre,accuracy,correct,-0.469
sub012,open,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.232
sub012,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.552
sub012,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.232
sub012,open,right,bal_ip_i,stim500pre,rt,fast,-0.534
sub012,open,right,bal_ip_i,stim500pre,rt,slow,-0.403
sub012,closed,left,vis,stim500pre,accuracy,correct,1.225
sub012,closed,left,vis,stim500pre,accuracy,incorrect,1.698
sub012,closed,left,vis,stim500pre,accuracy_e,correct_e,6.125
sub012,closed,left,vis,stim500pre,accuracy_e,incorrect_e,1.698
sub012,closed,left,vis,stim500pre,rt,fast,1.844
sub012,closed,left,vis,stim500pre,rt,slow,0.606
sub012,closed,left,lat,stim500pre,accuracy,correct,0.332
sub012,closed,left,lat,stim500pre,accuracy,incorrect,0.553
sub012,closed,left,lat,stim500pre,accuracy_e,correct_e,0.455
sub012,closed,left,lat,stim500pre,accuracy_e,incorrect_e,0.553
sub012,closed,left,lat,stim500pre,rt,fast,0.263
sub012,closed,left,lat,stim500pre,rt,slow,0.402
sub012,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.767
sub012,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.871
sub012,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.798
sub012,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.871
sub012,closed,left,bal_ip_v,stim500pre,rt,fast,-0.79
sub012,closed,left,bal_ip_v,stim500pre,rt,slow,-0.743
sub012,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.704
sub012,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.81
sub012,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.758
sub012,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.81
sub012,closed,left,bal_ip_i,stim500pre,rt,fast,-0.722
sub012,closed,left,bal_ip_i,stim500pre,rt,slow,-0.687
sub012,closed,right,vis,stim500pre,accuracy,correct,1.282
sub012,closed,right,vis,stim500pre,accuracy,incorrect,-0.095
sub012,closed,right,vis,stim500pre,accuracy_e,correct_e,2.729
sub012,closed,right,vis,stim500pre,accuracy_e,incorrect_e,-0.095
sub012,closed,right,vis,stim500pre,rt,fast,0.994
sub012,closed,right,vis,stim500pre,rt,slow,1.591
sub012,closed,right,lat,stim500pre,accuracy,correct,-0.25
sub012,closed,right,lat,stim500pre,accuracy,incorrect,0
sub012,closed,right,lat,stim500pre,accuracy_e,correct_e,-0.095
sub012,closed,right,lat,stim500pre,accuracy_e,incorrect_e,0
sub012,closed,right,lat,stim500pre,rt,fast,-0.234
sub012,closed,right,lat,stim500pre,rt,slow,-0.277
sub012,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.593
sub012,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.596
sub012,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.607
sub012,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.596
sub012,closed,right,bal_ip_v,stim500pre,rt,fast,-0.616
sub012,closed,right,bal_ip_v,stim500pre,rt,slow,-0.565
sub012,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.453
sub012,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.481
sub012,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.465
sub012,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.481
sub012,closed,right,bal_ip_i,stim500pre,rt,fast,-0.483
sub012,closed,right,bal_ip_i,stim500pre,rt,slow,-0.417
sub017,open,left,vis,stim500pre,accuracy,correct,1.252
sub017,open,left,vis,stim500pre,accuracy,incorrect,2.246
sub017,open,left,vis,stim500pre,accuracy_e,correct_e,1.311
sub017,open,left,vis,stim500pre,accuracy_e,incorrect_e,2.246
sub017,open,left,vis,stim500pre,rt,fast,1.131
sub017,open,left,vis,stim500pre,rt,slow,1.398
sub017,open,left,lat,stim500pre,accuracy,correct,0.332
sub017,open,left,lat,stim500pre,accuracy,incorrect,0.27
sub017,open,left,lat,stim500pre,accuracy_e,correct_e,0.354
sub017,open,left,lat,stim500pre,accuracy_e,incorrect_e,0.27
sub017,open,left,lat,stim500pre,rt,fast,0.405
sub017,open,left,lat,stim500pre,rt,slow,0.255
sub017,open,left,bal_ip_v,stim500pre,accuracy,correct,0.508
sub017,open,left,bal_ip_v,stim500pre,accuracy,incorrect,0.437
sub017,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,0.338
sub017,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.437
sub017,open,left,bal_ip_v,stim500pre,rt,fast,0.49
sub017,open,left,bal_ip_v,stim500pre,rt,slow,0.518
sub017,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.156
sub017,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.121
sub017,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.223
sub017,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.121
sub017,open,left,bal_ip_i,stim500pre,rt,fast,-0.219
sub017,open,left,bal_ip_i,stim500pre,rt,slow,-0.087
sub017,open,right,vis,stim500pre,accuracy,correct,2.585
sub017,open,right,vis,stim500pre,accuracy,incorrect,2.172
sub017,open,right,vis,stim500pre,accuracy_e,correct_e,3.47
sub017,open,right,vis,stim500pre,accuracy_e,incorrect_e,2.172
sub017,open,right,vis,stim500pre,rt,fast,3.008
sub017,open,right,vis,stim500pre,rt,slow,2.162
sub017,open,right,lat,stim500pre,accuracy,correct,0.167
sub017,open,right,lat,stim500pre,accuracy,incorrect,-0.092
sub017,open,right,lat,stim500pre,accuracy_e,correct_e,0.136
sub017,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.092
sub017,open,right,lat,stim500pre,rt,fast,0.102
sub017,open,right,lat,stim500pre,rt,slow,0.232
sub017,open,right,bal_ip_v,stim500pre,accuracy,correct,0.662
sub017,open,right,bal_ip_v,stim500pre,accuracy,incorrect,0.708
sub017,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,0.694
sub017,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.708
