sub,eye,cue,measure,window,compare,cond,value
sub022,closed,left,vis,stim500pre,accuracy_e,incorrect_e,1.465
sub022,closed,left,vis,stim500pre,rt,fast,0.936
sub022,closed,left,vis,stim500pre,rt,slow,1.142
sub022,closed,left,lat,stim500pre,accuracy,correct,-0.255
sub022,closed,left,lat,stim500pre,accuracy,incorrect,-0.39
sub022,closed,left,lat,stim500pre,accuracy_e,correct_e,-0.297
sub022,closed,left,lat,stim500pre,accuracy_e,incorrect_e,-0.39
sub022,closed,left,lat,stim500pre,rt,fast,-0.25
sub022,closed,left,lat,stim500pre,rt,slow,-0.264
sub022,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.477
sub022,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.494
sub022,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.57
sub022,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.494
sub022,closed,left,bal_ip_v,stim500pre,rt,fast,-0.563
sub022,closed,left,bal_ip_v,stim500pre,rt,slow,-0.384
sub022,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.335
sub022,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.31
sub022,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.448
sub022,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.31
sub022,closed,left,bal_ip_i,stim500pre,rt,fast,-0.416
sub022,closed,left,bal_ip_i,stim500pre,rt,slow,-0.247
sub022,closed,right,vis,stim500pre,accuracy,correct,0.629
sub022,closed,right,vis,stim500pre,accuracy,incorrect,-0.156
sub022,closed,right,vis,stim500pre,accuracy_e,correct_e,0.144
sub022,closed,right,vis,stim500pre,accuracy_e,incorrect_e,-0.156
sub022,closed,right,vis,stim500pre,rt,fast,0.508
sub022,closed,right,vis,stim500pre,rt,slow,0.75
sub022,closed,right,lat,stim500pre,accuracy,correct,0.558
sub022,closed,right,lat,stim500pre,accuracy,incorrect,0.611
sub022,closed,right,lat,stim500pre,accuracy_e,correct_e,0.695
sub022,closed,right,lat,stim500pre,accuracy_e,incorrect_e,0.611
sub022,closed,right,lat,stim500pre,rt,fast,0.649
sub022,closed,right,lat,stim500pre,rt,slow,0.467
sub022,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.72
sub022,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.788
sub022,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.714
sub022,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.788
sub022,closed,right,bal_ip_v,stim500pre,rt,fast,-0.785
sub022,closed,right,bal_ip_v,stim500pre,rt,slow,-0.654
sub022,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.738
sub022,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.793
sub022,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.774
sub022,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.793
sub022,closed,right,bal_ip_i,stim500pre,rt,fast,-0.804
sub022,closed,right,bal_ip_i,stim500pre,rt,slow,-0.671
sub023,open,left,vis,stim500pre,accuracy,correct,1.809
sub023,open,left,vis,stim500pre,accuracy,incorrect,1.461
sub023,open,left,vis,stim500pre,accuracy_e,correct_e,1.909
sub023,open,left,vis,stim500pre,accuracy_e,incorrect_e,1.461
sub023,open,left,vis,stim500pre,rt,fast,2.185
sub023,open,left,vis,stim500pre,rt,slow,1.467
sub023,open,left,lat,stim500pre,accuracy,correct,0.318
sub023,open,left,lat,stim500pre,accuracy,incorrect,0.483
sub023,open,left,lat,stim500pre,accuracy_e,correct_e,0.406
sub023,open,left,lat,stim500pre,accuracy_e,incorrect_e,0.483
sub023,open,left,lat,stim500pre,rt,fast,0.232
sub023,open,left,lat,stim500pre,rt,slow,0.423
sub023,open,left,bal_ip_v,stim500pre,accuracy,correct,0.64
sub023,open,left,bal_ip_v,stim500pre,accuracy,incorrect,0.523
sub023,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,0.667
sub023,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.523
sub023,open,left,bal_ip_v,stim500pre,rt,fast,0.596
sub023,open,left,bal_ip_v,stim500pre,rt,slow,0.682
sub023,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.157
sub023,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.379
sub023,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.244
sub023,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.379
sub023,open,left,bal_ip_i,stim500pre,rt,fast,-0.087
sub023,open,left,bal_ip_i,stim500pre,rt,slow,-0.244
sub023,open,right,vis,stim500pre,accuracy,correct,1.722
sub023,open,right,vis,stim500pre,accuracy,incorrect,0.946
sub023,open,right,vis,stim500pre,accuracy_e,correct_e,3.174
sub023,open,right,vis,stim500pre,accuracy_e,incorrect_e,0.946
sub023,open,right,vis,stim500pre,rt,fast,1.636
sub023,open,right,vis,stim500pre,rt,slow,1.809
sub023,open,right,lat,stim500pre,accuracy,correct,-0.01
sub023,open,right,lat,stim500pre,accuracy,incorrect,-0.147
sub023,open,right,lat,stim500pre,accuracy_e,correct_e,-0.012
sub023,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.147
sub023,open,right,lat,stim500pre,rt,fast,0.066
sub023,open,right,lat,stim500pre,rt,slow,-0.086
sub023,open,right,bal_ip_v,stim500pre,accuracy,correct,0.633
sub023,open,right,bal_ip_v,stim500pre,accuracy,incorrect,0.69
sub023,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,0.568
sub023,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.69
sub023,open,right,bal_ip_v,stim500pre,rt,fast,0.651
sub023,open,right,bal_ip_v,stim500pre,rt,slow,0.615
sub023,open,right,bal_ip_i,stim500pre,accuracy,correct,0.169
sub023,open,right,bal_ip_i,stim500pre,accuracy,incorrect,0.303
sub023,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,0.165
sub023,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.303
sub023,open,right,bal_ip_i,stim500pre,rt,fast,0.112
sub023,open,right,bal_ip_i,stim500pre,rt,slow,0.225
sub023,closed,left,vis,stim500pre,accuracy,correct,0.806
sub023,closed,left,vis,stim500pre,accuracy,incorrect,0.091
sub023,closed,left,vis,stim500pre,accuracy_e,correct_e,0.271
sub023,closed,left,vis,stim500pre,accuracy_e,incorrect_e,0.091
sub023,closed,left,vis,stim500pre,rt,fast,0.497
sub023,closed,left,vis,stim500pre,rt,slow,1.137
sub023,closed,left,lat,stim500pre,accuracy,correct,0.337
sub023,closed,left,lat,stim500pre,accuracy,incorrect,0.437
sub023,closed,left,lat,stim500pre,accuracy_e,correct_e,0.378
sub023,closed,left,lat,stim500pre,accuracy_e,incorrect_e,0.437
sub023,closed,left,lat,stim500pre,rt,fast,0.237
sub023,closed,left,lat,stim500pre,rt,slow,0.435
sub023,closed,left,bal_ip_v,stim500pre,accuracy,correct,0.378
sub023,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,0.477
sub023,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,0.415
sub023,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.477
sub023,closed,left,bal_ip_v,stim500pre,rt,fast,0.392
sub023,closed,left,bal_ip_v,stim500pre,rt,slow,0.354
sub023,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.228
sub023,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.328
sub023,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.265
sub023,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.328
sub023,closed,left,bal_ip_i,stim500pre,rt,fast,-0.101
sub023,closed,left,bal_ip_i,stim500pre,rt,slow,-0.357
sub023,closed,right,vis,stim500pre,accuracy,correct,0.723
sub023,closed,right,vis,stim500pre,accuracy,incorrect,0.125
sub023,closed,right,vis,stim500pre,accuracy_e,correct_e,2.546
sub023,closed,right,vis,stim500pre,accuracy_e,incorrect_e,0.125
sub023,closed,right,vis,stim500pre,rt,fast,0.753
sub023,closed,right,vis,stim500pre,rt,slow,0.692
sub023,closed,right,lat,stim500pre,accuracy,correct,-0.067
sub023,closed,right,lat,stim500pre,accuracy,incorrect,-0.165
sub023,closed,right,lat,stim500pre,accuracy_e,correct_e,0.083
sub023,closed,right,lat,stim500pre,accuracy_e,incorrect_e,-0.165
sub023,closed,right,lat,stim500pre,rt,fast,0.019
sub023,closed,right,lat,stim500pre,rt,slow,-0.153
sub023,closed,right,bal_ip_v,stim500pre,accuracy,correct,0.423
sub023,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,0.567
sub023,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,0.364
sub023,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.567
sub023,closed,right,bal_ip_v,stim500pre,rt,fast,0.362
sub023,closed,right,bal_ip_v,stim500pre,rt,slow,0.483
sub023,closed,right,bal_ip_i,stim500pre,accuracy,correct,0.159
sub023,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,0.273
sub023,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,0.042
sub023,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.273
sub023,closed,right,bal_ip_i,stim500pre,rt,fast,0.078
sub023,closed,right,bal_ip_i,stim500pre,rt,slow,0.24
sub024,open,left,vis,stim500pre,accuracy,correct,5.553
sub024,open,left,vis,stim500pre,accuracy,incorrect,1.731
sub024,open,left,vis,stim500pre,accuracy_e,correct_e,7.71
sub024,open,left,vis,stim500pre,accuracy_e,incorrect_e,1.731
sub024,open,left,vis,stim500pre,rt,fast,6.464
sub024,open,left,vis,stim500pre,rt,slow,4.641
sub024,open,left,lat,stim500pre,accuracy,correct,-0.437
sub024,open,left,lat,stim500pre,accuracy,incorrect,-0.353
sub024,open,left,lat,stim500pre,accuracy_e,correct_e,-0.418
sub024,open,left,lat,stim500pre,accuracy_e,incorrect_e,-0.353
sub024,open,left,lat,stim500pre,rt,fast,-0.516
sub024,open,left,lat,stim500pre,rt,slow,-0.358
sub024,open,left,bal_ip_v,stim500pre,accuracy,correct,-0.037
sub024,open,left,bal_ip_v,stim500pre,accuracy,incorrect,0.004
sub024,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.137
sub024,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.004
sub024,open,left,bal_ip_v,stim500pre,rt,fast,0.013
sub024,open,left,bal_ip_v,stim500pre,rt,slow,-0.087
sub024,open,left,bal_ip_i,stim500pre,accuracy,correct,0.067
sub024,open,left,bal_ip_i,stim500pre,accuracy,incorrect,0.089
sub024,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,0.007
sub024,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.089
sub024,open,left,bal_ip_i,stim500pre,rt,fast,0.149
sub024,open,left,bal_ip_i,stim500pre,rt,slow,-0.015
sub024,open,right,vis,stim500pre,accuracy,correct,3.696
sub024,open,right,vis,stim500pre,accuracy,incorrect,6.072
sub024,open,right,vis,stim500pre,accuracy_e,correct_e,3.56
sub024,open,right,vis,stim500pre,accuracy_e,incorrect_e,6.072
sub024,open,right,vis,stim500pre,rt,fast,3.767
sub024,open,right,vis,stim500pre,rt,slow,3.638
sub024,open,right,lat,stim500pre,accuracy,correct,0.555
sub024,open,right,lat,stim500pre,accuracy,incorrect,0.383
sub024,open,right,lat,stim500pre,accuracy_e,correct_e,0.592
sub024,open,right,lat,stim500pre,accuracy_e,incorrect_e,0.383
sub024,open,right,lat,stim500pre,rt,fast,0.57
sub024,open,right,lat,stim500pre,rt,slow,0.554
sub024,open,right,bal_ip_v,stim500pre,accuracy,correct,-0.464
sub024,open,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.386
sub024,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.413
sub024,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.386
sub024,open,right,bal_ip_v,stim500pre,rt,fast,-0.499
sub024,open,right,bal_ip_v,stim500pre,rt,slow,-0.447
sub024,open,right,bal_ip_i,stim500pre,accuracy,correct,-0.577
sub024,open,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.506
sub024,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.551
sub024,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.506
sub024,open,right,bal_ip_i,stim500pre,rt,fast,-0.605
sub024,open,right,bal_ip_i,stim500pre,rt,slow,-0.566
sub024,closed,left,vis,stim500pre,accuracy,correct,1.355
sub024,closed,left,vis,stim500pre,accuracy,incorrect,-0.034
sub024,closed,left,vis,stim500pre,accuracy_e,correct_e,0.574
sub024,closed,left,vis,stim500pre,accuracy_e,incorrect_e,-0.034
sub024,closed,left,vis,stim500pre,rt,fast,1.592
sub024,closed,left,vis,stim500pre,rt,slow,1.118
sub024,closed,left,lat,stim500pre,accuracy,correct,-0.483
sub024,closed,left,lat,stim500pre,accuracy,incorrect,-0.297
sub024,closed,left,lat,stim500pre,accuracy_e,correct_e,-0.493
sub024,closed,left,lat,stim500pre,accuracy_e,incorrect_e,-0.297
sub024,closed,left,lat,stim500pre,rt,fast,-0.426
sub024,closed,left,lat,stim500pre,rt,slow,-0.539
sub024,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.331
sub024,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.416
sub024,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.291
sub024,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.416
sub024,closed,left,bal_ip_v,stim500pre,rt,fast,-0.242
sub024,closed,left,bal_ip_v,stim500pre,rt,slow,-0.421
sub024,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.163
sub024,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.327
sub024,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.119
sub024,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.327
sub024,closed,left,bal_ip_i,stim500pre,rt,fast,-0.104
sub024,closed,left,bal_ip_i,stim500pre,rt,slow,-0.221
sub024,closed,right,vis,stim500pre,accuracy,correct,0.858
sub024,closed,right,vis,stim500pre,accuracy,incorrect,1.137
sub024,closed,right,vis,stim500pre,accuracy_e,correct_e,1.121
sub024,closed,right,vis,stim500pre,accuracy_e,incorrect_e,1.137
sub024,closed,right,vis,stim500pre,rt,fast,0.957
sub024,closed,right,vis,stim500pre,rt,slow,0.759
sub024,closed,right,lat,stim500pre,accuracy,correct,0.518
sub024,closed,right,lat,stim500pre,accuracy,incorrect,0.462
sub024,closed,right,lat,stim500pre,accuracy_e,correct_e,0.517
sub024,closed,right,lat,stim500pre,accuracy_e,incorrect_e,0.462
sub024,closed,right,lat,stim500pre,rt,fast,0.575
sub024,closed,right,lat,stim500pre,rt,slow,0.46
sub024,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.712
sub024,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.737
sub024,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.764
sub024,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.737
sub024,closed,right,bal_ip_v,stim500pre,rt,fast,-0.792
sub024,closed,right,bal_ip_v,stim500pre,rt,slow,-0.633
sub024,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.714
sub024,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.736
sub024,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.744
sub024,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.736
sub024,closed,right,bal_ip_i,stim500pre,rt,fast,-0.781
sub024,closed,right,bal_ip_i,stim500pre,rt,slow,-0.646
sub025,open,left,vis,stim500pre,accuracy,correct,6.012
sub025,open,left,vis,stim500pre,accuracy,incorrect,2.669
sub025,open,left,vis,stim500pre,accuracy_e,correct_e,6.245
sub025,open,left,vis,stim500pre,accuracy_e,incorrect_e,2.669
sub025,open,left,vis,stim500pre,rt,fast,8.059
sub025,open,left,vis,stim500pre,rt,slow,3.965
sub025,open,left,lat,stim500pre,accuracy,correct,0.082
sub025,open,left,lat,stim500pre,accuracy,incorrect,0.185
sub025,open,left,lat,stim500pre,accuracy_e,correct_e,0.064
sub025,open,left,lat,stim500pre,accuracy_e,incorrect_e,0.185
sub025,open,left,lat,stim500pre,rt,fast,0.116
sub025,open,left,lat,stim500pre,rt,slow,0.049
sub025,open,left,bal_ip_v,stim500pre,accuracy,correct,-0.551
sub025,open,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.565
sub025,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.581
sub025,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.565
sub025,open,left,bal_ip_v,stim500pre,rt,fast,-0.484
sub025,open,left,bal_ip_v,stim500pre,rt,slow,-0.618
sub025,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.491
sub025,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.496
sub025,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.524
sub025,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.496
sub025,open,left,bal_ip_i,stim500pre,rt,fast,-0.457
sub025,open,left,bal_ip_i,stim500pre,rt,slow,-0.525
sub025,open,right,vis,stim500pre,accuracy,correct,3.668
sub025,open,right,vis,stim500pre,accuracy,incorrect,6.904
sub025,open,right,vis,stim500pre,accuracy_e,correct_e,4.044
sub025,open,right,vis,stim500pre,accuracy_e,incorrect_e,6.904
sub025,open,right,vis,stim500pre,rt,fast,3.257
sub025,open,right,vis,stim500pre,rt,slow,4.164
sub025,open,right,lat,stim500pre,accuracy,correct,0.016
sub025,open,right,lat,stim500pre,accuracy,incorrect,-0.031
sub025,open,right,lat,stim500pre,accuracy_e,correct_e,0.017
sub025,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.031
sub025,open,right,lat,stim500pre,rt,fast,-0.075
sub025,open,right,lat,stim500pre,rt,slow,0.117
sub025,open,right,bal_ip_v,stim500pre,accuracy,correct,-0.511
sub025,open,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.365
sub025,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.522
sub025,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.365
sub025,open,right,bal_ip_v,stim500pre,rt,fast,-0.574
sub025,open,right,bal_ip_v,stim500pre,rt,slow,-0.44
sub025,open,right,bal_ip_i,stim500pre,accuracy,correct,-0.44
sub025,open,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.299
sub025,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.447
sub025,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.299
sub025,open,right,bal_ip_i,stim500pre,rt,fast,-0.475
sub025,open,right,bal_ip_i,stim500pre,rt,slow,-0.399
sub025,closed,left,vis,stim500pre,accuracy,correct,2.347
sub025,closed,left,vis,stim500pre,accuracy,incorrect,0.456
sub025,closed,left,vis,stim500pre,accuracy_e,correct_e,1.904
sub025,closed,left,vis,stim500pre,accuracy_e,incorrect_e,0.456
sub025,closed,left,vis,stim500pre,rt,fast,2.308
sub025,closed,left,vis,stim500pre,rt,slow,2.411
sub025,closed,left,lat,stim500pre,accuracy,correct,0.337
sub025,closed,left,lat,stim500pre,accuracy,incorrect,0.214
sub025,closed,left,lat,stim500pre,accuracy_e,correct_e,0.314
sub025,closed,left,lat,stim500pre,accuracy_e,incorrect_e,0.214
sub025,closed,left,lat,stim500pre,rt,fast,0.326
sub025,closed,left,lat,stim500pre,rt,slow,0.346
sub025,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.813
sub025,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.768
sub025,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.813
sub025,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.768
sub025,closed,left,bal_ip_v,stim500pre,rt,fast,-0.842
sub025,closed,left,bal_ip_v,stim500pre,rt,slow,-0.779
sub025,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.754
sub025,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.706
sub025,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.763
sub025,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.706
sub025,closed,left,bal_ip_i,stim500pre,rt,fast,-0.784
sub025,closed,left,bal_ip_i,stim500pre,rt,slow,-0.719
sub025,closed,right,vis,stim500pre,accuracy,correct,1.539
sub025,closed,right,vis,stim500pre,accuracy,incorrect,1.299
sub025,closed,right,vis,stim500pre,accuracy_e,correct_e,1.057
sub025,closed,right,vis,stim500pre,accuracy_e,incorrect_e,1.299
sub025,closed,right,vis,stim500pre,rt,fast,1.701
sub025,closed,right,vis,stim500pre,rt,slow,1.306
sub025,closed,right,lat,stim500pre,accuracy,correct,-0.182
sub025,closed,right,lat,stim500pre,accuracy,incorrect,-0.077
sub025,closed,right,lat,stim500pre,accuracy_e,correct_e,-0.178
sub025,closed,right,lat,stim500pre,accuracy_e,incorrect_e,-0.077
sub025,closed,right,lat,stim500pre,rt,fast,-0.149
sub025,closed,right,lat,stim500pre,rt,slow,-0.241
sub025,closed,right,bal_ip_v,stim500pre,accuracy,correct,-0.73
sub025,closed,right,bal_ip_v,stim500pre,accuracy,incorrect,-0.727
sub025,closed,right,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.716
sub025,closed,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.727
sub025,closed,right,bal_ip_v,stim500pre,rt,fast,-0.725
sub025,closed,right,bal_ip_v,stim500pre,rt,slow,-0.725
sub025,closed,right,bal_ip_i,stim500pre,accuracy,correct,-0.616
sub025,closed,right,bal_ip_i,stim500pre,accuracy,incorrect,-0.61
sub025,closed,right,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.603
sub025,closed,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.61
sub025,closed,right,bal_ip_i,stim500pre,rt,fast,-0.629
sub025,closed,right,bal_ip_i,stim500pre,rt,slow,-0.591
sub026,open,left,vis,stim500pre,accuracy,correct,1.563
sub026,open,left,vis,stim500pre,accuracy,incorrect,0.798
sub026,open,left,vis,stim500pre,accuracy_e,correct_e,0.756
sub026,open,left,vis,stim500pre,accuracy_e,incorrect_e,0.798
sub026,open,left,vis,stim500pre,rt,fast,2.607
sub026,open,left,vis,stim500pre,rt,slow,0.532
sub026,open,left,lat,stim500pre,accuracy,correct,0.672
sub026,open,left,lat,stim500pre,accuracy,incorrect,0.753
sub026,open,left,lat,stim500pre,accuracy_e,correct_e,0.738
sub026,open,left,lat,stim500pre,accuracy_e,incorrect_e,0.753
sub026,open,left,lat,stim500pre,rt,fast,0.655
sub026,open,left,lat,stim500pre,rt,slow,0.684
sub026,open,left,bal_ip_v,stim500pre,accuracy,correct,-0.533
sub026,open,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.558
sub026,open,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.502
sub026,open,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.558
sub026,open,left,bal_ip_v,stim500pre,rt,fast,-0.63
sub026,open,left,bal_ip_v,stim500pre,rt,slow,-0.428
sub026,open,left,bal_ip_i,stim500pre,accuracy,correct,-0.687
sub026,open,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.773
sub026,open,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.73
sub026,open,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.773
sub026,open,left,bal_ip_i,stim500pre,rt,fast,-0.717
sub026,open,left,bal_ip_i,stim500pre,rt,slow,-0.652
sub026,open,right,vis,stim500pre,accuracy,correct,2.776
sub026,open,right,vis,stim500pre,accuracy,incorrect,3.007
sub026,open,right,vis,stim500pre,accuracy_e,correct_e,6.973
sub026,open,right,vis,stim500pre,accuracy_e,incorrect_e,3.007
sub026,open,right,vis,stim500pre,rt,fast,4.553
sub026,open,right,vis,stim500pre,rt,slow,1
sub026,open,right,lat,stim500pre,accuracy,correct,-0.664
sub026,open,right,lat,stim500pre,accuracy,incorrect,-0.682
sub026,open,right,lat,stim500pre,accuracy_e,correct_e,-0.723
sub026,open,right,lat,stim500pre,accuracy_e,incorrect_e,-0.682
sub026,open,right,lat,stim500pre,rt,fast,-0.626
sub026,open,right,lat,stim500pre,rt,slow,-0.701
sub026,open,right,bal_ip_v,stim500pre,accuracy,correct,0.243
sub026,open,right,bal_ip_v,stim500pre,accuracy,incorrect,0.312
sub026,open,right,bal_ip_v,stim500pre,accuracy_e,correct_e,0.137
sub026,open,right,bal_ip_v,stim500pre,accuracy_e,incorrect_e,0.312
sub026,open,right,bal_ip_v,stim500pre,rt,fast,0.153
sub026,open,right,bal_ip_v,stim500pre,rt,slow,0.334
sub026,open,right,bal_ip_i,stim500pre,accuracy,correct,0.376
sub026,open,right,bal_ip_i,stim500pre,accuracy,incorrect,0.408
sub026,open,right,bal_ip_i,stim500pre,accuracy_e,correct_e,0.317
sub026,open,right,bal_ip_i,stim500pre,accuracy_e,incorrect_e,0.408
sub026,open,right,bal_ip_i,stim500pre,rt,fast,0.29
sub026,open,right,bal_ip_i,stim500pre,rt,slow,0.461
sub026,closed,left,vis,stim500pre,accuracy,correct,0.292
sub026,closed,left,vis,stim500pre,accuracy,incorrect,0.324
sub026,closed,left,vis,stim500pre,accuracy_e,correct_e,0.594
sub026,closed,left,vis,stim500pre,accuracy_e,incorrect_e,0.324
sub026,closed,left,vis,stim500pre,rt,fast,0.2
sub026,closed,left,vis,stim500pre,rt,slow,0.402
sub026,closed,left,lat,stim500pre,accuracy,correct,0.662
sub026,closed,left,lat,stim500pre,accuracy,incorrect,0.596
sub026,closed,left,lat,stim500pre,accuracy_e,correct_e,0.713
sub026,closed,left,lat,stim500pre,accuracy_e,incorrect_e,0.596
sub026,closed,left,lat,stim500pre,rt,fast,0.68
sub026,closed,left,lat,stim500pre,rt,slow,0.641
sub026,closed,left,bal_ip_v,stim500pre,accuracy,correct,-0.579
sub026,closed,left,bal_ip_v,stim500pre,accuracy,incorrect,-0.539
sub026,closed,left,bal_ip_v,stim500pre,accuracy_e,correct_e,-0.643
sub026,closed,left,bal_ip_v,stim500pre,accuracy_e,incorrect_e,-0.539
sub026,closed,left,bal_ip_v,stim500pre,rt,fast,-0.603
sub026,closed,left,bal_ip_v,stim500pre,rt,slow,-0.551
sub026,closed,left,bal_ip_i,stim500pre,accuracy,correct,-0.677
sub026,closed,left,bal_ip_i,stim500pre,accuracy,incorrect,-0.624
sub026,closed,left,bal_ip_i,stim500pre,accuracy_e,correct_e,-0.731
sub026,closed,left,bal_ip_i,stim500pre,accuracy_e,incorrect_e,-0.624
sub026,closed,left,bal_ip_i,stim500pre,rt,fast,-0.7
sub026,closed,left,bal_ip_i,stim500pre,rt,slow,-0.652
sub026,closed,right,vis,stim500pre,accuracy,correct,0.212
sub026,closed,right,vis,stim500pre,accuracy,incorrect,-0.137
sub026,closed,right,vis,stim500pre,accuracy_e,correct_e,0.197
sub026,closed,right,vis,stim500pre,accuracy_e,incorrect_e,-0.137
sub026,closed,right,vis,stim500pre,rt,fast,0.285
sub026,closed,right,vis,stim500pre,rt,slow,0.155
sub026,closed,right,lat,stim500pre,accuracy,correct,-0.595
sub026,closed,right,lat,stim500pre,accuracy,incorrect,-0.725
