sub,eyes,compare,behavior,abs_vis,rel_vis,lat_som
sub001,open,accuracy,correct,5.34606292890477,0.197992190080075,0.107476876279262
sub001,open,accuracy,incorrect,4.67011649953707,0.177944745215545,0.133581158175826
sub001,open,accuracy_e,correct_e,5.87326960671911,0.284931851543089,0.312315310999856
sub001,open,accuracy_e,incorrect_e,4.67011649953707,0.177944745215545,0.133581158175826
sub001,open,rt,fast,5.22642023016578,0.147960390170078,0.027914381999825
sub001,open,rt,slow,5.39666581912031,0.257823119405907,0.172244090703301
sub001,closed,accuracy,correct,5.933291670868,-0.0420384065659122,0.10352305186311
sub001,closed,accuracy,incorrect,6.35007693374709,0.138970146830283,-0.0270339563422929
sub001,closed,accuracy_e,correct_e,6.05342282576927,0.0924876967973791,0.181113585024952
sub001,closed,accuracy_e,incorrect_e,6.35007693374709,0.138970146830283,-0.0270339563422929
sub001,closed,rt,fast,5.84193557970157,-0.0677944475761322,0.0642268167031098
sub001,closed,rt,slow,6.02000168238014,-0.0820735975427356,0.093237453935232
sub002,open,accuracy,correct,2.39609307926582,-0.160603785096292,0.0547055954601122
sub002,open,accuracy,incorrect,2.63672073658105,0.0343217968950291,0.0739258867178812
sub002,open,accuracy_e,correct_e,2.22671276138866,-0.350016055556081,0.166430703754403
sub002,open,accuracy_e,incorrect_e,2.63672073658105,0.0343217968950291,0.0739258867178812
sub002,open,rt,fast,2.45657755903003,-0.0886535893305417,0.0602868621092794
sub002,open,rt,slow,2.30094134927127,-0.22572056592607,0.0618692396395385
sub002,closed,accuracy,correct,4.28968602207111,0.153556834774981,0.0644542418820289
sub002,closed,accuracy,incorrect,4.40913232231554,0.201322452661544,0.0659524297960992
sub002,closed,accuracy_e,correct_e,4.13249439297592,0.0686241010703582,0.0323132664365046
sub002,closed,accuracy_e,incorrect_e,4.40913232231554,0.201322452661544,0.0659524297960992
sub002,closed,rt,fast,4.09552492349226,0.244768913944323,0.0695875344720519
sub002,closed,rt,slow,4.4526387869975,0.108870206847774,0.0540831702299198
sub003,open,accuracy,correct,2.8719894730303,0.151342813882673,0.0657552590943506
sub003,open,accuracy,incorrect,2.76434694438574,0.212706539628088,0.062892909684548
sub003,open,accuracy_e,correct_e,2.79143321551798,0.0929479110408348,0.0340922514439675
sub003,open,accuracy_e,incorrect_e,2.76434694438574,0.212706539628088,0.062892909684548
sub003,open,rt,fast,2.92415786271213,0.22579108721122,0.0124055083652716
sub003,open,rt,slow,2.78236893529543,0.0702415828111725,0.147508796540854
sub003,closed,accuracy,correct,4.15649788203629,0.0121776923258693,0.037704539437952
sub003,closed,accuracy,incorrect,4.12309543709648,-0.0687283263137917,0.107946666345754
sub003,closed,accuracy_e,correct_e,4.3655843784161,0.164170151788724,0.0321765677059414
sub003,closed,accuracy_e,incorrect_e,4.12309543709648,-0.0687283263137917,0.107946666345754
sub003,closed,rt,fast,4.30192007546653,0.0111163572461703,0.0105894870424275
sub003,closed,rt,slow,4.00193179115152,0.00656959835780295,0.0416925704615297
sub004,open,accuracy,correct,3.68816143457374,0.268010735733237,0.204712021760682
sub004,open,accuracy,incorrect,3.41423183240667,0.0339683968791281,-0.173630718694149
sub004,open,accuracy_e,correct_e,3.68712110354489,0.463839290162762,0.0708558606118451
sub004,open,accuracy_e,incorrect_e,3.41423183240667,0.0339683968791281,-0.173630718694149
sub004,open,rt,fast,3.73352069983626,0.370984278628465,0.355083284498516
sub004,open,rt,slow,3.72891720207247,0.270671371981895,0.0475241418778044
sub004,closed,accuracy,correct,5.73352837039142,0.235674469730041,0.125313779776269
sub004,closed,accuracy,incorrect,5.28730467817978,0.100532781039496,0.316604910408494
sub004,closed,accuracy_e,correct_e,5.96746584089821,0.383130333794322,0.108524995288815
sub004,closed,accuracy_e,incorrect_e,5.28730467817978,0.100532781039496,0.316604910408494
sub004,closed,rt,fast,5.52442615674825,0.163062182319972,0.0621328020928249
sub004,closed,rt,slow,5.90771158156187,0.340659850309672,0.160156335736041
sub005,open,accuracy,correct,2.99042804279739,0.261752611000554,0.0542568811003958
sub005,open,accuracy,incorrect,2.68255172508775,0.157667493244833,-0.0694256398368048
sub005,open,accuracy_e,correct_e,3.18153567639806,0.285182860171863,0.0939973962819009
sub005,open,accuracy_e,incorrect_e,2.68255172508775,0.157667493244833,-0.0694256398368048
sub005,open,rt,fast,3.01573221546902,0.245256089100052,0.0654228953565652
sub005,open,rt,slow,3.01383320022016,0.331544486660627,0.0893378578556065
sub005,closed,accuracy,correct,4.58477055895031,-0.317127273986807,-0.0116270601632755
sub005,closed,accuracy,incorrect,4.51133766350528,-0.380162651695165,0.0613682958243189
sub005,closed,accuracy_e,correct_e,4.5411616735702,-0.351441131648724,-0.0846031918827914
sub005,closed,accuracy_e,incorrect_e,4.51133766350528,-0.380162651695165,0.0613682958243189
sub005,closed,rt,fast,4.61298515106265,-0.267792634097398,0.022109747585152
sub005,closed,rt,slow,4.54392260785071,-0.377028168152665,-0.0529051596334371
sub006,open,accuracy,correct,3.24159075339829,0.539607287046804,0.139661460047566
sub006,open,accuracy,incorrect,3.22394536421445,0.587734674004256,0.29772163275682
sub006,open,accuracy_e,correct_e,3.12761409314003,0.660627211453978,0.111909508876565
sub006,open,accuracy_e,incorrect_e,3.22394536421445,0.587734674004256,0.29772163275682
sub006,open,rt,fast,3.25591979179938,0.519134261356572,0.103911009516702
sub006,open,rt,slow,3.26801772812772,0.670994082767174,0.174550464353421
sub006,closed,accuracy,correct,4.34692477242559,0.0212823584847853,0.235974739114584
