sub,eyes,measure,roi,cond,compare,window,peak,band,value
sub002,open,somatovisual balance,max-Brodmann,incorrect,accuracy,500pre,source,beta,0.764519574775701
sub002,open,somatovisual balance,max-Brodmann,correct_e,accuracy_e,500pre,source,beta,0.730903035598092
sub002,open,somatovisual balance,max-Brodmann,incorrect_e,accuracy_e,500pre,source,beta,0.764519574775701
sub002,open,somatovisual balance,max-Brodmann,fast,rt,500pre,source,beta,0.804839516727198
sub002,open,somatovisual balance,max-Brodmann,slow,rt,500pre,source,beta,0.770749413383853
sub002,open,auditory lateralisation index,max,correct,accuracy,500pre,source,beta,-0.0752416026267085
sub002,open,auditory lateralisation index,max,incorrect,accuracy,500pre,source,beta,-0.419479096121133
sub002,open,auditory lateralisation index,max,correct_e,accuracy_e,500pre,source,beta,-0.14032931499772
sub002,open,auditory lateralisation index,max,incorrect_e,accuracy_e,500pre,source,beta,-0.419479096121133
sub002,open,auditory lateralisation index,max,fast,rt,500pre,source,beta,-0.00961576391818395
sub002,open,auditory lateralisation index,max,slow,rt,500pre,source,beta,-0.157517498613276
sub002,closed,visual power,Brodmann,correct,accuracy,500pre,source,beta,-0.0137076610821139
sub002,closed,visual power,Brodmann,incorrect,accuracy,500pre,source,beta,-0.0483899094689525
sub002,closed,visual power,Brodmann,correct_e,accuracy_e,500pre,source,beta,0.0767859575303767
sub002,closed,visual power,Brodmann,incorrect_e,accuracy_e,500pre,source,beta,-0.0483899094689525
sub002,closed,visual power,Brodmann,fast,rt,500pre,source,beta,0.106495340830485
sub002,closed,visual power,Brodmann,slow,rt,500pre,source,beta,-0.100333886270085
sub002,closed,auditory power,max,correct,accuracy,500pre,source,beta,-0.30163519935304
sub002,closed,auditory power,max,incorrect,accuracy,500pre,source,beta,-0.205453763585547
sub002,closed,auditory power,max,correct_e,accuracy_e,500pre,source,beta,-0.27509159922774
sub002,closed,auditory power,max,incorrect_e,accuracy_e,500pre,source,beta,-0.205453763585547
sub002,closed,auditory power,max,fast,rt,500pre,source,beta,-0.215125923649471
sub002,closed,auditory power,max,slow,rt,500pre,source,beta,-0.341767484095795
sub002,closed,somato lateralisation index,max,correct,accuracy,500pre,source,beta,0.0248773368561191
sub002,closed,somato lateralisation index,max,incorrect,accuracy,500pre,source,beta,-0.0584289330635961
sub002,closed,somato lateralisation index,max,correct_e,accuracy_e,500pre,source,beta,-0.0187352507479038
sub002,closed,somato lateralisation index,max,incorrect_e,accuracy_e,500pre,source,beta,-0.0584289330635961
sub002,closed,somato lateralisation index,max,fast,rt,500pre,source,beta,0.0324075923966199
sub002,closed,somato lateralisation index,max,slow,rt,500pre,source,beta,0.0221010773555174
sub002,closed,somatovisual balance,max-Brodmann,correct,accuracy,500pre,source,beta,0.670847347259261
sub002,closed,somatovisual balance,max-Brodmann,incorrect,accuracy,500pre,source,beta,0.732718714197325
sub002,closed,somatovisual balance,max-Brodmann,correct_e,accuracy_e,500pre,source,beta,0.666472513027015
sub002,closed,somatovisual balance,max-Brodmann,incorrect_e,accuracy_e,500pre,source,beta,0.732718714197325
sub002,closed,somatovisual balance,max-Brodmann,fast,rt,500pre,source,beta,0.630103767078539
sub002,closed,somatovisual balance,max-Brodmann,slow,rt,500pre,source,beta,0.699169469852578
