cl_fa,cl_sl,op_fa,op_sl
-0.216277958042823,-0.188296996883615,0.155422933782148,0.369760941273697
0.333807572678031,-0.0325839300786668,-0.466788809765991,-0.187633299493151
0.00735530741286638,0.28115021625804,0.286396145918695,0.327148834214145
0.335226285510662,0.19994792720696,0.530502528634343,0.229245747372535
-0.380883511261534,-0.312001558518205,0.991169646844157,1.71593486364498
-0.0200597519158518,0.0450319773987151,0.595992033677737,0.565470887276967
-0.463625356914815,-0.542902605752897,1.35471732305233,-0.103338111175199
-0.497868758947464,-0.373750442419224,0.501964020319929,0.662686763581282
-0.199407951246477,-0.314589748780481,0.0999882448783184,0.440600288951846
-0.240938042171076,-0.46423478710527,0.141348102100857,0.244525280674475
-0.36845019647552,-0.416566840791421,2.9711856321201,1.27381388934826
-0.237138899204831,-0.181253707419883,0.754723536790466,0.453053683692748
-0.181997266839476,-0.205861263093986,2.00602866358379,0.620633568910483
0.391375396468573,-0.169889169694078,0.0345230278339501,-0.0994703263199088
-0.387972413253792,-0.285786530738445,0.313442095173187,0.0968512200094938
-0.148902601311304,0.0798268919046476,0.315152226087203,0.266303736788459
-0.190649021561487,-0.0620301061648217,1.48632429887652,0.942235806538286
-0.0371320793794849,-0.396390111619154,0.569196530041581,-0.0848369523150903
-0.0856824856047382,-0.0185629085215382,3.66167961659524,2.23115777145704
0.109424433748784,-0.134561601176969,5.041279754032,13.0620819394886
-0.209755241290811,-0.0319422381030073,0.425349012032173,0.113247372965676
-0.128264320282824,-0.0640992036598512,1.23790098050452,1.19301507512995
-0.0730766290190493,-0.0675965410766864,-0.0168053410537367,0.483766469505095
-0.23523457646592,-0.381966835978652,0.677254045042098,0.312389317753113
-0.136758758600338,-0.0667794028294833,-0.219296979167353,0.10538477367478
-0.00950248115642701,-0.253759389745058,0.632080575623356,0.546843654394141
-0.267838271127133,-0.195781050384089,0.965859856921211,1.01450903723643
0.203796520447436,0.100473030652043,1.18979384608062,0.812184727802445
-0.106271344209431,-0.0299638863464743,-105.382571455606,3.40026660566293
0.0375240148818812,-0.204285020342441,0.0558810973055935,0.18190754473517
0.17991394091452,-0.0178960875804818,0.0785146372265089,0.279441435270583
-0.100109771010428,-0.209471474265524,0.935214557811512,0.157905612495438
0.166906585765573,-0.00114967399733817,0.285166224287005,0.178470460342741
