sub,eyes,compare,behavior,abs_vis,rel_vis,lat_som
sub001,open,accuracy,correct,5.02764078389213,0.247184625561866,0.03155910234877
sub001,open,accuracy,incorrect,4.18895463926652,-0.281486988271753,0.0945945034892719
sub001,open,accuracy_e,correct_e,5.14714747996414,0.104068775199872,0.292768664023051
sub001,open,accuracy_e,incorrect_e,4.18895463926652,-0.281486988271753,0.0945945034892719
sub001,open,rt,fast,4.89008786328423,0.292775417320839,0.0436275823411441
sub001,open,rt,slow,5.1584430717314,0.215532310821738,0.030818299680441
sub001,closed,accuracy,correct,5.31908674308944,-0.17932641250539,-0.0240114571314508
sub001,closed,accuracy,incorrect,5.53143878885376,0.0194066128377027,0.224630515896217
sub001,closed,accuracy_e,correct_e,4.44795070048573,-0.471188557474693,-0.0849663593662253
sub001,closed,accuracy_e,incorrect_e,5.53143878885376,0.0194066128377027,0.224630515896217
sub001,closed,rt,fast,5.2868523205352,-0.220134852014656,-0.139672304611597
sub001,closed,rt,slow,5.33251938462306,-0.139908689919631,0.0881939360367483
sub002,open,accuracy,correct,2.88251399086748,-0.203201716814725,-0.0132432497681586
sub002,open,accuracy,incorrect,2.49976095916121,0.0390561926172464,0.138405360246913
sub002,open,accuracy_e,correct_e,2.82368643645265,-0.118016744988616,0.0856102164851917
sub002,open,accuracy_e,incorrect_e,2.49976095916121,0.0390561926172464,0.138405360246913
sub002,open,rt,fast,2.83238102572014,-0.205851859077733,-0.0373870921465596
sub002,open,rt,slow,2.92566749478105,-0.17907180021126,-0.00370103371365018
sub002,closed,accuracy,correct,4.11517427496713,0.130695891553618,0.0535380439083363
sub002,closed,accuracy,incorrect,4.50697649440098,0.36971013327319,-0.0801998554152566
sub002,closed,accuracy_e,correct_e,4.15073883459155,0.127792840548704,0.115856666835081
sub002,closed,accuracy_e,incorrect_e,4.50697649440098,0.36971013327319,-0.0801998554152566
sub002,closed,rt,fast,3.64333837257711,0.167408242138844,0.0806952712724994
sub002,closed,rt,slow,4.54252721807175,0.130307776857536,0.0173738693605658
sub003,open,accuracy,correct,3.37403872330377,0.211956151931007,0.00430912217611284
sub003,open,accuracy,incorrect,2.85956108157209,0.231197695770542,0.157481607101338
sub003,open,accuracy_e,correct_e,3.5208928646,0.315541406772692,0.0132174859261949
sub003,open,accuracy_e,incorrect_e,2.85956108157209,0.231197695770542,0.157481607101338
sub003,open,rt,fast,3.33874218097442,0.310716168811177,-0.0338056346070503
sub003,open,rt,slow,3.4458416694611,0.11541809604697,0.0558193108259335
sub003,closed,accuracy,correct,4.20311717863222,0.142502375745555,-0.00852417062229359
sub003,closed,accuracy,incorrect,4.20570227478086,-0.0168084443751705,0.0764144258557634
sub003,closed,accuracy_e,correct_e,4.10987767042245,0.3876091492354,-0.123037889049244
sub003,closed,accuracy_e,incorrect_e,4.20570227478086,-0.0168084443751705,0.0764144258557634
sub003,closed,rt,fast,4.29127211794821,0.034348596886257,0.00379411124927989
sub003,closed,rt,slow,4.13998623514607,0.277242467458891,-0.0258424989382558
sub004,open,accuracy,correct,3.21979641541226,0.111044917755462,0.171923651890111
sub004,open,accuracy,incorrect,2.89313996798784,0.172940692379846,-0.160727870091836
sub004,open,accuracy_e,correct_e,2.68410292720151,-0.052648326552256,0.262121744367382
sub004,open,accuracy_e,incorrect_e,2.89313996798784,0.172940692379846,-0.160727870091836
sub004,open,rt,fast,3.29878945585336,0.211685045026818,0.316642756538889
sub004,open,rt,slow,3.11320378071941,0.00697454029018978,-0.00284693391876284
sub004,closed,accuracy,correct,4.32442446999665,0.219700604454224,0.127943372636021
sub004,closed,accuracy,incorrect,4.00843692739344,-0.0892869073433417,0.20095504132648
sub004,closed,accuracy_e,correct_e,4.03106532042111,0.448280409196431,0.0599022992817955
sub004,closed,accuracy_e,incorrect_e,4.00843692739344,-0.0892869073433417,0.20095504132648
sub004,closed,rt,fast,4.42990518593325,0.352147367466987,0.0772099406182058
sub004,closed,rt,slow,4.19762960232618,0.113678522267362,0.179238430327777
sub005,open,accuracy,correct,3.18427967528204,0.228178679763473,0.098802303620025
sub005,open,accuracy,incorrect,2.78748336402266,-0.098569429274836,0.0255246126906649
sub005,open,accuracy_e,correct_e,3.19209614881071,0.196414786442134,0.130536761506673
sub005,open,accuracy_e,incorrect_e,2.78748336402266,-0.098569429274836,0.0255246126906649
sub005,open,rt,fast,3.06307359353616,0.217142667339244,0.0140439047892336
sub005,open,rt,slow,3.31209618416264,0.252607725761894,0.202348802469244
sub005,closed,accuracy,correct,4.79846380855836,-0.326319407104701,0.147516873766933
sub005,closed,accuracy,incorrect,4.80781041550375,-0.186554024339578,-0.0440767320806202
sub005,closed,accuracy_e,correct_e,4.74671523726902,-0.298139415210809,0.144503010513067
sub005,closed,accuracy_e,incorrect_e,4.80781041550375,-0.186554024339578,-0.0440767320806202
sub005,closed,rt,fast,4.65044003055167,-0.383193450543944,0.0955548719715766
sub005,closed,rt,slow,4.94312730858293,-0.280611871053852,0.170584298656921
sub006,open,accuracy,correct,3.1549650281314,0.088649045187356,0.302662813237627
sub006,open,accuracy,incorrect,3.39106548393969,0.414140370752253,0.274693820355675
sub006,open,accuracy_e,correct_e,3.13007063393043,0.125879793087247,0.328401794292976
sub006,open,accuracy_e,incorrect_e,3.39106548393969,0.414140370752253,0.274693820355675
sub006,open,rt,fast,3.01956047702319,-0.126626647682156,0.318715282872038
sub006,open,rt,slow,3.25935846393362,0.345155441027372,0.310367987082391
sub006,closed,accuracy,correct,4.14726922663543,0.140893478677619,0.240089905039722
sub006,closed,accuracy,incorrect,4.0753721319914,0.294785167228475,0.368067400910651
sub006,closed,accuracy_e,correct_e,4.24480138024098,0.241241462617994,0.289067250283412
sub006,closed,accuracy_e,incorrect_e,4.0753721319914,0.294785167228475,0.368067400910651
sub006,closed,rt,fast,4.1721574350695,0.148943793132516,0.263958522933034
sub006,closed,rt,slow,4.12066306887803,0.132476570629785,0.215833751180034
