sub,eye,bin,perc,rt
sub001,open,b1,0.903225806451613,0.622042124542124
sub001,open,b2,0.903225806451613,0.64271978021978
sub001,open,b3,0.935483870967742,0.639338768115942
sub001,closed,b1,0.8875,0.696020833333333
sub001,closed,b2,0.9125,0.623739583333333
sub001,closed,b3,0.8125,0.67042735042735
sub002,open,b1,0.840425531914894,0.575656028368794
sub002,open,b2,0.861702127659574,0.553102836879433
sub002,open,b3,0.861702127659574,0.547774822695036
sub002,closed,b1,0.676767676767677,0.667640350877193
sub002,closed,b2,0.646464646464647,0.711734693877551
sub002,closed,b3,0.626262626262626,0.671896258503401
sub003,open,b1,0.752688172043011,0.661801075268817
sub003,open,b2,0.666666666666667,0.606657608695652
sub003,open,b3,0.67741935483871,0.587750896057348
sub003,closed,b1,0.738636363636364,0.604511494252874
sub003,closed,b2,0.704545454545455,0.682835249042146
sub003,closed,b3,0.772727272727273,0.621896551724138
sub004,open,b1,0.861702127659574,0.469725177304965
sub004,open,b2,0.840425531914894,0.476117021276596
sub004,open,b3,0.882978723404255,0.463723404255319
sub004,closed,b1,0.780487804878049,0.526819105691057
sub004,closed,b2,0.817073170731707,0.51525406504065
sub004,closed,b3,0.792682926829268,0.53635162601626
sub005,open,b1,0.673913043478261,0.59893115942029
sub005,open,b2,0.619565217391304,0.637246376811594
sub005,open,b3,0.576086956521739,0.562092391304348
sub005,closed,b1,0.534883720930233,0.616618217054264
sub005,closed,b2,0.651162790697674,0.608343023255814
sub005,closed,b3,0.616279069767442,0.583672480620155
sub006,open,b1,0.695652173913043,0.822780797101449
sub006,open,b2,0.717391304347826,0.792234432234432
sub006,open,b3,0.728260869565217,0.81776268115942
sub006,closed,b1,0.670103092783505,0.886657303370786
sub006,closed,b2,0.742268041237113,0.874505208333333
sub006,closed,b3,0.711340206185567,0.883936170212766
sub007,open,b1,0.673684210526316,0.666017543859649
sub007,open,b2,0.694736842105263,0.644246453900709
sub007,open,b3,0.673684210526316,0.661551418439716
sub007,closed,b1,0.686746987951807,0.695587606837607
sub007,closed,b2,0.626506024096386,0.677542735042735
sub007,closed,b3,0.698795180722892,0.655946502057613
sub008,open,b1,0.838709677419355,0.724175824175824
sub008,open,b2,0.849462365591398,0.692300724637681
sub008,open,b3,0.913978494623656,0.698862007168459
sub008,closed,b1,0.920454545454545,0.703721590909091
sub008,closed,b2,0.897727272727273,0.687605363984675
sub008,closed,b3,0.988636363636364,0.668418560606061
sub009,open,b1,0.6,0.640972222222222
sub009,open,b2,0.658823529411765,0.690127450980392
sub009,open,b3,0.705882352941177,0.688955823293173
sub009,closed,b1,0.63013698630137,0.69193287037037
sub009,closed,b2,0.671232876712329,0.692442922374429
sub009,closed,b3,0.547945205479452,0.73599537037037
sub010,open,b1,0.736263736263736,0.821024904214559
sub010,open,b2,0.615384615384615,0.854944444444444
sub010,open,b3,0.714285714285714,0.771959706959707
sub010,closed,b1,0.704918032786885,0.853234463276836
sub010,closed,b2,0.786885245901639,0.824597222222222
sub010,closed,b3,0.688524590163934,0.849111111111111
sub011,open,b1,0.879120879120879,0.618901098901099
sub011,open,b2,0.912087912087912,0.585824175824176
sub011,open,b3,0.934065934065934,0.594340659340659
sub011,closed,b1,0.8,0.617638888888889
sub011,closed,b2,0.894117647058824,0.645637254901961
sub011,closed,b3,0.882352941176471,0.628872549019608
sub012,open,b1,0.916666666666667,0.549019097222222
sub012,open,b2,0.833333333333333,0.526605902777778
