sub,eyes,measure,roi,cond,compare,band,value
sub033,closed,somato lateralisation index,max,correct_e,accuracy_e,alpha,0.0263530748989981
sub033,closed,somato lateralisation index,max,incorrect_e,accuracy_e,alpha,-0.301248590901288
sub033,closed,somato lateralisation index,max,fast,rt,alpha,0.00615070196219494
sub033,closed,somato lateralisation index,max,slow,rt,alpha,0.0754419489178988
sub033,closed,absolute,vtpm V1,correct,accuracy,alpha,7.18159703017528e-06
sub033,closed,absolute,vtpm V1,incorrect,accuracy,alpha,8.16412300476879e-06
sub033,closed,absolute,vtpm V1,correct_e,accuracy_e,alpha,7.25656913748546e-06
sub033,closed,absolute,vtpm V1,incorrect_e,accuracy_e,alpha,8.16412300476879e-06
sub033,closed,absolute,vtpm V1,fast,rt,alpha,6.48551867784004e-06
sub033,closed,absolute,vtpm V1,slow,rt,alpha,8.05633991262425e-06
sub033,closed,absolute,vtpm V2,correct,accuracy,alpha,2.33192480800978e-05
sub033,closed,absolute,vtpm V2,incorrect,accuracy,alpha,2.64563775474345e-05
sub033,closed,absolute,vtpm V2,correct_e,accuracy_e,alpha,2.44357237989117e-05
sub033,closed,absolute,vtpm V2,incorrect_e,accuracy_e,alpha,2.64563775474345e-05
sub033,closed,absolute,vtpm V2,fast,rt,alpha,2.12491700603935e-05
sub033,closed,absolute,vtpm V2,slow,rt,alpha,2.43087284374757e-05
sub033,closed,absolute,vtpm V3,correct,accuracy,alpha,1.82114593302126e-05
sub033,closed,absolute,vtpm V3,incorrect,accuracy,alpha,1.9698635244245e-05
sub033,closed,absolute,vtpm V3,correct_e,accuracy_e,alpha,1.97352001703826e-05
sub033,closed,absolute,vtpm V3,incorrect_e,accuracy_e,alpha,1.9698635244245e-05
sub033,closed,absolute,vtpm V3,fast,rt,alpha,1.71878398444222e-05
sub033,closed,absolute,vtpm V3,slow,rt,alpha,1.81892573100663e-05
sub034,open,visual power,vtpm V1,correct,accuracy,alpha,0.307045495994684
sub034,open,visual power,vtpm V1,incorrect,accuracy,alpha,-0.0873354232631111
sub034,open,visual power,vtpm V1,correct_e,accuracy_e,alpha,0.175998200689653
sub034,open,visual power,vtpm V1,incorrect_e,accuracy_e,alpha,-0.0873354232631111
sub034,open,visual power,vtpm V1,fast,rt,alpha,0.237973758684061
sub034,open,visual power,vtpm V1,slow,rt,alpha,0.341359625702122
sub034,open,visual power,vtpm V2,correct,accuracy,alpha,0.234338034598947
sub034,open,visual power,vtpm V2,incorrect,accuracy,alpha,-0.0464050403466123
sub034,open,visual power,vtpm V2,correct_e,accuracy_e,alpha,0.047864144338457
sub034,open,visual power,vtpm V2,incorrect_e,accuracy_e,alpha,-0.0464050403466123
sub034,open,visual power,vtpm V2,fast,rt,alpha,0.0573340486014802
sub034,open,visual power,vtpm V2,slow,rt,alpha,0.350143268844089
sub034,open,visual power,vtpm V3,correct,accuracy,alpha,0.231338091967032
sub034,open,visual power,vtpm V3,incorrect,accuracy,alpha,0.126469112687074
sub034,open,visual power,vtpm V3,correct_e,accuracy_e,alpha,0.170947461313959
sub034,open,visual power,vtpm V3,incorrect_e,accuracy_e,alpha,0.126469112687074
sub034,open,visual power,vtpm V3,fast,rt,alpha,0.156400740569454
sub034,open,visual power,vtpm V3,slow,rt,alpha,0.29447595165872
sub034,open,somato lateralisation index,max,correct,accuracy,alpha,0.114008443091735
sub034,open,somato lateralisation index,max,incorrect,accuracy,alpha,0.0170779257375309
sub034,open,somato lateralisation index,max,correct_e,accuracy_e,alpha,0.0941664223442749
sub034,open,somato lateralisation index,max,incorrect_e,accuracy_e,alpha,0.0170779257375309
sub034,open,somato lateralisation index,max,fast,rt,alpha,0.170805197064404
sub034,open,somato lateralisation index,max,slow,rt,alpha,0.0714483363947039
sub034,open,absolute,vtpm V1,correct,accuracy,alpha,1.43209779340832e-06
sub034,open,absolute,vtpm V1,incorrect,accuracy,alpha,1.4588096241161e-06
sub034,open,absolute,vtpm V1,correct_e,accuracy_e,alpha,1.19430217982643e-06
sub034,open,absolute,vtpm V1,incorrect_e,accuracy_e,alpha,1.4588096241161e-06
sub034,open,absolute,vtpm V1,fast,rt,alpha,1.33534156097597e-06
sub034,open,absolute,vtpm V1,slow,rt,alpha,1.52140218183578e-06
sub034,open,absolute,vtpm V2,correct,accuracy,alpha,1.81024955894164e-06
sub034,open,absolute,vtpm V2,incorrect,accuracy,alpha,1.82352340325777e-06
sub034,open,absolute,vtpm V2,correct_e,accuracy_e,alpha,1.53757789021603e-06
sub034,open,absolute,vtpm V2,incorrect_e,accuracy_e,alpha,1.82352340325777e-06
sub034,open,absolute,vtpm V2,fast,rt,alpha,1.64844283458733e-06
sub034,open,absolute,vtpm V2,slow,rt,alpha,1.92856891153271e-06
sub034,open,absolute,vtpm V3,correct,accuracy,alpha,1.05301146277789e-06
sub034,open,absolute,vtpm V3,incorrect,accuracy,alpha,1.06200367866122e-06
sub034,open,absolute,vtpm V3,correct_e,accuracy_e,alpha,1.05217239378735e-06
sub034,open,absolute,vtpm V3,incorrect_e,accuracy_e,alpha,1.06200367866122e-06
sub034,open,absolute,vtpm V3,fast,rt,alpha,1.00885949768001e-06
sub034,open,absolute,vtpm V3,slow,rt,alpha,1.11611235133195e-06
sub034,closed,visual power,vtpm V1,correct,accuracy,alpha,-0.0472230728487461
sub034,closed,visual power,vtpm V1,incorrect,accuracy,alpha,-0.141487919797326
sub034,closed,visual power,vtpm V1,correct_e,accuracy_e,alpha,-0.046234389793603
sub034,closed,visual power,vtpm V1,incorrect_e,accuracy_e,alpha,-0.141487919797326
sub034,closed,visual power,vtpm V1,fast,rt,alpha,-0.0860431751735253
sub034,closed,visual power,vtpm V1,slow,rt,alpha,0.0123236346515298
sub034,closed,visual power,vtpm V2,correct,accuracy,alpha,-0.0748996449435972
sub034,closed,visual power,vtpm V2,incorrect,accuracy,alpha,-0.257996493537558
sub034,closed,visual power,vtpm V2,correct_e,accuracy_e,alpha,-0.275984274227133
sub034,closed,visual power,vtpm V2,incorrect_e,accuracy_e,alpha,-0.257996493537558
sub034,closed,visual power,vtpm V2,fast,rt,alpha,-0.0599245928074854
sub034,closed,visual power,vtpm V2,slow,rt,alpha,-0.11151014867608
sub034,closed,visual power,vtpm V3,correct,accuracy,alpha,-0.027955051380348
sub034,closed,visual power,vtpm V3,incorrect,accuracy,alpha,-0.197925560033464
sub034,closed,visual power,vtpm V3,correct_e,accuracy_e,alpha,-0.119058961492336
sub034,closed,visual power,vtpm V3,incorrect_e,accuracy_e,alpha,-0.197925560033464
sub034,closed,visual power,vtpm V3,fast,rt,alpha,0.101825851766994
sub034,closed,visual power,vtpm V3,slow,rt,alpha,-0.131538742939012
sub034,closed,somato lateralisation index,max,correct,accuracy,alpha,0.123461325114483
sub034,closed,somato lateralisation index,max,incorrect,accuracy,alpha,-0.158739766828159
sub034,closed,somato lateralisation index,max,correct_e,accuracy_e,alpha,0.189098601344581
sub034,closed,somato lateralisation index,max,incorrect_e,accuracy_e,alpha,-0.158739766828159
sub034,closed,somato lateralisation index,max,fast,rt,alpha,0.14360232663771
sub034,closed,somato lateralisation index,max,slow,rt,alpha,0.106118553675241
sub034,closed,absolute,vtpm V1,correct,accuracy,alpha,5.46307725755483e-06
sub034,closed,absolute,vtpm V1,incorrect,accuracy,alpha,5.61247656914845e-06
sub034,closed,absolute,vtpm V1,correct_e,accuracy_e,alpha,5.85951631761652e-06
sub034,closed,absolute,vtpm V1,incorrect_e,accuracy_e,alpha,5.61247656914845e-06
sub034,closed,absolute,vtpm V1,fast,rt,alpha,5.73976350569693e-06
sub034,closed,absolute,vtpm V1,slow,rt,alpha,5.2449594886765e-06
sub034,closed,absolute,vtpm V2,correct,accuracy,alpha,6.3358261719762e-06
sub034,closed,absolute,vtpm V2,incorrect,accuracy,alpha,6.20511134183761e-06
sub034,closed,absolute,vtpm V2,correct_e,accuracy_e,alpha,6.06365987589795e-06
sub034,closed,absolute,vtpm V2,incorrect_e,accuracy_e,alpha,6.20511134183761e-06
sub034,closed,absolute,vtpm V2,fast,rt,alpha,6.60035863622657e-06
sub034,closed,absolute,vtpm V2,slow,rt,alpha,6.05439322491618e-06
sub034,closed,absolute,vtpm V3,correct,accuracy,alpha,3.12382857034273e-06
sub034,closed,absolute,vtpm V3,incorrect,accuracy,alpha,2.59547623625694e-06
sub034,closed,absolute,vtpm V3,correct_e,accuracy_e,alpha,3.01469046464596e-06
sub034,closed,absolute,vtpm V3,incorrect_e,accuracy_e,alpha,2.59547623625694e-06
sub034,closed,absolute,vtpm V3,fast,rt,alpha,3.41707535818634e-06
sub034,closed,absolute,vtpm V3,slow,rt,alpha,2.84738467015004e-06
sub035,open,visual power,vtpm V1,correct,accuracy,alpha,0.283445261003087
sub035,open,visual power,vtpm V1,incorrect,accuracy,alpha,0.116268882752577
sub035,open,visual power,vtpm V1,correct_e,accuracy_e,alpha,0.250780723627931
sub035,open,visual power,vtpm V1,incorrect_e,accuracy_e,alpha,0.116268882752577
sub035,open,visual power,vtpm V1,fast,rt,alpha,0.272192398006845
sub035,open,visual power,vtpm V1,slow,rt,alpha,0.287938189674372
sub035,open,visual power,vtpm V2,correct,accuracy,alpha,0.22131834106704
sub035,open,visual power,vtpm V2,incorrect,accuracy,alpha,0.125264899873697
sub035,open,visual power,vtpm V2,correct_e,accuracy_e,alpha,0.262647652948576
sub035,open,visual power,vtpm V2,incorrect_e,accuracy_e,alpha,0.125264899873697
sub035,open,visual power,vtpm V2,fast,rt,alpha,0.152281693605967
sub035,open,visual power,vtpm V2,slow,rt,alpha,0.316810909846429
sub035,open,visual power,vtpm V3,correct,accuracy,alpha,-0.0110702884854701
sub035,open,visual power,vtpm V3,incorrect,accuracy,alpha,0.082702600899995
sub035,open,visual power,vtpm V3,correct_e,accuracy_e,alpha,0.0566421942049019
sub035,open,visual power,vtpm V3,incorrect_e,accuracy_e,alpha,0.082702600899995
sub035,open,visual power,vtpm V3,fast,rt,alpha,-0.0328997175684918
sub035,open,visual power,vtpm V3,slow,rt,alpha,0.0195096395349035
sub035,open,somato lateralisation index,max,correct,accuracy,alpha,0.0442510019967154
sub035,open,somato lateralisation index,max,incorrect,accuracy,alpha,0.138425539107066
sub035,open,somato lateralisation index,max,correct_e,accuracy_e,alpha,0.10107611764388
sub035,open,somato lateralisation index,max,incorrect_e,accuracy_e,alpha,0.138425539107066
sub035,open,somato lateralisation index,max,fast,rt,alpha,0.129384062061218
sub035,open,somato lateralisation index,max,slow,rt,alpha,-0.0143043259260442
sub035,open,absolute,vtpm V1,correct,accuracy,alpha,8.33768113271106e-06
sub035,open,absolute,vtpm V1,incorrect,accuracy,alpha,8.1905474216479e-06
sub035,open,absolute,vtpm V1,correct_e,accuracy_e,alpha,8.53300160805292e-06
sub035,open,absolute,vtpm V1,incorrect_e,accuracy_e,alpha,8.1905474216479e-06
sub035,open,absolute,vtpm V1,fast,rt,alpha,8.83942072434983e-06
sub035,open,absolute,vtpm V1,slow,rt,alpha,8.195892604603e-06
sub035,open,absolute,vtpm V2,correct,accuracy,alpha,3.4122666553024e-06
sub035,open,absolute,vtpm V2,incorrect,accuracy,alpha,3.1901701548494e-06
sub035,open,absolute,vtpm V2,correct_e,accuracy_e,alpha,3.49172059980846e-06
sub035,open,absolute,vtpm V2,incorrect_e,accuracy_e,alpha,3.1901701548494e-06
sub035,open,absolute,vtpm V2,fast,rt,alpha,3.53394307212908e-06
sub035,open,absolute,vtpm V2,slow,rt,alpha,3.42795104949125e-06
sub035,open,absolute,vtpm V3,correct,accuracy,alpha,5.52041677784546e-06
sub035,open,absolute,vtpm V3,incorrect,accuracy,alpha,5.97245539817238e-06
sub035,open,absolute,vtpm V3,correct_e,accuracy_e,alpha,5.92494739272137e-06
sub035,open,absolute,vtpm V3,incorrect_e,accuracy_e,alpha,5.97245539817238e-06
sub035,open,absolute,vtpm V3,fast,rt,alpha,5.50161129363521e-06
sub035,open,absolute,vtpm V3,slow,rt,alpha,5.69871125376655e-06
sub035,closed,visual power,vtpm V1,correct,accuracy,alpha,-0.123149699139863
sub035,closed,visual power,vtpm V1,incorrect,accuracy,alpha,-0.0959813479162061
sub035,closed,visual power,vtpm V1,correct_e,accuracy_e,alpha,-0.257339603640909
sub035,closed,visual power,vtpm V1,incorrect_e,accuracy_e,alpha,-0.0959813479162061
sub035,closed,visual power,vtpm V1,fast,rt,alpha,0.0138113024567295
sub035,closed,visual power,vtpm V1,slow,rt,alpha,-0.245753168833226
sub035,closed,visual power,vtpm V2,correct,accuracy,alpha,-0.00331687469356605
sub035,closed,visual power,vtpm V2,incorrect,accuracy,alpha,-0.125760094049125
sub035,closed,visual power,vtpm V2,correct_e,accuracy_e,alpha,-0.128400001781286
sub035,closed,visual power,vtpm V2,incorrect_e,accuracy_e,alpha,-0.125760094049125
sub035,closed,visual power,vtpm V2,fast,rt,alpha,0.0105796289843263
sub035,closed,visual power,vtpm V2,slow,rt,alpha,-0.0484001814052516
sub035,closed,visual power,vtpm V3,correct,accuracy,alpha,-0.0671244880851387
sub035,closed,visual power,vtpm V3,incorrect,accuracy,alpha,-0.079691478583408
sub035,closed,visual power,vtpm V3,correct_e,accuracy_e,alpha,-0.122596183702204
sub035,closed,visual power,vtpm V3,incorrect_e,accuracy_e,alpha,-0.079691478583408
sub035,closed,visual power,vtpm V3,fast,rt,alpha,-0.0480360727496233
sub035,closed,visual power,vtpm V3,slow,rt,alpha,-0.0850995607939262
sub035,closed,somato lateralisation index,max,correct,accuracy,alpha,-0.00101813673264974
sub035,closed,somato lateralisation index,max,incorrect,accuracy,alpha,0.188632514865389
sub035,closed,somato lateralisation index,max,correct_e,accuracy_e,alpha,-0.0192631806593723
sub035,closed,somato lateralisation index,max,incorrect_e,accuracy_e,alpha,0.188632514865389
sub035,closed,somato lateralisation index,max,fast,rt,alpha,0.00655269292188073
sub035,closed,somato lateralisation index,max,slow,rt,alpha,-0.0053736292933413
sub035,closed,absolute,vtpm V1,correct,accuracy,alpha,1.02157645667202e-05
sub035,closed,absolute,vtpm V1,incorrect,accuracy,alpha,1.1770802556698e-05
sub035,closed,absolute,vtpm V1,correct_e,accuracy_e,alpha,9.29030165265267e-06
sub035,closed,absolute,vtpm V1,incorrect_e,accuracy_e,alpha,1.1770802556698e-05
sub035,closed,absolute,vtpm V1,fast,rt,alpha,1.19603205335294e-05
sub035,closed,absolute,vtpm V1,slow,rt,alpha,8.86487890566056e-06
sub035,closed,absolute,vtpm V2,correct,accuracy,alpha,4.65030455296477e-06
sub035,closed,absolute,vtpm V2,incorrect,accuracy,alpha,4.9964577032779e-06
sub035,closed,absolute,vtpm V2,correct_e,accuracy_e,alpha,4.30950979925718e-06
sub035,closed,absolute,vtpm V2,incorrect_e,accuracy_e,alpha,4.9964577032779e-06
sub035,closed,absolute,vtpm V2,fast,rt,alpha,5.03141162784892e-06
sub035,closed,absolute,vtpm V2,slow,rt,alpha,4.30341897038147e-06
sub035,closed,absolute,vtpm V3,correct,accuracy,alpha,8.21665676714362e-06
sub035,closed,absolute,vtpm V3,incorrect,accuracy,alpha,9.16601953263189e-06
sub035,closed,absolute,vtpm V3,correct_e,accuracy_e,alpha,7.85748851697331e-06
sub035,closed,absolute,vtpm V3,incorrect_e,accuracy_e,alpha,9.16601953263189e-06
sub035,closed,absolute,vtpm V3,fast,rt,alpha,8.72908650826915e-06
sub035,closed,absolute,vtpm V3,slow,rt,alpha,7.7924712430005e-06
sub036,open,visual power,vtpm V1,correct,accuracy,alpha,-0.0272245939637996
sub036,open,visual power,vtpm V1,incorrect,accuracy,alpha,0.0539188925582922
sub036,open,visual power,vtpm V1,correct_e,accuracy_e,alpha,-0.298881522302535
sub036,open,visual power,vtpm V1,incorrect_e,accuracy_e,alpha,0.0539188925582922
sub036,open,visual power,vtpm V1,fast,rt,alpha,-0.140154028000509
