suj,win,cue,bin,rt,corr
sub009,preCue1,all,b5,1.82011651992798,0.697368421052632
sub009,preCue1,pre,b1,1.38267886638641,0.815789473684211
sub009,preCue1,pre,b2,1.63060653209686,0.894736842105263
sub009,preCue1,pre,b3,1.96751546859741,0.789473684210526
sub009,preCue1,pre,b4,1.79165101051331,0.605263157894737
sub009,preCue1,pre,b5,2.04792201519012,0.657894736842105
sub009,preCue1,retro,b1,1.60103392601013,0.675675675675676
sub009,preCue1,retro,b2,2.02365899085999,0.72972972972973
sub009,preCue1,retro,b3,1.80472803115845,0.702702702702703
sub009,preCue1,retro,b4,1.74767208099365,0.783783783783784
sub009,preCue1,retro,b5,1.83843994140625,0.783783783783784
sub009,preTarget,all,b1,1.95095014572144,0.710526315789474
sub009,preTarget,all,b2,1.71203398704529,0.710526315789474
sub009,preTarget,all,b3,1.83111846446991,0.75
sub009,preTarget,all,b4,1.79856288433075,0.736842105263158
sub009,preTarget,all,b5,1.62733352184296,0.776315789473684
sub009,preTarget,pre,b1,1.98071849346161,0.763157894736842
sub009,preTarget,pre,b2,1.72336292266846,0.789473684210526
sub009,preTarget,pre,b3,2.02501797676086,0.684210526315789
sub009,preTarget,pre,b4,1.67641294002533,0.763157894736842
sub009,preTarget,pre,b5,1.53922295570374,0.736842105263158
sub009,preTarget,retro,b1,1.95633506774902,0.621621621621622
sub009,preTarget,retro,b2,1.60103392601013,0.621621621621622
sub009,preTarget,retro,b3,1.56522107124329,0.756756756756757
sub009,preTarget,retro,b4,1.84992694854736,0.810810810810811
sub009,preTarget,retro,b5,1.72181010246277,0.783783783783784
sub009,preCue2,all,b1,1.85507094860077,0.736842105263158
sub009,preCue2,all,b2,1.9136415719986,0.75
sub009,preCue2,all,b3,1.77943599224091,0.763157894736842
sub009,preCue2,all,b4,1.57891643047333,0.763157894736842
sub009,preCue2,all,b5,1.64104104042053,0.671052631578947
sub009,preCue2,pre,b1,2.48180139064789,0.763157894736842
sub009,preCue2,pre,b2,1.72733736038208,0.710526315789474
sub009,preCue2,pre,b3,1.74430847167969,0.736842105263158
sub009,preCue2,pre,b4,1.57539391517639,0.789473684210526
sub009,preCue2,pre,b5,1.78959441184998,0.736842105263158
sub009,preCue2,retro,b1,1.84992694854736,0.72972972972973
sub009,preCue2,retro,b2,1.83843994140625,0.72972972972973
sub009,preCue2,retro,b3,1.80962800979614,0.810810810810811
sub009,preCue2,retro,b4,1.72181010246277,0.72972972972973
sub009,preCue2,retro,b5,1.38465404510498,0.594594594594595
sub009,preProbe,all,b1,1.25433659553528,0.815789473684211
sub009,preProbe,all,b2,1.58573853969574,0.736842105263158
sub009,preProbe,all,b3,1.81671249866486,0.710526315789474
sub009,preProbe,all,b4,1.98534798622131,0.736842105263158
sub009,preProbe,all,b5,2.05496954917908,0.684210526315789
sub009,preProbe,pre,b1,1.22194707393646,0.842105263157895
sub009,preProbe,pre,b2,1.56526184082031,0.789473684210526
sub009,preProbe,pre,b3,1.72940647602081,0.657894736842105
sub009,preProbe,pre,b4,1.97574031352997,0.736842105263158
sub009,preProbe,pre,b5,2.19286060333252,0.710526315789474
sub009,preProbe,retro,b1,1.4473249912262,0.756756756756757
sub009,preProbe,retro,b2,1.622878074646,0.702702702702703
sub009,preProbe,retro,b3,1.86062216758728,0.756756756756757
sub009,preProbe,retro,b4,1.97365617752075,0.756756756756757
sub009,preProbe,retro,b5,1.80179309844971,0.648648648648649
sub010,preCue1,all,b1,0.522330522537231,0.736111111111111
sub010,preCue1,all,b2,0.50295352935791,0.805555555555556
sub010,preCue1,all,b3,0.529837012290955,0.791666666666667
sub010,preCue1,all,b4,0.494573473930359,0.722222222222222
sub010,preCue1,all,b5,0.639806032180786,0.791666666666667
sub010,preCue1,pre,b1,0.423885583877563,0.705882352941177
sub010,preCue1,pre,b2,0.614510536193848,0.705882352941177
sub010,preCue1,pre,b3,0.544588565826416,0.794117647058823
sub010,preCue1,pre,b4,0.428250432014465,0.764705882352941
sub010,preCue1,pre,b5,0.502833485603333,0.794117647058823
sub010,preCue1,retro,b1,0.52823281288147,0.756756756756757
sub010,preCue1,retro,b2,0.530126094818115,0.864864864864865
sub010,preCue1,retro,b3,0.47782301902771,0.810810810810811
sub010,preCue1,retro,b4,0.509732007980347,0.675675675675676
sub010,preCue1,retro,b5,0.819141864776611,0.810810810810811
sub010,preTarget,all,b1,0.422081470489502,0.763888888888889
sub010,preTarget,all,b2,0.517349481582642,0.777777777777778
sub010,preTarget,all,b3,0.567820072174072,0.680555555555556
sub010,preTarget,all,b4,0.525816559791565,0.888888888888889
sub010,preTarget,all,b5,0.572606563568115,0.736111111111111
sub010,preTarget,pre,b1,0.442258358001709,0.735294117647059
sub010,preTarget,pre,b2,0.398468613624573,0.735294117647059
sub010,preTarget,pre,b3,0.517911553382874,0.647058823529412
sub010,preTarget,pre,b4,0.494691610336304,0.823529411764706
sub010,preTarget,pre,b5,0.678778529167175,0.823529411764706
sub010,preTarget,retro,b1,0.408681869506836,0.864864864864865
sub010,preTarget,retro,b2,0.597389936447144,0.756756756756757
sub010,preTarget,retro,b3,0.638206958770752,0.702702702702703
sub010,preTarget,retro,b4,0.52180004119873,0.864864864864865
sub010,preTarget,retro,b5,0.578243970870972,0.72972972972973
sub010,preCue2,all,b1,0.522669911384583,0.833333333333333
sub010,preCue2,all,b2,0.528691530227661,0.75
sub010,preCue2,all,b3,0.478772163391113,0.708333333333333
sub010,preCue2,all,b4,0.538449048995972,0.694444444444444
sub010,preCue2,all,b5,0.555345416069031,0.861111111111111
sub010,preCue2,pre,b1,0.780840396881104,0.764705882352941
sub010,preCue2,pre,b2,0.441866993904114,0.705882352941177
sub010,preCue2,pre,b3,0.464221477508545,0.705882352941177
sub010,preCue2,pre,b4,0.549715042114258,0.647058823529412
sub010,preCue2,pre,b5,0.47858190536499,0.941176470588235
sub010,preCue2,retro,b1,0.47782301902771,0.864864864864865
sub010,preCue2,retro,b2,0.769484996795654,0.783783783783784
sub010,preCue2,retro,b3,0.52180004119873,0.756756756756757
sub010,preCue2,retro,b4,0.578243970870972,0.72972972972973
sub010,preCue2,retro,b5,0.597389936447144,0.783783783783784
sub010,preProbe,all,b1,0.538913488388062,0.791666666666667
sub010,preProbe,all,b2,0.513720512390137,0.736111111111111
sub010,preProbe,all,b3,0.472280025482178,0.75
sub010,preProbe,all,b4,0.716795921325684,0.736111111111111
sub010,preProbe,all,b5,0.504592895507812,0.833333333333333
sub010,preProbe,pre,b1,0.527026057243347,0.794117647058823
sub010,preProbe,pre,b2,0.50252103805542,0.705882352941177
sub010,preProbe,pre,b3,0.395482063293457,0.676470588235294
sub010,preProbe,pre,b4,0.668743968009949,0.794117647058823
sub010,preProbe,pre,b5,0.478772163391113,0.794117647058823
sub010,preProbe,retro,b1,0.587641954421997,0.72972972972973
sub010,preProbe,retro,b2,0.488268136978149,0.810810810810811
sub010,preProbe,retro,b3,0.527256965637207,0.756756756756757
sub010,preProbe,retro,b4,0.837077856063843,0.702702702702703
sub010,preProbe,retro,b5,0.52180004119873,0.891891891891892
sub011,preCue1,all,b1,1.27361702919006,0.704918032786885
sub011,preCue1,all,b2,1.06174993515015,0.721311475409836
sub011,preCue1,all,b3,1.30942106246948,0.819672131147541
sub011,preCue1,all,b4,1.36620187759399,0.819672131147541
sub011,preCue1,all,b5,1.311851978302,0.786885245901639
sub011,preCue1,pre,b1,1.21115505695343,0.633333333333333
sub011,preCue1,pre,b2,1.08236944675446,0.6
sub011,preCue1,pre,b3,1.29114353656769,0.766666666666667
sub011,preCue1,pre,b4,1.32772445678711,0.833333333333333
sub011,preCue1,pre,b5,1.29809045791626,0.8
sub011,preCue1,retro,b1,1.34066295623779,0.774193548387097
sub011,preCue1,retro,b2,0.964144945144653,0.838709677419355
sub011,preCue1,retro,b3,1.30225706100464,0.838709677419355
sub011,preCue1,retro,b4,1.62182402610779,0.838709677419355
sub011,preCue1,retro,b5,1.311851978302,0.774193548387097
sub011,preTarget,all,b1,1.30942106246948,0.737704918032787
sub011,preTarget,all,b2,1.34772896766663,0.688524590163934
sub011,preTarget,all,b3,1.23184990882874,0.819672131147541
sub011,preTarget,all,b4,1.19422292709351,0.754098360655738
sub011,preTarget,all,b5,1.36620187759399,0.852459016393443
sub011,preTarget,pre,b1,1.06007206439972,0.766666666666667
sub011,preTarget,pre,b2,1.19894599914551,0.633333333333333
sub011,preTarget,pre,b3,1.15818095207214,0.733333333333333
sub011,preTarget,pre,b4,1.19295299053192,0.666666666666667
sub011,preTarget,pre,b5,1.50840902328491,0.833333333333333
sub011,preTarget,retro,b1,1.34047698974609,0.741935483870968
sub011,preTarget,retro,b2,1.61250805854797,0.741935483870968
sub011,preTarget,retro,b3,1.33255195617676,0.903225806451613
sub011,preTarget,retro,b4,1.34066295623779,0.870967741935484
sub011,preTarget,retro,b5,0.998282194137573,0.806451612903226
sub011,preCue2,all,b1,1.19523501396179,0.80327868852459
sub011,preCue2,all,b2,1.09584784507751,0.819672131147541
sub011,preCue2,all,b3,1.4326159954071,0.721311475409836
sub011,preCue2,all,b4,1.17065095901489,0.786885245901639
sub011,preCue2,all,b5,1.45439505577087,0.721311475409836
sub011,preCue2,pre,b1,1.14558100700378,0.833333333333333
sub011,preCue2,pre,b2,1.07782745361328,0.766666666666667
sub011,preCue2,pre,b3,1.39720153808594,0.666666666666667
sub011,preCue2,pre,b4,1.24920845031738,0.8
