Subject: toto
Blockt: 2

N	Cue	D1 	Dis	D2 	Tar	ER	SR	FA	MR	HIT	RT
1	1	73	0	627	3	2	0	0	0	0	0
2	1	629	0	71	1	1	0	0	0	0	0
3	0	576	0	124	1	1	0	0	0	0	0
4	0	429	2	271	4	2	0	0	0	0	0
5	0	444	0	256	4	2	0	0	0	0	0
6	0	547	2	153	1	1	0	0	0	0	0
7	2	323	0	377	4	2	0	0	0	0	0
8	0	233	1	467	1	1	0	0	0	0	0
9	0	478	0	222	1	1	0	0	0	0	0
10	0	520	0	180	3	2	0	0	0	0	0
11	1	437	2	263	3	2	0	0	0	0	0
12	2	291	1	409	4	2	0	0	0	0	0
13	2	402	0	298	2	1	0	0	0	0	0
14	0	139	0	561	4	2	0	0	0	0	0
15	0	303	0	397	3	2	0	0	0	0	0
